,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
0,1.0,Amen Thompson,23.0,HOU,PG,72.0,72.0,2684.0,18.5,0.585,0.116,0.37,9.1,14.2,11.7,20.2,2.0,1.5,13.7,20.0,5.5,3.4,8.8,0.158,1.4,0.9,2.3,2.9,
1,2.0,Kevin Durant,37.0,HOU,SF,71.0,71.0,2586.0,20.9,0.637,0.327,0.336,1.6,14.7,8.2,20.1,1.2,2.2,13.6,27.1,6.5,2.9,9.3,0.174,4.1,0.1,4.2,4.0,AS
2,3.0,Desmond Bane,27.0,ORL,SG,74.0,74.0,2525.0,17.0,0.609,0.351,0.277,3.9,9.7,6.8,19.4,1.4,1.1,10.7,23.3,4.7,2.1,6.8,0.129,1.7,-0.4,1.2,2.0,
3,4.0,Toumani Camara,25.0,POR,PF,76.0,76.0,2518.0,11.0,0.574,0.663,0.166,5.0,12.1,8.5,10.6,1.6,1.1,13.9,16.2,1.6,2.4,4.0,0.077,-1.3,-0.1,-1.3,0.4,
4,5.0,Mikal Bridges,29.0,NYK,SF,75.0,75.0,2503.0,15.3,0.583,0.435,0.097,3.3,10.0,6.6,16.2,2.0,2.4,7.6,17.4,4.3,3.2,7.5,0.143,1.3,1.5,2.7,3.0,
5,6.0,Jamal Murray,28.0,DEN,PG,71.0,71.0,2496.0,22.0,0.621,0.406,0.294,1.4,12.2,7.1,31.9,1.3,0.9,10.1,28.2,7.4,1.6,9.0,0.173,5.5,-1.4,4.1,3.8,AS
6,7.0,Jabari Smith Jr.,22.0,HOU,PF,70.0,70.0,2465.0,13.6,0.569,0.494,0.217,4.8,16.9,10.9,7.5,1.1,2.4,9.0,18.0,3.1,2.9,6.1,0.118,-0.5,-0.1,-0.6,0.9,
7,8.0,Julius Randle,31.0,MIN,PF,74.0,74.0,2448.0,18.4,0.58,0.285,0.404,5.7,16.8,11.3,23.3,1.6,0.6,13.3,26.5,3.9,3.0,6.9,0.136,1.3,0.0,1.3,2.0,
8,9.0,Scottie Barnes,24.0,TOR,PF,72.0,72.0,2441.0,19.4,0.58,0.203,0.261,6.5,19.4,12.9,25.5,2.0,4.3,14.1,23.6,3.2,4.0,7.2,0.142,1.8,2.3,4.1,3.8,AS
9,10.0,Jalen Brunson,29.0,NYK,PG,69.0,69.0,2416.0,20.1,0.581,0.36,0.29,1.4,9.4,5.4,30.8,1.1,0.3,9.5,30.4,6.2,2.1,8.2,0.164,4.0,-1.0,3.1,3.1,AS
