,PLAYER_NAME,TEAM_ABBREVIATION,PIE
178,Jackie Butler,NYK,0.488
128,Donnell Harvey,NJN,0.223
248,Kevin Garnett,MIN,0.213
421,Tim Duncan,SAS,0.204
267,LeBron James,CLE,0.19
127,Dirk Nowitzki,DAL,0.186
18,Andrei Kirilenko,UTA,0.172
310,Metta World Peace,IND,0.166
432,Tracy McGrady,HOU,0.161
10,Allen Iverson,PHI,0.161
399,Shaquille O'Neal,MIA,0.161
286,Manu Ginobili,SAS,0.159
203,Jason Kidd,NJN,0.159
211,Jermaine O'Neal,IND,0.157
344,Pau Gasol,MEM,0.156
135,Dwyane Wade,MIA,0.153
12,Amar'e Stoudemire,PHX,0.152
445,Vince Carter,NJN,0.152
308,Mehmet Okur,UTA,0.148
256,Kobe Bryant,LAL,0.148
455,Yao Ming,HOU,0.148
145,Elton Brand,LAC,0.148
264,Larry Hughes,WAS,0.147
345,Paul Pierce,BOS,0.146
412,Steve Nash,PHX,0.145
370,Richard Jefferson,NJN,0.144
409,Stephon Marbury,NYK,0.144
289,Marcus Camby,DEN,0.142
76,Chris Andersen,NOH,0.141
51,Brad Miller,SAC,0.14
403,Shawn Marion,PHX,0.14
69,Carlos Boozer,UTA,0.14
28,Anthony Miller,ATL,0.14
133,Drew Gooden,CLE,0.14
87,Corey Maggette,LAC,0.139
457,Zach Randolph,POR,0.138
75,Chauncey Billups,DET,0.138
167,Grant Hill,ORL,0.138
164,Gilbert Arenas,WAS,0.138
430,Tony Parker,SAS,0.138
365,Ray Allen,SEA,0.137
37,Baron Davis,GSW,0.134
32,Antonio Daniels,SEA,0.133
130,Donyell Marshall,TOR,0.133
56,Brevin Knight,CHA,0.131
81,Chris Webber,PHI,0.13
201,Jason Hart,CHA,0.13
261,Lamar Odom,LAL,0.129
441,Tyson Chandler,CHI,0.129
411,Steve Francis,ORL,0.128
186,Jamaal Tinsley,IND,0.128
125,Dikembe Mutombo,HOU,0.127
46,Bobby Jackson,SAC,0.126
40,Ben Wallace,DET,0.126
456,Yuta Tabuse,PHX,0.125
400,Shareef Abdur-Rahim,POR,0.125
136,Earl Boykins,DEN,0.123
360,Rashard Lewis,SEA,0.123
204,Jason Richardson,GSW,0.122
17,Andre Miller,DEN,0.122
387,Sam Cassell,MIN,0.121
34,Antonio McDyess,DET,0.121
11,Alonzo Mourning,MIA,0.12
253,Kirk Hinrich,CHI,0.12
205,Jason Terry,DAL,0.12
83,Christian Laettner,MIA,0.12
321,Mike Bibby,SAC,0.12
324,Mike Miller,MEM,0.119
246,Kenyon Martin,DEN,0.118
207,Jeff Foster,IND,0.117
77,Chris Bosh,TOR,0.117
417,Tayshaun Prince,DET,0.116
368,Reggie Miller,IND,0.116
316,Michael Redd,MIL,0.116
361,Rasheed Wallace,DET,0.116
134,Dwight Howard,ORL,0.115
439,Troy Murphy,GSW,0.115
339,Omar Cook,TOR,0.114
323,Mike James,HOU,0.114
463,Zydrunas Ilgauskas,CLE,0.113
99,Damon Stoudamire,POR,0.113
341,P.J. Brown,NOH,0.113
24,Antawn Jamison,WAS,0.113
458,Zarko Cabarkapa,GSW,0.111
146,Emeka Okafor,CHA,0.111
47,Bobby Simmons,LAC,0.111
442,Udonis Haslem,MIA,0.11
369,Richard Hamilton,DET,0.11
357,Rafer Alston,TOR,0.11
165,Glenn Robinson,SAS,0.109
206,Jason Williams,MEM,0.109
406,Speedy Claxton,NOH,0.109
158,Fred Hoiberg,MIN,0.109
142,Eddy Curry,CHI,0.109
281,Luol Deng,CHI,0.109
450,Wally Szczerbiak,MIN,0.109
30,Antoine Walker,BOS,0.109
102,Dan Gadzuric,MIL,0.109
98,Damon Jones,MIA,0.109
45,Bob Sura,HOU,0.108
48,Bonzi Wells,MEM,0.108
26,Anthony Goldwire,MIL,0.108
27,Anthony Johnson,IND,0.108
408,Stephen Jackson,IND,0.107
171,Hedo Turkoglu,ORL,0.107
355,Raef LaFrentz,BOS,0.107
351,Primoz Brezec,CHA,0.107
258,Kurt Thomas,NYK,0.107
241,Kelvin Cato,ORL,0.106
71,Carmelo Anthony,DEN,0.106
139,Eddie Griffin,MIN,0.106
23,Ansu Sesay,GSW,0.106
123,Devin Brown,SAS,0.106
13,Anderson Varejao,CLE,0.106
38,Ben Gordon,CHI,0.105
140,Eddie House,SAC,0.105
184,Jalen Rose,TOR,0.105
334,Nene,DEN,0.105
55,Brent Barry,SAS,0.105
215,Jerry Stackhouse,DAL,0.104
160,Gary Payton,BOS,0.104
297,Marko Jaric,LAC,0.103
453,Wesley Person,DEN,0.103
304,Matt Harpring,UTA,0.103
348,Peja Stojakovic,SAC,0.103
245,Kenny Thomas,SAC,0.103
373,Ricky Davis,BOS,0.103
287,Marc Jackson,PHI,0.103
5,Al Jefferson,BOS,0.102
101,Dan Dickau,NOH,0.102
460,Zeljko Rebraca,LAC,0.102
137,Earl Watson,MEM,0.102
452,Wang Zhi-zhi,MIA,0.102
332,Ndudi Ebi,MIN,0.102
278,Luke Jackson,CLE,0.101
229,Josh Smith,ATL,0.101
240,Keith Van Horn,DAL,0.101
220,Joel Przybilla,POR,0.101
224,Jon Barry,HOU,0.101
322,Mike Dunleavy,GSW,0.1
279,Luke Ridnour,SEA,0.1
16,Andre Iguodala,PHI,0.1
415,Stromile Swift,MEM,0.1
41,Beno Udrih,SAS,0.099
228,Josh Howard,DAL,0.099
237,Kedrick Brown,PHI,0.099
340,Othella Harrington,CHI,0.099
275,Lorenzen Wright,MEM,0.099
105,Darius Miles,POR,0.099
226,Josh Childress,ATL,0.098
188,Jamal Sampson,CHA,0.098
159,Fred Jones,IND,0.098
367,Reggie Evans,SEA,0.098
166,Gordan Giricek,UTA,0.098
35,Austin Croshere,IND,0.097
187,Jamal Crawford,NYK,0.097
219,Joe Smith,MIL,0.097
328,Mo Williams,MIL,0.097
319,Michael Sweetney,NYK,0.097
230,Juan Dixon,WAS,0.097
440,Tyronn Lue,ATL,0.097
372,Rick Brunson,LAC,0.096
374,Robert Horry,SAS,0.096
459,Zaza Pachulia,MIL,0.096
311,Michael Bradley,PHI,0.095
72,Caron Butler,LAL,0.095
331,Nazr Mohammed,SAS,0.095
141,Eddie Jones,MIA,0.095
4,Al Harrington,ATL,0.095
424,Toni Kukoc,MIL,0.095
213,Jerome Moiso,CLE,0.095
106,Darius Songaila,SAC,0.095
150,Erick Dampier,DAL,0.094
398,Shane Battier,MEM,0.094
189,Jameer Nelson,ORL,0.094
218,Joe Johnson,PHX,0.094
336,Nick Van Exel,POR,0.094
54,Brendan Haywood,WAS,0.093
269,Lee Nailon,NOH,0.093
302,Matt Carroll,CHA,0.093
119,Derek Fisher,GSW,0.093
82,Chris Wilcox,LAC,0.092
314,Michael Finley,DAL,0.092
104,Danny Fortson,SEA,0.092
57,Brian Cardinal,MEM,0.092
298,Marquis Daniels,DAL,0.092
192,James Thomas,ATL,0.092
163,Gerald Wallace,CHA,0.091
389,Samuel Dalembert,PHI,0.091
428,Tony Delk,ATL,0.091
431,Torraye Braggs,HOU,0.091
434,Travis Outlaw,POR,0.091
121,Desmond Mason,MIL,0.09
384,Ruben Patterson,POR,0.09
234,Juwan Howard,HOU,0.09
31,Antonio Burks,MEM,0.09
3,Adrian Griffin,CHI,0.09
425,Tony Allen,BOS,0.089
414,Steven Smith,MIA,0.089
33,Antonio Davis,CHI,0.089
448,Vladimir Radmanovic,SEA,0.089
330,Morris Peterson,TOR,0.089
79,Chris Kaman,LAC,0.089
262,Lamond Murray,TOR,0.089
233,Justin Reed,BOS,0.089
92,Cuttino Mobley,SAC,0.089
260,Kyle Korver,PHI,0.088
147,Eric Piatkowski,CHI,0.088
462,Zoran Planinic,NJN,0.088
60,Brian Scalabrine,NJN,0.088
327,Milt Palacio,TOR,0.088
283,Malik Allen,CHA,0.088
288,Marcus Banks,BOS,0.087
126,Dion Glover,SAS,0.087
117,DerMarr Johnson,DEN,0.087
231,Jumaine Jones,LAL,0.086
393,Scott Padgett,HOU,0.086
80,Chris Mihm,LAL,0.086
172,Horace Jenkins,DET,0.086
124,Devin Harris,DAL,0.086
168,Greg Buckner,DEN,0.085
88,Corliss Williamson,SAC,0.085
96,Dale Davis,IND,0.085
335,Nick Collison,SEA,0.085
290,Marcus Fizer,MIL,0.085
364,Raul Lopez,UTA,0.085
433,Travis Best,NJN,0.084
301,Matt Bonner,TOR,0.084
185,Jamaal Magloire,NOH,0.084
214,Jerome Williams,NYK,0.084
216,Jim Jackson,PHX,0.084
437,Trevor Ariza,NYK,0.084
113,David West,NOH,0.084
268,Leandro Barbosa,PHX,0.083
19,Andres Nocioni,CHI,0.083
352,Quentin Richardson,PHX,0.082
449,Voshon Lenard,DEN,0.082
371,Richie Frahm,POR,0.082
25,Anthony Carter,MIN,0.082
208,Jeff McInnis,CLE,0.082
58,Brian Cook,LAL,0.081
320,Mickael Pietrus,GSW,0.081
243,Kendrick Perkins,BOS,0.081
247,Kerry Kittles,LAC,0.081
118,Derek Anderson,POR,0.081
65,Bryon Russell,DEN,0.081
84,Chucky Atkins,LAL,0.081
427,Tony Bobbitt,LAL,0.08
61,Brian Skinner,SAC,0.08
116,Delonte West,BOS,0.08
350,Predrag Drobnjak,ATL,0.08
78,Chris Duhon,CHI,0.08
325,Mike Wilks,SAS,0.079
380,Rodney White,GSW,0.079
265,Latrell Sprewell,MIN,0.079
362,Rasho Nesterovic,SAS,0.079
359,Randy Livingston,UTA,0.079
68,Carlos Arroyo,DET,0.078
293,Mark Blount,BOS,0.078
280,Luke Walton,LAL,0.078
326,Mikki Moore,LAC,0.078
382,Ronald Dupree,DET,0.078
381,Ron Mercer,NJN,0.078
108,Darrell Armstrong,DAL,0.078
161,Geno Carlisle,POR,0.077
284,Malik Rose,NYK,0.077
