,Player,Team,G,PTS,AST,TRB,Stocks,eFG%,MP,PER,TS%,USG%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
0,Michael Jordan,Chicago Bulls,81.0,32.5,8.0,8.0,3.7,0.546,3255.0,31.1,0.614,32.1,19.8,11.9,11.4,0.5732,82.0,0.704,0.9878,1989
1,Karl Malone,Utah Jazz,80.0,29.1,2.7,10.7,2.7,0.521,3126.0,24.4,0.592,30.4,15.2,5.4,5.9,0.622,82.0,0.426,0.9756,1989
2,Dale Ellis,Seattle SuperSonics,82.0,27.5,2.0,4.2,1.6,0.549,3190.0,19.7,0.589,26.6,10.8,2.7,3.8,0.5732,82.0,0,1.0,1989
3,Clyde Drexler,Portland Trail Blazers,78.0,27.2,5.8,7.9,3.4,0.504,3064.0,23.6,0.555,27.2,12.6,6.5,6.6,0.4756,82.0,0,0.9512,1989
4,Alex English,Denver Nuggets,82.0,26.5,4.7,4.0,0.9,0.492,2990.0,19.0,0.531,28.8,6.8,0.9,2.1,0.5366,82.0,0,1.0,1989
5,Chris Mullin,Golden State Warriors,82.0,26.5,5.1,5.9,2.6,0.516,3093.0,21.9,0.581,26.6,10.6,4.0,4.7,0.5244,82.0,0.004,1.0,1989
6,Dominique Wilkins,Atlanta Hawks,80.0,26.2,2.6,6.9,2.2,0.472,2997.0,21.8,0.528,29.4,10.4,3.4,4.1,0.6341,82.0,0,0.9756,1989
7,Charles Barkley,Philadelphia 76ers,79.0,25.8,4.1,12.5,2.4,0.594,3088.0,27.0,0.653,24.4,16.1,7.5,7.4,0.561,82.0,0.111,0.9634,1989
8,Tom Chambers,Phoenix Suns,81.0,25.7,2.9,8.4,1.8,0.48,3002.0,19.3,0.547,28.2,9.2,1.4,2.6,0.6707,82.0,0.024,0.9878,1989
9,Hakeem Olajuwon,Houston Rockets,82.0,24.8,1.8,13.5,6.0,0.508,3024.0,25.2,0.552,28.2,12.4,5.5,5.7,0.5488,82.0,0.211,1.0,1989
10,Terry Cummings,Milwaukee Bucks,80.0,22.9,2.5,8.1,2.2,0.469,2824.0,19.7,0.518,28.9,7.7,1.2,2.3,0.5976,82.0,0.001,0.9756,1989
11,Patrick Ewing,New York Knicks,80.0,22.7,2.4,9.3,5.0,0.567,2896.0,22.1,0.607,23.6,10.9,4.5,4.8,0.6341,82.0,0.235,0.9756,1989
13,Magic Johnson,Los Angeles Lakers,77.0,22.5,12.8,7.9,2.1,0.535,2886.0,26.9,0.625,24.3,16.1,9.4,8.3,0.6951,82.0,0.782,0.939,1989
14,Kevin McHale,Boston Celtics,78.0,22.5,2.2,8.2,1.5,0.546,2876.0,20.3,0.608,23.7,10.1,2.1,3.0,0.5122,82.0,0,0.9512,1989
15,Mitch Richmond,Golden State Warriors,79.0,22.0,4.2,5.9,1.2,0.48,2717.0,17.2,0.541,26.2,5.6,-0.1,1.3,0.5244,82.0,0,0.9634,1989
16,Jeff Malone,Washington Bullets,76.0,21.7,2.9,2.4,0.7,0.48,2418.0,16.7,0.529,28.6,4.1,-0.7,0.8,0.4878,82.0,0,0.9268,1989
17,Chuck Person,Indiana Pacers,80.0,21.6,3.6,6.5,1.2,0.511,3012.0,15.2,0.544,26.3,3.0,-1.1,0.7,0.3415,82.0,0,0.9756,1989
18,Eddie Johnson,Phoenix Suns,70.0,21.5,2.3,4.4,0.8,0.526,2043.0,19.4,0.564,28.3,6.5,2.1,2.1,0.6707,82.0,0,0.8537,1989
19,Bernard King,Washington Bullets,81.0,20.7,3.6,4.7,1.0,0.479,2559.0,17.7,0.535,28.1,4.9,0.5,1.6,0.4878,82.0,0,0.9878,1989
20,Xavier McDaniel,Seattle SuperSonics,82.0,20.5,1.6,5.3,1.5,0.493,2385.0,18.6,0.533,29.8,5.3,-0.6,0.8,0.5732,82.0,0,1.0,1989
21,James Worthy,Los Angeles Lakers,81.0,20.5,3.6,6.0,2.0,0.548,2960.0,19.0,0.582,22.4,9.7,3.0,3.7,0.6951,82.0,0,0.9878,1989
22,Kevin Johnson,Phoenix Suns,81.0,20.4,12.2,4.2,2.0,0.506,3179.0,20.5,0.597,21.2,12.2,4.2,5.0,0.6707,82.0,0.026,0.9878,1989
23,Moses Malone,Atlanta Hawks,81.0,20.2,1.4,11.8,2.2,0.491,2878.0,21.2,0.581,23.4,10.7,1.8,2.7,0.6341,82.0,0.004,0.9878,1989
24,Fat Lever,Denver Nuggets,71.0,19.8,7.9,9.3,3.0,0.466,2745.0,20.6,0.513,21.3,9.2,5.2,5.0,0.5366,82.0,0,0.8659,1989
25,Rolando Blackman,Dallas Mavericks,78.0,19.7,3.7,3.5,1.1,0.488,2946.0,15.9,0.543,23.2,5.7,-0.5,1.1,0.4634,82.0,0,0.9512,1989
26,Byron Scott,Los Angeles Lakers,74.0,19.6,3.1,4.1,1.9,0.523,2605.0,16.6,0.558,23.1,6.8,1.0,1.9,0.6951,82.0,0,0.9024,1989
27,Thurl Bailey,Utah Jazz,82.0,19.5,1.7,5.5,1.7,0.484,2777.0,15.6,0.544,25.5,6.5,-0.3,1.2,0.622,82.0,0,1.0,1989
29,Adrian Dantley,Dallas Mavericks,73.0,19.2,2.3,4.3,0.8,0.493,2422.0,17.4,0.581,24.3,7.4,0.7,1.6,0.4634,82.0,0,0.8902,1989
30,Mark Aguirre,Detroit Pistons,80.0,18.9,3.5,4.8,1.1,0.481,2597.0,16.4,0.524,27.4,4.5,0.1,1.4,0.7683,82.0,0,0.9756,1989
31,Brad Daugherty,Cleveland Cavaliers,78.0,18.9,3.7,9.2,1.3,0.538,2821.0,18.5,0.594,22.2,9.6,2.0,2.9,0.6951,82.0,0.005,0.9512,1989
32,Mark Price,Cleveland Cavaliers,75.0,18.9,8.4,3.0,1.6,0.572,2728.0,20.6,0.623,21.0,11.3,4.5,4.5,0.6951,82.0,0.021,0.9146,1989
33,Willie Anderson,San Antonio Spurs,81.0,18.6,4.6,5.1,2.7,0.5,2738.0,16.6,0.534,23.8,4.9,1.3,2.3,0.2561,82.0,0,0.9878,1989
34,Ron Harper,Cleveland Cavaliers,82.0,18.6,5.3,5.0,3.2,0.523,2851.0,19.8,0.57,23.4,10.2,4.7,4.8,0.6951,82.0,0,1.0,1989
35,Robert Parish,Boston Celtics,80.0,18.6,2.2,12.5,2.5,0.57,2840.0,21.6,0.607,20.9,10.5,3.3,3.8,0.5122,82.0,0.005,0.9756,1989
36,Michael Adams,Denver Nuggets,77.0,18.5,6.4,3.7,2.3,0.509,2787.0,17.5,0.567,19.7,8.3,2.9,3.4,0.5366,82.0,0,0.939,1989
37,Reggie Lewis,Boston Celtics,81.0,18.5,2.7,4.7,2.4,0.488,2657.0,17.6,0.534,24.1,6.9,1.4,2.3,0.5122,82.0,0,0.9878,1989
38,Isiah Thomas,Detroit Pistons,80.0,18.2,8.3,3.4,2.0,0.477,2924.0,17.1,0.528,24.6,7.0,2.6,3.4,0.7683,82.0,0.001,0.9756,1989
39,Kevin Duckworth,Portland Trail Blazers,79.0,18.1,0.8,8.0,1.3,0.477,2662.0,13.9,0.531,22.4,4.8,-3.5,-1.0,0.4756,82.0,0,0.9634,1989
40,Ken Norman,Los Angeles Clippers,80.0,18.1,3.5,8.3,2.1,0.504,3020.0,15.4,0.522,20.8,4.0,-0.5,1.1,0.2561,82.0,0,0.9756,1989
41,Terry Porter,Portland Trail Blazers,81.0,17.7,9.5,4.5,1.9,0.506,3102.0,17.7,0.555,19.1,9.2,2.3,3.3,0.4756,82.0,0,0.9878,1989
42,Ricky Pierce,Milwaukee Bucks,75.0,17.6,2.1,2.6,1.3,0.522,2078.0,18.6,0.573,25.2,6.7,1.9,2.0,0.5976,82.0,0,0.9146,1989
43,Danny Ainge,Sacramento Kings,73.0,17.5,5.5,3.5,1.4,0.512,2377.0,18.0,0.554,22.6,6.7,2.5,2.7,0.3293,82.0,0,0.8902,1989
44,Wayman Tisdale,Sacramento Kings,79.0,17.5,1.6,7.7,1.4,0.514,2434.0,17.5,0.568,23.7,5.9,-0.1,1.2,0.3293,82.0,0,0.9634,1989
45,Jerome Kersey,Portland Trail Blazers,76.0,17.5,3.2,8.3,2.9,0.471,2716.0,16.6,0.511,20.8,6.8,1.4,2.3,0.4756,82.0,0,0.9268,1989
46,Derek Harper,Dallas Mavericks,81.0,17.3,7.0,2.8,2.6,0.521,2968.0,18.3,0.561,21.2,8.0,3.2,3.9,0.4634,82.0,0,0.9878,1989
47,Alvin Robertson,San Antonio Spurs,65.0,17.3,6.0,5.9,3.6,0.488,2287.0,17.2,0.523,22.2,4.4,2.5,2.6,0.2561,82.0,0,0.7927,1989
48,Kenny Smith,Sacramento Kings,81.0,17.3,7.7,2.8,1.4,0.482,3145.0,14.3,0.523,20.7,4.1,-1.4,0.4,0.3293,82.0,0,0.9878,1989
50,Joe Dumars,Detroit Pistons,69.0,17.2,5.7,2.5,1.0,0.513,2408.0,16.8,0.571,21.6,7.0,1.9,2.4,0.7683,82.0,0.001,0.8415,1989
51,Mike Gminski,Philadelphia 76ers,82.0,17.2,1.7,9.4,1.9,0.477,2739.0,18.5,0.535,21.9,7.0,0.4,1.6,0.561,82.0,0,1.0,1989
52,Larry Nance,Cleveland Cavaliers,73.0,17.2,2.2,8.0,3.6,0.539,2526.0,19.9,0.59,19.9,10.3,3.9,3.8,0.6951,82.0,0.004,0.8902,1989
53,John Stockton,Utah Jazz,82.0,17.1,13.6,3.0,3.4,0.547,3171.0,22.9,0.624,19.1,15.6,8.3,8.3,0.622,82.0,0.033,1.0,1989
55,Mark Jackson,New York Knicks,72.0,16.9,8.6,4.7,2.0,0.507,2477.0,18.3,0.535,21.3,7.2,3.5,3.4,0.6341,82.0,0,0.878,1989
57,Otis Thorpe,Houston Rockets,82.0,16.7,2.5,9.6,1.5,0.542,3135.0,15.4,0.591,17.7,8.7,0.6,2.1,0.5488,82.0,0,1.0,1989
58,Benoit Benjamin,Los Angeles Clippers,79.0,16.4,2.0,8.8,3.5,0.541,2585.0,17.4,0.593,20.3,5.1,0.3,1.5,0.2561,82.0,0,0.9634,1989
59,Charles Smith,Los Angeles Clippers,71.0,16.3,1.5,6.5,2.3,0.495,2161.0,15.6,0.55,21.8,4.0,-1.7,0.2,0.2561,82.0,0,0.8659,1989
60,Ron Anderson,Philadelphia 76ers,82.0,16.2,1.7,5.0,1.2,0.492,2618.0,15.3,0.531,21.9,4.4,-1.3,0.4,0.561,82.0,0,1.0,1989
62,Roy Hinson,New Jersey Nets,82.0,16.0,0.9,6.4,1.9,0.482,2542.0,14.7,0.54,22.2,4.4,-2.2,-0.1,0.3171,82.0,0,1.0,1989
63,Reggie Miller,Indiana Pacers,74.0,16.0,3.1,3.9,1.7,0.538,2536.0,15.7,0.602,18.5,6.5,2.0,2.5,0.3415,82.0,0,0.9024,1989
64,Johnny Newman,New York Knicks,81.0,16.0,2.0,2.5,1.7,0.526,2336.0,15.3,0.582,21.0,6.7,1.1,1.8,0.6341,82.0,0,0.9878,1989
65,Armen Gilliam,Phoenix Suns,74.0,15.9,0.7,7.3,1.1,0.503,2120.0,15.7,0.548,22.7,5.1,-1.1,0.5,0.6707,82.0,0,0.9024,1989
66,Derrick McKey,Seattle SuperSonics,82.0,15.9,2.7,5.7,2.2,0.518,2804.0,15.5,0.575,18.8,7.4,1.0,2.1,0.5732,82.0,0,1.0,1989
67,Reggie Theus,Atlanta Hawks,82.0,15.8,4.7,3.0,1.5,0.474,2517.0,16.1,0.534,22.8,5.9,0.6,1.6,0.6341,82.0,0,1.0,1989
70,Hersey Hawkins,Philadelphia 76ers,79.0,15.1,3.0,2.8,2.0,0.492,2577.0,14.2,0.544,20.3,4.0,-0.2,1.2,0.561,82.0,0,0.9634,1989
72,Sam Perkins,Dallas Mavericks,78.0,15.0,1.6,8.8,2.2,0.468,2860.0,15.3,0.53,18.8,6.4,-0.5,1.1,0.4634,82.0,0,0.9512,1989
74,Winston Garland,Golden State Warriors,79.0,14.5,6.4,4.2,2.4,0.439,2661.0,14.7,0.483,19.5,4.5,-0.1,1.3,0.5244,82.0,0,0.9634,1989
75,Scottie Pippen,Chicago Bulls,73.0,14.4,3.5,6.1,2.7,0.488,2413.0,14.9,0.524,21.3,4.0,0.4,1.5,0.5732,82.0,0,0.8902,1989
76,Vern Fleming,Indiana Pacers,76.0,14.3,6.5,4.1,1.2,0.517,2552.0,15.8,0.572,18.7,5.6,1.0,1.9,0.3415,82.0,0,0.9268,1989
77,Gerald Wilkins,New York Knicks,81.0,14.3,3.4,3.0,1.7,0.476,2414.0,13.8,0.512,20.9,4.3,-0.2,1.1,0.6341,82.0,0,0.9878,1989
79,Sleepy Floyd,Houston Rockets,82.0,14.2,8.6,3.7,1.6,0.504,2788.0,16.4,0.565,18.5,7.7,2.2,2.9,0.5488,82.0,0,1.0,1989
81,Chris Morris,New Jersey Nets,76.0,14.1,1.6,5.2,2.1,0.493,2096.0,15.0,0.528,23.6,2.8,-0.3,0.9,0.3171,82.0,0,0.9268,1989
82,LaSalle Thompson,Indiana Pacers,76.0,13.9,1.1,9.4,2.2,0.489,2329.0,15.6,0.544,20.4,4.4,-1.4,0.4,0.3415,82.0,0,0.9268,1989
83,Kevin Edwards,Miami Heat,79.0,13.8,4.4,3.3,2.1,0.43,2349.0,12.6,0.46,24.8,-0.2,-1.9,0.1,0.1829,82.0,0,0.9634,1989
