,Player,Team,G,PTS,AST,TRB,Stocks,eFG%,MP,PER,TS%,USG%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
10,Dan Issel,Denver Nuggets,81.0,22.9,2.2,7.5,1.5,0.528,2472.0,23.1,0.608,26.0,9.8,2.2,2.6,0.561,82.0,0.004,0.9878,1982
11,John Long,Detroit Pistons,69.0,21.9,2.1,3.7,1.3,0.493,2211.0,17.4,0.535,27.9,4.7,-0.2,1.0,0.4756,82.0,0,0.8415,1982
12,Kelly Tripucka,Detroit Pistons,82.0,21.6,3.3,5.4,1.3,0.498,3077.0,16.4,0.57,23.3,7.5,0.2,1.7,0.4756,82.0,0.02,1.0,1982
13,Kiki Vandeweghe,Denver Nuggets,82.0,21.5,3.0,5.6,1.0,0.561,2775.0,18.9,0.612,22.3,7.7,0.6,1.8,0.561,82.0,0,1.0,1982
14,Jay Vincent,Dallas Mavericks,81.0,21.4,2.2,7.0,1.4,0.497,2626.0,18.7,0.532,28.6,5.6,0.5,1.6,0.3415,82.0,0.001,0.9878,1982
15,Jamaal Wilkes,Los Angeles Lakers,82.0,21.1,1.7,4.8,1.4,0.525,2906.0,16.5,0.554,23.6,7.7,-0.8,0.9,0.6951,82.0,0.001,1.0,1982
16,Mychal Thompson,Portland Trail Blazers,79.0,20.8,4.0,11.7,2.3,0.523,3129.0,19.2,0.548,22.9,8.2,2.3,3.4,0.5122,82.0,0.001,0.9634,1982
17,Mike Mitchell,San Antonio Spurs,84.0,20.5,1.0,7.0,1.2,0.51,3063.0,15.9,0.536,23.2,5.9,-1.4,0.4,0.5854,82.0,0,1.0244,1982
18,Ray Williams,New Jersey Nets,82.0,20.4,6.0,4.0,2.9,0.465,2732.0,19.0,0.527,27.4,7.9,3.6,3.9,0.5366,82.0,0.009,1.0,1982
19,Robert Parish,Boston Celtics,80.0,19.9,1.8,10.8,3.3,0.542,2534.0,22.6,0.571,25.5,10.0,3.8,3.7,0.7683,82.0,0.19,0.9756,1982
20,Darrell Griffith,Utah Jazz,80.0,19.8,2.3,3.8,1.6,0.487,2597.0,15.8,0.511,26.8,2.1,-1.9,0.0,0.3049,82.0,0,0.9756,1982
21,Sidney Moncrief,Milwaukee Bucks,80.0,19.8,4.8,6.7,2.0,0.524,2980.0,20.1,0.601,21.0,13.4,4.8,5.1,0.6707,82.0,0.146,0.9756,1982
22,Jack Sikma,Seattle SuperSonics,82.0,19.6,3.4,12.7,2.5,0.48,3049.0,20.6,0.559,22.5,12.6,3.9,4.5,0.6341,82.0,0.048,1.0,1982
23,Dennis Johnson,Phoenix Suns,80.0,19.5,4.6,5.1,2.0,0.473,2937.0,16.7,0.54,23.6,8.1,1.3,2.5,0.561,82.0,0.001,0.9756,1982
24,Truck Robinson,Phoenix Suns,74.0,19.1,2.4,9.7,1.0,0.514,2745.0,16.1,0.548,22.4,6.9,-0.6,1.0,0.561,82.0,0,0.9024,1982
25,Jim Paxson,Portland Trail Blazers,82.0,18.9,3.4,2.7,1.7,0.529,2756.0,18.0,0.561,22.8,7.5,1.5,2.4,0.5122,82.0,0,1.0,1982
26,Ron Brewer,Cleveland Cavaliers,72.0,18.8,2.6,2.2,1.5,0.48,2319.0,15.9,0.519,25.2,3.3,-0.2,1.0,0.1829,82.0,0,0.878,1982
27,Greg Ballard,Washington Bullets,79.0,18.8,3.2,8.0,2.0,0.479,2946.0,17.9,0.519,22.0,9.4,3.2,3.9,0.5244,82.0,0,0.9634,1982
29,Magic Johnson,Los Angeles Lakers,78.0,18.6,9.5,9.6,3.1,0.54,2991.0,22.9,0.59,20.1,12.9,7.2,7.0,0.6951,82.0,0.097,0.9512,1982
30,Dan Roundfield,Atlanta Hawks,61.0,18.6,2.7,11.8,2.5,0.466,2217.0,19.5,0.527,24.6,6.5,2.3,2.4,0.5122,82.0,0.02,0.7439,1982
31,Cliff Robinson,Cleveland Cavaliers,68.0,18.5,1.8,9.0,2.8,0.453,2175.0,18.3,0.491,26.9,3.5,0.1,1.1,0.1829,82.0,0,0.8293,1982
32,John Drew,Atlanta Hawks,70.0,18.5,1.4,5.4,0.9,0.488,2040.0,18.1,0.553,28.7,5.5,0.3,1.2,0.5122,82.0,0,0.8537,1982
33,Artis Gilmore,Chicago Bulls,82.0,18.5,1.7,10.2,3.3,0.653,2796.0,22.4,0.702,19.6,12.1,4.3,4.4,0.4146,82.0,0,1.0,1982
34,Reggie Theus,Chicago Bulls,82.0,18.4,5.8,3.8,1.3,0.479,2838.0,16.2,0.542,24.6,5.3,-0.2,1.2,0.4146,82.0,0,1.0,1982
35,Michael Ray Richardson,New York Knicks,82.0,17.9,7.0,6.9,3.1,0.468,3044.0,17.7,0.498,23.9,5.5,2.7,3.6,0.4024,82.0,0,1.0,1982
36,Eddie Johnson,Atlanta Hawks,68.0,17.8,5.3,2.8,1.7,0.454,2314.0,16.5,0.513,25.6,4.8,1.2,1.9,0.5122,82.0,0,0.8293,1982
37,Calvin Natt,Portland Trail Blazers,75.0,17.7,2.0,8.2,1.3,0.577,2599.0,19.0,0.622,19.1,9.3,2.3,2.8,0.5122,82.0,0,0.9146,1982
38,Norm Nixon,Los Angeles Lakers,82.0,17.6,8.0,2.1,1.7,0.494,3024.0,15.3,0.525,21.1,6.6,-0.8,0.9,0.6951,82.0,0,1.0,1982
40,Joe Barry Carroll,Golden State Warriors,76.0,17.0,0.8,8.3,2.5,0.519,2627.0,15.9,0.557,20.9,5.5,-0.8,0.8,0.5488,82.0,0,0.9268,1982
41,Johnny Davis,Indiana Pacers,82.0,17.0,4.2,2.2,1.0,0.469,2664.0,15.2,0.526,23.7,5.1,-0.6,1.0,0.4268,82.0,0,1.0,1982
42,Isiah Thomas,Detroit Pistons,72.0,17.0,7.8,2.9,2.3,0.432,2433.0,14.5,0.487,25.0,2.3,-0.8,0.7,0.4756,82.0,0.004,0.878,1982
43,James Edwards,Cleveland Cavaliers,77.0,16.7,1.6,7.5,1.8,0.511,2539.0,15.8,0.545,21.8,4.3,-1.2,0.5,0.1829,82.0,0,0.939,1982
46,Elvin Hayes,Houston Rockets,82.0,16.1,1.8,9.1,2.1,0.472,3032.0,14.4,0.513,20.2,5.1,-1.4,0.5,0.561,82.0,0,1.0,1982
47,Kelvin Ransey,Portland Trail Blazers,78.0,16.1,7.1,2.4,1.3,0.462,2418.0,16.5,0.507,24.9,3.7,-0.6,0.9,0.5122,82.0,0,0.9512,1982
49,Maurice Lucas,New York Knicks,80.0,15.8,2.2,11.3,1.8,0.504,2671.0,17.9,0.547,20.5,7.4,0.6,1.8,0.4024,82.0,0,0.9756,1982
52,Buck Williams,New Jersey Nets,82.0,15.5,1.3,12.3,2.0,0.582,2825.0,17.2,0.603,18.2,8.9,0.7,1.9,0.5366,82.0,0.001,1.0,1982
53,Alvan Adams,Phoenix Suns,79.0,15.1,4.5,7.4,2.4,0.494,2393.0,18.6,0.529,22.8,7.2,3.6,3.4,0.561,82.0,0,0.9634,1982
54,Lonnie Shelton,Seattle SuperSonics,81.0,14.9,3.1,6.3,1.7,0.486,2667.0,14.2,0.523,21.0,5.8,-0.2,1.2,0.6341,82.0,0,0.9878,1982
56,Rickey Green,Utah Jazz,81.0,14.8,7.8,3.0,2.4,0.493,2822.0,17.4,0.531,18.8,5.7,1.4,2.4,0.3049,82.0,0,0.9878,1982
57,Cedric Maxwell,Boston Celtics,78.0,14.8,2.3,6.4,1.6,0.548,2590.0,16.0,0.616,17.2,9.1,2.2,2.7,0.7683,82.0,0,0.9512,1982
58,Dave Greenwood,Chicago Bulls,82.0,14.6,3.2,9.6,2.0,0.473,2914.0,15.5,0.525,19.0,6.5,0.6,1.9,0.4146,82.0,0,1.0,1982
59,Bill Cartwright,New York Knicks,72.0,14.4,1.2,5.8,1.6,0.562,2060.0,16.3,0.616,20.2,5.0,0.0,1.1,0.4024,82.0,0,0.878,1982
61,Bobby Jones,Philadelphia 76ers,76.0,14.4,2.5,5.2,2.8,0.564,2181.0,19.3,0.62,19.6,8.2,4.1,3.3,0.7073,82.0,0,0.9268,1982
62,Jeff Ruland,Washington Bullets,82.0,14.4,1.6,9.3,1.2,0.561,2214.0,18.8,0.623,22.4,7.8,1.3,1.9,0.5244,82.0,0,1.0,1982
66,Kyle Macy,Phoenix Suns,82.0,14.2,4.7,3.2,1.8,0.535,2845.0,15.7,0.57,16.6,9.2,2.0,2.9,0.561,82.0,0,1.0,1982
67,Campy Russell,New York Knicks,77.0,13.9,3.7,3.1,1.2,0.492,2358.0,13.3,0.543,20.7,3.2,-1.2,0.5,0.4024,82.0,0,0.939,1982
69,Mark Olberding,San Antonio Spurs,68.0,13.8,3.0,6.5,1.2,0.474,2098.0,14.6,0.551,18.8,5.1,-0.3,0.9,0.5854,82.0,0,0.8293,1982
71,Kevin McHale,Boston Celtics,82.0,13.6,1.1,6.8,2.7,0.531,2332.0,16.9,0.568,19.3,7.5,1.5,2.0,0.7683,82.0,0,1.0,1982
73,Robert Reid,Houston Rockets,77.0,13.4,4.1,6.6,2.1,0.457,2913.0,13.3,0.492,17.0,5.2,0.1,1.6,0.561,82.0,0,0.939,1982
75,Kevin Grevey,Washington Bullets,71.0,13.3,2.1,2.7,0.9,0.455,2164.0,11.7,0.502,20.1,3.6,-1.2,0.4,0.5244,82.0,0,0.8659,1982
76,Spencer Haywood,Washington Bullets,76.0,13.3,0.8,5.6,1.5,0.476,2086.0,13.2,0.535,22.4,3.6,-1.8,0.1,0.5244,82.0,0,0.9268,1982
77,Quinn Buckner,Milwaukee Bucks,70.0,12.9,4.7,3.6,2.5,0.484,2156.0,14.4,0.506,20.5,4.6,0.9,1.6,0.6707,82.0,0,0.8537,1982
81,Tiny Archibald,Boston Celtics,68.0,12.6,8.0,1.7,0.8,0.477,2167.0,14.3,0.542,17.9,5.2,0.1,1.1,0.7683,82.0,0,0.8293,1982
82,Kent Benson,Detroit Pistons,75.0,12.5,2.1,8.7,2.2,0.507,2467.0,14.4,0.539,16.3,5.2,0.4,1.5,0.4756,82.0,0,0.9146,1982
86,Rick Mahorn,Washington Bullets,80.0,12.2,1.9,8.8,2.4,0.507,2664.0,13.3,0.531,17.0,5.9,0.2,1.5,0.5244,82.0,0,0.9756,1982
88,Brad Davis,Dallas Mavericks,82.0,12.1,6.2,2.8,1.0,0.524,2614.0,14.5,0.569,16.2,5.4,-0.2,1.2,0.3415,82.0,0,1.0,1982
93,Michael Cooper,Los Angeles Lakers,76.0,11.9,3.0,3.5,2.4,0.518,2197.0,14.3,0.556,17.5,5.0,0.9,1.6,0.6951,82.0,0.004,0.9268,1982
97,Ronnie Lester,Chicago Bulls,75.0,11.6,4.8,2.8,1.3,0.504,2252.0,13.8,0.565,17.8,3.9,-0.4,0.9,0.4146,82.0,0,0.9146,1982
98,Phil Smith,Seattle SuperSonics,74.0,11.5,4.1,2.5,1.3,0.45,2042.0,12.2,0.494,20.3,1.6,-2.2,-0.1,0.6341,82.0,0,0.9024,1982
100,Herb Williams,Indiana Pacers,82.0,11.5,1.7,7.4,2.8,0.478,2277.0,16.1,0.503,19.7,4.6,0.8,1.6,0.4268,82.0,0,1.0,1982
101,Mike O'Koren,New Jersey Nets,80.0,11.4,2.4,3.8,1.2,0.497,2018.0,13.6,0.528,19.9,4.1,0.1,1.1,0.5366,82.0,0,0.9756,1982
104,Maurice Cheeks,Philadelphia 76ers,79.0,11.2,8.4,3.1,3.0,0.525,2498.0,18.3,0.57,16.0,8.6,4.2,3.9,0.7073,82.0,0,0.9634,1982
107,Darwin Cook,New Jersey Nets,82.0,11.0,3.9,1.9,2.1,0.486,2090.0,13.7,0.514,20.0,3.9,0.7,1.4,0.5366,82.0,0,1.0,1982
109,Lionel Hollins,Philadelphia 76ers,81.0,11.0,3.9,2.3,1.5,0.478,2257.0,12.5,0.508,18.9,3.4,-1.4,0.3,0.7073,82.0,0,0.9878,1982
112,Allen Leavell,Houston Rockets,79.0,10.9,5.8,2.1,2.1,0.472,2150.0,16.4,0.507,19.1,4.8,2.1,2.2,0.561,82.0,0,0.9634,1982
118,Frank Johnson,Washington Bullets,79.0,10.7,4.8,1.9,1.1,0.424,2027.0,12.0,0.467,21.9,2.1,-1.8,0.1,0.5244,82.0,0,0.9634,1982
120,Rory Sparrow,Atlanta Hawks,82.0,10.5,5.2,2.7,1.3,0.502,2610.0,13.0,0.539,15.6,5.6,0.1,1.4,0.5122,82.0,0,1.0,1982
121,Geoff Huston,Cleveland Cavaliers,78.0,10.3,7.6,1.9,1.0,0.486,2409.0,14.0,0.53,15.9,3.0,-0.9,0.7,0.1829,82.0,0,0.9512,1982
122,Mike Bantom,Philadelphia 76ers,82.0,10.2,1.4,5.4,1.5,0.471,2016.0,12.7,0.505,20.2,2.9,-2.3,-0.1,0.7073,82.0,0,1.0,1982
126,Dave Corzine,San Antonio Spurs,82.0,10.1,1.6,7.7,1.9,0.519,2189.0,14.9,0.561,16.0,5.2,0.1,1.1,0.5854,82.0,0,1.0,1982
129,Dwight Jones,Chicago Bulls,78.0,10.0,1.5,6.5,1.1,0.531,2040.0,13.4,0.576,17.1,3.6,-1.2,0.4,0.4146,82.0,0,0.9512,1982
130,Randy Smith,New York Knicks,82.0,10.0,3.1,1.9,1.1,0.467,2033.0,12.2,0.504,19.0,2.4,-2.0,0.0,0.4024,82.0,0,1.0,1982
135,Don Buse,Indiana Pacers,82.0,9.7,5.0,2.7,2.3,0.509,2529.0,14.8,0.539,13.7,7.1,2.6,2.9,0.4268,82.0,0,1.0,1982
140,Johnny Moore,San Antonio Spurs,79.0,9.4,9.6,3.5,2.3,0.464,2294.0,17.0,0.496,16.0,5.8,2.5,2.6,0.5854,82.0,0,0.9634,1982
143,Jeff Wilkins,Utah Jazz,82.0,9.3,1.1,7.5,1.3,0.437,2274.0,10.5,0.481,16.4,1.0,-4.0,-1.2,0.3049,82.0,0,1.0,1982
144,Len Elmore,New Jersey Nets,81.0,9.1,1.2,5.4,2.2,0.46,2100.0,11.8,0.506,16.4,4.1,-0.8,0.6,0.5366,82.0,0,0.9878,1982
153,T.R. Dunn,Denver Nuggets,82.0,8.2,2.3,6.8,2.0,0.512,2519.0,12.1,0.559,10.9,4.0,0.6,1.7,0.561,82.0,0,1.0,1982
156,Caldwell Jones,Philadelphia 76ers,81.0,7.9,1.2,8.7,2.3,0.497,2446.0,11.3,0.571,12.2,5.2,-1.1,0.5,0.7073,82.0,0,0.9878,1982
171,Larry Smith,Golden State Warriors,74.0,7.1,1.1,11.0,1.6,0.534,2213.0,12.8,0.548,10.7,5.2,-0.3,1.0,0.5488,82.0,0,0.9024,1982
172,Allan Bristow,Dallas Mavericks,82.0,7.0,5.5,4.1,0.9,0.44,2035.0,12.6,0.502,14.9,2.5,-0.5,0.8,0.3415,82.0,0,1.0,1982
192,Tree Rollins,Atlanta Hawks,79.0,6.1,0.7,7.7,3.2,0.584,2018.0,14.7,0.6,10.4,6.4,2.6,2.3,0.5122,82.0,0,0.9634,1982
