,Player,Team,G,PTS,AST,TRB,Stocks,eFG%,MP,PER,TS%,USG%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
0,George Gervin,San Antonio Spurs,79.0,32.3,2.4,5.0,1.6,0.502,2817.0,24.2,0.562,35.0,10.7,3.9,4.2,0.5854,82.0,0.159,0.9634,1982
1,Moses Malone,Houston Rockets,81.0,31.1,1.8,14.7,2.4,0.519,3398.0,26.8,0.576,29.9,15.4,4.5,5.5,0.561,82.0,0.735,0.9878,1982
2,Adrian Dantley,Utah Jazz,81.0,30.3,4.0,6.3,1.4,0.57,3222.0,24.2,0.631,27.9,12.6,4.1,5.0,0.3049,82.0,0.01,0.9878,1982
3,Alex English,Denver Nuggets,82.0,25.4,5.3,6.8,2.6,0.551,3015.0,22.2,0.596,25.3,9.5,3.8,4.4,0.561,82.0,0.017,1.0,1982
4,Julius Erving,Philadelphia 76ers,81.0,24.4,3.9,6.9,3.7,0.547,2789.0,25.9,0.593,28.1,13.3,7.7,6.8,0.7073,82.0,0.294,0.9878,1982
5,Kareem Abdul-Jabbar,Los Angeles Lakers,76.0,23.9,3.0,8.7,3.5,0.579,2677.0,23.4,0.608,25.6,10.7,5.0,4.7,0.6951,82.0,0.045,0.9268,1982
6,Gus Williams,Seattle SuperSonics,80.0,23.4,6.9,3.1,2.7,0.488,2876.0,21.8,0.526,28.5,10.2,5.1,5.2,0.6341,82.0,0.167,0.9756,1982
7,Bernard King,Golden State Warriors,79.0,23.2,3.6,5.9,1.3,0.567,2861.0,19.8,0.6,25.3,8.7,2.2,3.1,0.5488,82.0,0.014,0.9634,1982
8,Larry Bird,Boston Celtics,77.0,22.9,5.8,10.9,2.8,0.507,2923.0,22.6,0.557,25.2,12.5,6.6,6.4,0.7683,82.0,0.588,0.939,1982
9,World B. Free,Golden State Warriors,78.0,22.9,5.4,3.2,1.0,0.451,2796.0,18.2,0.515,28.0,6.9,0.5,1.8,0.5488,82.0,0,0.9512,1982
