,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,Boston Celtics*,27.3,63.0,19.0,57,25,6.38,-0.03,6.35,109.8,103.5,6.3,101.5,0.335,0.025,0.545,,0.502,14.7,35.8,0.248,,0.472,14.6,67.6,0.22,,Boston Garden,612711,15057.0
1,2.0,Philadelphia 76ers*,28.1,58.0,24.0,56,26,5.73,0.0,5.74,109.6,103.9,5.7,100.6,0.354,0.02,0.566,,0.521,15.5,30.5,0.265,,0.48,16.5,65.0,0.261,,The Spectrum,498901,12168.0
2,3.0,Milwaukee Bucks*,27.3,55.0,27.0,55,27,5.48,-0.1,5.38,107.7,102.3,5.4,100.0,0.332,0.023,0.553,,0.509,16.5,35.1,0.25,,0.471,15.9,67.3,0.253,,MECCA Arena,443288,10812.0
3,4.0,Los Angeles Lakers*,26.8,57.0,25.0,53,29,4.87,-0.5,4.37,110.2,105.5,4.7,103.1,0.285,0.012,0.551,,0.518,14.7,35.8,0.204,,0.493,14.8,66.3,0.187,,The Forum,605236,14762.0
4,5.0,Seattle SuperSonics*,26.4,52.0,30.0,52,30,4.13,-0.45,3.69,106.4,102.3,4.1,100.0,0.329,0.021,0.535,,0.491,14.1,31.3,0.243,,0.464,14.4,67.2,0.214,,,721049,
5,6.0,Phoenix Suns*,26.4,46.0,36.0,50,32,3.45,-0.4,3.05,105.8,102.4,3.4,99.5,0.302,0.024,0.538,,0.495,15.9,32.2,0.229,,0.47,14.6,68.5,0.233,,Arizona Veterans Memorial Coliseum,486855,11871.0
6,7.0,San Antonio Spurs*,26.1,48.0,34.0,47,35,2.3,-0.52,1.79,109.9,107.6,2.3,102.5,0.307,0.033,0.537,,0.49,13.0,34.0,0.238,,0.487,13.7,68.8,0.256,,HemisFair Arena,434278,10592.0
7,8.0,Golden State Warriors,25.1,45.0,37.0,44,38,1.04,-0.24,0.8,108.8,107.7,1.1,101.4,0.324,0.044,0.541,,0.502,14.5,34.8,0.233,,0.493,14.1,68.8,0.256,,Oakland-Alameda County Coliseum Arena,391726,9554.0
8,9.0,Washington Bullets*,26.0,43.0,39.0,43,39,0.88,0.19,1.06,103.3,102.5,0.8,99.4,0.294,0.033,0.524,,0.478,14.7,29.4,0.227,,0.468,13.9,69.9,0.228,,Capital Centre,379891,9266.0
9,10.0,New Jersey Nets*,25.1,44.0,38.0,43,39,0.68,0.18,0.87,103.0,102.3,0.7,103.1,0.326,0.02,0.529,,0.487,16.6,33.7,0.237,,0.486,18.3,67.0,0.281,,Brendan Byrne Arena,560734,13676.0
10,11.0,Portland Trail Blazers,24.7,42.0,40.0,43,39,0.6,-0.21,0.39,108.8,108.2,0.6,100.5,0.332,0.019,0.547,,0.507,14.4,32.5,0.239,,0.502,15.0,65.9,0.223,,Memorial Coliseum,519306,12666.0
11,12.0,Atlanta Hawks*,26.5,42.0,40.0,43,39,0.54,0.27,0.81,105.1,104.6,0.5,95.1,0.352,0.019,0.529,,0.476,14.6,32.2,0.271,,0.473,15.6,67.6,0.282,,Omni Coliseum,314593,7673.0
12,13.0,Denver Nuggets*,27.0,46.0,36.0,42,40,0.52,-0.4,0.13,114.3,113.9,0.4,109.8,0.389,0.019,0.578,,0.522,14.1,31.8,0.31,,0.528,13.9,64.3,0.213,,McNichols Sports Arena,456857,11143.0
13,14.0,Houston Rockets*,28.3,46.0,36.0,41,41,-0.04,-0.36,-0.39,108.3,108.3,0.0,97.2,0.302,0.024,0.52,,0.479,13.7,37.8,0.22,,0.5,14.3,66.1,0.209,,The Summit,480190,11713.0
14,15.0,Detroit Pistons,24.4,39.0,43.0,39,43,-0.91,0.28,-0.63,105.8,106.6,-0.8,104.3,0.349,0.029,0.534,,0.485,16.0,34.8,0.262,,0.512,16.4,66.9,0.224,,Pontiac Silverdome,391205,9908.0
15,16.0,Indiana Pacers,27.0,35.0,47.0,36,46,-1.87,0.38,-1.49,102.7,104.6,-1.9,98.7,0.304,0.044,0.516,,0.472,14.6,30.5,0.225,,0.494,15.9,66.3,0.221,,Market Square Arena,309633,7552.0
16,17.0,Chicago Bulls,26.5,34.0,48.0,36,46,-2.02,0.45,-1.57,106.6,108.6,-2.0,99.0,0.378,0.032,0.557,,0.505,17.3,33.6,0.29,,0.499,13.2,69.0,0.207,,Chicago Stadium,372613,9088.0
17,18.0,New York Knicks,28.0,33.0,49.0,34,48,-2.67,0.52,-2.15,106.0,108.6,-2.6,99.5,0.302,0.03,0.535,,0.495,15.4,33.1,0.223,,0.508,15.4,66.9,0.255,,Madison Square Garden (IV),451140,11003.0
18,19.0,Kansas City Kings,24.0,30.0,52.0,33,49,-3.1,-0.15,-3.25,104.2,107.2,-3.0,101.8,0.296,0.018,0.533,,0.497,15.5,29.9,0.213,,0.504,16.5,66.0,0.287,,Kemper Arena,305665,7455.0
