,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
0,1.0,Jeff Ruland,25.0,WSB,C,75.0,75.0,3082.0,19.6,0.633,0.007,0.614,10.0,24.8,17.4,14.9,1.1,1.3,20.6,23.0,5.0,4.3,9.3,0.144,1.9,0.7,2.6,3.6,"MVP-9,AS"
1,2.0,Sidney Moncrief,26.0,MIL,SG,79.0,79.0,3075.0,19.8,0.591,0.016,0.555,8.3,11.1,9.8,17.1,1.7,0.5,13.4,22.2,8.4,4.2,12.7,0.198,3.7,0.4,4.1,4.7,"MVP-8,DPOY-1,AS,NBA2,DEF1"
2,3.0,Norm Nixon,28.0,SDC,PG,82.0,82.0,3053.0,16.9,0.501,0.036,0.213,2.1,5.4,3.8,41.1,1.5,0.1,15.6,21.5,5.1,0.3,5.4,0.085,3.1,-2.2,0.8,2.2,
3,4.0,Larry Bird,27.0,BOS,PF,79.0,77.0,3028.0,24.2,0.552,0.047,0.273,7.0,22.3,14.9,26.2,2.3,1.3,12.1,26.7,7.9,5.6,13.6,0.215,5.6,2.0,7.6,7.3,"MVP-1,DPOY-12,AS,NBA1,DEF2"
4,5.0,Rolando Blackman,24.0,DAL,SG,81.0,81.0,3025.0,19.8,0.596,0.008,0.347,4.8,9.5,7.2,14.2,0.9,0.7,10.0,23.3,8.3,1.5,9.8,0.155,3.6,-1.2,2.4,3.3,
5,6.0,Isiah Thomas,22.0,DET,PG,82.0,82.0,3007.0,20.9,0.52,0.045,0.365,3.5,8.2,5.8,41.5,3.1,0.6,15.4,25.4,5.7,3.4,9.1,0.144,4.0,0.7,4.8,5.1,"MVP-5,AS,NBA1"
6,7.0,Buck Williams,23.0,NJN,PF,81.0,81.0,3003.0,15.8,0.556,0.004,0.538,13.3,24.9,19.0,5.8,1.3,2.4,17.1,18.3,2.4,4.9,7.3,0.117,0.0,-0.2,-0.1,1.4,
7,8.0,Jack Sikma,28.0,SEA,C,82.0,82.0,2993.0,19.7,0.572,0.002,0.416,8.6,25.9,17.3,16.0,1.5,1.7,14.7,22.2,5.3,4.4,9.7,0.156,1.7,1.2,2.9,3.7,AS
8,9.0,Adrian Dantley,28.0,UTA,SF,79.0,79.0,2984.0,24.6,0.652,0.003,0.658,6.7,9.0,7.9,16.2,0.9,0.1,12.4,28.2,13.0,1.6,14.6,0.235,5.8,-1.5,4.2,4.7,"MVP-7,AS,NBA2"
9,10.0,Joe Barry Carroll,25.0,GSW,C,80.0,80.0,2962.0,16.8,0.519,0.001,0.312,8.1,15.9,11.7,10.1,1.6,2.7,14.5,24.3,1.6,3.1,4.7,0.077,0.3,-0.1,0.2,1.6,
10,11.0,Dominique Wilkins,24.0,ATL,SF,81.0,81.0,2961.0,19.2,0.531,0.008,0.347,9.7,12.9,11.2,7.3,2.0,1.8,11.5,27.1,3.4,3.6,7.0,0.113,2.2,-0.7,1.6,2.7,
11,12.0,Purvis Short,26.0,GSW,SF,79.0,76.0,2945.0,16.9,0.529,0.048,0.295,6.3,10.1,8.1,13.0,1.6,0.2,11.8,25.6,4.1,1.9,6.0,0.098,1.3,-1.3,0.0,1.5,
12,13.0,Eddie Johnson,24.0,KCK,SF,82.0,82.0,2920.0,16.6,0.528,0.041,0.213,6.3,11.5,8.9,16.0,1.2,0.4,11.1,26.3,3.4,2.2,5.6,0.093,1.3,-1.3,0.0,1.5,
13,14.0,Terry Cummings,22.0,SDC,PF,81.0,80.0,2907.0,19.8,0.538,0.002,0.354,12.6,17.6,15.1,7.2,1.5,1.1,11.2,26.6,5.7,1.8,7.5,0.123,2.0,-1.6,0.4,1.8,
14,15.0,Mark Aguirre,24.0,DAL,SF,79.0,79.0,2900.0,23.5,0.572,0.032,0.352,6.4,12.3,9.4,21.0,1.3,0.4,12.3,33.4,7.0,2.0,9.0,0.149,5.0,-1.2,3.7,4.1,"MVP-11,AS"
15,16.0,Larry Nance,24.0,PHO,PF,82.0,82.0,2899.0,19.4,0.605,0.007,0.337,9.1,18.3,13.7,10.2,1.4,3.5,12.9,19.5,6.2,3.7,9.8,0.163,2.2,0.9,3.1,3.8,DPOY-9
16,17.0,Alex English,30.0,DEN,SF,82.0,77.0,2870.0,22.2,0.57,0.004,0.249,7.7,9.3,8.5,20.9,1.3,1.7,10.5,27.9,7.2,1.0,8.2,0.136,4.7,-1.4,3.4,3.9,AS
17,18.0,Robert Parish,30.0,BOS,C,80.0,79.0,2867.0,19.2,0.584,0.0,0.323,10.0,23.5,17.0,7.0,0.9,2.3,12.4,21.3,5.7,4.8,10.5,0.175,1.8,0.1,1.9,2.8,AS
18,19.0,Bill Laimbeer,26.0,DET,C,82.0,82.0,2864.0,19.2,0.59,0.011,0.35,11.8,26.0,18.6,6.8,0.8,1.6,11.1,18.2,7.3,3.5,10.8,0.181,2.5,-0.7,1.8,2.7,"MVP-12,DPOY-12,AS"
19,20.0,Mike Mitchell,28.0,SAS,SF,79.0,79.0,2853.0,17.1,0.525,0.009,0.221,7.1,14.0,10.6,4.6,1.0,1.3,7.4,25.7,4.1,1.4,5.5,0.092,0.5,-2.2,-1.7,0.2,
20,21.0,Gus Williams,30.0,SEA,PG,80.0,80.0,2818.0,18.9,0.506,0.019,0.303,2.7,5.5,4.1,36.2,3.2,0.5,13.5,25.2,3.0,2.9,5.9,0.101,2.4,0.3,2.7,3.4,
21,22.0,Rickey Green,29.0,UTA,PG,81.0,81.0,2768.0,18.0,0.532,0.019,0.259,2.3,6.2,4.4,35.9,3.6,0.2,14.6,16.9,5.0,3.0,7.9,0.138,1.8,1.2,3.0,3.5,"MVP-13,DPOY-8,AS"
22,23.0,Kiki Vandeweghe,25.0,DEN,PF,78.0,71.0,2734.0,23.6,0.618,0.019,0.362,3.1,11.4,7.2,13.1,0.8,1.0,7.7,27.8,9.7,0.6,10.3,0.181,5.4,-1.8,3.6,3.9,AS
23,24.0,Dave Greenwood,26.0,CHI,PF,78.0,76.0,2718.0,13.5,0.54,0.001,0.384,8.9,24.6,16.6,7.4,1.2,1.5,14.5,15.7,2.1,3.6,5.7,0.101,-0.8,0.2,-0.6,0.9,
24,25.0,Marques Johnson,27.0,MIL,SF,74.0,74.0,2715.0,19.4,0.534,0.01,0.264,7.5,12.4,10.0,18.6,2.1,1.0,11.1,25.2,4.4,4.2,8.6,0.152,2.9,0.7,3.6,3.8,MVP-14
25,26.0,T.R. Dunn,28.0,DEN,SG,80.0,74.0,2705.0,10.2,0.523,0.003,0.392,7.4,15.1,11.1,9.1,2.8,0.6,18.3,7.4,2.0,2.1,4.1,0.073,-0.8,1.2,0.4,1.6,"DPOY-7,DEF2"
26,27.0,Greg Ballard,29.0,WSB,SF,82.0,82.0,2701.0,15.3,0.515,0.014,0.196,6.1,15.0,10.5,16.5,1.7,0.7,11.0,20.5,2.4,3.2,5.6,0.099,0.6,0.5,1.1,2.1,
27,28.0,Rick Mahorn,25.0,WSB,PF,82.0,82.0,2701.0,11.3,0.536,0.0,0.317,7.3,24.5,15.9,6.7,1.1,2.6,17.1,13.1,0.7,4.1,4.8,0.085,-2.5,1.4,-1.1,0.6,
28,29.0,Ralph Sampson,23.0,HOU,C,82.0,82.0,2693.0,20.1,0.551,0.003,0.317,11.8,24.7,18.3,8.9,1.2,4.0,15.9,27.1,1.9,4.1,6.0,0.108,0.5,0.4,0.9,2.0,"ROY-1,AS"
29,30.0,Frank Johnson,25.0,WSB,PG,82.0,81.0,2686.0,13.6,0.516,0.051,0.3,2.5,5.5,4.0,30.4,1.8,0.1,16.7,18.2,2.1,2.2,4.3,0.076,0.0,-0.6,-0.6,1.0,
30,31.0,Jim Paxson,26.0,POR,SG,81.0,81.0,2686.0,19.5,0.573,0.045,0.31,2.9,4.8,3.8,14.1,2.2,0.2,8.6,24.7,7.5,1.9,9.5,0.17,2.8,-0.5,2.2,2.9,"AS,NBA2"
31,32.0,Julius Erving,33.0,PHI,SF,77.0,77.0,2683.0,22.9,0.562,0.016,0.365,8.3,14.1,11.2,19.3,2.5,3.0,13.0,27.2,5.6,4.5,10.1,0.18,4.3,1.6,5.9,5.3,"MVP-6,AS,NBA2"
32,33.0,Clark Kellogg,22.0,IND,PF,79.0,79.0,2676.0,19.1,0.561,0.018,0.285,9.5,20.1,14.8,13.7,2.1,0.6,14.0,24.1,3.2,3.8,7.0,0.125,1.7,-0.1,1.6,2.5,
33,34.0,Dave Corzine,27.0,CHI,C,82.0,82.0,2674.0,13.5,0.531,0.011,0.334,7.2,17.7,12.4,11.1,1.0,2.6,15.6,17.3,1.6,3.1,4.7,0.084,-0.6,0.7,0.1,1.4,
34,35.0,Bernard King,27.0,NYK,SF,77.0,76.0,2667.0,22.7,0.619,0.003,0.403,5.6,12.3,9.0,11.1,1.4,0.4,10.7,28.7,8.6,3.5,12.1,0.218,4.6,-0.2,4.5,4.3,"MVP-2,AS,NBA1"
35,36.0,Brad Davis,28.0,DAL,PG,81.0,81.0,2665.0,14.4,0.593,0.058,0.366,1.8,6.3,4.1,27.1,1.7,0.3,18.0,14.4,4.8,1.5,6.2,0.112,0.3,-0.5,-0.2,1.2,
36,37.0,Dennis Johnson,29.0,BOS,SG,80.0,78.0,2665.0,12.8,0.515,0.036,0.376,3.8,7.9,6.0,16.6,1.7,1.2,14.4,18.4,2.5,3.2,5.7,0.102,-0.5,0.6,0.1,1.4,"DPOY-3,DEF2"
37,38.0,Darrell Griffith,25.0,UTA,SG,82.0,82.0,2650.0,16.1,0.539,0.177,0.152,4.0,9.1,6.7,16.5,2.0,0.4,13.8,26.4,1.3,2.2,3.5,0.063,0.4,-1.2,-0.7,0.9,
38,39.0,Mychal Thompson,29.0,POR,C,79.0,74.0,2648.0,17.9,0.561,0.002,0.429,10.2,20.8,15.4,15.9,1.5,2.4,17.5,20.4,3.6,3.3,6.9,0.125,1.9,0.8,2.7,3.1,DPOY-12
39,40.0,Calvin Natt,27.0,POR,SF,79.0,74.0,2638.0,16.9,0.633,0.02,0.403,7.3,14.3,10.7,9.3,1.2,0.5,14.1,17.9,6.3,2.1,8.4,0.154,2.2,-0.7,1.5,2.3,DPOY-9
40,41.0,Ricky Sobers,31.0,WSB,SG,81.0,81.0,2624.0,13.2,0.514,0.1,0.237,2.3,5.7,4.0,22.2,2.2,0.4,15.3,23.6,0.4,2.5,2.9,0.053,-1.3,-0.2,-1.6,0.3,
41,42.0,Kareem Abdul-Jabbar,36.0,LAL,C,80.0,80.0,2622.0,21.3,0.608,0.001,0.318,7.8,16.8,12.7,11.5,1.0,2.9,13.5,25.1,5.9,3.1,8.9,0.163,2.8,0.2,3.0,3.3,"MVP-4,AS,NBA1,DEF2"
42,43.0,Moses Malone,28.0,PHI,C,71.0,71.0,2613.0,21.8,0.566,0.004,0.66,15.7,25.3,20.6,5.7,1.3,2.4,15.0,26.4,5.0,4.6,9.5,0.175,2.0,-1.2,0.8,1.8,"MVP-10,DPOY-12,AS,NBA2"
43,44.0,Dan Roundfield,30.0,ATL,PF,73.0,72.0,2610.0,18.9,0.551,0.011,0.468,8.9,22.9,15.8,11.4,1.2,1.7,14.1,24.1,3.5,3.6,7.1,0.131,1.8,-0.1,1.7,2.4,DEF2
44,45.0,Gene Banks,24.0,SAS,PF,80.0,66.0,2600.0,15.4,0.606,0.008,0.361,8.5,15.2,11.9,12.0,1.8,0.5,16.1,15.4,4.5,1.7,6.2,0.115,1.1,0.0,1.2,2.1,
45,46.0,George Gervin,31.0,SAS,SG,76.0,76.0,2584.0,19.3,0.551,0.015,0.325,4.4,8.4,6.4,12.5,1.4,0.9,11.2,30.1,4.6,0.9,5.5,0.102,1.9,-1.8,0.1,1.3,AS
46,47.0,Lewis Lloyd,24.0,HOU,SG,82.0,82.0,2578.0,16.3,0.555,0.011,0.252,5.4,7.0,6.2,17.6,1.8,0.9,15.7,23.8,2.6,2.0,4.6,0.085,1.1,-0.4,0.7,1.8,
47,48.0,Kevin McHale,26.0,BOS,PF,82.0,10.0,2577.0,20.0,0.605,0.003,0.416,9.5,17.1,13.4,6.0,0.4,2.7,10.7,22.3,7.0,3.5,10.5,0.196,2.5,-0.2,2.3,2.8,"6MOY-1,AS"
48,49.0,Lester Conner,24.0,GSW,SG,82.0,82.0,2573.0,15.1,0.537,0.008,0.355,5.2,7.9,6.5,20.9,2.9,0.3,14.5,14.9,3.6,2.3,5.9,0.11,0.4,1.2,1.6,2.3,
49,50.0,Tom Chambers,24.0,SEA,PF,82.0,44.0,2570.0,16.6,0.563,0.011,0.423,9.7,13.8,11.8,7.9,0.9,1.1,12.7,24.4,4.0,2.1,6.1,0.115,0.0,-1.4,-1.3,0.4,
50,51.0,Magic Johnson,24.0,LAL,PG,67.0,66.0,2567.0,22.6,0.628,0.037,0.459,4.7,16.1,10.8,42.5,2.7,1.0,24.6,19.5,6.7,3.6,10.2,0.191,4.8,1.8,6.6,5.6,"MVP-3,DPOY-12,AS,NBA1"
51,52.0,Andrew Toney,26.0,PHI,SG,78.0,72.0,2556.0,17.3,0.597,0.034,0.413,2.6,5.9,4.3,23.7,1.3,0.5,18.3,26.3,4.2,2.2,6.4,0.12,1.5,-1.4,0.0,1.3,AS
52,53.0,Sleepy Floyd,23.0,GSW,PG,77.0,73.0,2555.0,14.6,0.531,0.043,0.369,3.5,8.4,5.8,15.1,1.9,0.7,13.9,21.5,2.7,1.8,4.4,0.084,-0.1,-0.4,-0.5,1.0,
53,54.0,Walter Davis,29.0,PHO,SG,78.0,70.0,2546.0,18.5,0.559,0.068,0.212,1.7,7.6,4.6,25.0,2.0,0.3,13.3,25.9,4.2,2.0,6.2,0.118,1.9,-0.8,1.0,1.9,AS
54,55.0,Orlando Woolridge,24.0,CHI,SF,75.0,74.0,2544.0,15.9,0.567,0.002,0.39,5.8,11.0,8.3,8.9,1.3,1.4,12.9,23.8,3.0,2.3,5.3,0.1,0.7,-0.6,0.1,1.4,
55,56.0,James Donaldson,26.0,SDC,C,82.0,67.0,2525.0,15.3,0.648,0.0,0.541,7.4,21.6,14.6,4.6,0.8,3.0,18.6,14.5,3.9,1.9,5.8,0.11,0.5,0.3,0.8,1.8,
56,57.0,John Long,27.0,DET,SG,82.0,82.0,2514.0,14.9,0.523,0.004,0.238,5.7,6.6,6.1,11.1,1.7,0.4,10.1,21.7,3.6,1.7,5.3,0.102,0.4,-0.8,-0.4,1.0,
57,58.0,Jamaal Wilkes,30.0,LAL,SF,75.0,74.0,2507.0,15.4,0.549,0.008,0.265,6.3,8.8,7.7,11.3,1.3,0.9,10.4,21.1,4.0,2.0,6.0,0.115,0.6,-0.9,-0.3,1.1,DPOY-12
58,59.0,Caldwell Jones,33.0,HOU,C,81.0,73.0,2506.0,10.9,0.557,0.005,0.31,7.2,17.7,12.5,7.6,0.8,1.7,18.0,13.8,1.6,2.5,4.1,0.078,-2.0,0.4,-1.7,0.2,
59,60.0,Cedric Maxwell,28.0,BOS,SF,80.0,78.0,2502.0,13.5,0.61,0.01,0.713,9.5,11.4,10.5,10.5,1.2,0.5,20.6,16.2,3.6,2.9,6.4,0.124,0.6,-0.2,0.4,1.5,
60,61.0,Jerry Sichting,27.0,IND,PG,80.0,80.0,2497.0,13.9,0.569,0.027,0.181,2.0,5.6,3.8,25.7,1.7,0.2,15.2,15.7,3.2,1.9,5.2,0.099,-0.1,-0.5,-0.6,0.9,
61,62.0,Maurice Cheeks,27.0,PHI,PG,75.0,75.0,2494.0,16.4,0.591,0.028,0.33,2.1,7.1,4.7,27.7,3.3,0.5,18.5,16.3,3.9,3.4,7.3,0.141,0.7,1.6,2.3,2.7,"DPOY-4,DEF1"
62,63.0,Kelly Tripucka,24.0,DET,SF,76.0,75.0,2493.0,16.8,0.53,0.013,0.404,4.9,8.3,6.5,12.8,1.2,0.4,11.1,26.5,4.1,1.5,5.7,0.109,1.3,-1.6,-0.3,1.1,AS
63,64.0,Pat Cummings,27.0,DAL,PF,80.0,80.0,2492.0,13.8,0.523,0.002,0.208,7.0,23.6,15.3,8.7,1.2,0.5,12.8,19.2,1.6,2.7,4.2,0.081,-1.4,-0.6,-2.0,0.0,
64,65.0,Bill Cartwright,26.0,NYK,C,77.0,77.0,2487.0,18.5,0.637,0.001,0.621,9.6,22.1,15.9,6.4,0.9,2.4,16.3,20.6,5.6,4.2,9.8,0.189,1.5,0.5,2.0,2.5,
65,66.0,Kenny Carr,28.0,POR,PF,82.0,57.0,2455.0,17.3,0.592,0.005,0.398,9.8,21.5,15.5,9.1,1.3,0.8,15.7,21.1,4.1,2.6,6.7,0.131,1.1,-0.7,0.3,1.5,6MOY-3
66,67.0,Quintin Dailey,23.0,CHI,SG,82.0,42.0,2449.0,15.8,0.531,0.026,0.322,2.8,8.3,5.5,17.6,2.1,0.3,13.6,27.4,1.5,2.2,3.7,0.072,-0.2,-0.5,-0.6,0.8,
67,68.0,Rory Sparrow,25.0,NYK,PG,79.0,74.0,2436.0,12.4,0.514,0.053,0.178,2.4,7.0,4.7,31.2,2.0,0.2,20.9,17.2,1.1,3.1,4.2,0.083,-0.5,0.0,-0.5,0.9,DPOY-9
68,69.0,Junior Bridgeman,30.0,MIL,SF,81.0,10.0,2431.0,14.3,0.508,0.028,0.222,3.9,11.3,7.8,16.7,1.1,0.3,11.0,23.4,2.1,3.0,5.1,0.1,-0.2,-0.6,-0.8,0.7,
69,70.0,Steve Stipanovich,23.0,IND,C,81.0,73.0,2426.0,12.6,0.526,0.02,0.298,5.3,20.2,12.8,9.9,1.4,1.6,14.9,18.4,0.4,3.3,3.6,0.072,-2.1,0.3,-1.8,0.1,
70,71.0,Darryl Dawkins,27.0,NJN,C,81.0,80.0,2417.0,17.6,0.641,0.006,0.543,7.4,18.4,12.8,7.2,1.2,3.3,17.9,21.2,4.3,3.6,7.9,0.156,0.2,1.0,1.3,2.0,
71,72.0,James Worthy,22.0,LAL,PF,82.0,53.0,2415.0,16.5,0.591,0.007,0.289,7.9,15.6,12.0,11.1,1.5,1.6,15.3,19.7,3.8,2.7,6.5,0.129,0.7,0.2,0.9,1.8,
72,73.0,Kyle Macy,26.0,PHO,PG,82.0,45.0,2402.0,13.2,0.545,0.098,0.16,2.4,6.7,4.5,18.8,2.4,0.1,13.2,15.0,2.9,2.0,5.0,0.099,-0.5,0.6,0.1,1.3,
73,74.0,Cliff Robinson,23.0,CLE,C,73.0,70.0,2402.0,16.6,0.488,0.002,0.282,7.1,29.3,17.8,12.3,1.0,0.8,12.3,26.4,0.2,2.9,3.1,0.062,0.2,-0.8,-0.6,0.9,
74,75.0,Michael Cooper,27.0,LAL,SG,82.0,9.0,2387.0,14.1,0.586,0.22,0.337,2.7,9.2,6.2,23.5,2.2,1.5,19.0,13.1,3.9,2.6,6.5,0.13,0.8,1.7,2.5,2.7,"DPOY-4,DEF1"
75,76.0,World B. Free,30.0,CLE,SG,75.0,71.0,2375.0,18.8,0.512,0.049,0.358,4.1,6.3,5.2,16.3,2.0,0.2,8.6,31.3,3.7,1.6,5.3,0.107,2.3,-0.9,1.4,2.0,MVP-14
76,77.0,Larry Drew,25.0,KCK,PG,73.0,73.0,2363.0,16.5,0.513,0.01,0.305,1.6,5.6,3.5,34.3,2.4,0.2,14.3,23.1,2.6,2.0,4.6,0.093,1.3,-0.5,0.8,1.7,
77,78.0,Tree Rollins,28.0,ATL,C,77.0,76.0,2351.0,14.2,0.544,0.0,0.359,9.6,19.4,14.4,3.8,0.7,7.0,14.2,13.1,1.8,3.8,5.5,0.113,-1.3,2.3,1.0,1.8,"DPOY-12,DEF1"
78,79.0,Maurice Lucas,31.0,PHO,PF,75.0,69.0,2309.0,18.1,0.555,0.006,0.422,10.5,26.3,18.4,12.0,1.1,1.0,14.1,22.3,3.6,2.8,6.4,0.134,1.1,-0.5,0.6,1.5,
79,80.0,Kurt Nimphius,25.0,DAL,C,82.0,46.0,2284.0,13.0,0.544,0.008,0.31,9.3,16.8,13.0,9.8,0.9,3.6,14.2,12.6,2.5,2.3,4.8,0.101,-0.9,1.2,0.3,1.3,
80,81.0,Herb Williams,25.0,IND,C,69.0,53.0,2279.0,14.8,0.52,0.005,0.343,7.5,19.3,13.4,13.7,1.2,2.7,17.3,21.7,-0.3,3.1,2.8,0.059,-0.8,0.4,-0.4,0.9,
81,82.0,Al Wood,25.0,SEA,SG,81.0,81.0,2236.0,14.9,0.545,0.022,0.287,4.8,9.2,7.0,11.2,1.4,0.8,10.6,22.1,2.7,1.7,4.4,0.094,-0.2,-0.7,-0.9,0.6,
82,83.0,Ray Williams,29.0,NYK,SG,76.0,63.0,2230.0,17.4,0.521,0.086,0.339,3.7,10.9,7.3,30.3,3.5,0.7,16.9,24.3,2.1,4.1,6.2,0.132,1.0,2.1,3.1,2.9,
83,84.0,Danny Vranes,25.0,SEA,SF,80.0,72.0,2174.0,10.7,0.559,0.002,0.477,7.9,12.7,10.3,8.0,1.1,1.4,16.8,13.8,1.5,1.9,3.4,0.076,-1.9,0.1,-1.8,0.1,
84,85.0,Otis Birdsong,28.0,NJN,SG,69.0,57.0,2168.0,16.8,0.53,0.017,0.278,3.8,5.1,4.5,19.1,1.8,0.5,11.7,26.7,2.4,2.1,4.5,0.1,1.3,-0.7,0.6,1.4,AS
