,Player,Team,G,Par,Stocks,eFG%,MP,PER,TS%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
51,John Long,Detroit Pistons,82.0,22.3,1.3,0.472,2514.0,14.9,0.523,5.3,-0.4,1.0,0.5976,82.0,0,1.0,1984
52,Calvin Natt,Portland Trail Blazers,79.0,24.5,1.2,0.585,2638.0,16.9,0.633,8.4,1.5,2.3,0.5854,82.0,0,0.9634,1984
53,Maurice Lucas,Phoenix Suns,75.0,28.3,1.2,0.497,2309.0,18.1,0.555,6.4,0.6,1.5,0.5,82.0,0,0.9146,1984
54,Mychal Thompson,Portland Trail Blazers,79.0,28.3,2.5,0.524,2648.0,17.9,0.561,6.9,2.7,3.1,0.5854,82.0,0,0.9634,1984
55,Buck Williams,New Jersey Nets,81.0,29.6,2.5,0.535,3003.0,15.8,0.556,7.3,-0.1,1.4,0.5488,82.0,0,0.9878,1984
56,Kenny Carr,Portland Trail Blazers,82.0,25.3,1.2,0.561,2455.0,17.3,0.592,6.7,0.3,1.5,0.5854,82.0,0,1.0,1984
57,Ricky Sobers,Washington Bullets,81.0,22.5,1.6,0.469,2624.0,13.2,0.514,2.9,-1.6,0.3,0.4268,82.0,0,0.9878,1984
58,Artis Gilmore,San Antonio Spurs,64.0,26.7,2.7,0.631,2034.0,18.8,0.675,6.7,1.4,1.7,0.4512,82.0,0,0.7805,1984
59,Junior Bridgeman,Milwaukee Bucks,81.0,22.5,0.9,0.468,2431.0,14.3,0.508,5.1,-0.8,0.7,0.6098,82.0,0,0.9878,1984
60,Herb Williams,Indiana Pacers,69.0,26.0,2.5,0.478,2279.0,14.8,0.52,2.8,-0.4,0.9,0.3171,82.0,0,0.8415,1984
61,Ray Williams,New York Knicks,76.0,24.2,2.4,0.458,2230.0,17.4,0.521,6.2,3.1,2.9,0.5732,82.0,0,0.9268,1984
63,Albert King,New Jersey Nets,79.0,22.2,1.6,0.493,2103.0,15.6,0.541,4.3,0.2,1.2,0.5488,82.0,0,0.9634,1984
64,Greg Ballard,Washington Bullets,82.0,24.0,1.5,0.482,2701.0,15.3,0.515,5.6,1.1,2.1,0.4268,82.0,0,1.0,1984
66,James Worthy,Los Angeles Lakers,82.0,23.3,1.8,0.556,2415.0,16.5,0.591,6.5,0.9,1.8,0.6585,82.0,0,1.0,1984
67,Al Wood,Seattle SuperSonics,81.0,19.7,1.2,0.496,2236.0,14.9,0.545,4.4,-0.9,0.6,0.5122,82.0,0,0.9878,1984
69,Mickey Johnson,Golden State Warriors,78.0,23.0,1.7,0.424,2122.0,15.3,0.51,3.5,-0.6,0.7,0.4512,82.0,0,0.9512,1984
70,Bob Lanier,Milwaukee Bucks,72.0,22.5,1.5,0.572,2007.0,17.7,0.607,6.7,2.6,2.3,0.6098,82.0,0,0.878,1984
71,Butch Carter,Indiana Pacers,73.0,18.3,2.0,0.488,2045.0,13.5,0.52,2.6,-1.2,0.4,0.3171,82.0,0,0.8902,1984
72,Rickey Green,Utah Jazz,81.0,25.2,2.9,0.487,2768.0,18.0,0.532,7.9,3.0,3.5,0.5488,82.0,0.011,0.9878,1984
73,Dennis Johnson,Boston Celtics,80.0,20.9,1.9,0.44,2665.0,12.8,0.515,5.7,0.1,1.4,0.7561,82.0,0,0.9756,1984
74,Gene Banks,San Antonio Spurs,80.0,23.6,1.6,0.568,2600.0,15.4,0.606,6.2,1.2,2.1,0.4512,82.0,0,0.9756,1984
75,Pat Cummings,Dallas Mavericks,80.0,23.3,1.1,0.494,2492.0,13.8,0.523,4.2,-2.0,0.0,0.5244,82.0,0,0.9756,1984
77,George Johnson,Indiana Pacers,81.0,21.1,1.6,0.471,2073.0,15.3,0.527,3.2,-0.7,0.7,0.3171,82.0,0,0.9878,1984
80,Maurice Cheeks,Philadelphia 76ers,75.0,21.8,2.6,0.556,2494.0,16.4,0.591,7.3,2.3,2.7,0.6341,82.0,0,0.9146,1984
82,Mitchell Wiggins,Chicago Bulls,82.0,18.7,1.4,0.452,2123.0,13.7,0.501,3.3,-1.1,0.5,0.3293,82.0,0,1.0,1984
83,Johnny Davis,Atlanta Hawks,75.0,18.5,0.9,0.443,2079.0,14.3,0.507,3.3,-0.9,0.6,0.4878,82.0,0,0.9146,1984
85,Dave Corzine,Chicago Bulls,82.0,21.7,2.2,0.469,2674.0,13.5,0.531,4.7,0.1,1.4,0.3293,82.0,0,1.0,1984
86,Dave Greenwood,Chicago Bulls,78.0,24.1,1.8,0.49,2718.0,13.5,0.54,5.7,-0.6,0.9,0.3293,82.0,0,0.9512,1984
89,Frank Johnson,Washington Bullets,82.0,21.1,1.3,0.473,2686.0,13.6,0.516,4.3,-0.6,1.0,0.4268,82.0,0,1.0,1984
91,Steve Stipanovich,Indiana Pacers,81.0,21.0,1.7,0.482,2426.0,12.6,0.526,3.6,-1.8,0.1,0.3171,82.0,0,0.9878,1984
92,Cedric Maxwell,Boston Celtics,80.0,20.3,1.1,0.533,2502.0,13.5,0.61,6.4,0.4,1.5,0.7561,82.0,0,0.9756,1984
94,Gerald Henderson,Boston Celtics,78.0,17.3,1.7,0.538,2088.0,14.7,0.57,5.3,1.1,1.6,0.7561,82.0,0,0.9512,1984
95,Allen Leavell,Houston Rockets,82.0,18.5,1.4,0.485,2009.0,15.9,0.553,4.3,0.6,1.3,0.3537,82.0,0,1.0,1984
96,Jerry Sichting,Indiana Pacers,80.0,19.3,1.2,0.536,2497.0,13.9,0.569,5.2,-0.6,0.9,0.3171,82.0,0,0.9756,1984
99,Lester Conner,Golden State Warriors,82.0,19.7,2.1,0.494,2573.0,15.1,0.537,5.9,1.6,2.3,0.4512,82.0,0,1.0,1984
100,Brad Davis,Dallas Mavericks,81.0,20.3,1.4,0.535,2665.0,14.4,0.593,6.2,-0.2,1.2,0.5244,82.0,0,0.9878,1984
105,Rodney McCray,Houston Rockets,79.0,18.7,1.4,0.499,2081.0,14.4,0.546,4.6,0.4,1.3,0.3537,82.0,0,0.9634,1984
106,Truck Robinson,New York Knicks,65.0,20.6,1.1,0.489,2135.0,10.4,0.522,3.2,-2.2,-0.1,0.5732,82.0,0,0.7927,1984
107,Lonnie Shelton,Cleveland Cavaliers,79.0,17.9,1.7,0.477,2101.0,12.6,0.506,2.1,-1.3,0.4,0.3415,82.0,0,0.9634,1984
109,Geoff Huston,Cleveland Cavaliers,77.0,17.1,0.5,0.499,2041.0,13.3,0.527,2.6,-1.8,0.1,0.3415,82.0,0,0.939,1984
110,Rory Sparrow,New York Knicks,79.0,19.6,1.4,0.481,2436.0,12.4,0.514,4.2,-0.5,0.9,0.5732,82.0,0,0.9634,1984
115,Kyle Macy,Phoenix Suns,82.0,16.7,1.6,0.517,2402.0,13.2,0.545,5.0,0.1,1.3,0.5,82.0,0,1.0,1984
117,Caldwell Jones,Houston Rockets,81.0,19.0,1.6,0.503,2506.0,10.9,0.557,4.1,-1.7,0.2,0.3537,82.0,0,0.9878,1984
122,Fat Lever,Portland Trail Blazers,81.0,17.0,2.1,0.449,2010.0,15.8,0.495,4.8,2.3,2.2,0.5854,82.0,0,0.9878,1984
129,Michael Cooper,Los Angeles Lakers,82.0,18.1,2.2,0.532,2387.0,14.1,0.586,6.5,2.5,2.7,0.6585,82.0,0,1.0,1984
130,Rick Mahorn,Washington Bullets,82.0,19.6,2.3,0.507,2701.0,11.3,0.536,4.8,-1.1,0.6,0.4268,82.0,0,1.0,1984
137,Tree Rollins,Atlanta Hawks,77.0,17.1,4.1,0.518,2351.0,14.2,0.544,5.5,1.0,1.8,0.4878,82.0,0,0.939,1984
139,Thurl Bailey,Utah Jazz,81.0,15.8,2.0,0.512,2009.0,12.9,0.539,3.6,-0.5,0.8,0.5488,82.0,0,0.9878,1984
142,Danny Vranes,Seattle SuperSonics,80.0,15.0,1.3,0.521,2174.0,10.7,0.559,3.4,-1.8,0.1,0.5122,82.0,0,0.9756,1984
143,Ennis Whatley,Chicago Bulls,80.0,19.2,1.7,0.469,2159.0,13.5,0.519,1.9,-0.6,0.8,0.3293,82.0,0,0.9756,1984
150,Kurt Nimphius,Dallas Mavericks,82.0,16.3,2.3,0.521,2284.0,13.0,0.544,4.8,0.3,1.3,0.5244,82.0,0,1.0,1984
154,Reggie King,Seattle SuperSonics,77.0,16.2,1.0,0.52,2086.0,11.7,0.559,3.4,-0.6,0.7,0.5122,82.0,0,0.939,1984
155,Larry Smith,Golden State Warriors,75.0,17.8,1.1,0.56,2091.0,12.1,0.571,4.0,-2.2,-0.1,0.4512,82.0,0,0.9146,1984
169,Phil Ford,Houston Rockets,81.0,13.9,0.8,0.504,2020.0,10.4,0.548,2.9,-2.6,-0.3,0.3537,82.0,0,0.9878,1984
187,T.R. Dunn,Denver Nuggets,80.0,15.8,2.6,0.47,2705.0,10.2,0.523,4.1,0.4,1.6,0.4634,82.0,0,0.9756,1984
190,Mark Eaton,Utah Jazz,82.0,14.3,4.6,0.466,2139.0,12.3,0.49,3.7,1.0,1.6,0.5488,82.0,0,1.0,1984
