,Player,Team,G,PTS,AST,TRB,Stocks,eFG%,MP,PER,TS%,USG%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
0,Michael Jordan,Chicago Bulls,82.0,35.0,5.9,5.5,4.8,0.537,3311.0,31.7,0.603,34.1,21.2,13.0,12.5,0.6098,82.0,0.831,1.0,1988
1,Dominique Wilkins,Atlanta Hawks,78.0,30.7,2.9,6.4,1.9,0.474,2948.0,23.7,0.534,35.2,9.8,4.3,4.7,0.6098,82.0,0.069,0.9512,1988
2,Larry Bird,Boston Celtics,76.0,29.9,6.1,9.3,2.4,0.556,2965.0,27.8,0.608,30.2,15.0,8.8,8.1,0.6951,82.0,0.659,0.9268,1988
3,Charles Barkley,Philadelphia 76ers,80.0,28.3,3.2,11.9,2.6,0.604,3170.0,27.6,0.665,26.7,16.7,7.4,7.5,0.439,82.0,0.136,0.9756,1988
4,Karl Malone,Utah Jazz,82.0,27.7,2.4,12.0,2.0,0.52,3198.0,20.7,0.568,29.7,10.1,1.5,2.9,0.5732,82.0,0.045,1.0,1988
5,Clyde Drexler,Portland Trail Blazers,81.0,27.0,5.8,6.6,3.1,0.509,3060.0,24.1,0.564,28.0,13.2,7.0,7.0,0.6463,82.0,0.108,0.9878,1988
6,Dale Ellis,Seattle SuperSonics,75.0,25.8,2.6,4.5,1.1,0.538,2790.0,19.3,0.572,26.8,9.0,2.5,3.2,0.5366,82.0,0,0.9146,1988
7,Mark Aguirre,Dallas Mavericks,77.0,25.1,3.6,5.6,1.6,0.491,2610.0,21.9,0.539,31.6,8.8,3.8,3.9,0.6463,82.0,0.001,0.939,1988
8,Alex English,Denver Nuggets,80.0,25.0,4.7,4.7,1.2,0.495,2818.0,19.8,0.535,28.4,7.6,2.0,2.9,0.6585,82.0,0.005,0.9756,1988
9,Hakeem Olajuwon,Houston Rockets,79.0,22.8,2.1,12.1,4.8,0.514,2825.0,23.4,0.555,26.5,10.7,4.4,4.6,0.561,82.0,0.05,0.9634,1988
10,Kevin McHale,Boston Celtics,64.0,22.6,2.7,8.4,1.8,0.604,2390.0,21.9,0.656,22.3,10.2,3.5,3.3,0.6951,82.0,0,0.7805,1988
11,Byron Scott,Los Angeles Lakers,81.0,21.7,4.1,4.1,2.2,0.55,3048.0,19.2,0.59,22.6,10.7,3.4,4.2,0.7561,82.0,0,0.9878,1988
12,Reggie Theus,Sacramento Kings,73.0,21.6,6.3,3.2,1.0,0.476,2653.0,16.5,0.529,26.1,3.7,-0.9,0.7,0.2927,82.0,0,0.8902,1988
13,Xavier McDaniel,Seattle SuperSonics,78.0,21.4,3.4,6.6,1.9,0.493,2703.0,18.2,0.528,26.8,6.2,1.4,2.3,0.5366,82.0,0,0.9512,1988
14,Terry Cummings,Milwaukee Bucks,76.0,21.3,2.4,7.3,1.6,0.485,2629.0,17.4,0.516,27.9,5.2,-0.1,1.3,0.5122,82.0,0,0.9268,1988
15,Otis Thorpe,Sacramento Kings,82.0,20.8,3.2,10.2,1.5,0.507,3072.0,18.7,0.57,22.6,8.1,0.9,2.2,0.2927,82.0,0,1.0,1988
16,Jeff Malone,Washington Bullets,80.0,20.5,3.0,2.6,0.8,0.48,2655.0,16.1,0.537,26.4,5.6,-0.3,1.1,0.4634,82.0,0,0.9756,1988
17,Tom Chambers,Seattle SuperSonics,82.0,20.4,2.6,6.0,1.7,0.46,2680.0,16.8,0.526,27.0,6.4,0.0,1.3,0.5366,82.0,0,1.0,1988
18,Moses Malone,Washington Bullets,79.0,20.3,1.4,11.2,1.6,0.488,2692.0,21.1,0.577,25.2,9.2,1.6,2.5,0.4634,82.0,0,0.9634,1988
19,Patrick Ewing,New York Knicks,82.0,20.2,1.5,8.2,4.3,0.555,2546.0,21.9,0.594,26.8,8.1,4.2,4.0,0.4634,82.0,0,1.0,1988
22,Adrian Dantley,Detroit Pistons,69.0,20.0,2.5,3.3,0.7,0.514,2144.0,19.9,0.619,24.2,9.4,3.5,2.9,0.6585,82.0,0.001,0.8415,1988
23,James Worthy,Los Angeles Lakers,75.0,19.7,3.9,5.0,1.7,0.532,2655.0,18.2,0.571,22.8,7.9,2.3,2.9,0.7561,82.0,0,0.9146,1988
24,Thurl Bailey,Utah Jazz,82.0,19.6,1.9,6.5,2.1,0.493,2804.0,16.3,0.547,24.2,6.8,0.2,1.6,0.5732,82.0,0,1.0,1988
25,Magic Johnson,Los Angeles Lakers,72.0,19.6,11.9,6.2,1.8,0.497,2637.0,23.1,0.581,23.4,10.9,6.0,5.3,0.7561,82.0,0.635,0.878,1988
26,Alvin Robertson,San Antonio Spurs,82.0,19.6,6.8,6.1,3.8,0.475,2978.0,18.9,0.513,24.1,5.8,2.9,3.7,0.378,82.0,0,1.0,1988
27,Isiah Thomas,Detroit Pistons,81.0,19.5,8.4,3.4,1.9,0.474,2927.0,18.2,0.521,25.4,7.6,3.0,3.7,0.6585,82.0,0.004,0.9878,1988
28,Jerome Kersey,Portland Trail Blazers,79.0,19.2,3.1,8.3,2.4,0.5,2888.0,17.3,0.542,21.3,8.6,1.8,2.8,0.6463,82.0,0,0.9634,1988
29,Larry Nance,Cleveland Cavaliers,67.0,19.1,3.1,9.1,3.3,0.53,2383.0,20.3,0.586,21.7,8.0,3.5,3.3,0.5122,82.0,0,0.8171,1988
30,Cliff Robinson,Philadelphia 76ers,62.0,19.0,2.1,6.5,1.9,0.465,2110.0,15.7,0.503,26.7,2.6,-1.7,0.2,0.439,82.0,0,0.7561,1988
31,Fat Lever,Denver Nuggets,82.0,18.9,7.8,8.1,3.0,0.477,3061.0,20.5,0.516,21.4,10.4,5.1,5.5,0.6585,82.0,0.033,1.0,1988
32,Rolando Blackman,Dallas Mavericks,71.0,18.7,3.7,3.5,1.2,0.473,2580.0,16.0,0.544,21.8,6.8,0.2,1.4,0.6463,82.0,0,0.8659,1988
33,Brad Daugherty,Cleveland Cavaliers,79.0,18.7,4.2,8.4,1.3,0.51,2957.0,16.2,0.563,22.8,6.6,0.5,1.9,0.5122,82.0,0,0.9634,1988
34,Buck Williams,New Jersey Nets,70.0,18.3,1.6,11.9,1.6,0.561,2637.0,18.2,0.603,20.0,7.6,0.2,1.5,0.2317,82.0,0.001,0.8537,1988
35,Mike Woodson,Los Angeles Clippers,80.0,18.0,3.4,2.4,1.7,0.452,2534.0,14.7,0.509,25.7,3.1,-1.2,0.5,0.2073,82.0,0,0.9756,1988
37,Eddie Johnson,Phoenix Suns,73.0,17.7,2.5,4.4,0.6,0.491,2177.0,15.2,0.532,25.4,3.0,-2.0,0.0,0.3415,82.0,0,0.8902,1988
39,Gerald Wilkins,New York Knicks,81.0,17.4,4.0,3.3,1.4,0.461,2703.0,13.7,0.493,24.7,3.4,-0.4,1.1,0.4634,82.0,0,0.9878,1988
