,Player,Team,G,PTS,AST,TRB,Stocks,eFG%,MP,PER,TS%,USG%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
40,Bernard King,Washington Bullets,69.0,17.2,2.8,4.1,0.8,0.502,2044.0,15.0,0.55,26.1,2.8,-1.3,0.3,0.4634,82.0,0,0.8415,1988
41,Derek Harper,Dallas Mavericks,82.0,17.0,7.7,3.0,2.4,0.485,3032.0,18.1,0.528,20.6,9.1,3.5,4.2,0.6463,82.0,0,1.0,1988
42,Chuck Person,Indiana Pacers,79.0,17.0,3.9,6.8,1.0,0.483,2807.0,13.9,0.501,23.3,3.3,-0.4,1.1,0.4634,82.0,0,0.9634,1988
43,Mike Gminski,Philadelphia 76ers,81.0,16.9,1.7,10.0,2.3,0.448,2961.0,16.8,0.526,21.0,6.5,0.1,1.6,0.439,82.0,0,0.9878,1988
44,Jack Sikma,Milwaukee Bucks,82.0,16.5,3.4,8.6,2.1,0.487,2923.0,17.4,0.558,19.7,9.4,2.3,3.2,0.5122,82.0,0,1.0,1988
47,Wayman Tisdale,Indiana Pacers,79.0,16.1,1.3,6.2,1.1,0.512,2378.0,16.1,0.558,22.7,5.7,-0.7,0.8,0.4634,82.0,0,0.9634,1988
48,Frank Brickowski,San Antonio Spurs,70.0,16.0,3.8,6.9,1.6,0.529,2227.0,16.0,0.584,20.7,4.1,-0.6,0.8,0.378,82.0,0,0.8537,1988
49,Mark Price,Cleveland Cavaliers,80.0,16.0,6.0,2.3,1.4,0.543,2626.0,17.6,0.589,20.6,7.8,2.2,2.8,0.5122,82.0,0,0.9756,1988
50,Johnny Dawkins,San Antonio Spurs,65.0,15.8,7.4,3.1,1.4,0.496,2179.0,17.0,0.551,19.7,4.3,0.0,1.1,0.378,82.0,0,0.7927,1988
51,Kevin Duckworth,Portland Trail Blazers,78.0,15.8,0.8,7.4,0.8,0.496,2223.0,14.9,0.561,22.6,5.2,-2.8,-0.4,0.6463,82.0,0,0.9512,1988
52,Danny Ainge,Boston Celtics,81.0,15.7,6.2,3.1,1.6,0.566,3018.0,15.9,0.598,17.3,8.6,2.4,3.3,0.6951,82.0,0,0.9878,1988
54,Rod Higgins,Golden State Warriors,68.0,15.5,2.8,4.3,1.5,0.539,2188.0,16.3,0.608,18.1,5.7,0.9,1.6,0.2439,82.0,0,0.8293,1988
58,Roy Hinson,New Jersey Nets,77.0,15.3,1.3,6.7,2.7,0.487,2592.0,14.8,0.543,20.4,4.5,-1.1,0.6,0.2317,82.0,0,0.939,1988
59,Sleepy Floyd,Houston Rockets,77.0,15.0,7.1,3.8,1.4,0.441,2514.0,15.4,0.513,21.6,4.4,0.2,1.4,0.561,82.0,0,0.939,1988
60,Terry Porter,Portland Trail Blazers,82.0,14.9,10.1,4.6,2.0,0.533,2991.0,18.1,0.592,16.8,9.8,3.2,4.0,0.6463,82.0,0,1.0,1988
62,John Stockton,Utah Jazz,82.0,14.7,13.8,2.9,3.2,0.589,2842.0,23.2,0.645,17.2,14.1,8.5,7.6,0.5732,82.0,0.019,1.0,1988
63,Kareem Abdul-Jabbar,Los Angeles Lakers,80.0,14.6,1.7,6.0,1.8,0.532,2308.0,15.8,0.57,21.4,5.3,0.0,1.2,0.7561,82.0,0,0.9756,1988
64,Michael Cage,Los Angeles Clippers,72.0,14.5,1.5,13.0,2.1,0.47,2660.0,16.4,0.537,17.3,6.7,-0.6,0.9,0.2073,82.0,0,0.878,1988
65,Robert Parish,Boston Celtics,74.0,14.3,1.6,8.5,1.8,0.589,2312.0,17.2,0.62,18.7,6.4,0.8,1.6,0.6951,82.0,0,0.9024,1988
67,Joe Dumars,Detroit Pistons,82.0,14.2,4.7,2.4,1.3,0.474,2732.0,13.7,0.53,19.3,5.9,0.6,1.8,0.6585,82.0,0,1.0,1988
68,Sam Perkins,Dallas Mavericks,75.0,14.2,1.6,8.0,1.7,0.453,2499.0,15.0,0.521,18.9,6.7,-0.3,1.1,0.6463,82.0,0,0.9146,1988
69,Doc Rivers,Atlanta Hawks,80.0,14.2,9.3,4.6,2.3,0.458,2502.0,20.4,0.527,21.6,8.3,4.9,4.4,0.6098,82.0,0,0.9756,1988
70,Michael Adams,Denver Nuggets,82.0,13.9,6.1,2.7,2.2,0.524,2778.0,15.6,0.56,16.2,7.5,2.5,3.1,0.6585,82.0,0.001,1.0,1988
71,Vern Fleming,Indiana Pacers,80.0,13.9,7.1,4.6,1.5,0.523,2733.0,17.5,0.573,17.7,8.4,2.8,3.3,0.4634,82.0,0,0.9756,1988
72,Danny Schayes,Denver Nuggets,81.0,13.9,1.3,8.2,1.9,0.54,2166.0,18.4,0.64,18.7,8.8,0.9,1.6,0.6585,82.0,0,0.9878,1988
73,Kenny Smith,Sacramento Kings,61.0,13.8,7.1,2.3,1.6,0.486,2170.0,13.3,0.537,18.0,2.2,-1.8,0.1,0.2927,82.0,0,0.7439,1988
74,Maurice Cheeks,Philadelphia 76ers,79.0,13.7,8.0,3.2,2.4,0.497,2871.0,18.0,0.551,16.9,8.3,3.4,3.9,0.439,82.0,0,0.9634,1988
75,Mark Jackson,New York Knicks,82.0,13.6,10.6,4.8,2.6,0.448,3249.0,15.7,0.493,17.3,7.6,2.7,3.9,0.4634,82.0,0.003,1.0,1988
76,Bill Laimbeer,Detroit Pistons,82.0,13.5,2.4,10.1,1.8,0.5,2897.0,15.1,0.546,16.5,8.8,2.2,3.1,0.6585,82.0,0,1.0,1988
78,Steve Stipanovich,Indiana Pacers,80.0,13.5,2.3,8.3,2.0,0.498,2692.0,15.0,0.558,17.6,6.9,1.0,2.1,0.4634,82.0,0,0.9756,1988
79,Roy Tarpley,Dallas Mavericks,81.0,13.5,1.1,11.8,2.4,0.5,2307.0,19.5,0.541,21.2,7.8,0.2,1.3,0.6463,82.0,0,0.9878,1988
81,Paul Pressey,Milwaukee Bucks,75.0,13.1,7.0,5.0,2.0,0.497,2484.0,17.0,0.572,17.9,7.1,3.0,3.2,0.5122,82.0,0,0.9146,1988
82,Benoit Benjamin,Los Angeles Clippers,66.0,13.0,2.6,8.0,4.2,0.491,2171.0,14.1,0.534,19.3,2.0,-0.1,1.0,0.2073,82.0,0,0.8049,1988
83,John Long,Indiana Pacers,81.0,12.8,2.1,2.8,1.1,0.494,2022.0,15.2,0.539,22.7,3.9,0.3,1.2,0.4634,82.0,0,0.9878,1988
84,John Williams,Washington Bullets,82.0,12.8,2.8,5.4,1.8,0.472,2428.0,14.9,0.512,19.8,5.0,1.3,2.0,0.4634,82.0,0,1.0,1988
85,Joe Barry Carroll,Houston Rockets,77.0,12.7,1.5,6.4,2.0,0.435,2004.0,13.6,0.477,23.8,1.6,-2.2,-0.1,0.561,82.0,0,0.939,1988
88,Dennis Johnson,Boston Celtics,77.0,12.6,7.8,3.1,1.6,0.446,2670.0,14.0,0.52,18.1,5.0,0.1,1.4,0.6951,82.0,0,0.939,1988
90,Winston Garland,Golden State Warriors,67.0,12.4,6.4,3.4,1.8,0.447,2122.0,13.8,0.492,19.3,1.7,-1.8,0.1,0.2439,82.0,0,0.8171,1988
91,Rodney McCray,Houston Rockets,81.0,12.4,3.3,7.8,1.3,0.481,2689.0,15.1,0.554,15.7,7.6,1.6,2.5,0.561,82.0,0,0.9878,1988
92,Charles Oakley,Chicago Bulls,82.0,12.4,3.0,13.0,1.1,0.485,2816.0,15.4,0.543,17.9,6.7,-0.6,1.0,0.6098,82.0,0,1.0,1988
95,Tim McCormick,New Jersey Nets,70.0,12.0,1.7,6.7,0.8,0.537,2114.0,13.4,0.566,17.0,3.9,-1.5,0.3,0.2317,82.0,0,0.8537,1988
96,John Bagley,New Jersey Nets,82.0,12.0,5.8,3.1,1.4,0.465,2774.0,12.4,0.503,17.9,2.6,-1.4,0.4,0.2317,82.0,0,1.0,1988
97,Randy Breuer,Milwaukee Bucks,81.0,12.0,1.3,6.8,1.9,0.495,2258.0,15.3,0.53,19.0,5.1,-0.1,1.1,0.5122,82.0,0,0.9878,1988
101,Dennis Rodman,Detroit Pistons,82.0,11.6,1.3,8.7,1.4,0.565,2147.0,17.4,0.571,19.2,6.8,1.6,2.0,0.6585,82.0,0,1.0,1988
102,Mychal Thompson,Los Angeles Lakers,80.0,11.6,0.8,6.1,1.5,0.512,2007.0,14.6,0.544,20.0,4.6,-2.4,-0.2,0.7561,82.0,0,0.9756,1988
103,Kevin Willis,Atlanta Hawks,75.0,11.6,0.4,7.3,1.4,0.518,2091.0,14.0,0.548,18.8,4.2,-2.1,-0.1,0.6098,82.0,0,0.9146,1988
104,A.C. Green,Los Angeles Lakers,82.0,11.4,1.1,8.7,1.6,0.503,2636.0,14.5,0.581,14.7,7.9,0.3,1.5,0.7561,82.0,0,1.0,1988
109,Hot Rod Williams,Cleveland Cavaliers,77.0,10.9,1.3,6.6,2.7,0.477,2106.0,15.8,0.536,18.0,5.7,0.8,1.5,0.5122,82.0,0,0.939,1988
116,Larry Drew,Los Angeles Clippers,74.0,10.3,5.2,1.6,0.9,0.474,2024.0,11.7,0.498,18.5,1.2,-3.1,-0.6,0.2073,82.0,0,0.9024,1988
117,Allen Leavell,Houston Rockets,80.0,10.2,5.1,1.9,1.7,0.451,2150.0,14.3,0.527,16.9,5.1,0.8,1.5,0.561,82.0,0,0.9756,1988
118,Dave Corzine,Chicago Bulls,80.0,10.1,1.9,6.6,1.7,0.482,2328.0,13.6,0.514,16.4,4.9,-0.3,1.0,0.6098,82.0,0,0.9756,1988
119,Kenny Walker,New York Knicks,82.0,10.1,1.0,4.7,1.5,0.473,2139.0,12.3,0.512,16.9,4.7,-0.7,0.7,0.4634,82.0,0,1.0,1988
122,Cliff Levingston,Atlanta Hawks,82.0,10.0,0.9,6.1,1.6,0.558,2135.0,15.5,0.609,15.1,7.0,0.8,1.5,0.6098,82.0,0,1.0,1988
126,Randy Wittman,Atlanta Hawks,82.0,10.0,3.7,2.1,0.8,0.478,2412.0,11.6,0.498,15.8,3.5,-1.2,0.5,0.6098,82.0,0,1.0,1988
128,Mark West,Phoenix Suns,83.0,9.7,0.9,6.3,2.4,0.551,2098.0,13.1,0.574,17.4,3.1,-2.0,0.0,0.3415,82.0,0,1.0122,1988
129,Harold Pressley,Sacramento Kings,80.0,9.7,2.3,4.6,1.8,0.479,2029.0,12.7,0.51,17.8,2.2,-0.8,0.6,0.2927,82.0,0,0.9756,1988
134,Jeff Hornacek,Phoenix Suns,82.0,9.5,6.6,3.2,1.4,0.52,2243.0,15.9,0.569,15.3,5.0,1.4,1.9,0.3415,82.0,0,1.0,1988
135,Brad Sellers,Chicago Bulls,82.0,9.5,1.7,3.0,1.2,0.457,2212.0,10.7,0.496,17.0,3.3,-2.0,0.0,0.6098,82.0,0,1.0,1988
149,John Salley,Detroit Pistons,82.0,8.5,1.4,4.9,2.3,0.566,2003.0,14.2,0.614,14.3,6.2,2.2,2.1,0.6585,82.0,0,1.0,1988
161,Sidney Green,New York Knicks,82.0,7.8,1.1,7.8,1.2,0.441,2049.0,10.3,0.48,16.2,2.7,-3.2,-0.6,0.4634,82.0,0,1.0,1988
165,Ben McDonald,Golden State Warriors,81.0,7.6,1.7,4.1,0.6,0.476,2039.0,9.0,0.509,13.8,1.3,-4.2,-1.1,0.2439,82.0,0,0.9878,1988
166,Nate McMillan,Seattle SuperSonics,82.0,7.6,8.6,4.1,2.7,0.483,2453.0,15.9,0.532,12.7,6.5,3.3,3.3,0.5366,82.0,0,1.0,1988
182,James Donaldson,Dallas Mavericks,81.0,7.0,0.8,9.3,1.8,0.558,2523.0,12.4,0.616,9.4,6.2,0.0,1.3,0.6463,82.0,0,0.9878,1988
183,Mark Eaton,Utah Jazz,82.0,7.0,0.7,8.7,4.2,0.418,2731.0,9.5,0.457,11.3,4.1,-1.8,0.1,0.5732,82.0,0,1.0,1988
