,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
0,1.0,Michael Jordan,24.0,CHI,SG,82.0,82.0,3311.0,31.7,0.603,0.027,0.43,4.8,10.7,7.8,27.0,3.9,2.4,9.6,34.1,15.2,6.1,21.2,0.308,8.8,4.2,13.0,12.5,"MVP-1,DPOY-1,AS,NBA1,DEF1"
1,2.0,Mark Jackson,22.0,NYK,PG,82.0,80.0,3249.0,15.7,0.493,0.124,0.263,4.1,10.0,7.0,37.4,3.1,0.1,18.6,17.3,3.5,4.2,7.6,0.113,1.6,1.1,2.7,3.9,"MVP-13,ROY-1"
2,3.0,Karl Malone,24.0,UTA,PF,82.0,82.0,3198.0,20.7,0.568,0.003,0.478,9.7,22.8,16.6,10.1,1.7,0.9,14.0,29.7,4.0,6.1,10.1,0.152,1.7,-0.2,1.5,2.9,"MVP-8,AS,NBA2,DEF2"
3,4.0,Charles Barkley,24.0,PHI,PF,80.0,80.0,3170.0,27.6,0.665,0.122,0.741,14.0,20.8,17.4,14.1,1.6,1.9,15.2,26.7,13.4,3.3,16.7,0.253,7.3,0.1,7.4,7.5,"MVP-4,AS,NBA1"
4,5.0,Otis Thorpe,25.0,SAC,PF,82.0,82.0,3072.0,18.7,0.57,0.005,0.497,9.8,19.9,14.8,12.9,1.0,1.0,13.2,22.6,6.2,1.9,8.1,0.126,1.8,-1.0,0.9,2.2,
5,6.0,Fat Lever,27.0,DEN,SG,82.0,82.0,3061.0,20.5,0.516,0.042,0.232,6.7,16.5,11.4,28.1,3.3,0.4,10.8,21.4,5.5,4.9,10.4,0.163,3.0,2.2,5.1,5.5,"MVP-9,DPOY-5,AS,DEF2"
6,7.0,Clyde Drexler,25.0,POR,SG,81.0,80.0,3060.0,24.1,0.564,0.031,0.35,9.2,9.6,9.4,23.5,3.1,1.0,10.9,28.0,9.3,3.9,13.2,0.207,5.7,1.4,7.0,7.0,"MVP-5,DPOY-8,AS,NBA2"
7,8.0,Byron Scott,26.0,LAL,SG,81.0,81.0,3048.0,19.2,0.59,0.133,0.235,3.0,9.1,6.2,16.4,2.5,0.5,9.8,22.6,7.4,3.3,10.7,0.168,2.5,0.9,3.4,4.2,
8,9.0,Derek Harper,26.0,DAL,PG,82.0,82.0,3032.0,18.1,0.528,0.165,0.295,2.6,6.2,4.4,30.4,2.7,0.7,12.6,20.6,6.1,3.0,9.1,0.145,2.7,0.8,3.5,4.2,
9,10.0,Danny Ainge,28.0,BOS,SG,81.0,81.0,3018.0,15.9,0.598,0.364,0.183,2.5,7.0,4.9,22.2,1.9,0.3,12.6,17.3,6.7,1.9,8.6,0.136,2.7,-0.3,2.4,3.3,AS
10,11.0,Terry Porter,24.0,POR,PG,82.0,82.0,2991.0,18.1,0.592,0.078,0.364,2.3,11.3,6.8,35.9,2.3,0.3,19.1,16.8,6.5,3.3,9.8,0.157,2.6,0.6,3.2,4.0,
11,12.0,Alvin Robertson,25.0,SAS,SG,82.0,82.0,2978.0,18.9,0.513,0.067,0.259,5.9,12.2,9.0,26.1,3.8,1.3,13.8,24.1,3.1,2.8,5.8,0.094,1.7,1.2,2.9,3.7,"DPOY-4,AS,DEF2"
12,13.0,Larry Bird,31.0,BOS,SF,76.0,75.0,2965.0,27.8,0.608,0.142,0.271,4.6,22.3,14.0,25.7,2.1,1.1,10.2,30.2,11.2,3.8,15.0,0.243,7.8,1.0,8.8,8.1,"MVP-2,AS,NBA1"
13,14.0,Mike Gminski,28.0,2TM,C,81.0,81.0,2961.0,16.8,0.526,0.002,0.348,9.5,22.7,15.9,7.4,1.1,2.4,12.0,21.0,3.4,3.0,6.5,0.105,0.7,-0.5,0.1,1.6,
14,14.0,Mike Gminski,28.0,NJN,C,34.0,34.0,1194.0,15.8,0.524,0.004,0.35,7.7,23.9,15.5,7.3,1.1,1.7,13.2,22.3,0.7,1.3,1.9,0.077,-0.3,-0.6,-0.8,0.3,
15,14.0,Mike Gminski,28.0,PHI,C,47.0,47.0,1767.0,17.5,0.527,0.0,0.347,10.7,21.8,16.2,7.4,1.0,2.9,11.1,20.2,2.8,1.8,4.5,0.123,1.3,-0.5,0.8,1.2,
16,15.0,Brad Daugherty,22.0,CLE,C,79.0,78.0,2957.0,16.2,0.563,0.002,0.488,6.2,19.9,13.2,17.3,0.8,1.1,16.9,22.8,3.0,3.6,6.6,0.107,0.7,-0.1,0.5,1.9,AS
17,16.0,Dominique Wilkins,28.0,ATL,SF,78.0,76.0,2948.0,23.7,0.534,0.066,0.335,7.9,11.0,9.5,13.5,1.7,1.0,8.9,35.2,7.0,2.8,9.8,0.16,5.4,-1.1,4.3,4.7,"MVP-6,AS,NBA2"
18,17.0,Isiah Thomas,26.0,DET,PG,81.0,81.0,2927.0,18.2,0.521,0.072,0.294,2.5,8.0,5.3,35.0,2.4,0.3,15.3,25.4,3.8,3.7,7.6,0.124,2.6,0.4,3.0,3.7,"MVP-12,AS"
19,18.0,Jack Sikma,32.0,MIL,PF,82.0,82.0,2923.0,17.4,0.558,0.013,0.329,7.5,19.8,13.7,14.1,1.6,1.6,11.5,19.7,5.4,3.9,9.4,0.154,1.3,1.1,2.3,3.2,
20,19.0,Bill Laimbeer,30.0,DET,C,82.0,82.0,2897.0,15.1,0.546,0.042,0.232,6.5,25.1,16.0,9.6,1.1,1.6,11.8,16.5,3.8,5.0,8.8,0.146,0.5,1.7,2.2,3.1,
21,20.0,Jerome Kersey,25.0,POR,SF,79.0,75.0,2888.0,17.3,0.542,0.012,0.323,7.9,16.7,12.3,11.7,2.0,1.3,10.3,21.3,4.8,3.8,8.6,0.144,1.2,0.6,1.8,2.8,
22,21.0,Maurice Cheeks,31.0,PHI,PG,79.0,79.0,2871.0,18.0,0.551,0.025,0.318,2.4,7.9,5.1,33.6,2.9,0.5,14.0,16.9,6.1,2.2,8.3,0.138,2.6,0.8,3.4,3.9,"DPOY-8,AS"
23,22.0,John Stockton,25.0,UTA,PG,82.0,79.0,2842.0,23.2,0.645,0.085,0.41,2.1,6.6,4.5,54.8,4.0,0.3,21.9,17.2,9.2,4.9,14.1,0.238,5.2,3.3,8.5,7.6,"MVP-10,DPOY-8,NBA2"
