,Player,Team,G,Par,Stocks,eFG%,MP,PER,TS%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
34,Terry Porter,Portland Trail Blazers,81.0,27.3,1.3,0.519,2883.0,17.0,0.577,8.8,2.6,3.3,0.622,82.0,0,0.9878,1993
35,Mark Price,Cleveland Cavaliers,75.0,28.9,1.3,0.546,2380.0,22.1,0.609,9.8,5.3,4.4,0.6585,82.0,0.01,0.9146,1993
36,Jeff Malone,Utah Jazz,79.0,21.9,0.6,0.495,2558.0,13.7,0.538,3.6,-3.1,-0.7,0.5732,82.0,0,0.9634,1993
37,Ron Harper,Los Angeles Clippers,80.0,27.8,3.1,0.472,2970.0,16.1,0.523,6.0,1.8,2.9,0.5,82.0,0,0.9756,1993
38,Lionel Simmons,Sacramento Kings,69.0,29.6,2.0,0.444,2502.0,15.5,0.508,3.8,0.4,1.5,0.3049,82.0,0,0.8415,1993
39,Kevin Willis,Atlanta Hawks,80.0,32.9,1.4,0.509,2878.0,17.4,0.531,6.0,-1.5,0.3,0.5244,82.0,0,0.9756,1993
40,Shawn Kemp,Seattle SuperSonics,78.0,30.5,3.4,0.492,2582.0,20.4,0.547,9.1,1.9,2.6,0.6707,82.0,0.001,0.9512,1993
41,Isiah Thomas,Detroit Pistons,79.0,29.0,1.8,0.442,2922.0,15.4,0.488,3.7,0.5,1.9,0.4878,82.0,0,0.9634,1993
42,John Starks,New York Knicks,80.0,25.2,1.3,0.473,2477.0,16.3,0.519,7.5,2.8,3.0,0.7317,82.0,0,0.9756,1993
45,Sean Elliott,San Antonio Spurs,70.0,25.6,1.4,0.511,2604.0,15.5,0.566,6.1,0.7,1.8,0.5976,82.0,0,0.8537,1993
46,Rony Seikaly,Miami Heat,72.0,30.3,1.7,0.481,2456.0,18.0,0.557,6.5,-0.3,1.0,0.439,82.0,0,0.878,1993
47,Reggie Williams,Denver Nuggets,79.0,26.1,2.6,0.473,2722.0,15.8,0.517,5.9,1.5,2.4,0.439,82.0,0,0.9634,1993
50,Frank Brickowski,Milwaukee Bucks,66.0,26.0,1.9,0.55,2075.0,17.0,0.584,3.7,0.0,1.1,0.3415,82.0,0,0.8049,1993
51,Blue Edwards,Milwaukee Bucks,82.0,24.2,2.1,0.529,2729.0,16.4,0.569,5.7,0.5,1.7,0.3415,82.0,0,1.0,1993
53,Dan Majerle,Phoenix Suns,82.0,25.4,2.1,0.541,3199.0,15.4,0.573,9.8,2.5,3.6,0.7561,82.0,0,1.0,1993
54,Chuck Person,Minnesota Timberwolves,78.0,26.8,1.3,0.481,2985.0,12.2,0.495,0.0,-2.2,-0.2,0.2317,82.0,0,0.9512,1993
55,Dale Ellis,San Antonio Spurs,82.0,21.8,1.2,0.554,2731.0,15.0,0.579,6.4,0.5,1.7,0.5976,82.0,0,1.0,1993
56,Wayman Tisdale,Sacramento Kings,76.0,24.6,1.3,0.509,2283.0,15.7,0.54,4.5,-1.3,0.4,0.3049,82.0,0,0.9268,1993
57,Larry Nance,Cleveland Cavaliers,77.0,28.1,3.3,0.549,2753.0,19.8,0.587,10.7,3.6,3.9,0.6585,82.0,0,0.939,1993
64,Clarence Weatherspoon,Philadelphia 76ers,82.0,24.6,1.8,0.47,2654.0,15.0,0.519,3.3,-1.9,0.1,0.3171,82.0,0,1.0,1993
65,Scott Skiles,Orlando Magic,78.0,28.5,1.1,0.512,3086.0,15.2,0.581,8.0,0.7,2.1,0.5,82.0,0,0.9512,1993
66,Latrell Sprewell,Golden State Warriors,77.0,22.7,2.3,0.502,2741.0,13.6,0.541,4.0,0.2,1.5,0.4146,82.0,0,0.939,1993
68,John Stockton,Utah Jazz,82.0,30.0,2.7,0.526,2863.0,21.3,0.584,10.6,6.6,6.2,0.5732,82.0,0.001,1.0,1993
69,Sedale Threatt,Los Angeles Lakers,82.0,25.3,1.8,0.515,2893.0,16.5,0.55,7.1,0.7,2.0,0.4756,82.0,0,1.0,1993
70,Micheal Williams,Minnesota Timberwolves,76.0,27.4,2.5,0.463,2661.0,19.0,0.579,7.6,2.7,3.1,0.2317,82.0,0,0.9268,1993
71,Ken Norman,Los Angeles Clippers,76.0,24.7,1.6,0.516,2477.0,15.7,0.53,5.2,-0.3,1.1,0.5,82.0,0,0.9268,1993
72,James Worthy,Los Angeles Lakers,82.0,21.3,1.4,0.46,2359.0,15.6,0.494,3.0,-0.2,1.0,0.4756,82.0,0,1.0,1993
73,Michael Adams,Washington Bullets,70.0,25.7,1.5,0.48,2499.0,15.6,0.543,4.6,0.0,1.3,0.2683,82.0,0,0.8537,1993
74,Terry Mills,Detroit Pistons,81.0,22.0,1.1,0.465,2183.0,15.5,0.506,3.8,-1.8,0.1,0.4878,82.0,0,0.9878,1993
75,LaPhonso Ellis,Denver Nuggets,82.0,25.6,2.3,0.505,2749.0,16.6,0.549,8.0,0.8,2.0,0.439,82.0,0,1.0,1993
76,Tom Gugliotta,Washington Bullets,81.0,28.1,2.1,0.443,2795.0,14.6,0.472,1.6,-0.9,0.8,0.2683,82.0,0,0.9878,1993
77,Spud Webb,Sacramento Kings,69.0,24.3,1.6,0.457,2335.0,14.4,0.536,3.9,-0.7,0.8,0.3049,82.0,0,0.8415,1993
78,Mark Jackson,Los Angeles Clippers,82.0,27.9,1.8,0.497,3117.0,16.6,0.548,7.9,1.9,3.1,0.5,82.0,0,1.0,1993
80,Eric Murdock,Milwaukee Bucks,79.0,25.6,2.3,0.485,2437.0,19.3,0.534,6.1,2.9,3.0,0.3415,82.0,0,0.9634,1993
81,Rik Smits,Indiana Pacers,81.0,21.1,1.2,0.486,2072.0,14.8,0.517,2.7,-2.8,-0.4,0.5,82.0,0,0.9878,1993
82,Chris Morris,New Jersey Nets,77.0,21.4,2.6,0.49,2302.0,17.8,0.534,7.2,3.1,2.9,0.5244,82.0,0,0.939,1993
83,Stacey Augmon,Atlanta Hawks,73.0,20.2,1.4,0.501,2112.0,15.2,0.551,3.7,-0.4,0.8,0.5244,82.0,0,0.8902,1993
84,Grant Long,Miami Heat,76.0,23.9,1.8,0.472,2728.0,14.7,0.532,6.5,0.5,1.7,0.439,82.0,0,0.9268,1993
87,Vernon Maxwell,Houston Rockets,71.0,21.1,1.3,0.477,2251.0,13.4,0.512,3.9,-0.1,1.1,0.6707,82.0,0,0.8659,1993
88,Dikembe Mutombo,Denver Nuggets,82.0,28.6,4.0,0.51,3029.0,17.2,0.567,8.8,1.6,2.7,0.439,82.0,0,1.0,1993
90,Rod Strickland,Portland Trail Blazers,78.0,25.2,2.0,0.488,2474.0,18.0,0.543,7.4,3.3,3.3,0.622,82.0,0,0.9512,1993
91,Xavier McDaniel,Boston Celtics,82.0,21.5,1.5,0.498,2215.0,16.3,0.539,4.4,-0.1,1.1,0.5854,82.0,0,1.0,1993
92,Gary Payton,Seattle SuperSonics,82.0,21.8,2.5,0.498,2548.0,17.0,0.529,7.8,2.7,3.1,0.6707,82.0,0,1.0,1993
93,Sean Rooks,Dallas Mavericks,72.0,22.2,1.6,0.493,2087.0,14.7,0.528,1.5,-2.4,-0.2,0.1341,82.0,0,0.878,1993
94,Mookie Blaylock,Atlanta Hawks,80.0,25.3,2.8,0.491,2820.0,17.1,0.515,7.0,3.4,3.8,0.5244,82.0,0,0.9756,1993
95,Derrick McKey,Seattle SuperSonics,77.0,20.2,2.2,0.522,2439.0,15.0,0.568,6.6,1.9,2.4,0.6707,82.0,0,0.939,1993
96,Kevin Gamble,Boston Celtics,82.0,19.1,1.5,0.535,2541.0,15.1,0.562,6.6,1.4,2.2,0.5854,82.0,0,1.0,1993
97,Horace Grant,Chicago Bulls,77.0,25.3,2.4,0.508,2745.0,17.5,0.534,9.1,1.8,2.6,0.6951,82.0,0,0.939,1993
98,Sam Perkins,Seattle SuperSonics,79.0,21.7,1.8,0.492,2351.0,16.5,0.555,6.9,1.4,2.0,0.6707,82.0,0,0.9634,1993
100,Kenny Smith,Houston Rockets,82.0,20.4,1.1,0.585,2422.0,17.1,0.633,8.2,2.1,2.5,0.6707,82.0,0,1.0,1993
102,Vlade Divac,Los Angeles Lakers,82.0,24.5,3.3,0.498,2525.0,17.1,0.542,5.6,1.5,2.2,0.4756,82.0,0,1.0,1993
103,A.C. Green,Los Angeles Lakers,82.0,22.9,1.6,0.548,2819.0,16.3,0.603,8.6,0.7,1.9,0.4756,82.0,0,1.0,1993
104,Otis Thorpe,Houston Rockets,72.0,23.5,0.9,0.558,2357.0,14.6,0.575,6.0,-0.8,0.7,0.6707,82.0,0,0.878,1993
105,Terry Davis,Dallas Mavericks,75.0,22.9,0.9,0.457,2462.0,11.7,0.484,-0.1,-4.8,-1.7,0.1341,82.0,0,0.9146,1993
106,Robert Parish,Boston Celtics,79.0,22.8,2.1,0.535,2146.0,19.2,0.565,6.8,1.0,1.6,0.5854,82.0,0,0.9634,1993
109,Charles Smith,New York Knicks,81.0,19.5,1.8,0.469,2172.0,14.9,0.542,6.6,1.2,1.8,0.7317,82.0,0,0.9878,1993
110,B.J. Armstrong,Chicago Bulls,82.0,18.1,0.9,0.537,2492.0,14.7,0.57,7.5,0.2,1.4,0.6951,82.0,0,1.0,1993
114,Danny Ainge,Phoenix Suns,80.0,17.8,1.0,0.564,2163.0,14.3,0.596,6.2,1.4,1.9,0.7561,82.0,0,0.9756,1993
115,Tyrone Corbin,Utah Jazz,82.0,20.0,1.7,0.503,2555.0,14.4,0.551,6.7,0.6,1.7,0.5732,82.0,0,1.0,1993
116,Craig Ehlo,Cleveland Cavaliers,82.0,19.6,1.6,0.55,2559.0,14.2,0.566,6.2,1.2,2.1,0.6585,82.0,0,1.0,1993
119,Gerald Wilkins,Cleveland Cavaliers,80.0,16.1,1.2,0.463,2079.0,12.9,0.508,3.5,-2.2,-0.1,0.6585,82.0,0,0.9756,1993
121,Hot Rod Williams,Cleveland Cavaliers,67.0,19.5,2.3,0.47,2055.0,13.7,0.535,4.5,-0.1,0.9,0.6585,82.0,0,0.8171,1993
122,Dee Brown,Boston Celtics,80.0,19.8,2.1,0.486,2254.0,17.2,0.541,6.4,3.0,2.8,0.5854,82.0,0,0.9756,1993
124,Bimbo Coles,Miami Heat,81.0,17.2,1.1,0.494,2232.0,14.7,0.546,5.7,0.6,1.4,0.439,82.0,0,0.9878,1993
128,Pooh Richardson,Indiana Pacers,74.0,21.7,1.5,0.482,2396.0,14.5,0.508,4.0,0.3,1.4,0.5,82.0,0,0.9024,1993
130,Anthony Mason,New York Knicks,81.0,20.3,0.7,0.502,2482.0,12.9,0.549,7.4,0.5,1.6,0.7317,82.0,0,0.9878,1993
133,Robert Horry,Houston Rockets,79.0,17.5,2.1,0.482,2330.0,12.1,0.52,3.6,-0.7,0.8,0.6707,82.0,0,0.9634,1993
137,Anthony Avent,Milwaukee Bucks,82.0,17.1,1.6,0.433,2285.0,10.2,0.459,0.3,-5.5,-2.0,0.3415,82.0,0,1.0,1993
148,Sam Bowie,New Jersey Nets,79.0,17.7,2.0,0.451,2092.0,13.2,0.5,4.3,-0.4,0.8,0.5244,82.0,0,0.9634,1993
151,Alvin Robertson,Detroit Pistons,69.0,16.7,2.5,0.495,2006.0,13.2,0.519,3.4,1.0,1.6,0.4878,82.0,0,0.8415,1993
152,Tim Perry,Philadelphia 76ers,81.0,15.6,1.6,0.476,2104.0,12.0,0.519,2.0,-2.7,-0.4,0.3171,82.0,0,0.9878,1993
153,Dale Davis,Indiana Pacers,82.0,18.5,2.6,0.568,2264.0,16.3,0.573,6.9,1.0,1.7,0.5,82.0,0,1.0,1993
159,Jay Humphries,Utah Jazz,78.0,14.7,1.4,0.447,2034.0,10.5,0.482,1.8,-2.6,-0.3,0.5732,82.0,0,0.9512,1993
161,Avery Johnson,San Antonio Spurs,75.0,18.1,1.3,0.502,2030.0,15.8,0.556,5.2,1.5,1.8,0.5976,82.0,0,0.9146,1993
165,Tyrone Hill,Golden State Warriors,74.0,19.7,1.1,0.508,2070.0,12.9,0.541,4.9,-2.4,-0.2,0.4146,82.0,0,0.9024,1993
172,Buck Williams,Portland Trail Blazers,82.0,17.6,1.7,0.511,2498.0,11.9,0.545,6.1,-1.0,0.6,0.622,82.0,0,1.0,1993
196,Dennis Rodman,Detroit Pistons,62.0,27.4,1.5,0.444,2410.0,13.6,0.467,5.5,-0.6,0.9,0.4878,82.0,0,0.7561,1993
211,Charles Oakley,New York Knicks,82.0,17.0,1.2,0.508,2230.0,12.6,0.556,7.3,0.7,1.5,0.7317,82.0,0,1.0,1993
232,Michael Cage,Seattle SuperSonics,82.0,14.9,1.5,0.526,2156.0,13.2,0.527,6.2,0.4,1.3,0.6707,82.0,0,1.0,1993
