,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
0,1.0,Larry Johnson,23.0,CHH,PF,82.0,82.0,3323.0,18.9,0.574,0.051,0.316,9.6,18.0,14.0,15.9,0.8,0.5,12.6,22.4,7.1,2.5,9.6,0.139,3.2,-1.1,2.1,3.5,"AS,NBA2"
1,2.0,Hakeem Olajuwon,30.0,HOU,C,82.0,82.0,3242.0,27.3,0.577,0.005,0.356,10.5,25.9,18.7,15.8,2.4,6.5,12.4,28.8,7.9,8.0,15.8,0.234,3.9,3.6,7.5,7.8,"MVP-2,DPOY-1,AS,NBA1,DEF1"
2,3.0,David Robinson,27.0,SAS,C,82.0,82.0,3211.0,24.2,0.569,0.013,0.568,8.6,24.8,17.1,15.0,2.0,5.1,12.5,26.4,6.7,6.4,13.2,0.197,3.6,2.7,6.4,6.8,"MVP-6,DPOY-2,AS,NBA3,DEF2"
3,4.0,Dan Majerle,27.0,PHO,SG,82.0,82.0,3199.0,15.4,0.573,0.4,0.238,4.3,8.9,6.7,13.4,2.1,0.6,9.9,17.3,6.6,3.2,9.8,0.147,2.1,0.4,2.5,3.6,"DPOY-5,AS,DEF2"
4,5.0,Reggie Lewis,27.0,BOS,SG,80.0,80.0,3144.0,17.4,0.529,0.043,0.267,3.2,9.2,6.3,14.3,1.9,1.5,7.8,23.6,5.4,3.0,8.3,0.127,1.4,0.5,2.0,3.1,
5,6.0,Scottie Pippen,27.0,CHI,SF,81.0,81.0,3123.0,19.2,0.51,0.07,0.264,7.3,16.0,11.5,24.0,2.9,1.6,14.2,23.9,3.8,4.8,8.6,0.132,2.6,1.4,4.0,4.7,"AS,NBA3,DEF1"
6,7.0,Mark Jackson,27.0,LAC,PG,82.0,81.0,3117.0,16.6,0.548,0.087,0.317,4.5,9.3,6.9,31.1,2.1,0.2,17.0,17.1,5.3,2.7,7.9,0.122,1.9,0.1,1.9,3.1,
7,8.0,Doug West,25.0,MIN,SG,80.0,80.0,3104.0,14.2,0.559,0.018,0.237,3.5,6.1,4.8,13.6,1.4,0.4,10.7,22.1,3.8,0.4,4.3,0.066,-0.4,-1.8,-2.2,-0.1,
8,9.0,Karl Malone,29.0,UTA,PF,82.0,82.0,3099.0,26.2,0.612,0.014,0.579,8.6,24.6,16.9,16.9,2.0,1.8,11.7,28.4,10.4,5.0,15.4,0.238,6.0,1.4,7.3,7.3,"MVP-8,AS,NBA1"
9,10.0,Detlef Schrempf,30.0,IND,PF,82.0,60.0,3098.0,19.2,0.571,0.048,0.602,7.5,19.9,13.8,23.2,1.3,0.6,15.0,22.1,7.6,2.9,10.4,0.161,3.1,0.2,3.3,4.2,AS
