,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,Oklahoma City Thunder,25.2,40.0,12.0,43,9,12.31,-0.64,11.67,119.4,107.2,12.2,99.6,0.27,0.418,0.603,,0.563,11.0,21.4,0.223,,0.514,15.0,74.0,0.195,,Paycom Center,491797,18203
1,2.0,Boston Celtics,26.7,33.0,18.0,36,15,7.33,-1.14,6.2,121.3,113.6,7.7,95.2,0.202,0.465,0.582,,0.554,10.8,29.3,0.16,,0.524,12.2,73.8,0.205,,TD Garden,459744,19156
2,3.0,Detroit Pistons,25.9,37.0,13.0,35,15,7.2,-1.24,5.96,116.8,109.7,7.1,100.1,0.302,0.354,0.578,,0.541,13.2,30.5,0.228,,0.518,15.1,73.9,0.265,,Little Caesars Arena,527674,19511
3,4.0,New York Knicks,28.3,33.0,18.0,34,17,6.06,-0.75,5.31,120.3,114.2,6.1,97.8,0.241,0.438,0.588,,0.555,12.0,30.0,0.191,,0.54,12.8,76.4,0.214,,Madison Square Garden (IV),534502,19796
4,5.0,Houston Rockets,26.6,31.0,19.0,33,17,5.12,-0.47,4.66,118.3,113.0,5.3,96.0,0.27,0.334,0.568,,0.534,13.1,36.2,0.203,,0.529,12.2,74.3,0.189,,Toyota Center,415330,18058
5,6.0,San Antonio Spurs,25.6,35.0,16.0,33,18,5.25,0.19,5.44,117.0,111.8,5.2,100.0,0.287,0.421,0.585,,0.546,12.0,25.7,0.226,,0.528,12.0,77.2,0.184,,Frost Bank Center,447874,18661
6,7.0,Minnesota Timberwolves,28.0,32.0,20.0,33,19,4.87,-0.61,4.26,118.0,113.2,4.8,100.7,0.289,0.427,0.595,,0.563,12.5,26.2,0.216,,0.531,12.9,75.0,0.215,,Target Center,418726,16749
7,8.0,Denver Nuggets,27.7,33.0,19.0,32,20,3.87,-0.85,3.02,122.0,118.0,4.0,97.3,0.293,0.402,0.613,,0.573,11.4,23.3,0.239,,0.541,10.6,73.6,0.201,,Ball Arena,476066,19836
8,9.0,Cleveland Cavaliers,26.6,31.0,21.0,32,20,3.67,0.1,3.78,117.7,114.1,3.6,101.0,0.246,0.448,0.587,,0.554,12.4,27.1,0.191,,0.541,13.8,74.1,0.212,,Rocket Arena,544096,19432
9,10.0,Phoenix Suns,27.3,31.0,21.0,30,22,2.35,0.11,2.46,115.8,113.4,2.4,98.1,0.23,0.444,0.576,,0.542,13.2,28.7,0.183,,0.54,14.9,71.2,0.218,,Mortgage Matchup Center,426775,17071
10,11.0,Golden State Warriors,29.1,28.0,24.0,30,22,2.29,0.11,2.4,115.6,113.4,2.2,99.8,0.246,0.509,0.589,,0.553,13.7,24.8,0.199,,0.541,14.0,73.1,0.197,,Chase Center,469664,18064
11,12.0,Charlotte Hornets,23.9,24.0,28.0,29,23,1.92,-0.59,1.34,117.7,115.7,2.0,97.9,0.256,0.463,0.586,,0.548,13.8,29.6,0.209,,0.546,11.4,76.6,0.182,,Spectrum Center,435355,18140
12,13.0,Miami Heat,26.5,27.0,25.0,29,23,1.88,0.55,2.44,114.7,112.9,1.8,104.3,0.261,0.39,0.572,,0.534,12.0,25.0,0.207,,0.535,13.3,74.5,0.192,,Kaseya Center,511460,19672
