,Player,Team,G,Par,Stocks,eFG%,MP,PER,TS%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
0,Michael Jordan,Chicago Bulls,82.0,41.3,2.7,0.525,3090.0,29.4,0.582,20.4,10.5,9.8,0.878,82.0,0.986,1.0,1996
1,Hakeem Olajuwon,Houston Rockets,72.0,41.4,4.5,0.515,2797.0,25.5,0.558,9.7,4.9,4.9,0.5854,82.0,0.211,0.878,1996
3,Karl Malone,Utah Jazz,82.0,39.7,2.4,0.524,3113.0,26.0,0.575,15.1,7.0,7.1,0.6707,82.0,0.075,1.0,1996
4,David Robinson,San Antonio Spurs,82.0,40.2,4.7,0.517,3019.0,29.4,0.589,18.3,8.9,8.3,0.7195,82.0,0.508,1.0,1996
7,Charles Barkley,Phoenix Suns,71.0,38.5,2.4,0.521,2632.0,24.8,0.585,10.5,5.7,5.1,0.5,82.0,0.007,0.8659,1996
8,Alonzo Mourning,Miami Heat,70.0,35.9,3.7,0.527,2671.0,22.7,0.584,9.9,4.2,4.2,0.5122,82.0,0.005,0.8537,1996
9,Mitch Richmond,Sacramento Kings,81.0,29.5,1.7,0.529,2946.0,19.2,0.591,9.3,3.5,4.1,0.4756,82.0,0.003,0.9878,1996
10,Patrick Ewing,New York Knicks,76.0,35.2,3.3,0.467,2783.0,20.9,0.516,6.8,1.6,2.5,0.5732,82.0,0,0.9268,1996
11,Juwan Howard,Washington Bullets,81.0,34.6,1.3,0.49,3294.0,17.0,0.53,5.6,-0.4,1.3,0.4756,82.0,0,0.9878,1996
12,Anfernee Hardaway,Orlando Magic,82.0,33.1,2.5,0.549,3015.0,24.6,0.605,14.4,7.2,6.9,0.7317,82.0,0.319,1.0,1996
14,Cedric Ceballos,Los Angeles Lakers,78.0,29.6,1.5,0.552,2628.0,22.1,0.599,9.8,2.6,3.1,0.6463,82.0,0,0.9512,1996
15,Vin Baker,Milwaukee Bucks,82.0,33.6,1.9,0.493,3319.0,18.4,0.527,6.2,0.1,1.8,0.3049,82.0,0,1.0,1996
16,Reggie Miller,Indiana Pacers,76.0,27.2,1.2,0.552,2621.0,20.1,0.625,10.3,4.7,4.5,0.6341,82.0,0,0.9268,1996
17,Clifford Robinson,Portland Trail Blazers,78.0,29.2,2.0,0.492,2980.0,16.3,0.532,8.0,2.1,3.0,0.5366,82.0,0,0.9512,1996
19,Grant Hill,Detroit Pistons,80.0,36.9,1.9,0.464,3260.0,20.9,0.537,11.7,4.8,5.6,0.561,82.0,0.056,0.9756,1996
20,Glenn Robinson,Milwaukee Bucks,82.0,29.9,1.7,0.486,3249.0,15.9,0.534,3.5,0.0,1.6,0.3049,82.0,0,1.0,1996
21,Sean Elliott,San Antonio Spurs,77.0,27.8,1.3,0.537,2901.0,16.3,0.585,7.7,1.7,2.7,0.7195,82.0,0,0.939,1996
22,Allan Houston,Detroit Pistons,82.0,26.4,0.9,0.53,3072.0,15.7,0.576,7.1,1.0,2.3,0.561,82.0,0,1.0,1996
24,Jim Jackson,Dallas Mavericks,82.0,27.5,0.9,0.481,2820.0,16.6,0.538,5.4,-0.3,1.2,0.3171,82.0,0,1.0,1996
25,Shawn Kemp,Seattle SuperSonics,79.0,33.2,2.8,0.564,2631.0,22.6,0.631,11.2,2.8,3.2,0.7805,82.0,0.065,0.9634,1996
26,Isaiah Rider,Minnesota Timberwolves,75.0,26.5,0.9,0.507,2594.0,15.6,0.55,3.4,-0.9,0.7,0.3171,82.0,0,0.9146,1996
27,Scottie Pippen,Chicago Bulls,77.0,31.7,2.4,0.525,2825.0,21.0,0.551,12.3,6.3,5.9,0.878,82.0,0.2,0.939,1996
28,Terrell Brandon,Cleveland Cavaliers,75.0,29.1,2.2,0.507,2570.0,25.2,0.573,12.7,7.5,6.2,0.5732,82.0,0.003,0.9146,1996
30,Gary Payton,Seattle SuperSonics,81.0,31.0,3.1,0.523,3162.0,19.6,0.554,11.5,4.6,5.2,0.7805,82.0,0.087,0.9878,1996
32,Jerry Stackhouse,Philadelphia 76ers,72.0,26.8,2.2,0.457,2701.0,14.8,0.525,1.2,-1.0,0.7,0.2195,82.0,0,0.878,1996
33,Damon Stoudamire,Toronto Raptors,70.0,32.3,1.7,0.485,2865.0,16.7,0.528,4.3,0.1,1.6,0.2561,82.0,0,0.8537,1996
34,George McCloud,Dallas Mavericks,79.0,26.4,1.9,0.514,2846.0,15.9,0.543,5.8,1.4,2.4,0.3171,82.0,0,0.9634,1996
35,Latrell Sprewell,Golden State Warriors,78.0,28.0,2.2,0.466,3064.0,15.9,0.527,5.5,0.7,2.1,0.439,82.0,0,0.9512,1996
37,Rod Strickland,Portland Trail Blazers,67.0,32.7,1.6,0.479,2526.0,19.1,0.519,7.1,3.1,3.2,0.5366,82.0,0,0.8171,1996
39,Armen Gilliam,New Jersey Nets,78.0,29.2,1.6,0.474,2856.0,17.6,0.522,6.7,0.8,1.9,0.3659,82.0,0,0.9512,1996
41,Steve Smith,Atlanta Hawks,80.0,25.0,1.1,0.493,2856.0,16.6,0.551,7.9,1.0,2.1,0.561,82.0,0,0.9756,1996
42,Dennis Scott,Orlando Magic,82.0,24.3,1.5,0.559,3041.0,16.1,0.589,8.8,2.3,3.3,0.7317,82.0,0,1.0,1996
43,Detlef Schrempf,Seattle SuperSonics,63.0,26.7,1.0,0.536,2200.0,17.3,0.598,8.2,2.5,2.5,0.7805,82.0,0,0.7683,1996
44,Clarence Weatherspoon,Philadelphia 76ers,78.0,28.4,2.8,0.484,3096.0,17.1,0.541,5.8,-0.2,1.4,0.2195,82.0,0,0.9512,1996
45,Jason Kidd,Dallas Mavericks,81.0,33.1,2.5,0.433,3034.0,17.8,0.468,4.3,2.0,3.0,0.3171,82.0,0,0.9878,1996
46,Christian Laettner,Atlanta Hawks,74.0,26.4,2.0,0.492,2495.0,17.7,0.563,6.2,0.6,1.6,0.561,82.0,0,0.9024,1996
47,Tom Gugliotta,Minnesota Timberwolves,78.0,28.1,3.0,0.484,2835.0,16.9,0.54,5.3,1.0,2.1,0.3171,82.0,0,0.9512,1996
48,Vernon Maxwell,Philadelphia 76ers,75.0,23.7,1.5,0.459,2467.0,13.9,0.508,0.9,-1.7,0.2,0.2195,82.0,0,0.9146,1996
49,Tracy Murray,Toronto Raptors,82.0,22.1,1.6,0.523,2458.0,16.8,0.557,4.9,0.1,1.3,0.2561,82.0,0,1.0,1996
50,Loy Vaught,Los Angeles Clippers,80.0,27.7,1.6,0.529,2966.0,16.7,0.551,6.3,-0.9,0.8,0.3537,82.0,0,0.9756,1996
51,Bison Dele,Los Angeles Clippers,65.0,25.3,1.9,0.544,2157.0,17.0,0.582,4.0,-0.6,0.8,0.3537,82.0,0,0.7927,1996
52,Mookie Blaylock,Atlanta Hawks,81.0,25.7,2.8,0.508,2893.0,18.9,0.529,9.0,5.3,5.4,0.561,82.0,0,0.9878,1996
53,Hersey Hawkins,Seattle SuperSonics,82.0,21.9,2.0,0.551,2823.0,16.1,0.603,9.5,2.8,3.4,0.7805,82.0,0,1.0,1996
54,Joe Smith,Golden State Warriors,82.0,25.0,2.6,0.463,2821.0,17.2,0.523,6.8,-0.7,0.9,0.439,82.0,0,1.0,1996
55,Tim Hardaway,Miami Heat,80.0,26.1,1.9,0.492,2534.0,18.7,0.54,7.3,3.1,3.3,0.5122,82.0,0,0.9756,1996
57,Jeff Hornacek,Utah Jazz,82.0,21.8,1.5,0.561,2588.0,19.1,0.619,10.2,4.4,4.2,0.6707,82.0,0,1.0,1996
58,Calbert Cheaney,Washington Bullets,70.0,20.7,1.3,0.499,2324.0,13.0,0.528,3.2,-1.9,0.1,0.4756,82.0,0,0.8537,1996
59,Chris Mills,Cleveland Cavaliers,80.0,23.0,1.6,0.508,3060.0,15.2,0.554,7.8,-0.1,1.5,0.5732,82.0,0,0.9756,1996
60,Michael Finley,Phoenix Suns,82.0,23.1,1.4,0.508,3212.0,14.0,0.551,6.3,-0.2,1.5,0.5,82.0,0,1.0,1996
61,Dale Ellis,Denver Nuggets,81.0,20.5,0.8,0.557,2626.0,14.7,0.58,6.2,0.6,1.7,0.4268,82.0,0,0.9878,1996
62,Nick Van Exel,Los Angeles Lakers,74.0,24.2,1.0,0.493,2513.0,15.9,0.528,5.7,0.6,1.6,0.6463,82.0,0,0.9024,1996
63,Nick Anderson,Orlando Magic,77.0,23.7,2.2,0.535,2717.0,16.5,0.562,7.4,2.9,3.4,0.7317,82.0,0,0.939,1996
64,John Stockton,Utah Jazz,82.0,28.7,1.9,0.596,2915.0,21.9,0.642,13.0,6.8,6.4,0.6707,82.0,0.011,1.0,1996
66,Anthony Mason,New York Knicks,82.0,28.3,1.2,0.563,3457.0,15.8,0.61,11.3,1.9,3.4,0.5732,82.0,0,1.0,1996
67,Bobby Phills,Cleveland Cavaliers,72.0,22.0,1.8,0.524,2530.0,16.8,0.564,7.1,1.7,2.3,0.5732,82.0,0,0.878,1996
70,Vinny Del Negro,San Antonio Spurs,82.0,21.6,1.1,0.527,2766.0,15.6,0.564,8.3,1.1,2.2,0.7195,82.0,0,1.0,1996
71,Gheorghe Mureșan,Washington Bullets,76.0,24.8,3.0,0.584,2242.0,21.0,0.6,8.0,1.6,2.1,0.4756,82.0,0,0.9268,1996
73,Brian Grant,Sacramento Kings,78.0,23.0,1.8,0.51,2398.0,15.8,0.56,4.7,-0.9,0.6,0.4756,82.0,0,0.9512,1996
74,Otis Thorpe,Detroit Pistons,82.0,24.5,1.1,0.53,2841.0,15.7,0.573,7.6,-0.4,1.2,0.561,82.0,0,1.0,1996
