,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Boston Celtics,60,240.8,38.3,86.8,0.441,13.9,38.7,0.36,24.4,48.1,0.507,16.9,21.6,0.779,11.3,30.5,41.8,24.9,6.1,4.2,12.8,18.4,107.4
1,2.0,Oklahoma City Thunder,62,242.4,38.5,88.3,0.436,14.2,38.7,0.367,24.3,49.5,0.49,16.7,22.3,0.747,12.1,33.4,45.4,25.0,7.7,4.5,17.1,21.0,107.9
2,3.0,Houston Rockets,59,243.0,40.2,88.2,0.456,12.1,35.2,0.345,28.1,53.0,0.53,16.7,22.1,0.756,11.6,28.2,39.8,24.4,9.0,4.6,13.5,19.8,109.2
3,4.0,Detroit Pistons,59,241.3,37.4,85.0,0.44,12.7,36.6,0.348,24.6,48.4,0.509,21.9,27.6,0.793,11.4,29.8,41.2,23.4,9.0,5.8,17.3,21.7,109.4
4,5.0,New York Knicks,61,241.2,39.6,86.5,0.458,13.7,38.5,0.357,25.8,48.0,0.538,18.2,23.6,0.775,10.2,31.5,41.8,24.6,7.2,4.6,14.4,19.4,111.1
5,6.0,Phoenix Suns,60,241.3,40.2,85.7,0.469,12.2,35.5,0.343,28.1,50.2,0.559,18.7,23.9,0.784,12.2,32.2,44.3,24.7,8.1,4.6,16.6,18.6,111.4
6,7.0,San Antonio Spurs,60,240.4,41.2,91.1,0.452,13.0,36.4,0.357,28.2,54.7,0.516,16.4,20.9,0.785,10.9,32.6,43.5,26.4,7.8,4.5,13.6,20.7,111.8
7,8.0,Toronto Raptors,60,241.7,40.0,86.6,0.462,12.9,37.1,0.349,27.0,49.5,0.546,19.1,24.1,0.795,11.2,32.4,43.5,24.5,8.0,5.3,16.0,19.5,112.0
8,9.0,Los Angeles Clippers,59,241.3,40.7,87.4,0.466,13.4,36.3,0.368,27.4,51.1,0.535,17.5,22.0,0.797,11.3,30.6,41.9,25.9,8.9,4.7,13.6,19.9,112.3
9,10.0,Charlotte Hornets,61,241.2,41.9,88.7,0.472,13.0,35.8,0.363,28.9,52.9,0.546,16.4,20.4,0.802,10.2,29.0,39.2,26.7,8.7,4.6,12.7,20.0,113.0
10,11.0,Golden State Warriors,60,240.8,42.0,88.8,0.473,12.7,35.9,0.354,29.3,52.9,0.553,17.5,22.0,0.796,11.7,33.1,44.9,26.9,8.7,4.3,16.0,18.3,114.1
11,12.0,Orlando Magic,59,242.1,41.7,87.5,0.477,11.6,32.9,0.353,30.1,54.5,0.552,19.4,24.8,0.78,10.7,33.3,44.0,25.1,8.0,5.5,15.1,21.6,114.4
12,13.0,Minnesota Timberwolves,61,241.2,41.4,89.6,0.462,12.4,34.6,0.36,29.0,55.0,0.527,19.3,25.0,0.773,11.3,31.8,43.1,25.9,8.2,3.8,15.1,20.6,114.6
13,14.0,Cleveland Cavaliers,62,241.2,41.3,89.4,0.461,14.0,37.8,0.369,27.3,51.6,0.529,18.5,23.4,0.792,11.7,32.1,43.7,26.7,8.8,4.4,15.8,20.4,115.0
14,15.0,Brooklyn Nets,60,241.3,42.3,85.2,0.496,12.6,33.1,0.381,29.7,52.2,0.569,18.4,23.4,0.783,10.0,32.9,42.9,27.5,9.0,5.1,13.9,19.6,115.4
15,16.0,Los Angeles Lakers,60,240.0,42.7,88.0,0.485,13.3,36.6,0.362,29.5,51.3,0.574,16.8,21.3,0.788,10.9,30.2,41.0,27.5,8.9,3.7,14.6,21.1,115.5
16,17.0,Milwaukee Bucks,59,241.3,41.1,88.1,0.466,14.4,39.4,0.366,26.7,48.7,0.548,19.1,24.6,0.779,11.0,33.6,44.6,27.4,8.5,4.2,13.2,17.9,115.7
17,18.0,Philadelphia 76ers,60,243.3,41.8,89.1,0.469,13.1,36.9,0.355,28.7,52.2,0.55,19.2,24.6,0.781,12.0,33.1,45.1,27.5,7.4,5.2,15.7,20.3,115.9
18,19.0,Denver Nuggets,61,242.9,42.2,90.5,0.467,13.4,38.2,0.35,28.9,52.3,0.552,18.1,23.3,0.775,11.4,31.5,42.9,26.9,7.9,4.7,12.2,21.6,116.0
19,20.0,Miami Heat,61,240.4,42.8,93.4,0.458,13.8,39.6,0.349,28.9,53.8,0.538,17.7,22.0,0.803,11.9,35.3,47.2,27.0,8.2,5.1,15.5,20.1,117.0
20,21.0,Atlanta Hawks,62,240.8,42.7,90.5,0.472,13.2,37.0,0.356,29.5,53.5,0.552,18.8,23.6,0.797,11.6,34.9,46.5,27.0,8.7,5.1,15.8,18.5,117.4
21,22.0,Memphis Grizzlies,59,240.8,42.9,91.0,0.471,14.2,39.3,0.362,28.7,51.8,0.554,17.7,22.6,0.783,11.9,33.2,45.1,27.5,8.6,5.0,15.3,20.0,117.7
22,23.0,Dallas Mavericks,60,242.1,44.1,94.1,0.469,12.2,35.9,0.34,31.9,58.2,0.548,17.2,22.2,0.777,12.2,34.4,46.6,27.5,9.0,5.1,13.3,21.1,117.7
23,24.0,Portland Trail Blazers,62,240.8,42.9,90.0,0.476,13.2,36.2,0.363,29.7,53.7,0.553,19.5,24.6,0.793,12.2,31.5,43.7,27.1,11.0,5.9,15.5,22.0,118.4
24,25.0,Indiana Pacers,61,241.2,43.7,89.5,0.488,11.6,33.4,0.347,32.2,56.2,0.573,20.5,26.7,0.767,11.1,35.8,46.8,26.3,8.1,4.8,13.9,20.4,119.6
25,26.0,Chicago Bulls,61,240.8,44.2,93.0,0.476,14.0,37.6,0.372,30.2,55.4,0.546,17.6,22.6,0.776,11.0,34.1,45.1,28.4,8.9,5.4,12.8,18.6,120.1
26,27.0,New Orleans Pelicans,62,242.0,43.7,91.6,0.477,14.5,41.1,0.351,29.2,50.5,0.579,18.6,23.8,0.782,12.6,33.1,45.7,28.0,8.0,5.9,14.6,20.2,120.4
27,28.0,Sacramento Kings,62,241.2,44.3,89.1,0.497,13.1,35.8,0.368,31.1,53.4,0.584,19.5,24.9,0.784,11.3,33.3,44.5,27.7,8.7,4.8,14.2,18.5,121.2
28,29.0,Washington Wizards,59,240.8,44.2,92.6,0.477,14.1,38.4,0.366,30.1,54.2,0.556,20.6,25.9,0.794,13.3,34.6,47.9,28.8,9.9,5.4,13.7,17.4,123.0
29,30.0,Utah Jazz,60,242.5,44.6,91.2,0.489,15.5,41.5,0.372,29.1,49.7,0.587,21.1,27.3,0.775,11.8,33.4,45.2,30.5,9.2,6.1,14.2,20.7,125.7
