,Player,Team,G,Par,Stocks,eFG%,PER,TS%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
12,Michael Finley,Dallas Mavericks,50.0,29.9,1.6,0.47,19.2,0.517,5.4,2.0,2.1,0.38,50.0,0,1.0,1999
13,Alonzo Mourning,Miami Heat,46.0,32.7,4.6,0.511,24.6,0.563,7.9,4.7,3.0,0.66,50.0,0.655,0.92,1999
14,Chris Webber,Sacramento Kings,42.0,37.1,3.5,0.488,19.5,0.491,3.6,1.9,1.7,0.54,50.0,0.043,0.84,1999
15,Kobe Bryant,Los Angeles Lakers,50.0,29.0,2.4,0.482,18.9,0.549,5.2,2.1,1.9,0.62,50.0,0,1.0,1999
16,Mitch Richmond,Washington Wizards,50.0,25.5,1.5,0.456,15.5,0.527,3.3,-0.2,0.9,0.36,50.0,0,1.0,1999
18,Hakeem Olajuwon,Houston Rockets,50.0,30.3,4.1,0.517,23.1,0.559,6.5,3.2,2.3,0.62,50.0,0.003,1.0,1999
19,Toni Kukoč,Chicago Bulls,44.0,31.1,1.4,0.446,18.6,0.49,2.8,3.0,2.1,0.26,50.0,0,0.88,1999
21,Antoine Walker,Boston Celtics,42.0,30.3,2.2,0.456,17.0,0.476,2.6,1.0,1.2,0.38,50.0,0,0.84,1999
22,Reggie Miller,Indiana Pacers,50.0,23.3,0.9,0.517,18.7,0.59,6.4,3.2,2.3,0.66,50.0,0,1.0,1999
23,Glenn Robinson,Milwaukee Bucks,47.0,26.4,1.9,0.479,19.7,0.523,4.0,1.9,1.5,0.56,50.0,0.001,0.94,1999
24,Vince Carter,Toronto Raptors,50.0,27.0,2.6,0.463,19.6,0.516,5.0,2.8,2.1,0.46,50.0,0.001,1.0,1999
26,Tim Hardaway,Miami Heat,48.0,27.9,1.3,0.475,18.8,0.511,5.4,3.3,2.4,0.66,50.0,0,0.96,1999
28,Ray Allen,Milwaukee Bucks,50.0,24.9,1.2,0.505,18.9,0.564,5.2,2.4,1.9,0.56,50.0,0,1.0,1999
29,Tom Gugliotta,Phoenix Suns,43.0,28.7,1.9,0.485,20.0,0.545,5.4,1.8,1.5,0.54,50.0,0,0.86,1999
30,Ron Mercer,Boston Celtics,41.0,23.3,1.9,0.435,13.5,0.463,1.3,-2.3,-0.1,0.38,50.0,0,0.82,1999
31,Jason Kidd,Phoenix Suns,50.0,34.5,2.7,0.476,22.5,0.527,8.1,5.5,3.9,0.54,50.0,0.135,1.0,1999
32,Maurice Taylor,Los Angeles Clippers,46.0,23.6,0.9,0.461,15.2,0.505,0.7,-4.2,-0.9,0.18,50.0,0,0.92,1999
33,Paul Pierce,Boston Celtics,48.0,25.3,2.7,0.504,19.2,0.54,4.9,3.7,2.3,0.38,50.0,0,0.96,1999
34,Nick Van Exel,Denver Nuggets,50.0,26.2,0.9,0.445,16.7,0.488,2.2,-0.8,0.6,0.28,50.0,0,1.0,1999
35,Clifford Robinson,Phoenix Suns,50.0,23.5,2.7,0.521,18.3,0.559,5.3,2.8,2.1,0.54,50.0,0,1.0,1999
37,Allan Houston,New York Knicks,50.0,22.0,0.9,0.459,13.1,0.515,2.9,-0.7,0.6,0.54,50.0,0,1.0,1999
38,Charles Barkley,Houston Rockets,42.0,33.0,1.3,0.482,23.1,0.546,6.8,4.5,2.5,0.62,50.0,0,0.84,1999
39,Gary Trent,Dallas Mavericks,45.0,25.5,1.1,0.477,20.8,0.51,4.0,1.2,1.1,0.38,50.0,0,0.9,1999
41,Anfernee Hardaway,Orlando Magic,50.0,26.8,2.7,0.448,16.7,0.488,5.0,2.8,2.3,0.66,50.0,0.001,1.0,1999
42,David Robinson,San Antonio Spurs,49.0,27.9,3.8,0.509,24.9,0.564,8.4,6.7,3.4,0.74,50.0,0.005,0.98,1999
43,Rod Strickland,Washington Wizards,44.0,30.4,1.8,0.426,20.2,0.488,4.1,3.1,2.1,0.36,50.0,0,0.88,1999
45,Doug Christie,Toronto Raptors,50.0,23.0,2.8,0.425,16.9,0.501,4.2,1.5,1.6,0.46,50.0,0,1.0,1999
47,Detlef Schrempf,Seattle SuperSonics,50.0,26.1,1.3,0.503,18.4,0.573,5.8,2.0,1.8,0.5,50.0,0,1.0,1999
48,Nick Anderson,Orlando Magic,47.0,22.7,1.7,0.47,15.3,0.493,3.9,2.1,1.7,0.66,50.0,0,0.94,1999
49,Rik Smits,Indiana Pacers,49.0,21.6,1.5,0.49,20.2,0.527,3.4,0.6,0.9,0.66,50.0,0,0.98,1999
51,Scottie Pippen,Houston Rockets,50.0,26.9,2.7,0.492,16.8,0.53,4.9,2.5,2.3,0.62,50.0,0,1.0,1999
52,Jerry Stackhouse,Detroit Pistons,42.0,19.8,1.3,0.407,15.2,0.509,1.9,-0.8,0.4,0.58,50.0,0,0.84,1999
53,Vlade Divac,Sacramento Kings,50.0,28.6,1.9,0.48,18.0,0.533,5.2,2.2,1.8,0.54,50.0,0,1.0,1999
57,Chauncey Billups,Denver Nuggets,45.0,19.8,1.6,0.472,15.1,0.547,2.3,-0.6,0.5,0.28,50.0,0,0.9,1999
58,Isaiah Rider,Portland Trail Blazers,47.0,20.3,0.7,0.446,13.7,0.486,2.5,-1.3,0.3,0.7,50.0,0,0.94,1999
59,Darrell Armstrong,Orlando Magic,50.0,24.1,2.3,0.507,22.2,0.575,6.4,6.7,3.3,0.66,50.0,0.002,1.0,1999
62,John Starks,Golden State Warriors,50.0,21.8,1.5,0.423,13.9,0.447,3.0,0.8,1.2,0.42,50.0,0,1.0,1999
63,Joe Smith,Minnesota Timberwolves,43.0,23.5,2.2,0.427,16.6,0.486,3.7,-0.4,0.6,0.5,50.0,0,0.86,1999
64,Matt Geiger,Philadelphia 76ers,50.0,21.9,1.6,0.48,17.1,0.532,4.7,0.3,0.9,0.56,50.0,0,1.0,1999
65,Mookie Blaylock,Atlanta Hawks,48.0,23.8,2.3,0.439,16.7,0.463,4.7,4.0,2.7,0.62,50.0,0,0.96,1999
66,Mike Bibby,Vancouver Grizzlies,50.0,22.4,1.7,0.442,14.8,0.487,1.3,-1.8,0.1,0.16,50.0,0,1.0,1999
67,Corliss Williamson,Sacramento Kings,50.0,18.6,0.8,0.486,14.7,0.517,2.5,-2.1,-0.1,0.54,50.0,0,1.0,1999
69,Kerry Kittles,New Jersey Nets,46.0,19.6,2.3,0.411,13.5,0.446,1.8,0.0,0.8,0.32,50.0,0,0.92,1999
70,Rasheed Wallace,Portland Trail Blazers,49.0,18.9,2.1,0.522,16.7,0.566,5.0,2.0,1.4,0.7,50.0,0.001,0.98,1999
71,Jason Williams,Sacramento Kings,50.0,21.9,1.9,0.455,12.8,0.483,2.1,-1.0,0.5,0.54,50.0,0,1.0,1999
73,Damon Stoudamire,Portland Trail Blazers,50.0,22.1,1.1,0.431,14.7,0.462,3.6,0.1,0.9,0.7,50.0,0,1.0,1999
76,Bryon Russell,Utah Jazz,50.0,19.2,1.8,0.519,14.1,0.572,5.6,1.5,1.6,0.74,50.0,0,1.0,1999
77,Jeff Hornacek,Utah Jazz,48.0,19.5,1.4,0.514,17.8,0.575,5.3,3.4,1.9,0.74,50.0,0,0.96,1999
78,Lamond Murray,Los Angeles Clippers,50.0,17.3,1.6,0.42,14.3,0.473,0.3,-2.1,0.0,0.18,50.0,0,1.0,1999
81,Arvydas Sabonis,Portland Trail Blazers,50.0,22.4,2.0,0.493,20.4,0.546,5.8,4.3,2.1,0.7,50.0,0.003,1.0,1999
82,Larry Johnson,New York Knicks,49.0,20.2,0.9,0.495,14.6,0.554,4.9,1.2,1.3,0.54,50.0,0,0.98,1999
84,Kevin Willis,Toronto Raptors,42.0,21.9,1.4,0.418,15.6,0.489,2.4,-2.4,-0.1,0.46,50.0,0,0.84,1999
85,Lindsey Hunter,Detroit Pistons,49.0,19.2,2.0,0.491,13.9,0.517,4.0,1.1,1.4,0.58,50.0,0,0.98,1999
86,Kendall Gill,New Jersey Nets,50.0,19.2,3.2,0.4,14.8,0.441,2.6,0.6,1.1,0.32,50.0,0,1.0,1999
87,Brian Grant,Portland Trail Blazers,48.0,22.7,1.1,0.479,17.0,0.571,5.9,0.7,1.0,0.7,50.0,0,0.96,1999
88,P.J. Brown,Miami Heat,50.0,19.6,1.9,0.48,15.8,0.527,5.1,0.8,1.2,0.66,50.0,0,1.0,1999
90,Otis Thorpe,Washington Wizards,49.0,20.2,1.3,0.545,15.0,0.569,3.7,-0.3,0.6,0.36,50.0,0,0.98,1999
91,Dee Brown,Toronto Raptors,49.0,16.2,1.3,0.514,13.9,0.529,2.5,0.7,1.0,0.46,50.0,0,0.98,1999
92,Sean Elliott,San Antonio Spurs,50.0,17.8,0.8,0.449,12.6,0.493,3.5,-0.2,0.7,0.74,50.0,0,1.0,1999
94,Tony Massenburg,Vancouver Grizzlies,43.0,17.7,1.5,0.487,15.9,0.527,1.8,-2.9,-0.2,0.16,50.0,0,0.86,1999
95,Sam Mitchell,Minnesota Timberwolves,50.0,16.8,1.0,0.417,14.1,0.472,3.0,-0.9,0.4,0.5,50.0,0,1.0,1999
96,Wesley Person,Cleveland Cavaliers,45.0,16.2,1.2,0.539,14.4,0.546,2.6,1.9,1.3,0.44,50.0,0,0.9,1999
97,Theo Ratliff,Philadelphia 76ers,50.0,19.9,3.9,0.47,16.9,0.539,5.4,1.3,1.4,0.56,50.0,0,1.0,1999
99,Jalen Rose,Indiana Pacers,49.0,16.1,1.3,0.42,14.4,0.479,1.8,-1.2,0.2,0.66,50.0,0,0.98,1999
100,John Stockton,Utah Jazz,50.0,21.5,1.9,0.507,21.9,0.571,6.4,6.1,2.8,0.74,50.0,0,1.0,1999
101,Danny Fortson,Denver Nuggets,50.0,23.2,1.0,0.495,18.7,0.564,4.4,-1.9,0.0,0.28,50.0,0,1.0,1999
102,Donyell Marshall,Golden State Warriors,48.0,19.5,1.8,0.447,16.9,0.484,3.0,1.3,1.0,0.42,50.0,0,0.96,1999
103,Michael Dickerson,Houston Rockets,50.0,14.5,0.7,0.542,11.5,0.554,2.2,-2.1,0.0,0.62,50.0,0,1.0,1999
106,Dikembe Mutombo,Atlanta Hawks,50.0,24.1,3.2,0.512,18.8,0.584,7.9,3.7,2.6,0.62,50.0,0,1.0,1999
108,Sam Mack,Houston Rockets,44.0,14.2,0.9,0.548,15.4,0.576,2.8,0.9,0.8,0.62,50.0,0,0.88,1999
109,Vernon Maxwell,Sacramento Kings,46.0,14.2,0.8,0.485,12.6,0.522,1.6,-1.5,0.1,0.54,50.0,0,0.92,1999
110,Bison Dele,Detroit Pistons,49.0,17.5,1.6,0.501,15.8,0.531,2.4,-1.0,0.3,0.58,50.0,0,0.98,1999
111,Eric Piatkowski,Los Angeles Clippers,49.0,14.5,1.0,0.51,15.3,0.555,2.3,0.3,0.7,0.18,50.0,0,0.98,1999
112,Terry Porter,Miami Heat,50.0,16.2,1.2,0.543,16.9,0.603,5.0,2.9,1.7,0.66,50.0,0,1.0,1999
113,Dale Ellis,Seattle SuperSonics,48.0,13.5,0.6,0.559,13.1,0.581,2.4,-0.4,0.5,0.5,50.0,0,0.96,1999
114,Hersey Hawkins,Seattle SuperSonics,50.0,16.8,2.0,0.487,14.0,0.554,3.5,0.9,1.2,0.5,50.0,0,1.0,1999
115,Chris Mills,Golden State Warriors,47.0,17.5,1.1,0.446,13.0,0.488,3.0,0.0,0.7,0.42,50.0,0,0.94,1999
117,Dell Curry,Milwaukee Bucks,42.0,13.2,1.0,0.588,18.7,0.603,2.6,4.0,1.3,0.56,50.0,0,0.84,1999
118,Chris Mullin,Indiana Pacers,50.0,14.9,1.2,0.575,18.1,0.616,4.1,4.5,1.9,0.66,50.0,0,1.0,1999
119,Tyrone Nesby,Los Angeles Clippers,50.0,15.2,1.9,0.493,17.0,0.543,3.1,1.8,1.2,0.18,50.0,0,1.0,1999
120,Vitaly Potapenko,Boston Celtics,50.0,18.1,1.4,0.495,13.6,0.52,2.2,-2.0,0.0,0.38,50.0,0,1.0,1999
121,Cuttino Mobley,Houston Rockets,49.0,14.7,1.4,0.49,12.2,0.537,2.3,-1.1,0.4,0.62,50.0,0,0.98,1999
122,Othella Harrington,Houston Rockets,41.0,16.2,0.7,0.513,16.1,0.559,2.2,-3.4,-0.3,0.62,50.0,0,0.82,1999
123,Grant Long,Atlanta Hawks,50.0,16.8,1.4,0.425,15.6,0.529,4.9,1.5,1.2,0.62,50.0,0,1.0,1999
124,Isaac Austin,Orlando Magic,49.0,16.3,1.7,0.411,12.0,0.457,1.2,-1.8,0.1,0.66,50.0,0,0.98,1999
125,Mario Elie,San Antonio Spurs,47.0,14.5,1.3,0.532,14.5,0.593,4.5,2.3,1.4,0.74,50.0,0,0.94,1999
126,Avery Johnson,San Antonio Spurs,50.0,19.5,1.2,0.474,14.0,0.487,3.9,0.1,0.9,0.74,50.0,0,1.0,1999
127,Antawn Jamison,Golden State Warriors,47.0,16.7,1.1,0.456,16.6,0.487,2.3,0.0,0.5,0.42,50.0,0,0.94,1999
130,Bimbo Coles,Golden State Warriors,48.0,16.5,1.1,0.449,14.8,0.496,2.7,0.2,0.7,0.42,50.0,0,0.96,1999
131,Antonio Davis,Indiana Pacers,49.0,17.1,1.3,0.471,16.7,0.535,4.0,-0.1,0.6,0.66,50.0,0,0.98,1999
132,Tariq Abdul-Wahad,Sacramento Kings,49.0,14.1,1.3,0.442,11.8,0.486,1.4,-3.0,-0.3,0.54,50.0,0,0.98,1999
133,Dana Barros,Boston Celtics,50.0,15.6,1.1,0.539,17.7,0.576,3.4,2.0,1.2,0.38,50.0,0,1.0,1999
134,Felipe López,Vancouver Grizzlies,47.0,14.1,1.3,0.462,11.8,0.498,0.5,-3.3,-0.4,0.16,50.0,0,0.94,1999
135,Tracy McGrady,Toronto Raptors,49.0,17.3,2.4,0.447,20.6,0.504,3.3,4.1,1.7,0.46,50.0,0,0.98,1999
136,Walt Williams,Portland Trail Blazers,48.0,14.0,1.4,0.514,16.3,0.566,3.7,3.6,1.5,0.7,50.0,0,0.96,1999
137,Terry Cummings,Golden State Warriors,50.0,15.4,1.1,0.44,16.2,0.479,2.6,-0.1,0.4,0.42,50.0,0,1.0,1999
138,Hubert Davis,Dallas Mavericks,50.0,12.6,0.5,0.52,10.9,0.545,1.6,-2.4,-0.1,0.38,50.0,0,1.0,1999
139,Cedric Henderson,Cleveland Cavaliers,50.0,15.3,1.7,0.419,9.9,0.46,0.5,-2.5,-0.2,0.44,50.0,0,1.0,1999
140,Larry Hughes,Philadelphia 76ers,50.0,14.4,1.2,0.42,16.7,0.474,2.4,1.5,0.9,0.56,50.0,0,1.0,1999
141,Danny Manning,Phoenix Suns,50.0,15.8,1.5,0.486,15.4,0.52,2.6,0.1,0.6,0.54,50.0,0,1.0,1999
142,Dickey Simpkins,Chicago Bulls,50.0,17.2,1.0,0.463,13.4,0.53,2.9,-2.5,-0.2,0.26,50.0,0,1.0,1999
143,J.R. Reid,Los Angeles Lakers,41.0,15.4,1.1,0.477,13.7,0.547,2.5,-1.0,0.3,0.62,50.0,0,0.82,1999
144,Mark Bryant,Chicago Bulls,45.0,15.3,1.2,0.483,12.1,0.513,1.5,-3.4,-0.4,0.26,50.0,0,0.9,1999
145,Rick Fox,Los Angeles Lakers,44.0,13.0,0.8,0.497,13.6,0.534,1.8,-1.2,0.2,0.62,50.0,0,0.88,1999
147,Lawrence Funderburke,Sacramento Kings,47.0,14.2,1.0,0.56,18.5,0.597,3.1,0.7,0.6,0.54,50.0,0,0.94,1999
148,Horace Grant,Orlando Magic,50.0,17.7,2.1,0.434,13.3,0.455,4.1,0.7,1.1,0.66,50.0,0,1.0,1999
149,George McCloud,Phoenix Suns,48.0,13.9,1.2,0.545,13.6,0.591,3.3,0.6,0.8,0.54,50.0,0,0.96,1999
150,Michael Olowokandi,Los Angeles Clippers,45.0,17.4,1.8,0.431,11.8,0.445,-0.3,-5.0,-1.0,0.18,50.0,0,0.9,1999
154,Erick Dampier,Golden State Warriors,50.0,17.5,1.7,0.389,11.8,0.439,1.5,-3.4,-0.5,0.42,50.0,0,1.0,1999
156,Shawn Bradley,Dallas Mavericks,49.0,17.4,3.9,0.48,19.6,0.527,4.2,2.3,1.4,0.38,50.0,0,0.98,1999
158,Eric Snow,Philadelphia 76ers,48.0,18.3,2.1,0.435,12.9,0.499,3.8,-0.1,0.8,0.56,50.0,0,0.96,1999
159,John Wallace,Toronto Raptors,48.0,13.2,1.2,0.432,15.9,0.489,1.0,-2.2,-0.1,0.46,50.0,0,0.96,1999
160,Shandon Anderson,Utah Jazz,50.0,12.2,1.0,0.466,12.8,0.511,2.0,-1.2,0.3,0.74,50.0,0,1.0,1999
162,Jim Jackson,Portland Trail Blazers,49.0,14.2,1.0,0.445,13.1,0.499,2.5,0.0,0.6,0.7,50.0,0,0.98,1999
163,Peja Stojaković,Sacramento Kings,48.0,12.9,1.0,0.454,13.5,0.496,1.7,0.1,0.5,0.54,50.0,0,0.96,1999
165,George Lynch,Philadelphia 76ers,43.0,16.6,2.5,0.434,12.8,0.461,2.6,0.6,0.9,0.56,50.0,0,0.86,1999
167,Matt Harpring,Orlando Magic,50.0,13.4,0.7,0.478,13.0,0.533,2.6,-1.7,0.1,0.66,50.0,0,1.0,1999
168,Dirk Nowitzki,Dallas Mavericks,47.0,12.6,1.2,0.426,12.8,0.491,0.8,-2.5,-0.1,0.38,50.0,0,0.94,1999
170,Kurt Thomas,New York Knicks,50.0,14.9,1.2,0.462,13.1,0.489,2.5,-0.8,0.4,0.54,50.0,0,1.0,1999
171,Clarence Weatherspoon,Miami Heat,49.0,13.8,0.9,0.534,17.0,0.607,4.0,0.7,0.7,0.66,50.0,0,0.98,1999
173,Dale Davis,Indiana Pacers,50.0,16.7,1.5,0.533,16.6,0.559,4.5,0.9,1.0,0.66,50.0,0,1.0,1999
175,Andrew DeClercq,Cleveland Cavaliers,47.0,14.0,1.7,0.5,15.0,0.549,3.1,-1.1,0.2,0.44,50.0,0,0.94,1999
177,Steve Nash,Dallas Mavericks,40.0,16.3,1.0,0.441,10.9,0.471,1.0,-2.4,-0.1,0.38,50.0,0,0.8,1999
179,Calbert Cheaney,Washington Wizards,50.0,12.0,1.1,0.424,8.8,0.433,0.4,-3.4,-0.5,0.36,50.0,0,1.0,1999
180,Olden Polynice,Seattle SuperSonics,48.0,17.5,1.0,0.473,11.8,0.461,2.0,-3.6,-0.6,0.5,50.0,0,0.96,1999
181,Mark Jackson,Indiana Pacers,49.0,19.3,1.0,0.468,17.9,0.513,3.8,3.0,1.8,0.66,50.0,0.001,0.98,1999
183,Charlie Ward,New York Knicks,50.0,16.4,2.3,0.484,13.2,0.513,3.1,1.7,1.5,0.54,50.0,0,1.0,1999
184,Tyrone Corbin,Atlanta Hawks,47.0,11.5,0.8,0.448,11.4,0.475,2.2,-0.4,0.4,0.62,50.0,0,0.94,1999
186,Howard Eisley,Utah Jazz,50.0,13.0,0.6,0.479,11.7,0.527,1.3,-2.4,-0.1,0.74,50.0,0,1.0,1999
187,Rodney Rogers,Los Angeles Clippers,47.0,12.8,1.5,0.471,14.7,0.51,1.2,-0.6,0.3,0.18,50.0,0,0.94,1999
189,Brent Price,Houston Rockets,40.0,12.1,0.8,0.594,15.0,0.624,2.2,0.3,0.5,0.62,50.0,0,0.8,1999
191,Tim Thomas,Milwaukee Bucks,50.0,10.6,0.7,0.511,16.0,0.545,2.2,0.5,0.5,0.56,50.0,0,1.0,1999
192,Marcus Camby,New York Knicks,46.0,13.0,2.2,0.521,17.6,0.537,3.5,1.4,0.8,0.54,50.0,0,0.92,1999
193,Travis Best,Indiana Pacers,49.0,12.1,1.0,0.452,14.1,0.507,2.1,-0.3,0.5,0.66,50.0,0,0.98,1999
194,Bobby Jackson,Minnesota Timberwolves,50.0,13.1,0.9,0.42,14.4,0.461,1.2,-0.4,0.4,0.5,50.0,0,1.0,1999
195,Jerome Williams,Detroit Pistons,50.0,14.6,1.4,0.5,18.2,0.558,4.8,1.7,1.1,0.58,50.0,0,1.0,1999
196,Danny Ferry,Cleveland Cavaliers,50.0,10.1,0.7,0.541,11.0,0.562,1.7,-1.4,0.2,0.44,50.0,0,1.0,1999
197,Dan Majerle,Miami Heat,48.0,14.4,0.9,0.51,10.2,0.529,3.5,1.0,1.3,0.66,50.0,0,0.96,1999
198,Charles Oakley,Toronto Raptors,50.0,17.9,1.3,0.43,10.8,0.479,2.1,-2.2,-0.1,0.46,50.0,0,1.0,1999
199,Bryant Stith,Denver Nuggets,46.0,11.1,0.9,0.447,10.0,0.498,0.5,-2.7,-0.2,0.28,50.0,0,0.92,1999
200,Chris Crawford,Atlanta Hawks,42.0,9.6,0.5,0.453,10.1,0.504,1.3,-2.9,-0.2,0.62,50.0,0,0.84,1999
201,Derek Harper,Los Angeles Lakers,45.0,12.6,1.1,0.486,12.8,0.506,2.0,-0.1,0.5,0.62,50.0,0,0.9,1999
203,Chris Childs,New York Knicks,48.0,13.6,0.9,0.494,11.1,0.544,2.9,-0.5,0.5,0.54,50.0,0,0.96,1999
207,Tony Battie,Boston Celtics,50.0,13.8,2.0,0.519,15.5,0.541,3.3,0.2,0.6,0.38,50.0,0,1.0,1999
209,Lorenzen Wright,Los Angeles Clippers,48.0,14.8,1.3,0.458,14.7,0.512,2.2,-2.6,-0.2,0.18,50.0,0,0.96,1999
213,Greg Anthony,Portland Trail Blazers,50.0,9.7,1.4,0.512,16.6,0.55,2.8,4.1,1.2,0.7,50.0,0,1.0,1999
214,Jaren Jackson,San Antonio Spurs,47.0,9.5,1.1,0.474,12.5,0.5,2.1,1.0,0.7,0.74,50.0,0,0.94,1999
217,Kornél Dávid,Chicago Bulls,50.0,10.5,0.8,0.449,13.6,0.528,1.7,-2.4,-0.1,0.26,50.0,0,1.0,1999
218,Michael Doleac,Orlando Magic,49.0,9.6,0.7,0.468,13.7,0.503,2.2,-2.3,0.0,0.66,50.0,0,0.98,1999
219,Johnny Newman,Cleveland Cavaliers,50.0,8.4,0.8,0.468,9.2,0.526,1.2,-3.1,-0.3,0.44,50.0,0,1.0,1999
221,Malik Rose,San Antonio Spurs,47.0,10.5,1.4,0.463,19.7,0.535,2.6,0.6,0.4,0.74,50.0,0,0.94,1999
222,Ben Wallace,Washington Wizards,46.0,14.7,3.1,0.578,16.2,0.539,3.6,1.7,1.2,0.36,50.0,0,0.92,1999
225,Vinny Del Negro,Milwaukee Bucks,48.0,11.6,0.8,0.446,12.3,0.481,1.6,-0.9,0.3,0.56,50.0,0,0.96,1999
226,Derek Fisher,Los Angeles Lakers,50.0,11.6,1.2,0.449,12.1,0.497,1.7,-0.6,0.4,0.62,50.0,0,1.0,1999
230,Chris Gatling,Milwaukee Bucks,48.0,10.1,0.9,0.443,10.1,0.445,-0.1,-5.5,-0.7,0.56,50.0,0,0.96,1999
232,Greg Ostertag,Utah Jazz,48.0,13.5,3.0,0.476,12.8,0.523,3.8,0.8,0.9,0.74,50.0,0,0.96,1999
234,Jud Buechler,Detroit Pistons,50.0,9.3,1.0,0.544,12.2,0.553,2.9,2.1,1.1,0.58,50.0,0,1.0,1999
235,Dean Garrett,Minnesota Timberwolves,49.0,11.3,1.5,0.502,13.6,0.533,2.9,-0.8,0.3,0.5,50.0,0,0.98,1999
237,Cherokee Parks,Vancouver Grizzlies,48.0,11.4,1.2,0.429,9.5,0.445,0.2,-4.5,-0.7,0.16,50.0,0,0.96,1999
243,Robert Traylor,Milwaukee Bucks,49.0,9.8,1.8,0.537,17.0,0.548,2.5,0.9,0.6,0.56,50.0,0,0.98,1999
246,Ervin Johnson,Milwaukee Bucks,50.0,11.9,1.7,0.508,14.5,0.544,3.0,-0.8,0.3,0.56,50.0,0,1.0,1999
249,Don Reid,Detroit Pistons,47.0,9.4,1.5,0.557,12.5,0.58,2.7,-0.5,0.4,0.58,50.0,0,0.94,1999
250,Derek Strong,Orlando Magic,44.0,9.2,0.5,0.422,12.1,0.499,1.6,-2.5,-0.1,0.66,50.0,0,0.88,1999
251,Jon Barry,Sacramento Kings,43.0,9.8,1.3,0.514,15.9,0.609,2.4,2.8,0.9,0.54,50.0,0,0.86,1999
252,Anthony Johnson,Atlanta Hawks,49.0,8.7,0.8,0.416,10.6,0.467,1.1,-1.7,0.1,0.62,50.0,0,0.98,1999
254,Sam Perkins,Indiana Pacers,48.0,8.4,0.6,0.488,12.1,0.526,1.7,0.7,0.5,0.66,50.0,0,0.96,1999
257,Alvin Williams,Toronto Raptors,50.0,9.2,1.2,0.43,10.4,0.477,1.2,-2.2,-0.1,0.46,50.0,0,1.0,1999
258,Michael Curry,Milwaukee Bucks,50.0,8.7,0.9,0.439,8.7,0.507,1.7,-2.3,-0.1,0.56,50.0,0,1.0,1999
260,A.C. Green,Dallas Mavericks,50.0,10.0,0.8,0.422,12.5,0.441,1.4,-2.2,0.0,0.38,50.0,0,1.0,1999
262,Greg Minor,Boston Celtics,44.0,8.7,0.6,0.436,9.7,0.475,0.8,-2.9,-0.2,0.38,50.0,0,0.88,1999
263,Aaron McKie,Philadelphia 76ers,50.0,9.6,1.4,0.414,11.4,0.454,1.6,-0.4,0.4,0.56,50.0,0,1.0,1999
265,Michael Smith,Vancouver Grizzlies,48.0,13.1,1.4,0.535,14.3,0.574,2.3,-1.0,0.3,0.16,50.0,0,0.96,1999
267,Antonio Daniels,San Antonio Spurs,47.0,8.1,0.7,0.467,16.1,0.52,1.8,1.6,0.6,0.74,50.0,0,0.94,1999
268,Rusty LaRue,Chicago Bulls,43.0,7.5,0.9,0.429,8.9,0.452,0.3,-3.7,-0.3,0.26,50.0,0,0.86,1999
271,DeJuan Wheat,Vancouver Grizzlies,46.0,7.7,0.6,0.435,12.8,0.479,0.3,-2.4,-0.1,0.16,50.0,0,0.92,1999
272,Steve Kerr,San Antonio Spurs,44.0,6.5,0.6,0.463,9.9,0.507,1.6,-0.5,0.3,0.74,50.0,0,0.88,1999
