,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,Golden State Warriors*,25.5,59.0,23.0,58,24,6.65,-0.41,6.23,100.6,94.5,6.1,108.3,0.27,,0.504,,0.462,15.3,33.1,0.203,,0.444,16.9,69.3,0.204,,Oakland-Alameda County Coliseum Arena,,746
1,2.0,Cleveland Cavaliers*,26.8,49.0,33.0,48,34,2.51,-0.17,2.34,99.5,97.0,2.5,101.6,0.237,,0.49,,0.454,13.5,29.9,0.175,,0.454,16.3,69.5,0.224,,Coliseum at Richfield,,1055
2,3.0,Boston Celtics*,29.0,54.0,28.0,47,35,2.34,-0.1,2.25,98.9,96.7,2.2,106.9,0.268,,0.493,,0.446,15.4,34.0,0.209,,0.449,14.1,74.1,0.198,,Boston Garden,539589.0,13446
3,4.0,Washington Bullets*,28.2,48.0,34.0,48,34,2.33,-0.13,2.2,97.5,95.3,2.2,104.3,0.306,,0.513,,0.472,16.9,27.5,0.22,,0.442,15.1,71.1,0.194,,Capital Centre,,716
4,5.0,Buffalo Braves*,26.2,46.0,36.0,43,39,0.83,0.02,0.85,99.0,98.2,0.8,108.2,0.324,,0.527,,0.476,17.3,27.5,0.251,,0.461,16.1,69.7,0.209,,Buffalo Memorial Auditorium,,1354
5,6.0,Phoenix Suns*,26.2,42.0,40.0,43,39,0.61,-0.02,0.59,98.5,97.9,0.6,105.6,0.322,,0.521,,0.472,18.3,30.6,0.245,,0.468,17.3,69.1,0.229,,Arizona Veterans Memorial Coliseum,,487
6,7.0,Philadelphia 76ers*,26.3,46.0,36.0,42,40,0.26,0.07,0.33,98.2,98.0,0.2,107.5,0.318,,0.494,,0.447,16.4,33.8,0.234,,0.448,17.0,65.2,0.23,,The Spectrum,,1542
7,8.0,Los Angeles Lakers,28.1,40.0,42.0,41,41,0.09,0.09,0.18,98.9,98.8,0.1,108.0,0.284,,0.511,,0.465,15.8,28.5,0.219,,0.45,14.9,67.5,0.197,,The Forum,524976.0,786
8,9.0,Seattle SuperSonics*,24.5,43.0,39.0,40,42,-0.28,0.14,-0.15,98.3,98.6,-0.3,107.7,0.299,,0.499,,0.458,15.6,31.0,0.212,,0.467,17.9,66.8,0.238,,Seattle Center Coliseum,,688
9,10.0,Houston Rockets,25.7,40.0,42.0,39,43,-0.8,0.09,-0.71,101.1,101.8,-0.7,104.7,0.28,,0.531,,0.485,16.9,30.0,0.221,,0.477,15.2,70.3,0.208,,The Summit,,452
10,11.0,New Orleans Jazz,25.5,38.0,44.0,39,43,-0.89,0.15,-0.74,96.6,97.4,-0.8,106.7,0.322,,0.499,,0.447,16.2,29.5,0.244,,0.458,17.1,70.2,0.245,,Louisiana Superdome,,2148
11,12.0,Detroit Pistons*,25.8,36.0,46.0,38,44,-1.05,-0.13,-1.18,99.2,100.2,-1.0,105.2,0.27,,0.506,,0.464,16.0,30.9,0.205,,0.467,16.5,67.6,0.228,,Cobo Arena,,384
12,13.0,New York Knicks,28.7,38.0,44.0,38,44,-1.23,0.19,-1.05,98.0,99.2,-1.2,104.1,0.263,,0.499,,0.456,14.3,26.1,0.203,,0.459,14.7,71.8,0.23,,Madison Square Garden (IV),,1441
13,14.0,Portland Trail Blazers,25.4,37.0,45.0,38,44,-1.24,0.13,-1.11,96.4,97.6,-1.2,107.7,0.322,,0.512,,0.469,18.3,29.6,0.233,,0.452,15.9,71.7,0.242,,Memorial Coliseum,,579
14,15.0,Milwaukee Bucks*,24.9,38.0,44.0,37,45,-1.45,-0.1,-1.55,97.3,98.7,-1.4,103.9,0.263,,0.503,,0.465,16.4,29.6,0.193,,0.446,14.9,68.6,0.218,,MECCA Arena,,522
15,16.0,Kansas City Kings,26.2,31.0,51.0,33,49,-2.84,0.01,-2.83,97.4,100.1,-2.7,105.7,0.316,,0.504,,0.453,16.0,29.0,0.243,,0.466,16.2,69.8,0.235,,Kemper Arena,,422
16,17.0,Chicago Bulls,27.4,24.0,58.0,33,49,-2.9,0.01,-2.89,95.2,98.0,-2.8,100.3,0.293,,0.464,,0.414,14.3,32.9,0.22,,0.467,15.8,74.6,0.232,,Chicago Stadium,,633
17,18.0,Atlanta Hawks,25.9,29.0,53.0,33,49,-2.91,0.26,-2.66,98.4,101.2,-2.8,103.6,0.336,,0.499,,0.45,15.6,31.0,0.247,,0.48,16.7,68.2,0.216,,Omni Coliseum,,515
18,,League Average,26.5,,,41,41,0.0,0.01,0.01,98.3,98.3,,105.5,0.294,,0.504,,0.458,16.0,30.3,0.221,,0.458,16.0,69.7,0.221,,,532283.0,3184
