,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
257,217.0,Russ Lee,25.0,NOJ,SF,15.0,,139.0,13.1,0.396,0.184,10.5,11.9,11.2,8.0,3.5,1.1,-0.2,0.2,0.0,-0.016,-2.9,-0.1,-3.0,0.0,
258,218.0,Dennis DuVal,22.0,WSB,PG,37.0,,137.0,13.1,0.411,0.277,5.9,11.0,8.4,14.1,5.3,0.8,-0.2,0.4,0.1,0.038,-5.2,2.2,-3.0,0.0,
259,219.0,Frank Kendrick,24.0,GSW,SF,24.0,,121.0,20.3,0.461,0.286,15.2,13.8,14.5,7.3,4.1,1.3,0.1,0.2,0.3,0.119,-2.0,-0.2,-2.3,0.0,
260,220.0,Paul Ruffner,26.0,BUF,C,22.0,,103.0,12.1,0.457,0.106,12.3,9.5,10.9,9.9,1.3,1.4,0.0,0.1,0.1,0.029,-3.7,-0.5,-4.2,-0.1,
261,221.0,Kenny McIntosh,26.0,SEA,SF,6.0,,101.0,4.7,0.273,0.31,6.1,9.2,7.6,8.5,1.8,1.6,-0.3,0.1,-0.2,-0.084,-4.2,-0.3,-4.5,-0.1,
262,222.0,Toby Kimball,32.0,NOJ,PF,3.0,,90.0,7.3,0.383,0.304,8.6,20.7,14.5,5.9,1.0,0.0,-0.1,0.1,0.0,-0.012,-3.3,-0.5,-3.8,-0.1,
263,223.0,Dean Tolson,23.0,SEA,PF,19.0,,87.0,17.6,0.483,0.459,14.1,11.8,13.0,8.3,2.1,3.6,0.1,0.1,0.2,0.097,-2.5,0.0,-2.4,0.0,
264,224.0,Connie Norman,21.0,PHI,SG,12.0,0.0,72.0,19.4,0.53,0.068,4.2,12.8,8.4,10.7,1.9,0.7,0.1,0.1,0.2,0.12,-2.0,0.3,-1.7,0.1,
265,225.0,Perry Warbington,22.0,PHI,PG,5.0,0.0,70.0,3.1,0.229,0.095,2.9,8.8,5.8,29.2,0.0,0.0,-0.3,0.0,-0.3,-0.178,-5.5,-1.1,-6.6,-0.2,
266,226.0,Dave Stallworth,33.0,NYK,SF,7.0,,57.0,7.6,0.278,0.0,10.8,26.0,18.3,4.6,2.4,2.8,-0.2,0.1,0.0,-0.04,-4.2,0.3,-3.9,0.0,
267,227.0,Terry Driscoll,27.0,MIL,PF,11.0,,52.0,5.3,0.252,0.154,14.5,17.5,16.1,7.1,0.9,0.0,-0.1,0.0,-0.1,-0.068,-4.4,-0.6,-5.0,-0.1,
268,228.0,Bernie Harris,24.0,BUF,PF,11.0,,25.0,3.6,0.21,0.182,8.5,23.5,16.3,4.9,0.0,2.0,-0.1,0.0,-0.1,-0.19,-4.7,-0.6,-5.3,-0.1,
269,229.0,Ken Boyd,22.0,NOJ,SF,6.0,,25.0,25.3,0.533,0.846,11.6,8.3,10.0,14.4,5.3,0.0,0.0,0.0,0.1,0.109,-3.1,0.3,-2.7,0.1,
270,230.0,Phil Hankinson,23.0,BOS,SF,3.0,,24.0,16.9,0.545,0.0,4.2,24.6,14.5,12.7,1.9,0.0,0.0,0.0,0.1,0.146,-3.5,0.3,-3.2,0.0,
271,231.0,Walt Bellamy,35.0,NOJ,C,1.0,,14.0,16.4,1.042,1.0,0.0,37.0,17.9,0.0,0.0,0.0,0.0,0.0,0.1,0.222,-3.8,0.1,-3.7,0.0,
272,232.0,Bob Rule,30.0,MIL,C,1.0,,11.0,-0.2,0.0,0.0,0.0,0.0,0.0,20.9,0.0,0.0,0.0,0.0,0.0,-0.147,-4.6,0.0,-4.5,0.0,
273,233.0,Steve Downing,24.0,BOS,C,3.0,,9.0,-6.5,0.0,1.0,0.0,21.9,11.0,0.0,0.0,0.0,-0.1,0.0,-0.1,-0.387,-4.9,-0.3,-5.1,0.0,
274,234.0,Dick Cunningham,28.0,MIL,C,2.0,,8.0,4.6,,,0.0,25.3,13.1,14.4,0.0,0.0,0.0,0.0,0.0,0.092,-4.5,0.1,-4.4,0.0,
275,235.0,Stan Washington,23.0,WSB,SG,1.0,,4.0,-10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.195,-4.9,-0.1,-5.0,0.0,
276,,League Average,,,,,,,,0.502,0.276,6.0,14.0,10.0,14.4,1.7,0.9,,,,,,,,,
