,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,Washington Bullets*,26.6,60.0,22.0,60,22,7.17,-0.64,6.53,98.0,91.3,6.7,106.1,0.255,,0.501,,0.462,15.7,28.7,0.192,,0.438,18.2,70.0,0.202,,Capital Centre,,859
1,2.0,Boston Celtics*,29.1,60.0,22.0,56,26,5.72,-0.32,5.4,100.0,94.7,5.3,106.1,0.252,,0.502,,0.458,15.8,33.4,0.199,,0.444,14.7,73.6,0.181,,Boston Garden,486270.0,13307
2,3.0,Golden State Warriors*,25.8,48.0,34.0,50,32,3.29,-0.43,2.86,100.4,97.3,3.1,107.6,0.24,,0.504,,0.465,16.3,34.8,0.184,,0.456,16.0,70.7,0.218,,Oakland-Alameda County Coliseum Arena,,628
3,4.0,Chicago Bulls*,30.2,47.0,35.0,50,32,3.1,-0.22,2.88,97.4,94.4,3.0,99.7,0.311,,0.499,,0.447,15.5,29.5,0.241,,0.448,16.7,73.4,0.206,,Chicago Stadium,,736
4,5.0,Buffalo Braves*,26.4,49.0,33.0,47,35,2.15,0.02,2.16,99.8,97.8,2.0,107.7,0.298,,0.523,,0.476,16.8,29.7,0.232,,0.45,16.0,67.9,0.19,,Buffalo Memorial Auditorium,,1395
5,6.0,Houston Rockets*,25.2,41.0,41.0,44,38,1.06,-0.23,0.84,100.4,99.4,1.0,102.9,0.281,,0.524,,0.477,17.8,33.1,0.225,,0.481,17.3,70.7,0.221,,Hofheinz Pavilion,,240
6,7.0,Portland Trail Blazers,26.0,38.0,44.0,42,40,0.44,-0.17,0.27,98.1,97.7,0.4,104.7,0.318,,0.525,,0.48,18.4,29.0,0.236,,0.45,16.0,69.6,0.228,,Memorial Coliseum,,551
7,8.0,Milwaukee Bucks,26.2,38.0,44.0,42,40,0.21,0.04,0.25,98.0,97.8,0.2,102.1,0.237,,0.507,,0.468,15.9,27.9,0.184,,0.444,14.0,70.6,0.197,,MECCA Arena,,535
8,9.0,Kansas City-Omaha Kings*,25.5,44.0,38.0,40,42,-0.29,0.14,-0.16,96.8,97.1,-0.3,104.4,0.302,,0.505,,0.449,15.8,26.1,0.248,,0.461,16.3,72.1,0.205,,Kemper Arena,,271
9,10.0,Cleveland Cavaliers,25.9,40.0,42.0,40,42,-0.37,0.05,-0.31,97.6,98.0,-0.4,100.4,0.238,,0.498,,0.462,15.2,28.2,0.177,,0.451,16.5,67.0,0.224,,Coliseum at Richfield,,783
10,11.0,Seattle SuperSonics*,25.6,43.0,39.0,38,44,-1.09,-0.11,-1.19,96.7,97.7,-1.0,105.5,0.257,,0.496,,0.456,15.9,29.3,0.193,,0.459,17.1,66.7,0.205,,Seattle Center Coliseum,,694
11,12.0,New York Knicks*,27.7,40.0,42.0,38,44,-1.23,0.32,-0.92,97.1,98.3,-1.2,103.1,0.264,,0.494,,0.45,14.2,25.6,0.203,,0.457,15.3,71.3,0.22,,Madison Square Garden (IV),,2789
12,13.0,Atlanta Hawks,25.1,31.0,51.0,37,45,-1.37,0.04,-1.32,98.3,99.5,-1.2,106.3,0.311,,0.485,,0.438,14.8,33.6,0.226,,0.475,17.0,69.4,0.214,,Omni Coliseum,,345
13,14.0,Detroit Pistons*,26.6,40.0,42.0,37,45,-1.43,0.24,-1.19,98.3,99.7,-1.4,100.5,0.28,,0.512,,0.466,16.4,28.2,0.217,,0.47,15.9,69.5,0.194,,Cobo Arena,,496
14,15.0,Phoenix Suns,25.9,32.0,50.0,34,48,-2.38,0.02,-2.36,96.4,98.6,-2.2,104.3,0.275,,0.489,,0.447,17.2,34.5,0.203,,0.458,16.0,70.7,0.243,,Arizona Veterans Memorial Coliseum,,430
15,16.0,Philadelphia 76ers,27.7,34.0,48.0,32,50,-3.06,0.46,-2.6,95.8,98.8,-3.0,103.4,0.273,,0.488,,0.445,16.0,30.4,0.205,,0.461,15.9,69.9,0.206,,The Spectrum,,865
16,17.0,Los Angeles Lakers,28.2,30.0,52.0,30,52,-4.07,0.13,-3.94,96.1,99.9,-3.8,106.4,0.288,,0.495,,0.45,17.3,31.9,0.217,,0.454,15.4,66.0,0.203,,The Forum,474287.0,748
17,18.0,New Orleans Jazz,26.0,23.0,59.0,21,61,-7.85,0.56,-7.3,92.5,99.7,-7.2,109.4,0.299,,0.489,,0.44,17.5,28.1,0.229,,0.478,18.4,68.7,0.25,,Municipal Auditorium,,282
18,,League Average,26.7,,,41,41,0.0,-0.01,-0.01,97.7,97.7,,104.5,0.276,,0.502,,0.457,16.3,30.2,0.211,,0.457,16.3,69.8,0.211,,,480279.0,3240
