,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Awards
148,129.0,Stan Love,25.0,LAL,PF,30.0,,14.4,2.8,6.5,0.438,1.6,2.2,0.712,1.0,2.2,3.2,0.9,0.5,0.4,2.3,7.2,
149,130.0,Jimmy Jones,30.0,WSB,PG,73.0,,19.5,2.8,5.5,0.518,1.4,1.9,0.725,0.5,1.4,1.9,2.2,1.0,0.1,2.6,7.1,
150,131.0,Freddie Boyd,24.0,PHI,PG,66.0,13.0,20.6,3.1,7.5,0.414,0.8,1.7,0.478,0.2,1.1,1.3,2.4,0.7,0.1,2.0,7.0,
151,132.0,Bill Hewitt,30.0,CHI,PF,18.0,,25.9,3.1,7.2,0.434,0.8,1.3,0.609,1.7,4.8,6.4,1.3,0.5,0.6,2.6,7.0,
152,133.0,LaRue Martin,24.0,POR,C,81.0,,16.9,2.9,6.4,0.452,1.2,1.8,0.697,1.7,3.4,5.0,0.9,0.4,0.6,3.0,7.0,
153,134.0,Ollie Johnson,25.0,2TM,SF,73.0,,22.8,2.8,5.9,0.473,1.3,1.6,0.833,1.2,2.1,3.3,1.5,0.8,0.5,2.4,6.9,
154,134.0,Ollie Johnson,25.0,NOJ,SF,43.0,,27.0,3.2,7.0,0.465,1.4,1.8,0.805,1.4,2.7,4.1,1.9,1.0,0.5,2.4,7.9,
155,134.0,Ollie Johnson,25.0,KCO,SF,30.0,,16.9,2.1,4.3,0.492,1.1,1.2,0.892,0.9,1.3,2.2,1.0,0.6,0.4,2.3,5.4,
156,135.0,Mel Counts,33.0,NOJ,C,75.0,,18.9,2.9,6.6,0.438,1.1,1.5,0.761,1.4,4.5,5.9,2.4,0.7,0.6,2.6,6.9,
157,136.0,Fred Foster,28.0,CLE,SF,73.0,,15.6,3.0,7.1,0.417,0.9,1.3,0.711,0.8,0.7,1.5,1.4,0.3,0.0,1.8,6.9,
158,137.0,Slick Watts,23.0,SEA,PG,82.0,,25.1,2.8,6.7,0.421,1.1,1.9,0.608,1.2,2.0,3.2,6.1,2.3,0.1,3.1,6.8,
159,138.0,Otto Moore,28.0,2TM,C,42.0,,25.4,2.8,6.2,0.45,1.1,1.6,0.667,2.2,5.7,7.9,2.0,0.5,1.0,3.5,6.7,
160,138.0,Otto Moore,28.0,DET,C,2.0,,5.5,0.5,2.0,0.25,0.5,1.0,0.5,0.0,1.0,1.0,0.5,0.0,0.5,1.0,1.5,
161,138.0,Otto Moore,28.0,NOJ,C,40.0,,26.4,2.9,6.5,0.453,1.1,1.7,0.672,2.3,5.9,8.2,2.1,0.5,1.0,3.7,7.0,
162,139.0,Toby Kimball,32.0,NOJ,PF,3.0,,30.0,2.3,7.7,0.304,2.0,2.3,0.857,2.7,6.0,8.7,1.3,0.7,0.0,4.0,6.7,
163,140.0,Willie Norwood,27.0,DET,SF,24.0,,14.5,2.7,5.1,0.52,1.3,1.8,0.738,1.3,2.4,3.7,0.7,1.0,0.0,2.1,6.6,
164,141.0,Lenny Wilkens,37.0,POR,PG,65.0,,17.9,2.1,4.7,0.439,2.3,3.0,0.768,0.6,1.3,1.8,3.6,1.2,0.1,1.5,6.5,
165,142.0,Dave Wohl,25.0,HOU,PG,75.0,,23.0,2.7,6.2,0.439,1.1,1.4,0.745,0.3,1.1,1.5,4.5,1.0,0.1,2.5,6.5,
166,143.0,Allan Bristow,23.0,PHI,SF,72.0,3.0,15.3,2.3,5.5,0.415,1.7,2.1,0.791,1.5,2.0,3.5,1.4,0.3,0.0,1.4,6.2,
167,144.0,Campy Russell,23.0,CLE,SF,68.0,,11.1,2.2,5.4,0.411,1.8,2.4,0.752,0.6,1.6,2.2,0.7,0.3,0.0,1.5,6.2,
168,145.0,Fred Saunders,23.0,PHO,SF,69.0,,15.3,2.6,5.9,0.433,1.0,1.4,0.695,1.2,2.5,3.7,1.2,0.6,0.2,2.2,6.1,
169,146.0,Walt Bellamy,35.0,NOJ,C,1.0,,14.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,6.0,
170,147.0,Ron Riley,24.0,HOU,PF,77.0,,20.5,2.5,6.1,0.417,0.9,1.3,0.732,1.8,3.2,4.9,1.7,0.7,0.3,2.6,6.0,
171,148.0,Clyde Lee,30.0,2TM,PF,80.0,35.0,30.7,2.2,5.3,0.412,1.5,2.2,0.672,3.6,5.9,9.5,1.3,0.4,0.3,3.6,5.9,
172,148.0,Clyde Lee,30.0,ATL,PF,9.0,,19.7,1.3,4.0,0.333,3.6,4.3,0.821,2.7,5.1,7.8,0.9,0.1,0.4,2.8,6.2,
173,148.0,Clyde Lee,30.0,PHI,C,71.0,35.0,32.1,2.3,5.5,0.419,1.2,1.9,0.63,3.7,6.0,9.7,1.4,0.4,0.2,3.7,5.8,
174,149.0,Don Adams,27.0,DET,SF,51.0,,27.0,2.5,6.2,0.403,0.9,1.5,0.577,1.2,3.5,4.8,1.5,1.4,0.4,3.5,5.9,
175,150.0,Chris Ford,26.0,DET,SG,80.0,,24.5,2.6,5.4,0.474,0.8,1.2,0.663,1.2,2.2,3.4,2.9,1.4,0.3,2.3,5.9,
176,151.0,Steve Hawes,24.0,HOU,C,55.0,,16.3,2.5,5.1,0.502,0.8,1.0,0.818,1.5,3.5,5.0,1.6,0.7,0.7,1.8,5.9,
177,152.0,Nate Hawthorne,25.0,PHO,SG,50.0,,12.4,2.4,5.7,0.411,1.2,1.9,0.649,0.7,1.2,1.8,0.8,0.6,0.4,1.9,5.9,
178,153.0,Truck Robinson,23.0,WSB,PF,76.0,,13.1,2.5,5.2,0.486,0.8,1.5,0.522,1.2,2.7,4.0,0.5,0.5,0.4,1.7,5.8,
179,154.0,Bobby Wilson,24.0,CHI,SG,48.0,,8.9,2.4,4.7,0.511,1.0,1.2,0.793,0.4,0.7,1.1,0.8,0.5,0.0,1.1,5.8,
180,155.0,Mel Davis,24.0,NYK,PF,62.0,,14.6,2.5,6.4,0.39,0.8,1.1,0.686,1.1,4.0,5.2,0.9,0.3,0.1,1.7,5.7,
181,156.0,Mickey Davis,24.0,MIL,SF,75.0,,14.4,2.3,4.8,0.479,1.0,1.2,0.886,0.9,2.3,3.2,1.1,0.4,0.1,1.4,5.7,
182,157.0,Jim Washington,31.0,2TM,PF,80.0,,19.7,2.4,5.3,0.454,0.8,1.2,0.667,1.4,3.5,4.9,1.4,0.4,0.3,2.1,5.6,
183,157.0,Jim Washington,31.0,ATL,PF,38.0,,23.8,3.0,6.8,0.44,1.1,1.4,0.745,1.4,3.7,5.1,1.8,0.6,0.3,2.3,7.1,
184,157.0,Jim Washington,31.0,BUF,PF,42.0,,16.0,1.8,3.9,0.475,0.5,0.9,0.553,1.4,3.3,4.7,1.0,0.3,0.3,1.9,4.2,
185,158.0,Rod Derline,22.0,SEA,SG,58.0,,11.5,2.4,5.7,0.428,0.7,1.0,0.768,0.2,0.8,1.0,0.8,0.4,0.1,0.8,5.6,
186,159.0,Rick Adelman,28.0,3TM,PG,58.0,,18.5,2.1,5.0,0.423,1.3,1.8,0.709,0.4,1.2,1.6,1.9,1.2,0.1,1.7,5.5,
187,159.0,Rick Adelman,28.0,CHI,PG,12.0,,28.3,3.6,8.7,0.413,2.3,3.3,0.718,0.5,1.7,2.2,2.9,1.3,0.1,2.6,9.5,
188,159.0,Rick Adelman,28.0,NOJ,PG,28.0,,21.9,2.4,5.7,0.421,1.5,2.1,0.695,0.5,1.5,2.0,2.5,1.7,0.2,2.1,6.3,
189,159.0,Rick Adelman,28.0,KCO,PG,18.0,,6.7,0.7,1.6,0.464,0.2,0.3,0.8,0.3,0.4,0.8,0.4,0.4,0.1,0.7,1.7,
190,160.0,Zelmo Beaty,35.0,LAL,C,69.0,,17.6,2.0,4.5,0.439,1.6,2.0,0.8,1.3,3.4,4.7,1.1,0.7,0.4,1.9,5.5,
191,161.0,Lee Winfield,27.0,BUF,PG,68.0,,18.5,2.4,4.6,0.526,0.7,1.0,0.721,0.7,1.2,1.9,2.0,0.6,0.4,1.6,5.5,
192,162.0,Kevin Restani,23.0,MIL,PF,76.0,,23.1,2.5,5.6,0.44,0.5,0.6,0.714,1.7,3.6,5.3,1.6,0.5,0.3,2.3,5.4,
193,163.0,Don Kojis,36.0,KCO,SF,21.0,,11.0,2.2,4.7,0.469,1.0,1.4,0.667,0.7,1.2,1.9,0.5,0.6,0.0,1.5,5.3,
194,164.0,Don Smith,23.0,PHI,SG,54.0,0.0,10.0,2.4,5.9,0.408,0.4,0.4,1.0,0.3,0.3,0.6,0.9,0.4,0.1,0.8,5.2,
195,165.0,Barry Clemens,31.0,POR,SF,77.0,,12.4,2.2,4.6,0.473,0.6,0.8,0.75,0.4,1.7,2.1,1.0,0.9,0.0,1.8,4.9,
196,166.0,Eric Money,19.0,DET,SG,66.0,,13.5,2.2,4.8,0.451,0.5,0.7,0.689,0.4,0.9,1.3,1.5,0.5,0.0,1.8,4.8,
197,167.0,Tal Skinner,22.0,SEA,SF,73.0,,21.6,1.9,4.8,0.409,0.9,1.3,0.649,1.8,2.9,4.7,1.2,0.7,0.2,2.2,4.8,
198,168.0,Earl Williams,23.0,PHO,C,79.0,,13.2,2.1,5.0,0.414,0.6,1.3,0.437,2.0,3.8,5.8,1.2,0.4,0.4,1.8,4.7,
199,169.0,Corky Calhoun,24.0,2TM,SF,70.0,,19.7,1.9,4.5,0.415,0.8,1.1,0.753,1.6,2.3,3.8,1.1,0.8,0.4,2.6,4.6,
200,169.0,Corky Calhoun,24.0,PHO,SF,13.0,,8.3,0.9,2.5,0.375,1.1,1.2,0.933,1.1,1.5,2.5,0.3,0.5,0.2,1.5,2.9,
201,169.0,Corky Calhoun,24.0,LAL,SF,57.0,,22.3,2.1,5.0,0.42,0.8,1.1,0.71,1.7,2.5,4.1,1.3,0.9,0.4,2.8,5.0,
202,170.0,Steve Patterson,26.0,CLE,C,81.0,,15.7,2.0,4.8,0.416,0.6,0.9,0.658,1.4,2.7,4.1,1.1,0.3,0.2,1.6,4.6,
203,171.0,Kermit Washington,23.0,LAL,PF,55.0,,17.3,1.6,3.8,0.42,1.3,2.2,0.59,1.9,4.4,6.4,1.2,0.5,0.6,2.8,4.5,
204,172.0,George Johnson,26.0,GSW,C,82.0,,17.5,1.9,3.9,0.476,0.7,1.1,0.659,2.6,4.4,7.0,0.8,0.4,1.7,2.5,4.4,
205,173.0,Wardell Jackson,23.0,SEA,SF,56.0,,16.8,1.7,4.3,0.397,0.9,1.3,0.718,0.9,1.4,2.4,0.5,0.5,0.1,2.3,4.3,
206,174.0,Russ Lee,25.0,NOJ,SF,15.0,,9.3,1.9,5.1,0.382,0.5,0.9,0.5,1.0,1.1,2.1,0.5,0.7,0.2,1.1,4.3,
207,175.0,Tom Boerwinkle,29.0,CHI,C,80.0,,14.7,1.7,3.4,0.487,0.9,1.2,0.768,1.3,3.4,4.8,3.4,0.3,0.6,2.0,4.2,
208,176.0,Phil Lumpkin,23.0,POR,PG,48.0,,16.5,1.8,4.0,0.453,0.6,0.8,0.769,0.2,1.0,1.2,3.7,0.4,0.1,1.7,4.2,
209,177.0,Foots Walker,23.0,CLE,PG,72.0,,14.9,1.5,3.8,0.404,1.1,1.6,0.684,0.7,1.4,2.0,2.7,1.1,0.1,1.8,4.2,
210,178.0,Jim Davis,33.0,DET,C,79.0,,13.6,1.5,3.3,0.454,1.1,1.5,0.726,1.2,2.4,3.6,1.1,0.6,0.5,1.6,4.1,
211,179.0,Charles Dudley,24.0,GSW,PG,67.0,,11.3,1.5,3.2,0.47,1.0,1.4,0.722,0.9,1.3,2.2,1.5,0.6,0.0,1.6,4.1,
212,180.0,Bernie Fryer,25.0,NOJ,SG,31.0,,13.9,1.5,3.4,0.443,1.1,1.4,0.767,0.5,1.0,1.5,1.7,0.7,0.0,1.7,4.1,
213,181.0,Phil Hankinson,23.0,BOS,SF,3.0,,8.0,2.0,3.7,0.545,0.0,0.0,,0.3,2.0,2.3,0.7,0.3,0.0,1.0,4.0,
214,182.0,Clem Haskins,31.0,WSB,SG,70.0,,10.0,1.6,4.1,0.397,0.8,0.9,0.841,0.4,0.7,1.1,1.1,0.3,0.1,1.0,4.0,
215,183.0,Connie Norman,21.0,PHI,SG,12.0,0.0,6.0,1.9,3.7,0.523,0.2,0.3,0.667,0.3,0.8,1.0,0.3,0.3,0.1,0.8,4.0,
216,184.0,Bob Kauffman,28.0,ATL,PF,73.0,,10.9,1.5,3.6,0.433,0.8,1.2,0.702,0.9,1.6,2.5,1.1,0.3,0.1,1.4,3.9,
217,185.0,Jim Ard,26.0,BOS,C,59.0,,12.2,1.5,4.5,0.335,0.8,1.1,0.738,1.0,2.4,3.4,0.7,0.2,0.5,1.6,3.8,
218,186.0,Lamar Green,27.0,NOJ,C,15.0,,18.7,1.6,4.7,0.343,0.6,1.3,0.45,1.9,5.4,7.3,1.1,0.3,0.3,2.5,3.8,
219,187.0,Mickey Johnson,22.0,CHI,PF,38.0,,7.7,1.4,3.1,0.449,1.0,1.5,0.638,0.8,1.6,2.5,0.5,0.3,0.3,1.5,3.8,
220,188.0,John Wetzel,30.0,ATL,SG,63.0,,12.5,1.4,3.2,0.426,1.1,1.2,0.883,0.5,1.3,1.8,1.2,0.8,0.1,1.7,3.8,
221,189.0,Greg Jackson,22.0,2TM,SG,49.0,,16.4,1.5,3.6,0.415,0.7,1.3,0.581,0.4,1.0,1.4,2.0,0.5,0.2,2.7,3.7,
222,189.0,Greg Jackson,22.0,NYK,SG,5.0,,5.4,0.8,2.0,0.4,0.0,0.0,,0.4,0.0,0.4,0.6,0.0,0.0,1.0,1.6,
223,189.0,Greg Jackson,22.0,PHO,SG,44.0,,17.6,1.6,3.8,0.416,0.8,1.4,0.581,0.4,1.1,1.5,2.1,0.5,0.2,2.8,4.0,
224,190.0,Jesse Dark,23.0,NYK,SG,47.0,,8.5,1.6,3.3,0.471,0.5,0.9,0.55,0.3,0.5,0.8,0.6,0.1,0.0,1.0,3.6,
225,191.0,Dale Schlueter,29.0,BUF,C,76.0,,12.7,1.2,2.3,0.517,1.1,1.6,0.694,1.0,2.4,3.5,1.4,0.2,0.6,2.1,3.5,
226,192.0,Ken Durrett,26.0,2TM,SF,48.0,0.0,9.3,1.4,3.5,0.404,0.6,1.1,0.596,0.7,1.4,2.1,0.4,0.2,0.2,1.5,3.4,
227,192.0,Ken Durrett,26.0,KCO,SF,21.0,,8.3,1.5,3.7,0.41,0.5,1.0,0.55,0.7,1.2,1.9,0.4,0.2,0.2,1.4,3.6,
228,192.0,Ken Durrett,26.0,PHI,SF,27.0,0.0,10.0,1.3,3.3,0.398,0.7,1.2,0.625,0.8,1.5,2.3,0.4,0.1,0.1,1.6,3.3,
229,193.0,Bob Weiss,32.0,BUF,PG,76.0,,17.6,1.3,3.4,0.391,0.7,0.9,0.806,0.3,1.1,1.4,3.4,1.1,0.3,1.9,3.4,
230,194.0,Dick Gibbs,26.0,WSB,SF,59.0,,7.2,1.3,3.2,0.389,0.8,1.1,0.75,0.4,0.6,1.0,0.3,0.2,0.1,1.0,3.3,
231,195.0,Frank Kendrick,24.0,GSW,SF,24.0,,5.0,1.3,3.2,0.403,0.8,0.9,0.818,0.8,0.7,1.5,0.3,0.5,0.1,0.9,3.3,
232,196.0,Bill Ligon,22.0,DET,SG,38.0,,7.2,1.4,3.8,0.385,0.4,0.7,0.64,0.4,0.3,0.7,0.7,0.2,0.2,0.8,3.3,
233,197.0,Ken Boyd,22.0,NOJ,SF,6.0,,4.2,1.2,2.2,0.538,0.8,1.8,0.455,0.5,0.3,0.8,0.3,0.5,0.0,0.3,3.2,
234,198.0,Steve Bracey,24.0,GSW,SG,42.0,,8.1,1.3,3.1,0.415,0.6,0.9,0.658,0.2,0.7,0.9,1.2,0.3,0.0,1.0,3.2,
235,199.0,Greg Smith,28.0,POR,SF,55.0,,9.4,1.3,2.7,0.486,0.6,0.9,0.667,0.5,1.1,1.6,0.5,0.4,0.1,1.7,3.2,
236,200.0,Ron Williams,30.0,MIL,PG,46.0,,11.4,1.3,3.6,0.376,0.5,0.6,0.828,0.2,0.7,0.9,1.5,0.5,0.0,1.5,3.2,
237,201.0,John Tschogl,24.0,PHI,SF,39.0,14.0,16.0,1.4,3.8,0.358,0.3,0.6,0.591,1.3,1.5,2.8,0.8,0.6,0.6,2.1,3.1,
238,202.0,Dennis Bell,23.0,NYK,SF,52.0,,8.9,1.3,3.5,0.376,0.4,0.7,0.556,0.9,1.1,2.0,0.5,0.4,0.2,1.0,3.0,
239,203.0,Kenny McIntosh,26.0,SEA,SF,6.0,,16.8,1.0,4.8,0.207,1.0,1.5,0.667,1.0,1.5,2.5,1.2,0.7,0.5,2.0,3.0,
240,204.0,Jim Owens,24.0,PHO,SF,41.0,,10.5,1.4,3.5,0.386,0.3,0.4,0.75,0.2,0.9,1.0,1.2,0.4,0.0,0.7,3.0,
241,205.0,Tom Riker,24.0,NYK,C,51.0,,9.5,1.0,2.9,0.361,0.9,1.6,0.561,0.8,1.3,2.1,0.4,0.3,0.1,1.3,3.0,
242,206.0,Owen Wells,24.0,HOU,SF,33.0,,6.5,1.3,3.0,0.42,0.5,0.7,0.682,0.4,0.7,1.1,0.7,0.3,0.1,1.2,3.0,
243,207.0,Dan Anderson,24.0,POR,SG,43.0,,10.5,1.1,2.4,0.448,0.6,0.7,0.867,0.2,0.5,0.7,1.9,0.4,0.0,1.0,2.8,
244,208.0,Ben Clyde,22.0,BOS,SF,25.0,,6.3,1.2,2.9,0.431,0.3,0.4,0.778,0.6,1.0,1.6,0.2,0.2,0.1,1.4,2.8,
245,209.0,Steve Kuberski,27.0,MIL,SF,59.0,,8.8,1.1,2.7,0.39,0.7,0.9,0.786,0.9,1.2,2.1,0.6,0.2,0.1,1.0,2.8,
246,210.0,Kevin Stacom,23.0,BOS,SG,61.0,,7.3,1.2,2.6,0.453,0.5,0.5,0.879,0.5,0.4,0.9,0.8,0.2,0.0,1.1,2.8,
247,211.0,Bill Bridges,35.0,2TM,PF,32.0,,13.0,1.1,2.9,0.376,0.5,1.1,0.5,2.0,2.2,4.2,1.0,0.3,0.2,2.0,2.7,
248,211.0,Bill Bridges,35.0,LAL,PF,17.0,,18.1,1.2,3.4,0.351,0.9,1.8,0.533,2.7,2.8,5.5,1.6,0.4,0.3,2.7,3.3,
249,211.0,Bill Bridges,35.0,GSW,PF,15.0,,7.2,1.0,2.4,0.417,0.1,0.3,0.25,1.2,1.5,2.7,0.3,0.3,0.0,1.3,2.1,
250,212.0,Glenn McDonald,22.0,BOS,SF,62.0,,6.4,1.1,2.9,0.385,0.5,0.6,0.757,0.3,0.8,1.1,0.4,0.1,0.1,0.9,2.7,
251,213.0,Gus Bailey,23.0,HOU,SG,47.0,,9.5,1.1,2.7,0.405,0.4,0.9,0.488,0.5,1.3,1.7,1.3,0.4,0.3,1.1,2.6,
252,214.0,Harvey Catchings,23.0,PHI,C,37.0,0.0,14.3,1.1,2.0,0.554,0.4,0.7,0.64,1.3,2.8,4.1,0.6,0.3,1.6,2.2,2.6,
253,215.0,Mike D'Antoni,23.0,KCO,SG,67.0,,11.3,1.0,2.6,0.399,0.4,0.5,0.778,0.2,1.0,1.1,1.6,1.0,0.2,1.6,2.5,
254,216.0,Al Eberhard,22.0,DET,SF,34.0,,8.1,0.9,2.5,0.365,0.5,0.6,0.81,0.5,0.9,1.4,0.5,0.4,0.0,1.0,2.3,
255,217.0,Dean Tolson,23.0,SEA,PF,19.0,,4.6,0.8,1.9,0.432,0.6,0.9,0.647,0.6,0.5,1.2,0.3,0.2,0.3,0.6,2.3,
256,218.0,Walt Wesley,30.0,2TM,C,45.0,0.0,5.5,0.9,2.1,0.452,0.4,0.6,0.593,0.4,1.0,1.4,0.3,0.2,0.1,1.1,2.2,
257,218.0,Walt Wesley,30.0,PHI,C,4.0,0.0,8.3,1.3,2.3,0.556,0.5,1.0,0.5,1.0,1.0,2.0,0.3,0.0,0.0,2.0,3.0,
258,218.0,Walt Wesley,30.0,MIL,C,41.0,,5.2,0.9,2.0,0.44,0.3,0.6,0.609,0.3,1.0,1.3,0.3,0.2,0.1,1.0,2.1,
259,219.0,Leon Benbow,24.0,CHI,SG,39.0,,6.5,0.9,2.4,0.372,0.4,0.5,0.833,0.4,0.6,1.0,0.6,0.3,0.2,1.1,2.2,
260,220.0,John Hummer,26.0,SEA,PF,43.0,,13.2,1.0,2.5,0.38,0.3,1.2,0.275,0.7,1.8,2.4,0.9,0.2,0.2,1.5,2.2,
261,221.0,Don May,29.0,KCO,SF,29.0,,4.8,0.9,1.9,0.5,0.3,0.4,0.833,0.1,0.3,0.4,0.2,0.1,0.1,0.7,2.2,
262,222.0,Luke Witte,24.0,CLE,C,39.0,,6.9,0.8,2.5,0.344,0.5,0.8,0.613,1.0,1.4,2.4,0.4,0.1,0.6,1.1,2.2,
263,223.0,Tom Kozelko,23.0,WSB,PF,73.0,,10.3,0.8,2.3,0.359,0.4,0.5,0.861,0.7,1.2,1.9,0.6,0.4,0.1,1.7,2.1,
264,224.0,Hank Finkel,32.0,BOS,C,62.0,,8.4,0.8,2.1,0.403,0.4,0.7,0.535,0.5,1.3,1.8,0.5,0.1,0.0,1.2,2.0,
265,225.0,Paul Ruffner,26.0,BUF,C,22.0,,4.7,1.0,2.1,0.468,0.0,0.2,0.2,0.5,0.5,1.0,0.3,0.1,0.1,1.0,2.0,
266,226.0,Perry Warbington,22.0,PHI,PG,5.0,0.0,14.0,0.8,4.2,0.19,0.4,0.4,1.0,0.4,1.2,1.6,3.2,0.0,0.0,3.2,2.0,
267,227.0,Dennis DuVal,22.0,WSB,PG,37.0,,3.7,0.6,1.8,0.369,0.3,0.5,0.667,0.2,0.4,0.6,0.4,0.4,0.1,0.9,1.6,
268,228.0,Dave Stallworth,33.0,NYK,SF,7.0,,8.1,0.7,2.6,0.278,0.0,0.0,,0.9,2.0,2.9,0.3,0.4,0.4,1.4,1.4,
269,229.0,Len Kosmalski,23.0,KCO,C,67.0,,6.2,0.5,1.2,0.398,0.4,0.4,0.828,0.5,1.3,1.8,0.6,0.1,0.1,1.0,1.3,
270,230.0,Terry Driscoll,27.0,MIL,PF,11.0,,4.7,0.3,1.2,0.231,0.1,0.2,0.5,0.6,0.8,1.5,0.3,0.1,0.0,0.6,0.6,
271,231.0,Bernie Harris,24.0,BUF,PF,11.0,,2.3,0.2,1.0,0.182,0.1,0.2,0.5,0.2,0.5,0.7,0.1,0.0,0.1,0.0,0.5,
272,232.0,Dick Cunningham,28.0,MIL,C,2.0,,4.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.0,
273,233.0,Steve Downing,24.0,BOS,C,3.0,,3.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,
274,234.0,Bob Rule,30.0,MIL,C,1.0,,11.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,
275,235.0,Stan Washington,23.0,WSB,SG,1.0,,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
276,,League Average,,,,,,,,,0.457,,,0.765,,,,,,,,,
