,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
0,1.0,Luka Dončić,26.0,LAL,PG,64.0,64.0,35.8,10.8,22.8,0.476,4.0,10.8,0.366,6.9,11.9,0.575,0.563,7.9,10.1,0.78,0.6,7.1,7.7,8.3,1.6,0.5,4.0,2.4,33.5,AS
1,2.0,Shai Gilgeous-Alexander,27.0,OKC,PG,65.0,65.0,33.5,10.8,19.7,0.551,1.7,4.4,0.38,9.2,15.3,0.601,0.594,8.2,9.3,0.881,0.6,3.8,4.4,6.5,1.4,0.8,2.2,2.1,31.6,AS
2,3.0,Anthony Edwards,24.0,MIN,SG,60.0,59.0,35.2,9.9,20.3,0.489,3.4,8.5,0.398,6.6,11.8,0.554,0.572,5.7,7.2,0.796,0.6,4.4,5.0,3.7,1.4,0.8,2.8,1.9,28.9,AS
3,4.0,Jaylen Brown,29.0,BOS,SF,68.0,68.0,34.4,10.4,21.8,0.475,2.0,5.7,0.345,8.4,16.1,0.522,0.521,6.1,7.6,0.797,1.1,5.8,7.0,5.3,1.0,0.4,3.6,2.7,28.7,AS
4,5.0,Tyrese Maxey,25.0,PHI,PG,66.0,66.0,38.2,10.0,21.6,0.463,3.2,8.6,0.37,6.8,12.9,0.526,0.538,5.4,6.1,0.89,0.3,3.9,4.2,6.7,1.9,0.8,2.4,2.2,28.6,AS
5,6.0,Kawhi Leonard,34.0,LAC,SF,61.0,61.0,32.1,9.8,19.4,0.505,2.6,6.8,0.385,7.2,12.6,0.57,0.572,5.8,6.5,0.899,1.1,5.3,6.3,3.6,2.0,0.4,2.0,1.2,28.0,AS
6,7.0,Nikola Jokić,30.0,DEN,C,62.0,62.0,35.0,10.0,17.4,0.571,1.8,4.6,0.383,8.2,12.8,0.639,0.622,6.2,7.5,0.827,2.9,10.0,12.9,10.9,1.4,0.8,3.8,2.7,27.9,AS
7,8.0,Donovan Mitchell,29.0,CLE,SG,68.0,68.0,33.5,9.6,20.0,0.479,3.3,8.9,0.365,6.3,11.1,0.57,0.56,5.3,6.2,0.864,0.7,3.8,4.5,5.7,1.5,0.3,2.8,2.3,27.7,AS
8,9.0,Giannis Antetokounmpo,31.0,MIL,PF,36.0,36.0,28.9,10.4,16.6,0.624,0.4,1.3,0.333,9.9,15.4,0.647,0.636,6.4,9.9,0.65,2.7,7.1,9.8,5.4,0.9,0.7,3.2,2.4,27.6,AS
9,10.0,Stephen Curry,37.0,GSW,PG,39.0,39.0,31.3,8.9,19.1,0.468,4.5,11.5,0.391,4.4,7.6,0.584,0.585,4.9,5.2,0.931,0.4,3.1,3.5,4.8,1.1,0.4,2.8,1.9,27.2,AS
10,11.0,Joel Embiid,31.0,PHI,C,37.0,37.0,31.4,9.0,18.3,0.491,1.4,4.1,0.333,7.6,14.2,0.537,0.529,7.3,8.5,0.854,1.9,5.7,7.6,4.0,0.6,1.1,2.8,2.1,26.7,
11,12.0,Lauri Markkanen,28.0,UTA,PF,42.0,42.0,34.4,9.1,19.2,0.477,2.7,7.7,0.355,6.4,11.5,0.559,0.548,5.7,6.4,0.896,2.0,4.9,6.9,2.1,1.0,0.5,1.5,1.8,26.7,
12,13.0,Jalen Brunson,29.0,NYK,PG,71.0,71.0,35.0,9.2,19.9,0.465,2.6,7.2,0.37,6.6,12.7,0.518,0.531,4.8,5.7,0.843,0.4,2.9,3.4,6.7,0.7,0.1,2.4,2.3,26.0,AS
13,14.0,Kevin Durant,37.0,HOU,SF,74.0,74.0,36.4,9.1,17.6,0.518,2.4,5.8,0.409,6.8,11.8,0.571,0.585,5.2,5.9,0.877,0.5,4.9,5.4,4.7,0.8,0.9,3.2,1.8,25.8,AS
14,15.0,Devin Booker,29.0,PHO,SG,61.0,61.0,33.4,8.5,18.6,0.456,1.9,5.8,0.328,6.6,12.8,0.514,0.507,6.9,8.0,0.868,0.8,3.1,3.9,6.0,0.8,0.3,3.2,2.6,25.7,AS
15,16.0,Jamal Murray,28.0,DEN,PG,73.0,73.0,35.3,8.8,18.2,0.483,3.2,7.5,0.434,5.5,10.7,0.518,0.573,4.6,5.2,0.885,0.4,4.0,4.4,7.2,0.9,0.4,2.3,1.7,25.5,AS
