,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Boston Celtics,67,240.7,38.2,86.6,0.441,14.0,39.0,0.36,24.2,47.6,0.508,16.5,21.3,0.775,11.1,30.7,41.8,24.8,6.1,4.2,12.7,18.3,107.0
1,2.0,Oklahoma City Thunder,68,242.2,38.4,88.2,0.436,14.2,38.9,0.366,24.2,49.4,0.491,16.6,22.3,0.746,12.1,33.7,45.7,24.9,7.5,4.4,16.9,21.0,107.7
2,3.0,Detroit Pistons,67,241.1,37.6,85.1,0.442,12.7,36.5,0.347,24.9,48.5,0.513,22.0,27.6,0.797,11.5,29.7,41.2,23.4,8.9,5.8,17.0,21.7,109.8
3,4.0,Houston Rockets,66,243.0,40.4,88.0,0.459,12.4,35.2,0.353,27.9,52.7,0.53,16.8,22.3,0.751,11.5,28.1,39.7,24.6,9.2,4.6,13.5,20.0,109.9
4,5.0,New York Knicks,69,241.1,39.3,86.1,0.457,13.7,38.4,0.356,25.6,47.7,0.538,18.2,23.4,0.779,10.0,31.1,41.2,24.7,7.3,4.4,14.3,19.4,110.6
5,6.0,Phoenix Suns,67,241.1,40.2,85.7,0.47,12.1,35.3,0.343,28.1,50.4,0.558,18.6,23.7,0.783,12.1,31.9,44.0,24.6,7.9,4.4,16.3,18.7,111.2
6,7.0,San Antonio Spurs,67,240.4,41.0,90.9,0.451,13.0,36.6,0.354,28.0,54.3,0.516,16.9,21.3,0.793,10.6,32.5,43.2,26.0,7.7,4.6,13.3,20.5,111.8
7,8.0,Toronto Raptors,67,241.5,40.1,86.3,0.465,12.8,36.4,0.351,27.3,49.9,0.547,18.9,23.9,0.791,11.0,32.5,43.5,24.5,7.9,5.3,15.9,19.6,111.9
8,9.0,Charlotte Hornets,68,241.1,41.4,88.2,0.47,12.8,35.6,0.361,28.6,52.6,0.543,16.7,20.7,0.805,10.2,29.5,39.6,26.4,8.4,4.6,12.7,19.8,112.3
9,10.0,Los Angeles Clippers,67,241.1,41.0,87.5,0.468,13.4,36.5,0.367,27.6,51.0,0.541,17.3,21.8,0.794,11.3,30.7,42.0,26.2,8.5,4.6,14.0,20.1,112.6
