,PLAYER_NAME,TEAM_ABBREVIATION,PIE
388,Tim Duncan,SAS,0.206
235,Kevin Garnett,MIN,0.197
399,Tracy McGrady,ORL,0.192
364,Shaquille O'Neal,LAL,0.18
240,Kobe Bryant,LAL,0.18
119,Dirk Nowitzki,DAL,0.179
426,Zendon Hamilton,TOR,0.176
189,Jason Kidd,NJN,0.174
223,Karl Malone,UTA,0.164
158,Grant Hill,ORL,0.158
310,Paul Pierce,BOS,0.158
213,John Stockton,UTA,0.154
35,Ben Wallace,DET,0.153
324,Randy Livingston,NOH,0.152
199,Jermaine O'Neal,IND,0.151
368,Shawn Marion,PHX,0.151
72,Chris Crawford,ATL,0.149
68,Chauncey Billups,DET,0.148
78,Chris Webber,SAC,0.147
378,Steve Nash,DAL,0.146
15,Andrei Kirilenko,UTA,0.145
31,Arvydas Sabonis,POR,0.144
180,Jamal Sampson,MIL,0.143
136,Elton Brand,LAC,0.141
423,Yao Ming,HOU,0.141
352,Sam Cassell,MIL,0.141
387,Tierre Brown,CLE,0.14
150,Gary Payton,MIL,0.14
283,Michael Jordan,WAS,0.139
365,Shareef Abdur-Rahim,ATL,0.138
43,Brad Miller,IND,0.138
376,Steve Francis,HOU,0.137
130,Eddie Jones,MIA,0.137
179,Jamal Mashburn,NOH,0.137
9,Allen Iverson,PHI,0.137
214,Jon Barry,DET,0.136
375,Stephon Marbury,PHX,0.136
329,Ray Allen,SEA,0.136
221,Juwan Howard,DEN,0.135
106,David Robinson,SAS,0.131
271,Matt Harpring,UTA,0.131
39,Bobby Jackson,SAC,0.13
411,Vince Carter,TOR,0.13
309,Pau Gasol,MEM,0.13
285,Michael Redd,MIL,0.129
306,P.J. Brown,NOH,0.128
32,Austin Croshere,IND,0.128
312,Peja Stojakovic,SAC,0.128
123,Donyell Marshall,CHI,0.128
234,Kerry Kittles,NJN,0.128
191,Jason Terry,ATL,0.127
261,Marcus Camby,DEN,0.127
424,Zach Randolph,POR,0.126
262,Marcus Fizer,CHI,0.126
163,Guy Rucker,GSW,0.125
50,Brian Grant,MIA,0.125
326,Rasheed Wallace,POR,0.125
61,Carlos Boozer,CLE,0.124
203,Jerry Stackhouse,WAS,0.122
333,Richard Hamilton,DET,0.121
342,Rod Strickland,MIN,0.121
394,Toni Kukoc,MIL,0.12
334,Richard Jefferson,NJN,0.119
232,Kenyon Martin,NJN,0.119
257,Malik Rose,SAS,0.118
81,Christian Laettner,WAS,0.118
255,Maceo Baston,TOR,0.117
196,Jeff Trepagnier,DEN,0.117
154,Gilbert Arenas,GSW,0.116
19,Antawn Jamison,GSW,0.116
427,Zydrunas Ilgauskas,CLE,0.116
266,Mark Jackson,UTA,0.115
398,Tony Parker,SAS,0.115
34,Baron Davis,NOH,0.114
282,Michael Finley,DAL,0.114
126,Earl Boykins,GSW,0.114
156,Glenn Robinson,ATL,0.113
406,Troy Murphy,GSW,0.113
416,Vladimir Stepania,MIA,0.113
67,Charlie Ward,NYK,0.113
381,Stromile Swift,MEM,0.112
192,Jason Williams,MEM,0.112
139,Eric Snow,PHI,0.111
288,Mike Bibby,SAC,0.111
178,Jamal Crawford,CHI,0.111
111,Derek Anderson,POR,0.111
366,Shawn Bradley,DAL,0.11
331,Reggie Miller,IND,0.11
47,Brent Barry,SEA,0.11
8,Allan Houston,NYK,0.11
225,Keith Van Horn,PHI,0.11
11,Alvin Williams,TOR,0.11
241,Kurt Thomas,NYK,0.109
201,Jerome Moiso,NOH,0.109
337,Ricky Davis,CLE,0.109
226,Kelvin Cato,HOU,0.108
357,Scottie Pippen,POR,0.108
325,Rashard Lewis,SEA,0.108
277,Metta World Peace,IND,0.108
86,Corey Maggette,LAC,0.107
202,Jerome Williams,TOR,0.107
418,Wally Szczerbiak,MIN,0.107
121,Donnell Harvey,DEN,0.107
372,Speedy Claxton,SAS,0.106
231,Kenny Thomas,PHI,0.106
245,Larry Hughes,WAS,0.106
113,Derrick Coleman,PHI,0.106
26,Antoine Walker,BOS,0.105
142,Erick Strickland,IND,0.105
70,Chris Andersen,DEN,0.105
102,Danny Manning,DET,0.105
229,Kenny Anderson,NOH,0.105
236,Kevin Ollie,SEA,0.103
151,Gary Trent,MIN,0.103
414,Vlade Divac,SAC,0.103
14,Andre Miller,LAC,0.103
1,Aaron McKie,PHI,0.103
127,Earl Watson,MEM,0.103
83,Clar. Weatherspoon,NYK,0.103
301,Nick Van Exel,DAL,0.103
335,Rick Brunson,CHI,0.102
300,Nene,DEN,0.102
