,PLAYER_NAME,TEAM_ABBREVIATION,PIE
520,Udonis Haslem,MIA,0.455
190,Grant Riller,CHA,0.211
260,Joel Embiid,PHI,0.203
399,Nikola Jokić,DEN,0.201
184,Giannis Antetokounmpo,MIL,0.196
333,LeBron James,LAL,0.191
257,Jimmy Butler III,MIA,0.184
470,Stephen Curry,GSW,0.181
339,Luka Dončić,DAL,0.179
231,James Harden,BKN,0.174
13,Alize Johnson,BKN,0.174
306,Kevin Durant,BKN,0.172
294,Kawhi Leonard,LAC,0.17
400,Nikola Vučević,CHI,0.168
135,Devon Dotson,CHI,0.166
450,Rudy Gobert,UTA,0.165
180,Gary Payton II,GSW,0.164
452,Russell Westbrook,WAS,0.164
264,Jonas Valančiūnas,MEM,0.163
39,Boban Marjanovic,DAL,0.162
539,Zion Williamson,NOP,0.161
34,Bam Adebayo,MIA,0.161
281,Julius Randle,NYK,0.158
95,Damian Lillard,POR,0.158
81,Clint Capela,ATL,0.158
293,Karl-Anthony Towns,MIN,0.155
141,Domantas Sabonis,IND,0.154
22,Anthony Davis,LAL,0.153
249,Jayson Tatum,BOS,0.152
380,Montrezl Harrell,LAL,0.152
440,Robert Williams III,BOS,0.152
500,Trae Young,ATL,0.15
77,Chris Paul,PHX,0.15
138,Dewayne Dedmon,MIA,0.149
325,Kyrie Irving,BKN,0.149
337,Louis King,SAC,0.148
462,Shai Gilgeous-Alexander,OKC,0.146
45,Bradley Beal,WAS,0.145
419,Paul George,LAC,0.145
143,Donta Hall,ORL,0.145
495,Tobias Harris,PHI,0.145
160,Enes Freedom,POR,0.141
537,Zach LaVine,CHI,0.14
17,Andre Drummond,LAL,0.139
79,Christian Wood,HOU,0.139
116,DeMar DeRozan,SAS,0.139
240,Jarrett Allen,CLE,0.138
142,Donovan Mitchell,UTA,0.138
320,Kristaps Porziņģis,DAL,0.135
288,Jusuf Nurkić,POR,0.134
491,Thon Maker,CLE,0.134
129,Derrick Rose,NYK,0.133
40,Bobby Portis,MIL,0.133
497,Tony Bradley,OKC,0.132
75,Chris Boucher,TOR,0.132
421,Paul Reed,PHI,0.132
5,Al Horford,BOS,0.131
371,Mike Conley,UTA,0.131
117,DeMarcus Cousins,LAC,0.13
119,Deandre Ayton,PHX,0.13
151,Dwight Howard,PHI,0.13
359,Mason Plumlee,DET,0.129
246,Jaylen Brown,BOS,0.129
36,Ben Simmons,PHI,0.128
344,Malcolm Brogdon,IND,0.128
486,Thaddeus Young,CHI,0.128
48,Brandon Ingram,NOP,0.128
261,John Collins,ATL,0.125
369,Michael Porter Jr.,DEN,0.125
132,Devin Booker,PHX,0.125
533,Willy Hernangomez,NOP,0.125
111,De'Aaron Fox,SAC,0.124
