,Player,Team,G,Par,Stocks,eFG%,MP,PER,TS%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
18,John Wall,Washington Wizards,78.0,38.0,2.6,0.482,2836.0,23.2,0.541,8.8,4.7,4.8,0.5976,82.0,0.007,0.9512,2017
19,CJ McCollum,Portland Trail Blazers,80.0,30.2,1.4,0.544,2796.0,19.9,0.585,7.6,2.0,2.8,0.5,82.0,0,0.9756,2017
20,Giannis Antetokounmpo,Milwaukee Bucks,80.0,37.1,3.5,0.541,2845.0,26.1,0.599,12.4,7.3,6.7,0.5122,82.0,0.007,0.9756,2017
21,Carmelo Anthony,New York Knicks,74.0,31.2,1.3,0.488,2538.0,17.9,0.535,4.7,0.7,1.7,0.378,82.0,0,0.9024,2017
23,Klay Thompson,Golden State Warriors,78.0,28.1,1.3,0.565,2649.0,17.4,0.592,7.1,0.8,1.9,0.8171,82.0,0,0.9512,2017
24,Devin Booker,Phoenix Suns,78.0,28.7,1.2,0.475,2730.0,14.6,0.531,2.0,-1.9,0.1,0.2927,82.0,0,0.9512,2017
25,Gordon Hayward,Utah Jazz,73.0,30.8,1.3,0.536,2516.0,22.2,0.595,10.4,5.0,4.5,0.622,82.0,0,0.8902,2017
26,Blake Griffin,Los Angeles Clippers,61.0,34.6,1.3,0.513,2076.0,22.6,0.569,7.7,4.7,3.5,0.622,82.0,0,0.7439,2017
27,Eric Bledsoe,Phoenix Suns,66.0,32.2,1.9,0.485,2176.0,20.5,0.563,5.3,3.6,3.1,0.2927,82.0,0,0.8049,2017
28,Mike Conley,Memphis Grizzlies,69.0,30.3,1.6,0.545,2292.0,23.2,0.604,10.0,6.8,5.1,0.5244,82.0,0,0.8415,2017
29,Brook Lopez,Brooklyn Nets,75.0,28.2,2.2,0.531,2222.0,20.4,0.578,4.9,2.3,2.4,0.2439,82.0,0,0.9146,2017
30,Goran Dragić,Miami Heat,73.0,29.9,1.4,0.527,2459.0,19.8,0.575,7.5,2.6,2.9,0.5,82.0,0,0.8902,2017
33,Marc Gasol,Memphis Grizzlies,74.0,30.4,2.2,0.503,2531.0,20.3,0.554,7.7,5.2,4.6,0.5244,82.0,0,0.9024,2017
34,Harrison Barnes,Dallas Mavericks,79.0,25.7,1.0,0.498,2803.0,16.3,0.541,4.6,-0.8,0.8,0.4024,82.0,0,0.9634,2017
39,Danilo Gallinari,Denver Nuggets,63.0,25.5,0.8,0.531,2134.0,17.4,0.622,6.8,1.4,1.9,0.4878,82.0,0,0.7683,2017
40,Paul Millsap,Atlanta Hawks,69.0,29.5,2.2,0.481,2343.0,17.9,0.542,6.4,2.1,2.4,0.5244,82.0,0,0.8415,2017
42,Kristaps Porziņģis,New York Knicks,66.0,26.8,2.7,0.507,2164.0,17.4,0.546,4.5,0.3,1.3,0.378,82.0,0,0.8049,2017
43,Derrick Rose,New York Knicks,64.0,26.2,1.0,0.477,2082.0,17.0,0.53,3.0,-1.0,0.5,0.378,82.0,0,0.7805,2017
44,Dennis Schröder,Atlanta Hawks,79.0,27.3,1.1,0.493,2485.0,16.1,0.533,3.7,0.0,1.3,0.5244,82.0,0,0.9634,2017
46,LaMarcus Aldridge,San Antonio Spurs,72.0,26.5,1.8,0.488,2335.0,18.6,0.532,7.2,0.8,1.7,0.7439,82.0,0,0.878,2017
47,Evan Fournier,Orlando Magic,68.0,23.3,1.1,0.508,2234.0,13.9,0.555,2.8,-1.3,0.4,0.3537,82.0,0,0.8293,2017
48,Hassan Whiteside,Miami Heat,77.0,31.8,2.8,0.557,2513.0,22.6,0.579,9.5,1.5,2.2,0.5,82.0,0,0.939,2017
50,Nikola Jokić,Denver Nuggets,73.0,31.4,1.6,0.605,2038.0,26.3,0.64,9.7,7.3,4.8,0.4878,82.0,0,0.8902,2017
52,Eric Gordon,Houston Rockets,75.0,21.4,1.1,0.527,2323.0,13.2,0.557,3.8,-0.1,1.1,0.6707,82.0,0,0.9146,2017
53,Tobias Harris,Detroit Pistons,82.0,22.9,1.2,0.532,2567.0,16.9,0.568,6.8,1.6,2.3,0.4512,82.0,0,1.0,2017
54,Victor Oladipo,Oklahoma City Thunder,67.0,22.8,1.5,0.51,2222.0,13.6,0.534,4.0,-0.5,0.8,0.5732,82.0,0,0.8171,2017
56,Wilson Chandler,Denver Nuggets,71.0,24.2,1.1,0.52,2197.0,14.9,0.545,3.5,-1.0,0.5,0.4878,82.0,0,0.8659,2017
58,Jrue Holiday,New Orleans Pelicans,67.0,26.6,2.2,0.51,2190.0,17.1,0.532,3.8,1.3,1.8,0.4146,82.0,0,0.8171,2017
59,Jeff Teague,Indiana Pacers,82.0,27.1,1.6,0.492,2657.0,19.2,0.574,8.1,2.2,2.8,0.5122,82.0,0,1.0,2017
60,Nicolas Batum,Charlotte Hornets,77.0,27.2,1.5,0.472,2617.0,15.8,0.529,4.6,0.8,1.9,0.439,82.0,0,0.939,2017
61,JJ Redick,Los Angeles Clippers,78.0,18.6,0.9,0.558,2198.0,14.8,0.599,4.8,0.4,1.4,0.622,82.0,0,0.9512,2017
63,Serge Ibaka,Toronto Raptors,79.0,22.5,2.1,0.543,2422.0,16.4,0.566,5.1,0.1,1.2,0.622,82.0,0,0.9634,2017
64,Jordan Clarkson,Los Angeles Lakers,82.0,20.3,1.2,0.5,2397.0,13.2,0.526,1.2,-2.5,-0.3,0.3171,82.0,0,1.0,2017
66,Nikola Vučević,Orlando Magic,75.0,27.8,2.0,0.48,2163.0,19.1,0.498,4.0,1.4,1.9,0.3537,82.0,0,0.9146,2017
67,Tim Hardaway Jr.,Atlanta Hawks,79.0,19.6,0.9,0.537,2154.0,15.2,0.568,4.8,0.5,1.4,0.5244,82.0,0,0.9634,2017
70,Myles Turner,Indiana Pacers,81.0,23.1,3.0,0.534,2541.0,18.5,0.585,8.0,1.1,2.0,0.5122,82.0,0,0.9878,2017
71,T.J. Warren,Phoenix Suns,66.0,20.6,1.8,0.511,2048.0,15.6,0.539,4.1,-0.6,0.7,0.2927,82.0,0,0.8049,2017
76,Rudy Gobert,Utah Jazz,81.0,28.0,3.2,0.661,2744.0,23.3,0.681,14.3,4.4,4.4,0.622,82.0,0,0.9878,2017
77,Al Horford,Boston Celtics,68.0,25.8,2.1,0.527,2193.0,17.7,0.553,6.3,3.4,3.0,0.6463,82.0,0,0.8293,2017
78,Marcus Morris,Detroit Pistons,79.0,20.6,1.0,0.477,2565.0,12.4,0.508,3.9,-1.1,0.6,0.4512,82.0,0,0.9634,2017
79,Markieff Morris,Washington Wizards,76.0,22.2,1.7,0.497,2374.0,13.7,0.54,4.1,-1.5,0.3,0.5976,82.0,0,0.9268,2017
80,Jae Crowder,Boston Celtics,72.0,21.9,1.3,0.572,2335.0,14.9,0.613,6.7,0.9,1.7,0.6463,82.0,0,0.878,2017
81,Kentavious Caldwell-Pope,Detroit Pistons,76.0,19.6,1.4,0.481,2529.0,12.8,0.519,4.5,-0.2,1.1,0.4512,82.0,0,0.9268,2017
82,Bojan Bogdanović,Washington Wizards,81.0,18.5,0.5,0.53,2083.0,13.5,0.585,2.9,-2.2,-0.1,0.5976,82.0,0,0.9878,2017
84,Tyler Johnson,Miami Heat,73.0,20.9,1.8,0.49,2178.0,15.9,0.535,5.8,1.4,1.8,0.5,82.0,0,0.8902,2017
85,Ryan Anderson,Houston Rockets,72.0,19.1,0.6,0.55,2116.0,13.5,0.583,5.2,-0.4,0.9,0.6707,82.0,0,0.878,2017
86,Andre Drummond,Detroit Pistons,81.0,28.5,2.6,0.531,2409.0,20.9,0.518,6.7,1.0,1.8,0.4512,82.0,0,0.9878,2017
87,Dwight Howard,Atlanta Hawks,74.0,27.6,2.1,0.633,2199.0,20.8,0.627,8.3,1.4,1.9,0.5244,82.0,0,0.9024,2017
88,Wesley Matthews,Dallas Mavericks,73.0,19.9,1.3,0.496,2495.0,11.9,0.533,3.1,-0.8,0.8,0.4024,82.0,0,0.8902,2017
89,Otto Porter Jr.,Washington Wizards,80.0,21.3,2.0,0.608,2605.0,17.3,0.628,9.4,3.3,3.5,0.5976,82.0,0,0.9756,2017
90,Darren Collison,Sacramento Kings,68.0,20.0,1.1,0.527,2063.0,15.3,0.57,3.9,-0.9,0.6,0.3902,82.0,0,0.8293,2017
91,Julius Randle,Los Angeles Lakers,74.0,25.4,1.2,0.499,2132.0,16.3,0.543,3.5,-0.9,0.6,0.3171,82.0,0,0.9024,2017
93,Ersan İlyasova,Atlanta Hawks,82.0,20.7,1.0,0.511,2142.0,14.6,0.546,4.1,0.1,1.1,0.5244,82.0,0,1.0,2017
95,Robert Covington,Philadelphia 76ers,67.0,20.9,2.9,0.492,2119.0,13.2,0.534,3.1,0.2,1.1,0.3415,82.0,0,0.8171,2017
96,Seth Curry,Dallas Mavericks,70.0,18.1,1.2,0.578,2029.0,15.5,0.601,4.6,1.2,1.7,0.4024,82.0,0,0.8537,2017
97,James Johnson,Miami Heat,76.0,21.3,2.1,0.535,2085.0,17.0,0.564,5.1,2.8,2.5,0.5,82.0,0,0.9268,2017
98,Elfrid Payton,Orlando Magic,82.0,24.0,1.6,0.493,2412.0,17.2,0.52,4.4,0.8,1.7,0.3537,82.0,0,1.0,2017
99,Dario Šarić,Philadelphia 76ers,81.0,21.3,1.1,0.468,2129.0,12.8,0.508,1.0,-2.3,-0.2,0.3415,82.0,0,0.9878,2017
100,Aaron Gordon,Orlando Magic,80.0,19.7,1.3,0.499,2298.0,14.5,0.53,3.7,-1.0,0.6,0.3537,82.0,0,0.9756,2017
102,DeAndre Jordan,Los Angeles Clippers,81.0,27.7,2.3,0.714,2570.0,21.8,0.673,11.8,3.3,3.5,0.622,82.0,0,0.9878,2017
105,Jamal Crawford,Los Angeles Clippers,82.0,16.5,0.9,0.479,2157.0,12.0,0.525,1.9,-2.1,0.0,0.622,82.0,0,1.0,2017
106,Austin Rivers,Los Angeles Clippers,74.0,17.0,0.7,0.518,2054.0,11.4,0.545,2.5,-2.2,-0.1,0.622,82.0,0,0.9024,2017
107,Jonas Valančiūnas,Toronto Raptors,80.0,22.2,1.3,0.558,2066.0,20.1,0.601,7.9,0.3,1.2,0.622,82.0,0,0.9756,2017
109,Trevor Ariza,Houston Rockets,80.0,19.6,2.1,0.528,2773.0,12.3,0.548,6.0,1.0,2.1,0.6707,82.0,0,0.9756,2017
112,Steven Adams,Oklahoma City Thunder,80.0,20.1,2.1,0.571,2389.0,16.5,0.589,6.5,-0.2,1.1,0.5732,82.0,0,0.9756,2017
113,Marvin Williams,Charlotte Hornets,76.0,19.2,1.5,0.51,2295.0,13.7,0.551,5.0,0.0,1.1,0.439,82.0,0,0.9268,2017
114,Ricky Rubio,Minnesota Timberwolves,75.0,24.3,1.8,0.448,2469.0,16.8,0.539,6.1,0.9,1.8,0.378,82.0,0,0.9146,2017
121,Thaddeus Young,Indiana Pacers,74.0,18.7,1.9,0.56,2237.0,14.9,0.562,4.6,0.5,1.4,0.5122,82.0,0,0.9024,2017
126,Marcin Gortat,Washington Wizards,82.0,22.7,1.2,0.579,2556.0,15.4,0.593,6.8,-0.8,0.8,0.5976,82.0,0,1.0,2017
127,Courtney Lee,New York Knicks,77.0,16.5,1.4,0.533,2459.0,12.2,0.559,4.2,-0.9,0.7,0.378,82.0,0,0.939,2017
128,Allen Crabbe,Portland Trail Blazers,79.0,14.8,1.0,0.572,2254.0,11.6,0.602,4.2,-1.3,0.4,0.5,82.0,0,0.9634,2017
133,Marcus Smart,Boston Celtics,79.0,19.1,2.0,0.422,2399.0,12.0,0.486,3.2,-1.3,0.4,0.6463,82.0,0,0.9634,2017
136,Mason Plumlee,Denver Nuggets,81.0,21.4,2.0,0.536,2148.0,18.1,0.558,6.0,2.0,2.2,0.4878,82.0,0,0.9878,2017
137,Robin Lopez,Chicago Bulls,81.0,17.8,1.6,0.493,2271.0,14.4,0.511,4.3,-2.2,-0.1,0.5,82.0,0,0.9878,2017
142,Draymond Green,Golden State Warriors,76.0,25.1,3.4,0.481,2471.0,16.5,0.522,8.2,4.9,4.3,0.8171,82.0,0,0.9268,2017
149,Gorgui Dieng,Minnesota Timberwolves,82.0,19.8,2.3,0.514,2653.0,14.2,0.555,5.7,-0.1,1.3,0.378,82.0,0,1.0,2017
150,Maurice Harkless,Portland Trail Blazers,77.0,15.5,2.0,0.558,2223.0,13.1,0.57,4.2,-0.6,0.8,0.5,82.0,0,0.939,2017
158,Patrick Beverley,Houston Rockets,67.0,19.6,1.9,0.521,2058.0,13.0,0.546,5.3,1.1,1.6,0.6707,82.0,0,0.8171,2017
161,Nik Stauskas,Philadelphia 76ers,80.0,14.7,1.0,0.5,2188.0,9.0,0.54,1.4,-2.8,-0.5,0.3415,82.0,0,0.9756,2017
163,Brandon Ingram,Los Angeles Lakers,79.0,15.5,1.1,0.442,2279.0,8.5,0.474,-0.3,-4.4,-1.4,0.3171,82.0,0,0.9634,2017
165,Cory Joseph,Toronto Raptors,80.0,15.5,1.0,0.489,2003.0,13.2,0.518,3.4,-1.3,0.4,0.622,82.0,0,0.9756,2017
170,Michael Kidd-Gilchrist,Charlotte Hornets,81.0,17.6,2.0,0.478,2349.0,14.3,0.528,5.8,-0.7,0.7,0.439,82.0,0,0.9878,2017
171,Jameer Nelson,Denver Nuggets,75.0,16.9,0.8,0.531,2045.0,11.5,0.544,2.8,-2.0,0.0,0.4878,82.0,0,0.9146,2017
182,JaMychal Green,Memphis Grizzlies,77.0,17.1,1.0,0.555,2101.0,13.5,0.601,5.8,-0.8,0.6,0.5244,82.0,0,0.939,2017
190,Tony Snell,Milwaukee Bucks,80.0,12.8,0.9,0.588,2336.0,9.7,0.603,3.4,-1.7,0.2,0.5122,82.0,0,0.9756,2017
202,Tristan Thompson,Cleveland Cavaliers,78.0,18.3,1.6,0.6,2336.0,15.3,0.594,7.3,-0.7,0.7,0.622,82.0,0,0.9512,2017
235,Solomon Hill,New Orleans Pelicans,80.0,12.6,1.3,0.481,2374.0,8.0,0.527,2.7,-2.7,-0.4,0.4146,82.0,0,0.9756,2017
238,T.J. McConnell,Philadelphia 76ers,81.0,16.6,1.8,0.472,2133.0,13.7,0.504,3.8,-1.0,0.5,0.3415,82.0,0,0.9878,2017
246,P.J. Tucker,Toronto Raptors,81.0,13.7,1.6,0.485,2236.0,10.5,0.516,3.6,-0.3,1.0,0.622,82.0,0,0.9878,2017
256,Andre Roberson,Oklahoma City Thunder,79.0,12.7,2.2,0.513,2376.0,9.6,0.51,4.2,-1.0,0.6,0.5732,82.0,0,0.9634,2017
