,Player,Team,G,Par,Stocks,eFG%,MP,PER,TS%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
47,Michael Carter-Williams,Philadelphia 76ers,70.0,29.2,2.5,0.431,2414.0,15.5,0.48,1.3,-0.5,0.9,0.2317,82.0,0,0.8537,2014
49,Chandler Parsons,Houston Rockets,74.0,26.1,1.6,0.538,2783.0,15.9,0.565,7.6,1.7,2.6,0.6585,82.0,0,0.9024,2014
50,Jeff Teague,Atlanta Hawks,79.0,25.8,1.3,0.474,2542.0,17.1,0.541,5.2,-0.1,1.2,0.4634,82.0,0,0.9634,2014
51,Wesley Matthews,Portland Trail Blazers,82.0,22.3,1.1,0.541,2780.0,15.7,0.588,8.2,1.9,2.7,0.6585,82.0,0,1.0,2014
52,Josh Smith,Detroit Pistons,77.0,26.5,2.8,0.448,2730.0,14.1,0.463,1.1,-0.8,0.8,0.3537,82.0,0,0.939,2014
53,Chris Bosh,Miami Heat,79.0,23.9,2.0,0.555,2531.0,19.0,0.597,8.0,0.8,1.8,0.6585,82.0,0,0.9634,2014
54,Gordon Hayward,Utah Jazz,77.0,26.5,1.9,0.454,2800.0,16.2,0.52,3.6,0.8,2.0,0.3049,82.0,0,0.939,2014
55,Luol Deng,Cleveland Cavaliers,63.0,24.6,1.1,0.465,2213.0,15.2,0.517,4.5,0.4,1.4,0.4024,82.0,0,0.7683,2014
57,Dion Waiters,Cleveland Cavaliers,70.0,21.7,1.1,0.479,2072.0,14.0,0.508,1.6,-1.5,0.3,0.4024,82.0,0,0.8537,2014
58,Gerald Green,Phoenix Suns,82.0,20.7,1.4,0.547,2330.0,16.5,0.585,6.1,1.4,2.0,0.5854,82.0,0,1.0,2014
59,Joe Johnson,Brooklyn Nets,79.0,21.9,0.7,0.533,2575.0,15.5,0.564,4.9,0.2,1.4,0.5366,82.0,0,0.9634,2014
60,Jodie Meeks,Los Angeles Lakers,77.0,20.0,1.5,0.554,2556.0,14.7,0.601,4.5,-0.1,1.2,0.3293,82.0,0,0.939,2014
61,Brandon Jennings,Detroit Pistons,80.0,26.2,1.4,0.441,2728.0,15.6,0.486,3.9,0.1,1.4,0.3537,82.0,0,0.9756,2014
62,Eric Gordon,New Orleans Pelicans,64.0,21.3,1.4,0.498,2057.0,14.9,0.54,2.5,-0.5,0.8,0.4146,82.0,0,0.7805,2014
63,Greg Monroe,Detroit Pistons,82.0,26.6,1.7,0.497,2690.0,18.1,0.531,5.9,0.1,1.4,0.3537,82.0,0,1.0,2014
65,Tim Duncan,San Antonio Spurs,74.0,27.8,2.5,0.49,2158.0,21.3,0.535,7.4,3.3,2.9,0.7561,82.0,0.017,0.9024,2014
66,Serge Ibaka,Oklahoma City Thunder,81.0,24.9,3.2,0.548,2666.0,19.6,0.576,9.6,1.7,2.5,0.7195,82.0,0,0.9878,2014
70,Tyreke Evans,New Orleans Pelicans,72.0,24.2,1.5,0.448,2028.0,18.4,0.504,3.1,0.6,1.3,0.4146,82.0,0,0.878,2014
71,J.R. Smith,New York Knicks,74.0,21.5,1.2,0.514,2421.0,13.9,0.527,3.7,-0.2,1.1,0.4512,82.0,0,0.9024,2014
72,Trevor Ariza,Washington Wizards,77.0,23.1,1.9,0.562,2723.0,15.8,0.59,8.0,2.3,3.0,0.5366,82.0,0,0.939,2014
74,Deron Williams,Brooklyn Nets,64.0,23.0,1.7,0.518,2059.0,17.6,0.564,5.4,1.2,1.7,0.5366,82.0,0,0.7805,2014
77,Evan Turner,Indiana Pacers,81.0,22.2,0.9,0.45,2457.0,12.4,0.498,1.4,-3.3,-0.8,0.6829,82.0,0,0.9878,2014
78,Alec Burks,Utah Jazz,78.0,20.0,1.1,0.487,2193.0,15.8,0.547,3.2,-0.8,0.7,0.3049,82.0,0,0.9512,2014
79,Gerald Henderson,Charlotte Bobcats,77.0,20.6,1.1,0.455,2461.0,13.1,0.507,3.6,-1.5,0.3,0.5244,82.0,0,0.939,2014
80,David West,Indiana Pacers,80.0,23.6,1.7,0.49,2472.0,17.5,0.533,8.1,2.6,2.9,0.6829,82.0,0,0.9756,2014
83,Markieff Morris,Phoenix Suns,81.0,21.6,1.4,0.507,2153.0,18.4,0.564,6.4,1.0,1.6,0.5854,82.0,0,0.9878,2014
84,Victor Oladipo,Orlando Magic,80.0,22.0,2.1,0.458,2487.0,13.6,0.514,1.3,-1.4,0.3,0.2805,82.0,0,0.9756,2014
85,Lance Stephenson,Indiana Pacers,78.0,25.6,0.8,0.54,2752.0,14.7,0.564,7.4,1.3,2.3,0.6829,82.0,0,0.9512,2014
86,Carlos Boozer,Chicago Bulls,76.0,23.6,1.0,0.456,2141.0,14.4,0.489,3.4,-2.1,-0.1,0.5854,82.0,0,0.9268,2014
87,Kenneth Faried,Denver Nuggets,80.0,23.5,1.8,0.545,2178.0,19.8,0.573,6.5,1.0,1.6,0.439,82.0,0,0.9756,2014
89,Andre Drummond,Detroit Pistons,81.0,27.1,2.8,0.623,2619.0,22.6,0.599,9.9,1.4,2.3,0.3537,82.0,0,0.9878,2014
90,Paul Pierce,Brooklyn Nets,75.0,20.5,1.5,0.529,2098.0,16.8,0.595,5.2,1.6,1.9,0.5366,82.0,0,0.9146,2014
92,Derrick Favors,Utah Jazz,73.0,23.2,2.5,0.522,2201.0,19.0,0.556,5.1,0.1,1.2,0.3049,82.0,0,0.8902,2014
93,Jared Sullinger,Boston Celtics,74.0,23.0,1.2,0.458,2041.0,16.4,0.497,3.9,-1.4,0.3,0.3049,82.0,0,0.9024,2014
94,Spencer Hawes,Cleveland Cavaliers,80.0,24.5,1.8,0.529,2470.0,15.7,0.554,4.5,0.6,1.6,0.4024,82.0,0,0.9756,2014
95,Randy Foye,Denver Nuggets,81.0,19.6,1.3,0.521,2485.0,13.3,0.558,4.6,0.5,1.6,0.439,82.0,0,0.9878,2014
96,Marcin Gortat,Washington Wizards,81.0,24.4,2.0,0.542,2655.0,17.6,0.568,8.1,0.8,1.8,0.5366,82.0,0,0.9878,2014
98,Jimmy Butler,Chicago Bulls,67.0,20.6,2.4,0.446,2591.0,13.5,0.522,7.1,1.1,2.0,0.5854,82.0,0,0.8171,2014
99,Reggie Jackson,Oklahoma City Thunder,80.0,21.1,1.2,0.485,2277.0,15.4,0.527,4.9,0.1,1.2,0.7195,82.0,0,0.9756,2014
100,Nicolas Batum,Portland Trail Blazers,82.0,25.6,1.6,0.554,2956.0,15.8,0.589,7.9,3.4,4.0,0.6585,82.0,0,1.0,2014
101,Taj Gibson,Chicago Bulls,82.0,20.9,1.9,0.479,2351.0,16.0,0.524,5.7,-1.0,0.6,0.5854,82.0,0,1.0,2014
103,Trey Burke,Utah Jazz,70.0,21.5,0.7,0.442,2262.0,12.6,0.473,0.9,-2.6,-0.4,0.3049,82.0,0,0.8537,2014
105,Joakim Noah,Chicago Bulls,80.0,29.3,2.7,0.475,2820.0,20.0,0.531,11.2,5.3,5.2,0.5854,82.0,0.258,0.9756,2014
106,Jeremy Lin,Houston Rockets,71.0,19.2,1.4,0.508,2054.0,14.3,0.572,4.4,-0.2,0.9,0.6585,82.0,0,0.8659,2014
107,Ramon Sessions,Milwaukee Bucks,83.0,18.8,0.7,0.452,2214.0,16.0,0.539,4.3,-0.8,0.7,0.1829,82.0,0,1.0122,2014
108,Corey Brewer,Minnesota Timberwolves,81.0,16.6,2.3,0.517,2609.0,12.7,0.55,5.2,-0.2,1.2,0.4878,82.0,0,0.9878,2014
109,Enes Freedom,Utah Jazz,80.0,20.7,0.9,0.491,2138.0,15.6,0.523,2.2,-3.6,-0.9,0.3049,82.0,0,0.9756,2014
111,Terrence Jones,Houston Rockets,76.0,20.1,2.0,0.564,2078.0,19.1,0.577,7.3,2.2,2.2,0.6585,82.0,0,0.9268,2014
112,Khris Middleton,Milwaukee Bucks,82.0,18.0,1.2,0.511,2460.0,12.5,0.541,2.7,-2.3,-0.2,0.1829,82.0,0,1.0,2014
113,Jameer Nelson,Orlando Magic,68.0,22.5,0.9,0.485,2179.0,13.9,0.515,2.8,-1.1,0.5,0.2805,82.0,0,0.8293,2014
114,Kyle Korver,Atlanta Hawks,71.0,18.9,1.3,0.626,2408.0,13.5,0.653,5.9,1.1,1.9,0.4634,82.0,0,0.8659,2014
120,Tristan Thompson,Cleveland Cavaliers,82.0,21.8,0.9,0.477,2594.0,14.9,0.528,5.7,-2.1,-0.1,0.4024,82.0,0,1.0,2014
121,Marco Belinelli,San Antonio Spurs,80.0,16.4,0.7,0.576,2016.0,15.0,0.605,5.9,1.3,1.7,0.7561,82.0,0,0.9756,2014
122,José Calderón,Dallas Mavericks,81.0,18.5,1.0,0.584,2468.0,15.2,0.596,6.3,1.9,2.4,0.5976,82.0,0,0.9878,2014
123,Darren Collison,Los Angeles Clippers,80.0,17.5,1.4,0.518,2069.0,16.2,0.575,5.9,1.5,1.8,0.6951,82.0,0,0.9756,2014
124,Mike Dunleavy,Chicago Bulls,82.0,17.8,1.4,0.51,2584.0,12.6,0.549,6.5,0.8,1.8,0.5854,82.0,0,1.0,2014
125,Jonas Valančiūnas,Toronto Raptors,81.0,20.8,1.2,0.531,2282.0,16.1,0.579,6.7,-1.3,0.4,0.5854,82.0,0,0.9878,2014
128,Brandon Bass,Boston Celtics,82.0,17.9,1.3,0.487,2266.0,15.0,0.549,5.1,-1.1,0.5,0.3049,82.0,0,1.0,2014
129,DeMarre Carroll,Atlanta Hawks,73.0,18.4,1.8,0.546,2341.0,13.9,0.575,5.8,0.7,1.6,0.4634,82.0,0,0.8902,2014
130,Channing Frye,Phoenix Suns,82.0,17.4,1.5,0.535,2312.0,13.2,0.555,5.3,0.7,1.6,0.5854,82.0,0,1.0,2014
132,Robin Lopez,Portland Trail Blazers,82.0,20.5,2.0,0.551,2603.0,17.7,0.605,9.5,1.2,2.1,0.6585,82.0,0,1.0,2014
134,Terrence Ross,Toronto Raptors,81.0,15.0,1.1,0.531,2159.0,12.0,0.553,4.2,-0.2,1.0,0.5854,82.0,0,0.9878,2014
135,Roy Hibbert,Indiana Pacers,81.0,18.5,2.6,0.44,2409.0,13.5,0.499,5.4,-1.4,0.4,0.6829,82.0,0,0.9878,2014
138,Amir Johnson,Toronto Raptors,77.0,18.5,1.8,0.578,2214.0,15.4,0.592,6.3,0.7,1.5,0.5854,82.0,0,0.939,2014
139,DeAndre Jordan,Los Angeles Clippers,82.0,24.9,3.5,0.676,2870.0,18.2,0.63,11.1,2.5,3.3,0.6951,82.0,0,1.0,2014
141,Shawn Marion,Dallas Mavericks,76.0,18.5,1.7,0.523,2409.0,13.7,0.537,4.3,0.2,1.3,0.5976,82.0,0,0.9268,2014
144,George Hill,Indiana Pacers,76.0,17.5,1.3,0.519,2434.0,13.4,0.563,7.8,1.6,2.2,0.6829,82.0,0,0.9268,2014
148,James Anderson,Philadelphia 76ers,80.0,15.8,1.3,0.511,2309.0,10.9,0.53,1.9,-2.6,-0.3,0.2317,82.0,0,0.9756,2014
150,Richard Jefferson,Utah Jazz,82.0,14.4,0.9,0.544,2213.0,11.8,0.573,2.7,-1.4,0.3,0.3049,82.0,0,1.0,2014
155,Mario Chalmers,Miami Heat,73.0,17.6,1.8,0.531,2178.0,14.0,0.567,4.8,0.2,1.2,0.6585,82.0,0,0.8902,2014
156,Raymond Felton,New York Knicks,65.0,18.3,1.6,0.446,2017.0,12.9,0.476,2.2,-1.2,0.4,0.4512,82.0,0,0.7927,2014
160,Martell Webster,Washington Wizards,78.0,13.7,0.7,0.557,2157.0,11.5,0.591,5.0,-0.4,0.9,0.5366,82.0,0,0.9512,2014
166,Kyle Singler,Detroit Pistons,82.0,14.2,1.2,0.525,2337.0,11.8,0.574,4.4,-1.4,0.3,0.3537,82.0,0,1.0,2014
167,Harrison Barnes,Golden State Warriors,78.0,15.0,1.1,0.448,2204.0,9.8,0.486,3.2,-1.6,0.2,0.622,82.0,0,0.9512,2014
168,Jarrett Jack,Cleveland Cavaliers,80.0,16.4,1.0,0.455,2252.0,11.5,0.498,2.3,-2.1,-0.1,0.4024,82.0,0,0.9756,2014
169,Ricky Rubio,Minnesota Timberwolves,82.0,22.3,2.4,0.413,2638.0,15.4,0.491,5.9,1.2,2.1,0.4878,82.0,0,1.0,2014
173,P.J. Tucker,Phoenix Suns,81.0,17.6,1.7,0.491,2490.0,13.3,0.54,6.1,1.0,1.9,0.5854,82.0,0,0.9878,2014
175,Andre Iguodala,Golden State Warriors,63.0,18.2,1.8,0.548,2040.0,13.7,0.57,5.8,2.3,2.2,0.622,82.0,0,0.7683,2014
178,Kirk Hinrich,Chicago Bulls,73.0,15.6,1.5,0.461,2116.0,10.8,0.494,3.8,-1.0,0.6,0.5854,82.0,0,0.8902,2014
179,Wesley Johnson,Los Angeles Lakers,79.0,15.1,2.1,0.502,2240.0,11.0,0.522,1.9,-1.1,0.5,0.3293,82.0,0,0.9634,2014
184,Ben McLemore,Sacramento Kings,82.0,12.7,0.7,0.446,2187.0,7.7,0.485,0.8,-4.0,-1.1,0.3415,82.0,0,1.0,2014
192,Josh McRoberts,Charlotte Bobcats,78.0,17.6,1.3,0.529,2360.0,13.8,0.548,6.5,2.0,2.3,0.5244,82.0,0,0.9512,2014
223,Al-Farouq Aminu,New Orleans Pelicans,80.0,14.8,1.5,0.487,2045.0,13.2,0.516,3.1,-0.6,0.7,0.4146,82.0,0,0.9756,2014
228,Jason Thompson,Sacramento Kings,82.0,14.1,1.1,0.506,2007.0,11.1,0.523,2.7,-3.2,-0.6,0.3415,82.0,0,1.0,2014
248,Norris Cole,Miami Heat,82.0,11.4,1.0,0.474,2014.0,8.8,0.497,1.2,-3.1,-0.6,0.6585,82.0,0,1.0,2014
