,Player,Team,G,PTS,AST,TRB,Stocks,eFG%,MP,PER,TS%,USG%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
23,Donovan Mitchell,Cleveland Cavaliers,71.0,24.0,5.0,4.5,1.5,0.531,2232.0,20.9,0.575,30.9,7.6,3.7,3.2,0.7805,82.0,0.074,0.8659,2025
25,Tyler Herro,Miami Heat,77.0,23.9,5.5,5.2,1.1,0.563,2725.0,19.7,0.605,28.0,7.4,3.1,3.5,0.4512,82.0,0,0.939,2025
27,De'Aaron Fox,San Antonio Spurs,62.0,23.5,6.3,4.8,1.9,0.514,2241.0,18.3,0.56,28.3,4.3,0.4,1.3,0.4146,82.0,0,0.7561,2025
28,Zach LaVine,Sacramento Kings,74.0,23.3,4.2,4.3,1.0,0.609,2602.0,17.3,0.639,25.3,5.1,0.7,1.8,0.4878,82.0,0,0.9024,2025
30,James Harden,Los Angeles Clippers,79.0,22.8,8.7,5.8,2.2,0.501,2789.0,20.0,0.582,29.6,8.3,4.3,4.4,0.6098,82.0,0.001,0.9634,2025
31,Jaylen Brown,Boston Celtics,63.0,22.2,4.5,5.8,1.5,0.515,2158.0,17.8,0.555,28.9,5.2,0.0,1.1,0.7439,82.0,0,0.7683,2025
32,DeMar DeRozan,Sacramento Kings,77.0,22.2,4.4,3.9,1.2,0.509,2768.0,17.7,0.569,25.0,7.1,-0.1,1.3,0.4878,82.0,0,0.939,2025
34,Jaren Jackson Jr.,Memphis Grizzlies,74.0,22.2,2.0,5.6,2.7,0.548,2207.0,19.6,0.591,28.1,6.4,2.3,2.4,0.5854,82.0,0,0.9024,2025
36,Jalen Williams,Oklahoma City Thunder,69.0,21.6,5.1,5.3,2.3,0.537,2237.0,20.3,0.573,27.5,7.8,4.0,3.4,0.8293,82.0,0,0.8415,2025
38,Jamal Murray,Denver Nuggets,67.0,21.4,6.0,3.9,1.9,0.543,2418.0,17.8,0.584,24.0,6.2,0.8,1.7,0.6098,82.0,0,0.8171,2025
42,Jalen Green,Houston Rockets,82.0,21.0,3.4,4.6,1.2,0.505,2697.0,15.1,0.544,27.3,5.1,0.5,1.7,0.6341,82.0,0,1.0,2025
44,Darius Garland,Cleveland Cavaliers,75.0,20.6,6.7,2.9,1.3,0.562,2301.0,19.9,0.6,27.2,8.1,3.1,3.0,0.7805,82.0,0,0.9146,2025
45,Jordan Poole,Washington Wizards,68.0,20.5,4.5,3.0,1.7,0.544,2001.0,16.6,0.591,29.0,2.0,0.4,1.2,0.2195,82.0,0,0.8293,2025
46,Coby White,Chicago Bulls,74.0,20.4,4.5,3.7,1.1,0.55,2450.0,15.5,0.601,24.4,4.5,-0.9,0.7,0.4756,82.0,0,0.9024,2025
47,Miles Bridges,Charlotte Hornets,64.0,20.3,3.9,7.5,1.4,0.495,2029.0,17.7,0.541,28.0,3.2,1.8,2.0,0.2317,82.0,0,0.7805,2025
48,Austin Reaves,Los Angeles Lakers,73.0,20.2,5.8,4.5,1.4,0.556,2550.0,18.1,0.616,23.7,7.6,1.9,2.6,0.6098,82.0,0,0.8902,2025
49,Pascal Siakam,Indiana Pacers,78.0,20.2,3.4,6.9,1.4,0.572,2548.0,19.2,0.599,24.2,7.5,1.7,2.4,0.6098,82.0,0,0.9512,2025
51,Scottie Barnes,Toronto Raptors,65.0,19.3,5.8,7.7,2.4,0.482,2134.0,17.8,0.523,27.0,3.5,2.4,2.3,0.3659,82.0,0,0.7927,2025
52,Anfernee Simons,Portland Trail Blazers,70.0,19.3,4.8,2.7,1.0,0.521,2292.0,14.9,0.557,24.6,4.2,-0.1,1.1,0.439,82.0,0,0.8537,2025
53,Desmond Bane,Memphis Grizzlies,69.0,19.2,5.3,6.1,1.6,0.565,2205.0,17.9,0.6,23.3,6.5,3.2,2.9,0.5854,82.0,0,0.8415,2025
54,Domantas Sabonis,Sacramento Kings,70.0,19.1,6.0,13.9,1.1,0.627,2429.0,22.9,0.655,21.6,10.1,5.2,4.4,0.4878,82.0,0,0.8537,2025
55,Alperen Şengün,Houston Rockets,76.0,19.1,4.9,10.3,1.9,0.505,2395.0,21.4,0.545,26.2,8.3,4.4,3.9,0.6341,82.0,0,0.9268,2025
60,Julius Randle,Minnesota Timberwolves,69.0,18.7,4.7,7.1,0.9,0.542,2226.0,17.5,0.593,25.0,6.2,1.3,1.8,0.5976,82.0,0,0.8415,2025
61,Tyrese Haliburton,Indiana Pacers,73.0,18.6,9.2,3.5,2.1,0.582,2451.0,21.8,0.616,21.6,10.4,5.8,4.9,0.6098,82.0,0,0.8902,2025
62,Evan Mobley,Cleveland Cavaliers,71.0,18.5,3.2,9.3,2.5,0.604,2167.0,22.3,0.633,23.2,9.0,4.6,3.6,0.7805,82.0,0.001,0.8659,2025
63,Shaedon Sharpe,Portland Trail Blazers,72.0,18.5,2.8,4.5,1.1,0.519,2252.0,14.5,0.551,25.1,3.0,-1.3,0.4,0.439,82.0,0,0.878,2025
64,Nikola Vučević,Chicago Bulls,73.0,18.5,3.5,10.1,1.5,0.592,2278.0,20.3,0.611,22.4,7.3,2.6,2.7,0.4756,82.0,0,0.8902,2025
66,Michael Porter Jr.,Denver Nuggets,77.0,18.2,2.1,7.0,1.1,0.596,2593.0,16.2,0.617,20.2,6.4,-0.1,1.2,0.6098,82.0,0,0.939,2025
67,Bam Adebayo,Miami Heat,78.0,18.1,4.3,9.6,2.0,0.521,2674.0,18.9,0.561,23.5,7.5,2.0,2.7,0.4512,82.0,0,0.9512,2025
69,OG Anunoby,New York Knicks,74.0,18.0,2.2,4.8,2.4,0.559,2706.0,15.4,0.591,19.7,6.5,0.7,1.9,0.622,82.0,0,0.9024,2025
70,Mikal Bridges,New York Knicks,82.0,17.6,3.7,3.2,1.4,0.57,3036.0,14.0,0.585,19.6,5.7,-0.5,1.2,0.622,82.0,0,1.0,2025
74,Malik Monk,Sacramento Kings,65.0,17.2,5.6,3.8,1.5,0.513,2054.0,15.0,0.549,24.6,2.8,-0.8,0.6,0.4878,82.0,0,0.7927,2025
78,Deni Avdija,Portland Trail Blazers,72.0,16.9,3.9,7.3,1.5,0.55,2161.0,17.7,0.605,23.2,5.6,2.1,2.2,0.439,82.0,0,0.878,2025
79,Keyonte George,Utah Jazz,67.0,16.8,5.6,3.8,0.8,0.485,2109.0,12.9,0.539,24.3,1.1,-2.7,-0.3,0.2073,82.0,0,0.8171,2025
80,Ivica Zubac,Los Angeles Clippers,80.0,16.8,2.7,12.6,1.8,0.628,2624.0,22.3,0.641,19.5,11.7,3.1,3.4,0.6098,82.0,0,0.9756,2025
81,Derrick White,Boston Celtics,76.0,16.4,4.8,4.5,2.0,0.58,2574.0,16.6,0.606,19.8,8.5,3.5,3.6,0.7439,82.0,0,0.9268,2025
82,Malik Beasley,Detroit Pistons,82.0,16.3,1.7,2.6,1.0,0.579,2283.0,14.4,0.59,22.5,4.7,0.8,1.6,0.5366,82.0,0,1.0,2025
87,Bennedict Mathurin,Indiana Pacers,72.0,16.1,1.9,5.3,1.0,0.516,2149.0,13.6,0.579,22.8,3.0,-2.9,-0.5,0.6098,82.0,0,0.878,2025
88,Myles Turner,Indiana Pacers,72.0,15.6,1.5,6.5,2.8,0.577,2174.0,16.1,0.612,20.7,4.7,0.4,1.3,0.6098,82.0,0,0.878,2025
89,Christian Braun,Denver Nuggets,79.0,15.4,2.6,5.2,1.6,0.634,2675.0,16.0,0.665,15.8,8.0,0.3,1.6,0.6098,82.0,0,0.9634,2025
96,Stephon Castle,San Antonio Spurs,81.0,14.7,4.1,3.7,1.2,0.476,2162.0,13.7,0.522,26.0,1.1,-3.2,-0.6,0.4146,82.0,0,0.9878,2025
99,Quentin Grimes,Philadelphia 76ers,75.0,14.6,3.0,4.3,1.3,0.565,2013.0,15.9,0.595,22.8,3.4,0.4,1.2,0.2927,82.0,0,0.9146,2025
100,Josh Giddey,Chicago Bulls,70.0,14.6,7.2,8.1,1.8,0.531,2117.0,18.1,0.57,21.7,5.3,3.0,2.7,0.4756,82.0,0,0.8537,2025
105,Payton Pritchard,Boston Celtics,80.0,14.3,3.5,3.8,1.1,0.62,2271.0,17.6,0.633,19.0,8.6,3.5,3.2,0.7439,82.0,0,0.9756,2025
106,Naz Reid,Minnesota Timberwolves,80.0,14.2,2.3,6.0,1.6,0.556,2200.0,15.8,0.577,21.5,5.7,1.6,2.0,0.5976,82.0,0,0.9756,2025
107,Dyson Daniels,Atlanta Hawks,76.0,14.1,4.4,5.9,3.7,0.536,2571.0,15.6,0.545,18.2,5.0,1.5,2.3,0.4878,82.0,0,0.9268,2025
109,Amen Thompson,Houston Rockets,69.0,14.1,3.8,8.2,2.7,0.575,2225.0,18.7,0.602,17.5,8.0,4.1,3.4,0.6341,82.0,0,0.8415,2025
111,Dillon Brooks,Houston Rockets,75.0,14.0,1.7,3.7,1.0,0.533,2388.0,11.0,0.555,17.7,5.1,-1.4,0.4,0.6341,82.0,0,0.9146,2025
115,Tobias Harris,Detroit Pistons,73.0,13.7,2.2,5.9,1.8,0.534,2305.0,13.9,0.571,17.6,5.2,0.1,1.2,0.5366,82.0,0,0.8902,2025
116,Josh Hart,New York Knicks,77.0,13.6,5.9,9.6,1.9,0.579,2897.0,16.5,0.611,15.3,9.2,2.8,3.6,0.622,82.0,0,0.939,2025
117,Jarrett Allen,Cleveland Cavaliers,82.0,13.5,1.9,9.7,1.8,0.706,2296.0,22.1,0.724,15.9,11.6,4.2,3.6,0.7805,82.0,0,1.0,2025
118,Onyeka Okongwu,Atlanta Hawks,74.0,13.4,2.3,8.9,1.8,0.602,2064.0,19.0,0.634,17.3,7.2,1.3,1.7,0.4878,82.0,0,0.9024,2025
119,Russell Westbrook,Denver Nuggets,75.0,13.3,6.1,4.9,1.9,0.505,2092.0,14.3,0.532,23.8,1.9,-1.1,0.5,0.6098,82.0,0,0.9146,2025
121,Dennis Schröder,Detroit Pistons,75.0,13.1,5.4,2.6,1.1,0.483,2105.0,12.7,0.531,21.6,3.2,-2.2,-0.1,0.5366,82.0,0,0.9146,2025
123,Brook Lopez,Milwaukee Bucks,80.0,13.0,1.8,5.0,2.5,0.599,2546.0,14.8,0.624,15.8,6.6,0.8,1.8,0.5854,82.0,0,0.9756,2025
133,Keegan Murray,Sacramento Kings,76.0,12.4,1.4,6.7,1.7,0.538,2610.0,12.0,0.553,15.0,4.4,-1.6,0.2,0.4878,82.0,0,0.9268,2025
135,Harrison Barnes,San Antonio Spurs,82.0,12.3,1.7,3.8,0.7,0.622,2230.0,14.9,0.656,15.7,5.6,0.0,1.2,0.4146,82.0,0,1.0,2025
139,Jaden McDaniels,Minnesota Timberwolves,82.0,12.2,2.0,5.7,2.2,0.537,2614.0,13.3,0.562,16.3,6.3,0.0,1.4,0.5976,82.0,0,1.0,2025
144,Rudy Gobert,Minnesota Timberwolves,72.0,12.0,1.8,10.9,2.2,0.669,2388.0,18.3,0.687,13.0,10.1,1.9,2.4,0.5976,82.0,0,0.878,2025
148,Jalen Duren,Detroit Pistons,78.0,11.8,2.7,10.3,1.8,0.692,2034.0,21.4,0.703,16.4,9.2,3.1,2.7,0.5366,82.0,0,0.9512,2025
153,Toumani Camara,Portland Trail Blazers,78.0,11.3,2.2,5.8,2.1,0.552,2548.0,12.5,0.572,14.4,5.2,-0.1,1.2,0.439,82.0,0,0.9512,2025
159,Spencer Dinwiddie,Dallas Mavericks,79.0,11.0,4.4,2.6,1.1,0.496,2136.0,13.0,0.553,17.9,3.7,-1.6,0.2,0.4756,82.0,0,0.9634,2025
160,Tim Hardaway Jr.,Detroit Pistons,77.0,11.0,1.6,2.4,0.6,0.529,2153.0,9.8,0.567,15.5,3.5,-2.1,0.0,0.5366,82.0,0,0.939,2025
174,Jaylen Wells,Memphis Grizzlies,79.0,10.4,1.7,3.4,0.7,0.527,2043.0,10.5,0.56,15.9,3.5,-2.2,-0.1,0.5854,82.0,0,0.9634,2025
182,Tyus Jones,Phoenix Suns,81.0,10.2,5.3,2.4,1.0,0.57,2174.0,14.5,0.585,16.2,4.4,0.1,1.1,0.439,82.0,0,0.9878,2025
185,Luguentz Dort,Oklahoma City Thunder,71.0,10.1,1.6,4.1,1.6,0.578,2073.0,11.3,0.586,13.6,5.6,0.2,1.2,0.8293,82.0,0,0.8659,2025
197,Bub Carrington,Washington Wizards,82.0,9.8,4.4,4.2,1.0,0.493,2458.0,9.0,0.514,15.8,0.2,-4.6,-1.6,0.2195,82.0,0,1.0,2025
200,Max Christie,Dallas Mavericks,78.0,9.6,1.9,3.3,1.2,0.525,2127.0,10.4,0.57,15.2,2.7,-2.5,-0.3,0.4756,82.0,0,0.9512,2025
204,Jalen Wilson,Brooklyn Nets,79.0,9.5,1.8,3.4,0.6,0.495,2031.0,9.5,0.541,16.6,1.9,-3.9,-1.0,0.3171,82.0,0,0.9634,2025
205,Nickeil Alexander-Walker,Minnesota Timberwolves,82.0,9.4,2.7,3.2,1.0,0.553,2073.0,11.6,0.579,16.0,4.3,-0.4,0.8,0.5976,82.0,0,1.0,2025
234,Chris Paul,San Antonio Spurs,82.0,8.8,7.4,3.6,1.6,0.547,2292.0,14.7,0.58,14.0,5.7,0.8,1.6,0.4146,82.0,0,1.0,2025
238,Kentavious Caldwell-Pope,Orlando Magic,77.0,8.7,1.8,2.2,1.7,0.543,2279.0,9.9,0.574,12.4,4.6,-1.4,0.3,0.5,82.0,0,0.939,2025
259,Taurean Prince,Milwaukee Bucks,80.0,8.2,1.9,3.6,1.2,0.6,2166.0,9.8,0.613,12.5,3.5,-1.7,0.1,0.5854,82.0,0,0.9756,2025
263,Davion Mitchell,Miami Heat,74.0,7.9,4.9,2.3,1.2,0.557,2027.0,10.2,0.573,13.6,3.0,-2.6,-0.3,0.4512,82.0,0,0.9024,2025
