,Player,Team,G,PTS,AST,TRB,Stocks,eFG%,MP,PER,TS%,USG%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
0,Shai Gilgeous-Alexander,Oklahoma City Thunder,76.0,32.7,6.4,5.0,2.7,0.569,2598.0,30.7,0.637,34.8,16.7,11.5,8.9,0.8293,82.0,0.913,0.9268,2025
1,Giannis Antetokounmpo,Milwaukee Bucks,67.0,30.4,6.5,11.9,2.1,0.607,2289.0,30.5,0.625,35.2,11.5,9.5,6.6,0.5854,82.0,0.47,0.8171,2025
2,Nikola Jokić,Denver Nuggets,70.0,29.6,10.2,12.7,2.4,0.627,2571.0,32.0,0.663,29.5,16.4,13.3,9.8,0.6098,82.0,0.787,0.8537,2025
4,Anthony Edwards,Minnesota Timberwolves,79.0,27.6,4.5,5.7,1.8,0.547,2871.0,20.1,0.595,31.4,8.4,4.3,4.6,0.5976,82.0,0.012,0.9634,2025
5,Jayson Tatum,Boston Celtics,72.0,26.8,6.0,8.7,1.6,0.537,2624.0,21.7,0.582,31.2,9.5,5.2,4.8,0.7439,82.0,0.311,0.878,2025
6,Kevin Durant,Phoenix Suns,62.0,26.6,4.2,6.0,2.0,0.598,2265.0,21.2,0.642,28.7,5.2,3.2,3.0,0.439,82.0,0,0.7561,2025
8,Cade Cunningham,Detroit Pistons,70.0,26.1,9.1,6.1,1.8,0.521,2452.0,20.6,0.565,33.2,5.9,3.9,3.7,0.5366,82.0,0.012,0.8537,2025
9,Jalen Brunson,New York Knicks,65.0,26.0,7.3,2.9,1.0,0.551,2301.0,21.6,0.605,29.5,8.3,3.3,3.1,0.622,82.0,0.001,0.7927,2025
11,Devin Booker,Phoenix Suns,75.0,25.6,7.1,4.1,1.1,0.525,2795.0,19.3,0.589,29.3,6.4,0.4,1.7,0.439,82.0,0,0.9146,2025
17,Stephen Curry,Golden State Warriors,70.0,24.5,6.0,4.4,1.5,0.572,2252.0,21.5,0.618,29.8,7.9,6.3,4.8,0.5854,82.0,0.002,0.8537,2025
18,LeBron James,Los Angeles Lakers,70.0,24.4,8.2,7.8,1.6,0.571,2444.0,22.7,0.604,30.1,7.7,5.6,4.7,0.6098,82.0,0.016,0.8537,2025
19,Karl-Anthony Towns,New York Knicks,72.0,24.4,3.1,12.8,1.7,0.584,2517.0,23.4,0.63,27.4,10.1,3.6,3.5,0.622,82.0,0,0.878,2025
22,Trae Young,Atlanta Hawks,76.0,24.2,11.6,3.1,1.4,0.491,2739.0,18.3,0.567,29.6,5.7,0.5,1.7,0.4878,82.0,0,0.9268,2025
