,PLAYER_NAME,TEAM_ABBREVIATION,PIE
111,David Wingate,SEA,0.222
101,Danny Fortson,GSW,0.204
372,Shaquille O'Neal,LAL,0.186
234,Karl Malone,UTA,0.184
11,Alonzo Mourning,MIA,0.175
243,Kevin Garnett,MIN,0.174
411,Tracy McGrady,ORL,0.171
397,Tim Duncan,SAS,0.17
77,Chris Webber,SAC,0.169
376,Shawn Marion,PHX,0.169
207,Jason Kidd,PHX,0.162
108,David Robinson,SAS,0.161
226,John Stockton,UTA,0.161
248,Kobe Bryant,LAL,0.16
128,Dirk Nowitzki,DAL,0.159
272,Marcus Camby,NYK,0.157
10,Allen Iverson,PHI,0.155
28,Antonio McDyess,DEN,0.151
424,Vince Carter,TOR,0.15
157,Etdrick Bohannon,CLE,0.15
383,Stephon Marbury,NJN,0.149
126,Dikembe Mutombo,PHI,0.149
164,Gary Payton,SEA,0.148
337,Ray Allen,MIL,0.148
322,Paul Pierce,BOS,0.147
171,Grant Hill,ORL,0.147
163,Gary Grant,POR,0.147
21,Anthony Mason,MIA,0.146
217,Jerry Stackhouse,DET,0.145
335,Rasheed Wallace,POR,0.145
132,Donyell Marshall,UTA,0.142
13,Andre Miller,CLE,0.142
30,Arvydas Sabonis,POR,0.14
252,Lamar Odom,LAC,0.139
384,Steve Francis,HOU,0.139
24,Antoine Walker,BOS,0.138
197,Jamal Mashburn,CHH,0.138
392,Terrell Brandon,MIN,0.137
436,Will Perdue,POR,0.136
104,Darrell Armstrong,ORL,0.136
147,Elton Brand,CHI,0.136
373,Shareef Abdur-Rahim,VAN,0.136
177,Hakeem Olajuwon,HOU,0.135
357,Sam Cassell,MIL,0.134
387,Steve Nash,DAL,0.133
194,Jalen Rose,IND,0.133
142,Eddie Robinson,CHH,0.132
82,Clar. Weatherspoon,CLE,0.132
141,Eddie Jones,MIA,0.131
170,Glenn Robinson,MIL,0.13
312,Nick Van Exel,DEN,0.128
47,Brian Grant,MIA,0.128
138,Earl Boykins,LAC,0.128
347,Rod Strickland,POR,0.127
34,Ben Wallace,DET,0.125
298,Mike Bibby,VAN,0.124
216,Jerome Williams,TOR,0.124
85,Corey Maggette,LAC,0.124
398,Tim Hardaway,MIA,0.123
406,Toni Kukoc,ATL,0.122
395,Terry Porter,SAS,0.122
414,Travis Best,IND,0.122
41,Bonzi Wells,POR,0.122
277,Mark Jackson,NYK,0.121
338,Reggie Miller,IND,0.121
323,Peja Stojakovic,SAC,0.12
2,Aaron McKie,PHI,0.119
306,Moochie Norris,HOU,0.119
291,Michael Finley,DAL,0.119
213,Jermaine O'Neal,IND,0.119
59,Carlos Rogers,HOU,0.118
17,Antawn Jamison,GSW,0.118
343,Ricky Davis,MIA,0.118
129,Don MacLean,MIA,0.118
421,Tyus Edney,IND,0.118
9,Allan Houston,NYK,0.117
161,Fred Hoiberg,CHI,0.116
261,Lawrence Funderburke,SAC,0.116
33,Baron Davis,CHH,0.115
364,Scott Padgett,UTA,0.115
180,Hersey Hawkins,CHH,0.115
208,Jason Terry,ATL,0.115
117,Derek Anderson,SAS,0.115
16,Anfernee Hardaway,PHX,0.115
90,Cuttino Mobley,HOU,0.114
334,Rashard Lewis,SEA,0.112
310,Nazr Mohammed,ATL,0.112
120,Derrick Coleman,CHH,0.112
296,Michael Smith,WAS,0.112
250,Kurt Thomas,NYK,0.112
427,Vlade Divac,SAC,0.112
259,Latrell Sprewell,NYK,0.111
38,Bo Outlaw,ORL,0.111
43,Brent Barry,SEA,0.111
151,Eric Snow,PHI,0.111
98,Dana Barros,DET,0.111
307,Mookie Blaylock,GSW,0.11
94,Damon Stoudamire,POR,0.11
396,Theo Ratliff,PHI,0.11
374,Shawn Bradley,DAL,0.11
354,Ruben Patterson,SEA,0.11
26,Antonio Davis,TOR,0.109
144,Elden Campbell,CHH,0.109
268,Mahmoud Abdul-Rauf,VAN,0.108
366,Scottie Pippen,POR,0.108
440,Zydrunas Ilgauskas,CLE,0.107
233,Juwan Howard,DAL,0.107
25,Antonio Daniels,SAS,0.106
42,Brad Miller,CHI,0.106
211,Jeff McInnis,LAC,0.106
63,Charlie Ward,NYK,0.105
190,Jacque Vaughn,UTA,0.105
370,Shammond Williams,SEA,0.105
329,Raef LaFrentz,DEN,0.104
403,Todd MacCulloch,PHI,0.104
71,Chris Gatling,CLE,0.104
431,Wally Szczerbiak,MIN,0.104
271,Marc Jackson,GSW,0.104
428,Vladimir Stepania,NJN,0.103
79,Christian Laettner,WAS,0.103
232,Jumaine Jones,PHI,0.102
407,Tony Battie,BOS,0.102
388,Steven Smith,POR,0.102
12,Alvin Williams,TOR,0.102
327,Quentin Richardson,LAC,0.101
235,Keith Van Horn,NJN,0.101
169,Glen Rice,NYK,0.101
345,Robert Pack,DEN,0.101
264,Lorenzen Wright,ATL,0.101
362,Scot Pollard,SAC,0.1
379,Slava Medvedenko,LAL,0.1
91,Dale Davis,POR,0.1
60,Cedric Ceballos,MIA,0.1
351,Ron Mercer,CHI,0.099
93,Damon Jones,VAN,0.099
40,Bobby Jackson,SAC,0.099
400,Tim Thomas,MIL,0.098
102,Danny Manning,UTA,0.098
265,Loy Vaught,WAS,0.098
103,Darius Miles,LAC,0.097
110,David Wesley,CHH,0.097
62,Charles Oakley,TOR,0.097
340,Richard Hamilton,WAS,0.097
202,Jamie Feick,NJN,0.097
349,Rodney Rogers,PHX,0.097
304,Mitch Richmond,WAS,0.097
318,P.J. Brown,CHH,0.096
269,Malik Rose,SAS,0.096
368,Sean Elliott,SAS,0.096
251,LaPhonso Ellis,MIN,0.096
3,Aaron Williams,NJN,0.095
229,Jon Barry,SAC,0.095
87,Corliss Williamson,DET,0.094
286,Maurice Taylor,HOU,0.094
365,Scott Williams,MIL,0.094
31,Austin Croshere,IND,0.094
245,Kevin Willis,DEN,0.094
0,A.C. Green,MIA,0.093
262,Lee Nailon,CHH,0.093
181,Horace Grant,LAL,0.093
303,Milt Palacio,BOS,0.093
115,Dell Curry,TOR,0.093
58,Calvin Booth,DAL,0.092
55,Bryon Russell,UTA,0.092
210,Jeff Foster,IND,0.092
150,Eric Piatkowski,LAC,0.092
220,Joe Smith,DET,0.092
27,Antonio Harvey,POR,0.091
64,Chauncey Billups,MIN,0.091
146,Elliot Perry,PHX,0.091
263,Lindsey Hunter,MIL,0.091
83,Clifford Robinson,PHX,0.091
118,Derek Fisher,LAL,0.09
258,Larry Robinson,ATL,0.09
299,Mike Miller,ORL,0.09
330,Rafer Alston,MIL,0.09
241,Keon Clark,TOR,0.089
133,Doug Christie,SAC,0.089
249,Kornel David,DET,0.089
166,George Lynch,PHI,0.089
418,Tyrone Hill,PHI,0.088
320,Patrick Ewing,SEA,0.088
253,Lamond Murray,CLE,0.088
105,Darrick Martin,SAC,0.088
326,Popeye Jones,WAS,0.088
185,Ira Bowman,ATL,0.088
48,Brian Shaw,LAL,0.088
435,Wesley Person,CLE,0.088
66,Chris Carr,BOS,0.088
342,Rick Fox,LAL,0.088
350,Ron Harper,LAL,0.088
408,Tony Delk,PHX,0.087
18,Anthony Carter,MIA,0.087
267,Lucious Harris,NJN,0.087
302,Mikki Moore,DET,0.086
191,Jahidi White,WAS,0.086
45,Brevin Knight,ATL,0.086
256,Larry Hughes,GSW,0.086
32,Avery Johnson,SAS,0.085
78,Chris Whitney,WAS,0.085
195,Jamaal Magloire,CHH,0.084
246,Keyon Dooling,LAC,0.084
189,Jabari Smith,SAC,0.084
155,Erick Strickland,VAN,0.084
52,Bryant Reeves,VAN,0.084
214,Jerome Kersey,MIL,0.084
324,Pepe Sanchez,PHI,0.084
240,Kenyon Martin,NJN,0.084
425,Vinny Del Negro,PHX,0.083
56,Cal Bowdler,ATL,0.083
209,Jason Williams,SAC,0.083
426,Vitaly Potapenko,BOS,0.082
285,Matt Maloney,ATL,0.082
167,George McCloud,DEN,0.082
247,Khalid El-Amin,CHI,0.082
238,Kenny Anderson,BOS,0.082
19,Anthony Goldwire,DEN,0.082
287,Metta World Peace,CHI,0.082
257,Larry Johnson,NYK,0.081
244,Kevin Ollie,PHI,0.081
360,Sam Perkins,IND,0.081
187,Isaiah Rider,LAL,0.081
159,Felipe Lopez,MIN,0.081
284,Matt Harpring,CLE,0.081
432,Walt Williams,HOU,0.081
361,Samaki Walker,SAS,0.081
176,Greg Ostertag,UTA,0.081
404,Tom Gugliotta,PHX,0.081
8,Alan Henderson,ATL,0.081
305,Monty Williams,ORL,0.081
113,Dean Garrett,MIN,0.08
143,Eduardo Najera,DAL,0.08
139,Eddie Gill,NJN,0.08
65,Cherokee Parks,LAC,0.08
282,Matt Bullard,HOU,0.08
200,James Posey,DEN,0.079
148,Emanual Davis,SEA,0.079
321,Paul McPherson,GSW,0.079
80,Chucky Atkins,DET,0.079
121,Derrick Dial,SAS,0.079
53,Bryant Stith,BOS,0.078
86,Corie Blount,GSW,0.078
67,Chris Childs,TOR,0.078
382,Stephen Jackson,NJN,0.078
124,Detlef Schrempf,POR,0.078
172,Grant Long,VAN,0.077
273,Marcus Fizer,CHI,0.077
308,Morris Peterson,TOR,0.077
6,Adrian Griffin,BOS,0.077
228,Johnny Newman,NJN,0.077
371,Shandon Anderson,HOU,0.076
179,Hedo Turkoglu,SAC,0.076
430,Voshon Lenard,DEN,0.076
236,Kelvin Cato,HOU,0.076
204,Jason Caffey,MIL,0.076
239,Kenny Thomas,HOU,0.076
23,Anthony Peeler,MIN,0.076
280,Mark Strickland,NJN,0.076
119,Derek Strong,LAC,0.076
39,Bob Sura,GSW,0.076
381,Stacey Augmon,POR,0.075
5,Adonal Foyle,GSW,0.075
173,Greg Anthony,POR,0.074
218,Jim Jackson,CLE,0.074
255,Laron Profit,WAS,0.074
346,Robert Traylor,CLE,0.074
127,Dion Glover,ATL,0.073
140,Eddie House,MIA,0.073
156,Ervin Johnson,MIL,0.073
49,Brian Skinner,LAC,0.073
300,Mike Penberthy,LAL,0.073
316,Othella Harrington,NYK,0.073
182,Howard Eisley,DAL,0.073
114,Dee Brown,ORL,0.072
413,Trajan Langdon,CLE,0.072
