,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,Los Angeles Lakers*,29.2,67.0,15.0,64,18,8.55,-0.14,8.41,107.3,98.2,9.1,93.3,0.346,0.153,0.525,,0.484,12.7,30.6,0.241,,0.443,13.4,73.1,0.222,,STAPLES Center,771420,18815
1,2.0,Portland Trail Blazers*,29.6,59.0,23.0,59,23,6.4,-0.04,6.36,107.9,100.8,7.1,89.9,0.316,0.175,0.546,,0.501,14.5,30.3,0.24,,0.461,13.8,72.4,0.217,,Rose Garden Arena,835078,20368
2,3.0,San Antonio Spurs*,30.9,53.0,29.0,58,24,5.94,-0.02,5.92,105.0,98.6,6.4,90.8,0.346,0.138,0.535,,0.488,14.3,27.8,0.258,,0.451,13.5,73.0,0.188,,Alamodome,884450,21694
3,4.0,Phoenix Suns*,28.6,53.0,29.0,56,26,5.22,0.02,5.24,104.6,99.0,5.6,94.0,0.286,0.184,0.532,,0.491,15.2,29.3,0.217,,0.454,15.7,70.5,0.245,,America West Arena,773115,18856
4,5.0,Utah Jazz*,31.5,55.0,27.0,54,28,4.46,0.05,4.52,107.3,102.3,5.0,89.6,0.337,0.134,0.54,,0.49,14.3,29.5,0.26,,0.477,15.0,73.2,0.256,,Delta Center,801268,19543
5,6.0,Indiana Pacers*,30.4,56.0,26.0,54,28,4.6,-0.45,4.15,108.5,103.6,4.9,93.1,0.302,0.224,0.552,,0.503,13.3,24.9,0.245,,0.469,12.6,71.5,0.197,,Conseco Fieldhouse,752145,18345
6,7.0,Miami Heat*,29.2,52.0,30.0,50,32,3.11,-0.36,2.75,104.5,101.0,3.5,89.7,0.283,0.186,0.533,,0.495,14.5,28.2,0.208,,0.453,13.3,72.9,0.229,,AmericanAirlines Arena,706725,18374
7,8.0,Sacramento Kings*,27.5,44.0,38.0,49,33,2.91,0.12,3.04,105.0,102.1,2.9,99.3,0.277,0.227,0.526,,0.486,13.9,27.7,0.209,,0.479,15.1,69.7,0.198,,ARCO Arena (II),720033,17185
8,9.0,Charlotte Hornets*,28.7,49.0,33.0,49,33,2.67,-0.34,2.33,104.3,101.4,2.9,93.9,0.376,0.153,0.53,,0.475,13.7,25.7,0.285,,0.478,14.6,73.2,0.198,,Charlotte Coliseum,732827,17874
9,10.0,Minnesota Timberwolves*,26.6,50.0,32.0,48,34,2.52,0.14,2.67,106.1,103.4,2.7,91.8,0.256,0.104,0.525,,0.485,12.9,29.4,0.2,,0.474,14.0,73.0,0.25,,Target Center,690012,16400
10,11.0,New York Knicks*,29.5,50.0,32.0,46,36,1.46,-0.16,1.3,102.5,100.9,1.6,89.2,0.283,0.147,0.527,,0.482,14.4,24.7,0.221,,0.455,13.6,73.1,0.251,,Madison Square Garden (IV),810103,19763
11,12.0,Detroit Pistons*,28.3,42.0,40.0,45,37,1.44,-0.31,1.13,107.3,105.8,1.5,95.7,0.378,0.184,0.548,,0.492,14.3,26.8,0.295,,0.499,15.4,71.6,0.249,,The Palace of Auburn Hills,678470,16548
12,13.0,Philadelphia 76ers*,27.1,49.0,33.0,45,37,1.34,-0.32,1.02,101.5,100.0,1.5,92.7,0.329,0.095,0.501,,0.457,14.2,31.4,0.233,,0.466,16.2,69.9,0.229,,First Union Center,756956,18462
13,14.0,Seattle SuperSonics*,28.5,45.0,37.0,44,38,0.95,0.22,1.17,105.6,104.6,1.0,93.4,0.282,0.232,0.52,,0.487,12.9,28.5,0.196,,0.483,14.0,69.6,0.193,,KeyArena at Seattle Center,615730,15018
14,15.0,Orlando Magic,26.3,41.0,41.0,43,39,0.68,-0.26,0.43,102.4,101.7,0.7,97.3,0.305,0.124,0.516,,0.473,15.4,31.6,0.224,,0.476,15.9,69.9,0.226,,TD Waterhouse Centre,576409,14059
15,16.0,Milwaukee Bucks*,28.2,42.0,40.0,42,40,0.22,-0.28,-0.06,108.2,107.9,0.3,92.7,0.29,0.157,0.539,,0.494,13.8,30.0,0.228,,0.496,14.6,69.6,0.254,,Bradley Center,628605,15332
