,PLAYER_NAME,TEAM_ABBREVIATION,PIE
387,Naz Mitrou-Long,UTA,0.6
518,Vincent Hunter,MEM,0.25
148,Edmond Sumner,IND,0.235
28,Anthony Brown,MIN,0.229
218,James Harden,HOU,0.194
325,LeBron James,CLE,0.191
29,Anthony Davis,NOP,0.188
174,Giannis Antetokounmpo,MIL,0.186
445,Russell Westbrook,OKC,0.186
91,Daniel Hamilton,OKC,0.186
291,Kawhi Leonard,SAS,0.182
252,Joel Embiid,PHI,0.177
182,Hassan Whiteside,MIA,0.176
397,Nikola Jokić,DEN,0.169
300,Kevin Durant,GSW,0.168
113,DeMarcus Cousins,NOP,0.167
382,Monte Morris,DEN,0.167
74,Chris Paul,HOU,0.166
43,Boban Marjanovic,LAC,0.166
290,Karl-Anthony Towns,MIN,0.165
87,Damian Lillard,POR,0.165
465,Stephen Curry,GSW,0.165
317,Kyrie Irving,BOS,0.165
153,Enes Freedom,NYK,0.161
510,Tyreke Evans,MEM,0.16
318,LaMarcus Aldridge,SAS,0.159
19,Andre Drummond,DET,0.156
75,Clint Capela,HOU,0.155
40,Ben Simmons,PHI,0.154
179,Greg Monroe,BOS,0.153
109,DeAndre Jordan,LAC,0.152
262,Jonas Valančiūnas,TOR,0.151
214,Jameel Warney,DAL,0.151
244,Jimmy Butler III,MIN,0.151
416,Pau Gasol,SAS,0.15
301,Kevin Love,CLE,0.15
516,Victor Oladipo,IND,0.148
345,MarShon Brooks,MEM,0.147
444,Rudy Gobert,UTA,0.147
105,David West,GSW,0.145
383,Montrezl Harrell,LAC,0.144
42,Blake Griffin,DET,0.144
204,Jack Cooley,SAC,0.143
346,Marc Gasol,MEM,0.14
49,Brandan Wright,HOU,0.14
399,Nikola Vučević,ORL,0.139
315,Kyle O'Quinn,NYK,0.137
314,Kyle Lowry,TOR,0.136
143,Dwight Howard,CHA,0.136
112,DeMar DeRozan,TOR,0.135
7,Al Jefferson,IND,0.135
281,Julius Randle,LAL,0.135
529,Willy Hernangomez,CHA,0.134
6,Al Horford,BOS,0.134
196,J.J. Barea,DAL,0.133
45,Bobby Portis,CHI,0.133
27,Ante Zizic,CLE,0.132
295,Kemba Walker,CHA,0.131
398,Nikola Mirotic,NOP,0.13
257,John Wall,WAS,0.13
343,Mangok Mathiang,CHA,0.129
14,Alex Len,PHX,0.129
497,Trey Burke,NYK,0.129
430,Reggie Hearn,DET,0.129
323,Larry Nance Jr.,CLE,0.128
498,Trey Lyles,DEN,0.128
288,Jusuf Nurkić,POR,0.127
329,Lou Williams,LAC,0.127
258,Johnathan Motley,DAL,0.126
443,Rudy Gay,SAS,0.125
48,Bradley Beal,WAS,0.125
309,Kristaps Porziņģis,NYK,0.125
154,Eric Bledsoe,MIL,0.125
307,Kosta Koufos,SAC,0.124
125,Derrick White,SAS,0.124
407,Otto Porter Jr.,WAS,0.124
127,Devin Booker,PHX,0.123
293,Kelly Olynyk,MIA,0.122
537,Zach Randolph,SAC,0.122
370,Michael Beasley,NYK,0.122
135,Domantas Sabonis,IND,0.121
5,Adreian Payne,ORL,0.12
104,David Stockton,UTA,0.12
369,Meyers Leonard,POR,0.12
417,Paul George,OKC,0.12
121,Derrick Favors,UTA,0.119
134,Dirk Nowitzki,DAL,0.119
253,Joffrey Lauvergne,SAS,0.119
130,Dewayne Dedmon,ATL,0.119
441,Rondae Hollis-Jefferson,BKN,0.119
254,John Collins,ATL,0.119
144,Dwight Powell,DAL,0.119
406,Omri Casspi,GSW,0.119
279,Jrue Holiday,NOP,0.118
201,JaVale McGee,GSW,0.118
70,Cheick Diallo,NOP,0.118
476,Terry Rozier,BOS,0.118
96,Dante Exum,UTA,0.117
140,Draymond Green,GSW,0.117
115,Dejounte Murray,SAS,0.117
240,Jeremy Lamb,CHA,0.116
118,Dennis Schröder,ATL,0.116
116,Delon Wright,TOR,0.116
528,Willie Reed,DET,0.115
527,Willie Cauley-Stein,SAC,0.115
147,Ed Davis,POR,0.115
176,Goran Dragic,MIA,0.115
98,Dario Saric,PHI,0.115
434,Ricky Rubio,UTA,0.115
433,Richaun Holmes,PHI,0.115
263,Jonathan Gibson,BOS,0.115
267,Jordan Clarkson,CLE,0.115
390,Nerlens Noel,DAL,0.115
424,Rajon Rondo,NOP,0.115
101,Darren Collison,IND,0.114
477,Thabo Sefolosha,UTA,0.114
245,Joakim Noah,NYK,0.114
304,Khris Middleton,MIL,0.114
324,Lauri Markkanen,CHI,0.114
181,Harrison Barnes,DAL,0.114
1,Aaron Gordon,ORL,0.113
486,Tobias Harris,LAC,0.113
219,James Johnson,MIA,0.112
266,Jordan Bell,GSW,0.111
203,Jabari Parker,MIL,0.111
194,Ivan Rabb,MEM,0.111
37,Bam Adebayo,MIA,0.111
164,Fred VanVleet,TOR,0.111
310,Kyle Anderson,SAS,0.111
467,Steven Adams,OKC,0.109
303,Khem Birch,ORL,0.109
526,Will Barton,DEN,0.109
186,Ike Anigbogu,IND,0.109
373,Mike Conley,MEM,0.109
58,Buddy Hield,SAC,0.109
82,D'Angelo Russell,BKN,0.109
136,Donovan Mitchell,UTA,0.109
60,CJ McCollum,POR,0.109
195,Ivica Zubac,LAL,0.108
150,Elfrid Payton,PHX,0.108
400,Noah Vonleh,CHI,0.108
463,Spencer Dinwiddie,BKN,0.108
227,Jarrett Allen,BKN,0.108
234,Jayson Tatum,BOS,0.108
431,Reggie Jackson,DET,0.108
197,JJ Redick,PHI,0.108
297,Kenneth Faried,DEN,0.108
131,Deyonta Davis,MEM,0.108
512,Tyson Chandler,PHX,0.108
248,Joe Ingles,UTA,0.107
470,T.J. Warren,PHX,0.107
83,D.J. Augustin,ORL,0.107
54,Brice Johnson,MEM,0.106
538,Zaza Pachulia,GSW,0.106
193,Ish Smith,DET,0.106
331,Lucas Nogueira,TOR,0.106
350,Marcus Morris Sr.,BOS,0.106
487,Tomas Satoransky,WAS,0.106
208,Jahlil Okafor,BKN,0.105
418,Paul Millsap,DEN,0.105
236,Jeff Teague,MIN,0.105
92,Daniel Theis,BOS,0.105
313,Kyle Kuzma,LAL,0.104
393,Nicolas Batum,CHA,0.104
347,Marcin Gortat,WAS,0.104
145,Dwyane Wade,MIA,0.104
459,Shelvin Mack,ORL,0.103
73,Chris McCullough,WAS,0.103
93,Danilo Gallinari,LAC,0.103
448,Salah Mejri,DAL,0.103
156,Eric Moreland,DET,0.103
305,Klay Thompson,GSW,0.103
410,Pascal Siakam,TOR,0.102
10,Alec Burks,UTA,0.101
114,DeMarre Carroll,BKN,0.101
200,JaMychal Green,MEM,0.101
428,Raymond Felton,OKC,0.101
238,Jerami Grant,OKC,0.101
457,Shaquille Harrison,PHX,0.101
385,Myles Turner,IND,0.1
374,Mike James,NOP,0.1
496,Trevor Booker,IND,0.1
483,Tim Quarterman,HOU,0.1
21,Andre Ingram,LAL,0.099
298,Kent Bazemore,ATL,0.099
455,Shabazz Napier,POR,0.099
64,Caris LeVert,BKN,0.099
469,T.J. McConnell,PHI,0.099
158,Ersan Ilyasova,PHI,0.099
363,Mason Plumlee,DEN,0.098
161,Frank Kaminsky,CHA,0.098
41,Bismack Biyombo,ORL,0.098
167,Gary Harris,DEN,0.098
327,Lonzo Ball,LAL,0.098
453,Serge Ibaka,TOR,0.098
319,Lance Stephenson,IND,0.097
381,Mirza Teletovic,MIL,0.097
210,Jakob Poeltl,TOR,0.097
51,Brandon Jennings,MIL,0.097
255,John Henson,MIL,0.097
76,Cody Zeller,CHA,0.096
151,Emeka Okafor,NOP,0.096
183,Henry Ellenson,DET,0.096
188,Isaiah Canaan,PHX,0.096
213,Jamal Murray,DEN,0.096
375,Mike Muscala,ATL,0.096
376,Mike Scott,WAS,0.096
50,Brandon Ingram,LAL,0.096
509,Tyler Zeller,MIL,0.096
242,Jerian Grant,CHI,0.095
308,Kris Dunn,CHI,0.095
354,Mario Hezonja,ORL,0.094
338,Malcolm Brogdon,MIL,0.094
490,Tony Parker,SAS,0.094
519,Wade Baldwin IV,POR,0.094
471,Taj Gibson,MIN,0.094
356,Markelle Fultz,PHI,0.094
159,Evan Fournier,ORL,0.093
362,Marvin Williams,CHA,0.093
178,Gorgui Dieng,MIN,0.093
348,Marco Belinelli,PHI,0.093
67,Chandler Parsons,MEM,0.092
106,Davis Bertans,SAS,0.092
90,Damyean Dotson,NYK,0.092
55,Brook Lopez,LAL,0.092
299,Kentavious Caldwell-Pope,LAL,0.092
389,Nene,HOU,0.092
246,Jodie Meeks,WAS,0.092
442,Royce O'Neale,UTA,0.092
287,Justise Winslow,MIA,0.092
536,Zach LaVine,CHI,0.092
68,Channing Frye,LAL,0.092
357,Markieff Morris,WAS,0.092
261,Jonas Jerebko,UTA,0.091
482,Tim Hardaway Jr.,NYK,0.091
47,Bojan Bogdanovic,IND,0.091
120,Denzel Valentine,CHI,0.091
162,Frank Mason III,SAC,0.091
97,Danuel House Jr.,PHX,0.091
454,Shabazz Muhammad,MIL,0.09
513,Tyus Jones,MIN,0.09
435,Robert Covington,PHI,0.09
437,Rodney Hood,CLE,0.09
235,Jeff Green,CLE,0.09
268,Jordan Crawford,NOP,0.09
155,Eric Gordon,HOU,0.09
473,Taurean Prince,ATL,0.09
8,Al-Farouq Aminu,POR,0.09
478,Thaddeus Young,IND,0.09
391,Nick Collison,OKC,0.09
360,Marreese Speights,ORL,0.089
228,Jarrett Jack,NYK,0.089
85,Dakari Johnson,OKC,0.089
247,Joe Harris,BKN,0.089
9,Alan Williams,PHX,0.089
232,Jaylen Brown,BOS,0.089
18,Amir Johnson,PHI,0.088
489,Tony Bradley,UTA,0.088
427,Raul Neto,UTA,0.088
172,Gerald Green,HOU,0.088
63,Cameron Payne,CHI,0.088
272,Josh Hart,LAL,0.088
422,Quinn Cook,GSW,0.087
199,JaKarr Sampson,SAC,0.087
506,Tyler Johnson,MIA,0.087
283,Justin Anderson,PHI,0.087
119,Dennis Smith Jr.,DAL,0.087
436,Robin Lopez,CHI,0.087
192,Isaiah Whitehead,BKN,0.087
33,Aron Baynes,BOS,0.087
46,Bogdan Bogdanović,SAC,0.087
451,Sean Kilpatrick,CHI,0.086
30,Anthony Tolliver,DET,0.086
65,Carmelo Anthony,OKC,0.086
321,Langston Galloway,DET,0.086
170,Georges Niang,UTA,0.086
277,Josh Richardson,MIA,0.086
89,Damion Lee,ATL,0.086
334,Luke Kennard,DET,0.086
484,Timofey Mozgov,BKN,0.085
481,Tim Frazier,WAS,0.085
129,Devin Robinson,WAS,0.085
521,Wayne Ellington,MIA,0.085
500,Tristan Thompson,CLE,0.085
275,Josh Magette,ATL,0.085
344,Manu Ginobili,SAS,0.085
80,Courtney Lee,NYK,0.085
456,Shane Larkin,BOS,0.084
237,Jeff Withey,DAL,0.084
461,Skal Labissiere,SAC,0.084
142,Dwight Buycks,DET,0.084
206,Jacob Wiley,BKN,0.084
429,Reggie Bullock Jr.,DET,0.084
17,Allen Crabbe,BKN,0.084
312,Kyle Korver,CLE,0.083
361,Marshall Plumlee,MIL,0.083
24,Andrew Harrison,MEM,0.083
335,Luke Kornet,NYK,0.083
503,Tyler Cavanaugh,ATL,0.082
81,Cristiano Felicio,CHI,0.082
388,Nemanja Bjelica,MIN,0.082
124,Derrick Walton Jr.,MIA,0.082
534,Yogi Ferrell,DAL,0.082
23,Andrew Bogut,LAL,0.081
20,Andre Iguodala,GSW,0.081
505,Tyler Ennis,LAL,0.081
339,Malcolm Delaney,ATL,0.081
259,Johnny O'Bryant III,CHA,0.08
368,Maxi Kleber,DAL,0.08
269,Jordan Mickey,MIA,0.08
180,Guerschon Yabusele,BOS,0.08
152,Emmanuel Mudiay,NYK,0.08
378,Milos Teodosic,LAC,0.079
169,George Hill,CLE,0.079
425,Ramon Sessions,WAS,0.079
449,Sam Dekker,LAC,0.079
212,Jamal Crawford,MIN,0.079
502,Troy Williams,NYK,0.079
294,Kelly Oubre Jr.,WAS,0.079
302,Kevon Looney,GSW,0.079
79,Cory Joseph,IND,0.078
495,Trevor Ariza,HOU,0.077
351,Marcus Paige,CHA,0.077
233,Jaylen Morris,ATL,0.077
61,CJ Miles,TOR,0.077
265,Jonathon Simmons,ORL,0.077
446,Ryan Anderson,HOU,0.077
191,Isaiah Thomas,LAL,0.077
202,Jabari Bird,BOS,0.076
412,Patrick Beverley,LAC,0.076
26,Andrew Wiggins,MIN,0.076
133,Dion Waiters,MIA,0.076
128,Devin Harris,DEN,0.076
328,Lorenzo Brown,TOR,0.076
352,Marcus Smart,BOS,0.075
103,David Nwaba,CHI,0.075
479,Thomas Bryant,LAL,0.075
458,Shaun Livingston,GSW,0.075
358,Marquese Chriss,PHX,0.075
415,Patty Mills,SAS,0.075
108,De'Aaron Fox,SAC,0.074
414,Patrick Patterson,OKC,0.074
372,Michael Kidd-Gilchrist,CHA,0.074
146,E'Twaun Moore,NOP,0.073
472,Tarik Black,HOU,0.073
35,Austin Rivers,LAC,0.073
217,James Ennis III,DET,0.073
508,Tyler Ulis,PHX,0.073
517,Vince Carter,SAC,0.073
94,Danny Green,SAS,0.073
522,Wayne Selden,MEM,0.072
353,Mario Chalmers,MEM,0.072
274,Josh Jackson,PHX,0.072
149,Ekpe Udoh,UTA,0.072
396,Nik Stauskas,BKN,0.072
367,Maurice Harkless,POR,0.072
530,Wilson Chandler,DEN,0.072
175,Glenn Robinson III,IND,0.071
160,Evan Turner,POR,0.071
264,Jonathan Isaac,ORL,0.071
377,Miles Plumlee,ATL,0.071
241,Jeremy Lin,BKN,0.071
525,Wesley Matthews,DAL,0.071
171,Georgios Papagiannis,POR,0.071
251,Joel Bolomboy,MIL,0.071
11,Alec Peters,PHX,0.071
249,Joe Johnson,HOU,0.07
260,Jon Leuer,DET,0.07
371,Michael Carter-Williams,CHA,0.07
250,Joe Young,IND,0.07
504,Tyler Dorsey,ATL,0.07
138,Doug McDermott,DAL,0.069
284,Justin Holiday,CHI,0.069
190,Isaiah Taylor,ATL,0.069
123,Derrick Rose,MIN,0.068
333,Luke Babbitt,MIA,0.068
330,Luc Mbah a Moute,HOU,0.067
66,Cedi Osman,CLE,0.067
270,Jose Calderon,CLE,0.067
223,Jamil Wilson,LAC,0.067
438,Rodney McGruder,MIA,0.066
311,Kyle Collinsworth,DAL,0.066
226,Jarell Martin,MEM,0.066
95,Dante Cunningham,BKN,0.065
215,Jameer Nelson,DET,0.065
166,Garrett Temple,SAC,0.065
22,Andre Roberson,OKC,0.065
84,D.J. Wilson,MIL,0.065
285,Justin Jackson,SAC,0.064
31,Antonio Blakeney,CHI,0.064
111,DeAndre' Bembry,ATL,0.063
342,Malik Monk,CHA,0.063
466,Sterling Brown,MIL,0.063
426,Rashad Vaughn,ORL,0.063
132,Dillon Brooks,MEM,0.063
184,Ian Clark,NOP,0.062
216,Jamel Artis,ORL,0.062
224,Jared Dudley,PHX,0.062
13,Alex Caruso,LAL,0.062
280,Juancho Hernangomez,DEN,0.061
475,Terrence Ross,ORL,0.061
185,Ian Mahinmi,WAS,0.061
207,Jae Crowder,UTA,0.061
366,Matthew Dellavedova,MIL,0.061
392,Nick Young,GSW,0.061
395,Nigel Hayes-Davis,SAC,0.061
468,T.J. Leaf,IND,0.061
282,Julyan Stone,CHA,0.06
511,Tyrone Wallace,LAC,0.06
36,Avery Bradley,LAC,0.06
341,Malik Beasley,DEN,0.06
78,Corey Brewer,OKC,0.059
408,P.J. Tucker,HOU,0.059
