,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
9,10.0,Minnesota Timberwolves*,27.9,49.0,33.0,49,33,3.35,-0.28,3.07,116.8,113.5,3.3,100.5,0.285,0.42,0.592,,0.559,12.9,25.7,0.215,,0.529,13.0,73.7,0.22,,Target Center,713487,17402
10,11.0,Toronto Raptors*,24.8,46.0,36.0,48,34,2.83,-0.08,2.75,115.9,113.0,2.9,98.4,0.265,0.363,0.581,,0.546,12.2,25.5,0.204,,0.54,14.3,74.0,0.222,,Scotiabank Arena,772141,18833
11,12.0,Atlanta Hawks*,25.2,46.0,36.0,47,35,2.41,-0.03,2.38,116.1,113.7,2.4,101.7,0.234,0.429,0.584,,0.554,12.3,24.4,0.181,,0.546,13.9,74.5,0.206,,State Farm Arena,670581,16356
12,13.0,Miami Heat*,26.2,43.0,39.0,47,35,2.33,0.02,2.35,116.7,114.5,2.2,103.4,0.268,0.406,0.58,,0.542,11.6,25.4,0.212,,0.54,12.8,74.9,0.193,,Kaseya Center,808063,19709
13,14.0,Los Angeles Lakers*,28.0,53.0,29.0,45,37,1.76,-0.07,1.68,118.2,116.4,1.8,98.3,0.32,0.394,0.609,,0.573,13.2,23.9,0.244,,0.555,13.0,74.3,0.191,,Crypto.com Arena,773047,18855
14,15.0,Phoenix Suns*,26.8,45.0,37.0,45,37,1.46,0.28,1.75,115.4,113.9,1.5,97.2,0.225,0.453,0.568,,0.537,12.8,28.9,0.176,,0.541,14.5,71.9,0.217,,Mortgage Matchup Center,682840,16655
15,16.0,Los Angeles Clippers*,30.0,42.0,40.0,44,38,1.13,-0.17,0.96,117.3,116.1,1.2,96.5,0.295,0.404,0.602,,0.559,13.2,23.7,0.243,,0.545,12.9,72.9,0.197,,Intuit Dome,722504,17622
16,17.0,Orlando Magic*,24.7,45.0,37.0,43,39,0.63,0.17,0.81,114.9,114.3,0.6,100.0,0.311,0.386,0.576,,0.531,12.4,25.0,0.249,,0.545,13.1,75.6,0.223,,Kia Center,768906,18462
17,18.0,Philadelphia 76ers*,25.5,45.0,37.0,41,41,-0.18,-0.09,-0.27,115.4,115.5,-0.1,99.4,0.275,0.391,0.572,,0.53,11.9,26.2,0.222,,0.541,13.3,72.5,0.212,,Xfinity Mobile Arena,778871,18997
18,19.0,Portland Trail Blazers*,25.2,42.0,40.0,40,42,-0.29,0.01,-0.29,114.4,114.7,-0.3,100.5,0.28,0.469,0.57,,0.534,14.6,31.3,0.214,,0.541,13.5,72.7,0.215,,Moda Center,682863,16655
19,20.0,Golden State Warriors*,28.6,37.0,45.0,40,42,-0.56,0.22,-0.34,115.0,115.6,-0.6,99.0,0.238,0.497,0.584,,0.549,13.8,25.8,0.192,,0.553,14.0,72.9,0.198,,Chase Center,740624,18064
20,21.0,New Orleans Pelicans,24.1,26.0,56.0,30,52,-4.5,0.24,-4.26,114.4,118.9,-4.5,100.3,0.284,0.355,0.568,,0.527,12.2,27.0,0.222,,0.555,12.4,71.4,0.199,,Smoothie King Center,675507,16476
21,22.0,Chicago Bulls,25.3,31.0,51.0,29,53,-5.21,0.12,-5.09,113.0,118.1,-5.1,102.5,0.246,0.443,0.58,,0.547,13.3,23.1,0.191,,0.553,11.1,75.5,0.19,,United Center,829997,20244
22,23.0,Dallas Mavericks,26.2,26.0,56.0,28,54,-5.51,0.18,-5.33,111.2,116.5,-5.3,101.7,0.287,0.355,0.564,,0.527,12.6,23.2,0.217,,0.546,11.4,74.1,0.183,,American Airlines Center,790821,19288
23,24.0,Memphis Grizzlies,24.6,25.0,57.0,27,55,-6.01,0.18,-5.83,112.9,118.8,-5.9,101.3,0.251,0.436,0.57,,0.533,13.0,24.7,0.199,,0.562,13.3,70.9,0.203,,FedExForum,632000,15339
24,25.0,Milwaukee Bucks,27.1,32.0,50.0,26,56,-6.21,0.09,-6.12,112.9,119.3,-6.4,97.6,0.223,0.457,0.589,,0.565,13.9,21.1,0.163,,0.558,11.7,74.1,0.215,,Fiserv Forum,682644,16650
25,26.0,Indiana Pacers,26.1,19.0,63.0,23,59,-7.99,0.35,-7.64,110.9,118.8,-7.9,101.0,0.252,0.422,0.568,,0.533,12.8,21.7,0.196,,0.556,11.7,74.1,0.218,,Gainbridge Fieldhouse,682287,16641
26,27.0,Utah Jazz,24.1,22.0,60.0,23,59,-8.43,0.38,-8.05,114.1,122.3,-8.2,102.3,0.277,0.402,0.575,,0.536,13.2,26.2,0.218,,0.578,12.4,72.9,0.227,,Delta Center,727440,17742
27,28.0,Sacramento Kings,28.3,22.0,60.0,19,63,-10.0,0.42,-9.58,111.4,121.5,-10.1,99.2,0.256,0.339,0.56,,0.525,12.6,25.9,0.198,,0.572,12.3,73.5,0.216,,Golden 1 Center,661735,16140
28,29.0,Brooklyn Nets,23.5,20.0,62.0,18,64,-9.99,0.29,-9.7,108.7,119.0,-10.3,97.1,0.272,0.455,0.559,,0.52,14.3,23.6,0.212,,0.571,13.2,74.0,0.225,,Barclays Center,713896,17412
29,30.0,Washington Wizards,23.5,17.0,65.0,16,66,-11.98,0.36,-11.62,111.0,122.7,-11.7,101.4,0.235,0.403,0.566,,0.535,13.6,24.1,0.18,,0.563,11.7,70.2,0.232,,Capital One Arena,660376,16107
30,,League Average,26.2,,,41,41,0.0,0.0,0.0,115.8,115.8,,99.4,0.264,0.415,0.581,,0.546,12.7,26.0,0.206,,0.546,12.7,74.0,0.206,,,739339,18038
