,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
0,1.0,Tyrese Maxey,25.0,PHI,PG,46.0,46.0,1796.0,22.8,0.598,0.402,0.268,0.8,11.2,5.9,30.1,2.4,2.0,9.1,29.1,4.7,2.0,6.7,0.179,5.5,0.7,6.2,3.6,
1,2.0,Amen Thompson,23.0,HOU,PG,47.0,47.0,1759.0,18.3,0.569,0.127,0.346,8.5,14.2,11.3,20.9,1.9,1.5,13.1,20.4,3.5,2.2,5.8,0.158,1.4,0.9,2.3,1.9,
2,3.0,Scottie Barnes,24.0,TOR,PF,50.0,50.0,1724.0,19.3,0.574,0.209,0.274,7.0,20.2,13.5,24.6,1.8,4.5,13.8,24.1,2.1,2.8,4.9,0.136,1.7,2.1,3.7,2.5,
3,4.0,Mikal Bridges,29.0,NYK,SF,49.0,49.0,1691.0,16.6,0.599,0.444,0.087,3.3,10.1,6.7,17.0,2.2,2.4,7.3,17.3,3.6,1.9,5.5,0.156,2.2,1.3,3.5,2.4,
4,5.0,DeMar DeRozan,36.0,SAC,PF,51.0,51.0,1686.0,18.0,0.602,0.157,0.412,1.6,9.4,5.4,18.5,1.8,0.6,6.9,22.2,3.8,0.4,4.2,0.12,0.9,-0.6,0.3,0.9,
5,6.0,Toumani Camara,25.0,POR,PF,50.0,50.0,1683.0,10.3,0.564,0.664,0.165,5.4,11.3,8.3,11.0,1.4,1.2,14.6,16.1,0.9,1.2,2.0,0.058,-1.5,-0.5,-2.0,0.0,
6,7.0,Trey Murphy III,25.0,NOP,SF,47.0,47.0,1683.0,18.3,0.606,0.515,0.241,3.2,15.0,8.9,15.5,2.1,0.9,9.2,22.7,3.2,0.9,4.1,0.118,2.7,-0.9,1.8,1.6,
7,8.0,Brandon Ingram,28.0,TOR,SF,49.0,49.0,1672.0,16.4,0.566,0.287,0.267,2.7,16.7,9.6,17.1,1.2,2.2,11.7,27.3,0.7,2.0,2.7,0.078,0.8,-0.5,0.4,1.0,
8,9.0,Dyson Daniels,22.0,ATL,SG,49.0,49.0,1667.0,14.3,0.521,0.139,0.165,7.1,14.2,10.6,24.9,2.6,1.2,15.3,16.2,1.3,1.9,3.2,0.092,-1.4,1.2,-0.1,0.8,
9,10.0,Julius Randle,31.0,MIN,PF,50.0,50.0,1664.0,20.3,0.601,0.299,0.399,5.4,17.1,11.3,24.7,1.7,0.6,12.3,26.7,3.8,2.2,6.0,0.173,2.6,0.3,2.9,2.1,
10,11.0,Kevin Durant,37.0,HOU,SF,45.0,45.0,1657.0,20.7,0.63,0.318,0.334,1.5,14.8,8.1,19.7,1.0,2.3,12.7,26.9,4.5,1.8,6.3,0.183,4.1,0.1,4.2,2.6,
11,12.0,Desmond Bane,27.0,ORL,SG,48.0,48.0,1642.0,15.4,0.575,0.331,0.236,4.2,10.0,7.1,19.5,1.2,1.3,11.3,23.4,2.0,1.2,3.2,0.095,0.6,-0.8,-0.2,0.8,
12,13.0,Jalen Johnson,24.0,ATL,SF,46.0,46.0,1636.0,21.1,0.59,0.271,0.322,4.8,27.6,16.1,34.1,1.7,1.2,15.2,27.2,2.5,2.2,4.6,0.136,3.0,1.1,4.1,2.5,
13,14.0,Nickeil Alexander-Walker,27.0,ATL,SG,49.0,42.0,1617.0,15.2,0.585,0.523,0.25,1.9,9.7,5.7,15.2,1.6,1.7,10.5,24.6,1.2,1.3,2.5,0.073,0.7,-1.1,-0.4,0.6,
14,15.0,Keyonte George,22.0,UTA,PG,47.0,47.0,1615.0,18.7,0.614,0.409,0.435,1.5,11.2,6.3,30.0,1.5,0.8,14.5,27.7,3.0,-0.1,3.0,0.088,2.9,-2.3,0.6,1.1,
15,16.0,Shai Gilgeous-Alexander,27.0,OKC,PG,48.0,48.0,1605.0,31.9,0.675,0.234,0.476,1.7,12.2,7.2,33.4,1.9,2.3,8.1,33.5,8.6,2.9,11.4,0.342,9.3,2.7,12.0,5.6,
16,17.0,Jabari Smith Jr.,22.0,HOU,PF,46.0,46.0,1605.0,13.0,0.547,0.497,0.206,4.9,17.0,11.0,7.4,1.2,2.5,8.8,18.0,1.8,2.0,3.8,0.114,-0.8,0.0,-0.9,0.5,
17,18.0,Derrick White,31.0,BOS,SG,47.0,47.0,1600.0,16.6,0.523,0.575,0.18,3.4,11.5,7.5,22.4,1.9,4.2,10.2,23.2,2.0,2.0,4.0,0.119,2.3,0.6,2.9,2.0,
18,19.0,Pascal Siakam,31.0,IND,PF,47.0,47.0,1596.0,18.9,0.564,0.263,0.327,4.9,17.3,10.8,20.7,1.6,1.2,9.4,28.9,1.4,1.4,2.9,0.086,2.3,-0.6,1.7,1.5,
19,20.0,Jamal Murray,28.0,DEN,PG,45.0,45.0,1596.0,22.6,0.617,0.395,0.256,1.4,11.9,7.0,33.5,1.4,0.9,10.2,28.5,4.7,0.9,5.7,0.171,5.7,-1.6,4.1,2.5,
20,21.0,Donovan Mitchell,29.0,CLE,SG,47.0,47.0,1592.0,22.8,0.616,0.47,0.286,2.6,12.3,7.4,28.4,2.1,0.6,11.8,32.4,3.8,1.6,5.4,0.163,5.5,-0.3,5.2,2.9,
21,22.0,Miles Bridges,27.0,CHO,PF,49.0,49.0,1590.0,16.3,0.567,0.449,0.249,3.6,17.5,10.7,16.7,0.8,1.5,8.1,23.0,2.7,1.3,4.0,0.121,1.5,-0.6,0.9,1.2,
22,23.0,Donte DiVincenzo,29.0,MIN,SG,50.0,50.0,1575.0,13.7,0.576,0.756,0.139,3.7,11.9,7.9,17.9,2.1,1.4,11.6,17.3,2.0,2.1,4.0,0.123,0.6,1.0,1.6,1.5,
23,24.0,VJ Edgecombe,20.0,PHI,SG,44.0,44.0,1568.0,13.0,0.537,0.435,0.183,5.0,11.6,8.2,16.8,2.1,1.3,11.4,18.9,1.1,1.5,2.6,0.08,-0.9,0.2,-0.8,0.5,
24,25.0,Kon Knueppel,20.0,CHO,SF,49.0,48.0,1566.0,17.2,0.642,0.577,0.202,4.2,14.6,9.6,17.4,1.1,0.6,12.7,22.1,3.4,1.1,4.5,0.139,3.1,-0.7,2.4,1.7,
25,26.0,Payton Pritchard,28.0,BOS,PG,48.0,48.0,1564.0,17.4,0.572,0.52,0.139,3.1,11.4,7.3,23.3,1.2,0.3,6.9,20.8,4.0,1.2,5.3,0.161,2.6,-0.7,1.9,1.6,
26,27.0,Immanuel Quickley,26.0,TOR,PG,48.0,48.0,1561.0,16.3,0.572,0.52,0.241,2.0,13.5,7.7,27.0,1.9,0.3,10.3,21.5,2.4,1.8,4.2,0.13,1.6,0.4,2.0,1.6,
27,28.0,James Harden,36.0,LAC,PG,44.0,44.0,1559.0,21.9,0.598,0.505,0.485,2.1,13.4,7.9,37.6,1.8,1.0,14.8,31.2,3.8,1.2,5.0,0.153,4.8,-1.1,3.7,2.2,
28,29.0,Jaylen Brown,29.0,BOS,SF,45.0,45.0,1543.0,22.8,0.576,0.266,0.32,4.0,18.3,11.2,24.5,1.5,1.2,12.4,36.7,2.5,1.9,4.3,0.134,3.9,-0.7,3.2,2.0,
29,30.0,Jaden McDaniels,25.0,MIN,PF,48.0,48.0,1540.0,14.0,0.616,0.311,0.226,3.9,11.0,7.5,12.5,1.5,2.6,12.9,18.2,1.9,1.9,3.8,0.119,-0.7,0.5,-0.1,0.7,
30,31.0,Cooper Flagg,19.0,DAL,SF,45.0,45.0,1532.0,17.0,0.559,0.225,0.284,3.7,16.4,10.2,18.8,1.7,1.8,11.1,24.5,1.0,2.0,3.0,0.095,0.3,0.9,1.1,1.2,
31,32.0,Deni Avdija,25.0,POR,SF,44.0,44.0,1523.0,20.8,0.61,0.382,0.57,3.4,19.2,11.2,31.4,1.1,1.6,15.8,29.0,3.4,1.4,4.8,0.152,4.2,0.3,4.5,2.5,
32,33.0,Jalen Brunson,29.0,NYK,PG,44.0,44.0,1514.0,21.0,0.59,0.375,0.279,1.6,8.8,5.1,29.2,0.9,0.3,8.9,30.9,4.4,1.0,5.4,0.17,4.6,-1.6,3.0,1.9,
33,34.0,Rudy Gobert,33.0,MIN,C,48.0,48.0,1508.0,17.5,0.675,0.007,0.631,13.5,25.7,19.7,7.3,1.1,4.7,13.9,12.5,3.2,2.6,5.8,0.184,0.0,1.0,1.0,1.1,
34,35.0,Onyeka Okongwu,25.0,ATL,C,47.0,36.0,1503.0,15.9,0.59,0.433,0.217,6.4,20.5,13.4,14.8,1.7,2.7,12.6,20.6,1.4,1.9,3.3,0.104,-0.4,0.3,-0.1,0.7,
35,36.0,Anthony Black,22.0,ORL,PG,48.0,28.0,1496.0,14.3,0.566,0.383,0.306,2.6,12.1,7.2,19.4,2.1,2.0,13.9,22.0,0.7,1.6,2.3,0.074,-0.6,0.4,-0.2,0.7,
36,37.0,Ryan Rollins,23.0,MIL,PG,47.0,42.0,1492.0,16.4,0.57,0.421,0.154,3.2,12.8,8.1,26.6,2.4,1.3,13.3,23.3,1.3,1.4,2.7,0.087,0.7,0.0,0.7,1.0,
37,38.0,Nikola Vučević,35.0,CHI,C,48.0,48.0,1480.0,18.3,0.585,0.33,0.112,7.4,23.4,15.6,18.5,1.0,1.8,9.1,21.7,2.3,1.4,3.7,0.121,1.9,-0.2,1.7,1.4,
38,39.0,Cade Cunningham,24.0,DET,PG,42.0,42.0,1476.0,21.9,0.565,0.302,0.362,3.1,14.3,8.8,43.5,2.1,2.5,14.3,30.5,3.1,2.5,5.6,0.181,4.6,1.4,6.0,3.0,
39,40.0,Royce O'Neale,32.0,PHO,SF,50.0,45.0,1471.0,11.3,0.594,0.816,0.062,2.4,16.1,9.1,13.7,2.0,1.0,15.0,14.5,1.1,1.9,2.9,0.095,-0.5,1.0,0.6,1.0,
40,41.0,Andrew Wiggins,30.0,MIA,SF,47.0,47.0,1466.0,14.3,0.565,0.371,0.176,5.7,10.3,8.0,12.8,1.8,2.8,11.3,20.2,0.9,1.8,2.7,0.09,0.0,0.5,0.5,0.9,
