,PLAYER_NAME,TEAM_ABBREVIATION,PIE
395,Malik Newman,CLE,0.519
8,Ahmad Caver,IND,0.4
513,Sekou Doumbouya,LAL,0.376
449,Nikola Jokić,DEN,0.23
295,Joel Embiid,PHI,0.212
206,Giannis Antetokounmpo,MIL,0.21
383,Luka Dončić,DAL,0.191
243,Jaden Springer,PHI,0.184
292,Joe Johnson,BOS,0.182
374,LeBron James,LAL,0.18
346,Kevin Durant,BKN,0.18
262,Jared Harper,NOP,0.179
499,Rudy Gobert,UTA,0.177
288,Jimmy Butler III,MIA,0.164
237,Ja Morant,MEM,0.163
138,Dejounte Murray,SAS,0.163
102,D.J. Wilson,TOR,0.162
34,Bam Adebayo,MIA,0.161
159,Domantas Sabonis,SAC,0.161
553,Trae Young,ATL,0.161
265,Jarrett Allen,CLE,0.16
279,Jayson Tatum,BOS,0.159
23,Anthony Davis,LAL,0.159
332,Karl-Anthony Towns,MIN,0.159
526,Stephen Curry,GSW,0.155
258,James Harden,PHI,0.153
299,Jonas Valančiūnas,NOP,0.153
154,Devontae Cacok,SAS,0.153
240,JaVale McGee,PHX,0.152
349,Kevin Love,CLE,0.152
428,Montrezl Harrell,CHA,0.15
360,Kristaps Porziņģis,WAS,0.15
87,Chris Paul,PHX,0.15
469,Paul George,LAC,0.148
133,DeMar DeRozan,CHI,0.148
136,Deandre Ayton,PHX,0.148
587,Wendell Carter Jr.,ORL,0.144
89,Christian Wood,HOU,0.142
327,Jusuf Nurkić,POR,0.142
186,Frank Kaminsky,PHX,0.141
47,Brandon Clarke,MEM,0.141
490,Robert Williams III,BOS,0.14
19,Andre Drummond,BKN,0.14
49,Brandon Ingram,NOP,0.139
464,Pascal Siakam,TOR,0.139
180,Eugene Omoruyi,DAL,0.138
56,Bruno Fernando,HOU,0.138
150,Devin Booker,PHX,0.137
160,Donovan Mitchell,UTA,0.135
365,Kyrie Irving,BKN,0.135
274,Jaylen Brown,BOS,0.135
400,Markelle Fultz,ORL,0.134
118,Darius Garland,CLE,0.134
517,Shai Gilgeous-Alexander,OKC,0.134
91,Clint Capela,ATL,0.133
450,Nikola Vučević,CHI,0.132
367,LaMelo Ball,CHA,0.132
225,Isaiah Hartenstein,LAC,0.132
217,Hassan Whiteside,UTA,0.132
593,Willy Hernangomez,NOP,0.131
421,Mike Muscala,OKC,0.131
38,Boban Marjanovic,DAL,0.131
582,Victor Oladipo,MIA,0.13
454,Obi Toppin,NYK,0.129
600,Zach LaVine,CHI,0.129
146,Derrick Rose,NYK,0.129
571,Tyler Herro,MIA,0.129
390,Malcolm Brogdon,IND,0.129
79,Charles Bassey,PHI,0.128
320,Julius Randle,NYK,0.128
366,LaMarcus Aldridge,BKN,0.128
456,Omer Yurtseven,MIA,0.127
577,Tyus Jones,MEM,0.126
406,Mason Jones,LAL,0.126
108,Damian Lillard,POR,0.126
317,Jrue Holiday,MIL,0.126
429,Moritz Wagner,ORL,0.124
235,Ivica Zubac,LAC,0.123
45,Bradley Beal,WAS,0.123
9,Al Horford,BOS,0.123
452,Norvel Pelle,UTA,0.122
250,Jalen Brunson,DAL,0.122
574,Tyrese Haliburton,IND,0.122
111,Daniel Gafford,WAS,0.122
354,Khris Middleton,MIL,0.122
275,Jaylen Hoard,OKC,0.121
439,Nathan Knight,MIN,0.121
459,Otto Porter Jr.,GSW,0.12
422,Miles Bridges,CHA,0.12
130,DeAndre Jordan,PHI,0.12
249,Jakob Poeltl,SAS,0.119
165,Drew Eubanks,POR,0.119
296,John Collins,ATL,0.119
254,Jalen Smith,IND,0.119
60,CJ McCollum,NOP,0.119
164,Draymond Green,GSW,0.119
363,Kyle Kuzma,WAS,0.118
210,Gorgui Dieng,ATL,0.118
189,Fred VanVleet,TOR,0.118
578,Udoka Azubuike,UTA,0.118
241,Jabari Parker,BOS,0.117
39,Bobby Portis,MIL,0.117
430,Moses Brown,CLE,0.117
312,Josh Hart,POR,0.117
134,DeMarcus Cousins,DEN,0.117
149,Desmond Bane,MEM,0.116
182,Evan Mobley,CLE,0.116
486,Richaun Holmes,SAC,0.116
548,Tobias Harris,PHI,0.115
564,Trey Lyles,SAC,0.115
358,Klay Thompson,GSW,0.114
444,Nic Claxton,BKN,0.114
200,Gary Payton II,GSW,0.114
100,D'Angelo Russell,MIN,0.114
538,Terry Rozier,CHA,0.114
426,Mo Bamba,ORL,0.114
310,Josh Giddey,OKC,0.114
424,Mitchell Robinson,NYK,0.114
156,Dewayne Dedmon,MIA,0.113
42,Bol Bol,ORL,0.113
501,Russell Westbrook,LAL,0.113
420,Mike Conley,UTA,0.113
283,Jerami Grant,DET,0.112
168,Dwight Howard,LAL,0.112
364,Kyle Lowry,MIA,0.112
487,Ricky Rubio,IND,0.111
84,Chris Boucher,TOR,0.111
306,Jordan Poole,GSW,0.111
24,Anthony Edwards,MIN,0.111
126,Day'Ron Sharpe,BKN,0.111
435,Myles Turner,IND,0.111
271,Jaxson Hayes,NOP,0.11
442,Nemanja Bjelica,GSW,0.11
214,Greg Monroe,MIN,0.11
222,Immanuel Quickley,NYK,0.11
107,Damian Jones,SAC,0.11
127,De'Aaron Fox,SAC,0.11
457,Onyeka Okongwu,ATL,0.109
510,Scottie Barnes,TOR,0.109
540,Thaddeus Young,TOR,0.109
50,Brandon Knight,DAL,0.109
560,Trevelin Queen,HOU,0.108
277,Jaylen Nowell,MIN,0.108
405,Marvin Bagley III,DET,0.108
528,Steven Adams,MEM,0.108
215,Hamidou Diallo,DET,0.107
599,Zach Collins,SAS,0.107
473,Payton Pritchard,BOS,0.107
524,Spencer Dinwiddie,DAL,0.107
69,Cameron Payne,PHX,0.107
308,Jose Alvarado,NOP,0.107
544,Thomas Bryant,WAS,0.106
95,Cole Anthony,ORL,0.106
432,Moses Wright,DAL,0.106
66,Cameron Johnson,PHX,0.105
361,Kyle Anderson,MEM,0.105
555,Tre Jones,SAS,0.105
176,Enes Freedom,BOS,0.105
575,Tyrese Maxey,PHI,0.105
216,Harrison Barnes,SAC,0.105
471,Paul Reed,PHI,0.105
338,Kelly Olynyk,DET,0.105
68,Cameron Oliver,ATL,0.104
506,Sam Hauser,BOS,0.104
530,T.J. McConnell,IND,0.104
83,Chimezie Metu,SAC,0.104
20,Andre Iguodala,GSW,0.103
94,Cody Zeller,POR,0.103
440,Naz Reid,MIN,0.103
393,Malik Fitts,BOS,0.103
129,De'Anthony Melton,MEM,0.103
264,Jarred Vanderbilt,MIN,0.103
41,Bojan Bogdanovic,UTA,0.102
105,Dakota Mathias,MEM,0.102
169,Dwight Powell,DAL,0.102
336,Keldon Johnson,SAS,0.102
352,Kevon Looney,GSW,0.102
36,Bismack Biyombo,PHX,0.102
209,Gordon Hayward,CHA,0.102
297,John Konchar,MEM,0.102
188,Franz Wagner,ORL,0.102
22,Anfernee Simons,POR,0.102
341,Kenrich Williams,OKC,0.101
148,Derrick White,BOS,0.101
229,Isaiah Roby,OKC,0.101
62,Cade Cunningham,DET,0.1
503,Saben Lee,DET,0.1
504,Saddiq Bey,DET,0.1
594,Xavier Moon,LAC,0.1
500,Rui Hachimura,WAS,0.099
122,David Nwaba,HOU,0.099
10,Alec Burks,NYK,0.099
114,Danilo Gallinari,ATL,0.099
17,Alperen Sengun,HOU,0.099
479,RJ Barrett,NYK,0.099
40,Bogdan Bogdanović,ATL,0.098
427,Monte Morris,DEN,0.098
257,James Ennis III,DEN,0.098
70,Caris LeVert,CLE,0.098
300,Jonathan Kuminga,GSW,0.098
340,Kemba Walker,NYK,0.098
141,Dennis Schröder,HOU,0.098
561,Trevon Scott,CLE,0.098
372,Larry Nance Jr.,NOP,0.098
139,Delon Wright,ATL,0.097
21,Andrew Wiggins,GSW,0.097
379,Lonzo Ball,CHI,0.097
497,Ruben Nembhard Jr.,CLE,0.097
289,Jock Landale,SAS,0.097
558,Trendon Watford,POR,0.097
302,Jordan Clarkson,UTA,0.097
373,Lauri Markkanen,CLE,0.097
539,Terry Taylor,IND,0.097
369,Lance Stephenson,IND,0.096
252,Jalen Johnson,ATL,0.096
351,Kevin Porter Jr.,HOU,0.096
550,Tony Bradley,CHI,0.096
0,Aaron Gordon,DEN,0.096
144,Derrick Favors,OKC,0.096
263,Jaren Jackson Jr.,MEM,0.096
