,Player,Team,G,Par,Stocks,eFG%,MP,PER,TS%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
42,Al Harrington,Atlanta Hawks,66.0,27.7,1.5,0.468,2550.0,14.4,0.508,1.6,-2.2,-0.1,0.1585,82.0,0,0.8049,2005
43,Cuttino Mobley,Sacramento Kings,66.0,23.5,1.6,0.518,2388.0,15.0,0.555,4.4,-0.1,1.1,0.6098,82.0,0,0.8049,2005
44,Desmond Mason,Milwaukee Bucks,80.0,23.8,1.0,0.443,2893.0,14.8,0.526,4.3,-1.6,0.3,0.3659,82.0,0,0.9756,2005
45,Joe Johnson,Phoenix Suns,82.0,25.7,1.3,0.536,3240.0,15.1,0.556,7.6,0.9,2.4,0.7561,82.0,0,1.0,2005
46,Zydrunas Ilgauskas,Cleveland Cavaliers,78.0,26.8,2.8,0.469,2615.0,19.5,0.55,8.1,-0.2,1.2,0.5122,82.0,0,0.9512,2005
48,Chris Bosh,Toronto Raptors,81.0,27.6,2.3,0.472,3017.0,17.5,0.547,6.8,-0.2,1.4,0.4024,82.0,0,0.9878,2005
49,Tony Parker,San Antonio Spurs,80.0,26.4,1.3,0.501,2735.0,18.0,0.528,8.1,2.0,2.8,0.7195,82.0,0,0.9756,2005
50,Chauncey Billups,Detroit Pistons,80.0,25.7,1.1,0.533,2866.0,19.0,0.609,12.1,4.2,4.5,0.6585,82.0,0,0.9756,2005
51,Bobby Simmons,Los Angeles Clippers,75.0,25.0,1.6,0.491,2799.0,16.1,0.54,6.8,0.7,1.9,0.4512,82.0,0,0.9146,2005
53,Ricky Davis,Boston Celtics,82.0,22.0,1.4,0.491,2696.0,15.0,0.547,4.2,-0.8,0.8,0.5488,82.0,0,1.0,2005
54,Manu Ginóbili,San Antonio Spurs,74.0,24.3,2.0,0.533,2193.0,22.3,0.609,11.0,6.9,4.9,0.7195,82.0,0,0.9024,2005
55,Damon Stoudamire,Portland Trail Blazers,81.0,25.3,1.1,0.47,2762.0,16.6,0.51,5.7,1.0,2.1,0.3293,82.0,0,0.9878,2005
56,Michael Finley,Dallas Mavericks,64.0,22.4,1.1,0.491,2358.0,14.3,0.519,5.5,0.2,1.3,0.7073,82.0,0,0.7805,2005
57,Kirk Hinrich,Chicago Bulls,77.0,26.0,1.9,0.461,2800.0,15.3,0.495,7.2,2.5,3.2,0.5732,82.0,0,0.939,2005
60,Caron Butler,Los Angeles Lakers,77.0,23.2,1.7,0.464,2746.0,15.8,0.528,5.3,-0.7,0.9,0.4146,82.0,0,0.939,2005
61,Kenyon Martin,Denver Nuggets,70.0,25.2,2.5,0.49,2272.0,17.5,0.521,5.3,1.1,1.8,0.5976,82.0,0,0.8537,2005
62,Steve Nash,Phoenix Suns,75.0,30.3,1.1,0.557,2573.0,22.0,0.606,10.9,4.7,4.4,0.7561,82.0,0.839,0.9146,2005
63,Wally Szczerbiak,Minnesota Timberwolves,81.0,21.6,0.7,0.54,2558.0,17.1,0.595,7.3,0.7,1.8,0.5366,82.0,0,0.9878,2005
64,Troy Murphy,Golden State Warriors,70.0,27.6,1.3,0.445,2375.0,16.8,0.495,5.3,-1.2,0.5,0.4146,82.0,0,0.8537,2005
66,Lamar Odom,Los Angeles Lakers,64.0,29.1,1.7,0.496,2320.0,17.3,0.539,4.7,1.4,2.0,0.4146,82.0,0,0.7805,2005
67,Ben Gordon,Chicago Bulls,82.0,19.7,0.7,0.474,2002.0,14.9,0.526,3.5,0.7,1.4,0.5732,82.0,0,1.0,2005
68,Emeka Okafor,Charlotte Bobcats,73.0,26.9,2.5,0.447,2600.0,16.3,0.479,4.0,-2.0,0.0,0.2195,82.0,0,0.8902,2005
69,Quentin Richardson,Phoenix Suns,79.0,23.0,1.5,0.498,2839.0,13.6,0.522,5.8,0.5,1.8,0.7561,82.0,0,0.9634,2005
71,Reggie Miller,Indiana Pacers,66.0,19.4,0.9,0.503,2105.0,16.6,0.582,6.6,1.8,2.0,0.5366,82.0,0,0.8049,2005
72,Tayshaun Prince,Detroit Pistons,82.0,23.0,1.6,0.511,3039.0,16.2,0.556,9.4,2.1,3.1,0.6585,82.0,0,1.0,2005
73,Rasheed Wallace,Detroit Pistons,79.0,24.5,2.3,0.475,2687.0,16.4,0.499,7.1,1.5,2.3,0.6585,82.0,0,0.9634,2005
74,Drew Gooden,Cleveland Cavaliers,82.0,25.2,1.8,0.495,2523.0,19.7,0.548,8.5,1.6,2.3,0.5122,82.0,0,1.0,2005
75,Jason Kidd,New Jersey Nets,66.0,30.1,2.0,0.473,2435.0,19.5,0.506,7.2,4.6,4.1,0.5122,82.0,0,0.8049,2005
76,Rafer Alston,Toronto Raptors,80.0,24.1,1.6,0.485,2717.0,16.5,0.522,5.5,0.9,2.0,0.4024,82.0,0,0.9756,2005
77,Lee Nailon,New Orleans Hornets,68.0,20.2,0.7,0.478,2017.0,14.5,0.511,2.2,-1.3,0.4,0.2195,82.0,0,0.8293,2005
78,Matt Harpring,Utah Jazz,78.0,22.0,1.1,0.494,2584.0,15.5,0.549,5.5,-0.3,1.1,0.3171,82.0,0,0.9512,2005
80,Chucky Atkins,Los Angeles Lakers,82.0,20.4,0.9,0.523,2903.0,13.4,0.558,4.5,-1.1,0.6,0.4146,82.0,0,1.0,2005
81,Andre Miller,Denver Nuggets,82.0,24.6,1.6,0.48,2852.0,16.5,0.541,7.0,0.8,2.0,0.5976,82.0,0,1.0,2005
84,Mike Dunleavy,Golden State Warriors,79.0,21.5,1.3,0.51,2570.0,14.5,0.539,4.9,0.1,1.4,0.4146,82.0,0,0.9634,2005
85,Mike Miller,Memphis Grizzlies,76.0,20.2,1.0,0.597,2278.0,16.7,0.614,7.0,2.9,2.8,0.5488,82.0,0,0.9268,2005
86,Primož Brezec,Charlotte Bobcats,72.0,21.6,1.3,0.512,2276.0,16.1,0.55,4.9,-1.0,0.6,0.2195,82.0,0,0.878,2005
87,Mehmet Okur,Utah Jazz,82.0,22.4,1.2,0.479,2304.0,18.9,0.569,7.0,2.0,2.3,0.3171,82.0,0,1.0,2005
88,Jeff McInnis,Cleveland Cavaliers,76.0,20.0,0.7,0.462,2651.0,12.4,0.495,4.1,-1.8,0.2,0.5122,82.0,0,0.9268,2005
90,Latrell Sprewell,Minnesota Timberwolves,80.0,18.2,1.0,0.45,2450.0,12.1,0.489,1.9,-2.4,-0.3,0.5366,82.0,0,0.9756,2005
91,Eddie Jones,Miami Heat,80.0,20.5,1.6,0.515,2839.0,13.6,0.556,8.0,1.2,2.3,0.7195,82.0,0,0.9756,2005
92,Josh Howard,Dallas Mavericks,76.0,20.4,2.1,0.497,2446.0,15.8,0.535,6.4,1.2,2.0,0.7073,82.0,0,0.9268,2005
93,Dan Dickau,New Orleans Hornets,71.0,19.9,1.2,0.461,2090.0,14.9,0.518,3.5,0.0,1.1,0.2195,82.0,0,0.8659,2005
94,Morris Peterson,Toronto Raptors,82.0,18.7,1.3,0.496,2510.0,14.4,0.543,5.1,0.2,1.4,0.4024,82.0,0,1.0,2005
95,Kenny Thomas,Sacramento Kings,73.0,21.8,1.1,0.471,2167.0,15.2,0.515,4.3,-1.5,0.3,0.6098,82.0,0,0.8902,2005
96,Earl Boykins,Denver Nuggets,82.0,18.6,1.1,0.447,2162.0,17.1,0.53,6.0,1.2,1.7,0.5976,82.0,0,1.0,2005
97,Jason Terry,Dallas Mavericks,80.0,20.2,1.6,0.57,2401.0,18.4,0.606,8.5,3.3,3.2,0.7073,82.0,0,0.9756,2005
99,Dwight Howard,Orlando Magic,82.0,22.9,2.6,0.52,2670.0,17.2,0.571,7.3,0.0,1.4,0.439,82.0,0,1.0,2005
103,David Wesley,Houston Rockets,80.0,18.1,1.3,0.468,2774.0,11.8,0.513,5.2,-0.5,1.1,0.622,82.0,0,0.9756,2005
105,Derek Fisher,Golden State Warriors,74.0,18.9,1.1,0.465,2222.0,13.4,0.519,3.7,-1.1,0.5,0.4146,82.0,0,0.9024,2005
111,Damon Jones,Miami Heat,82.0,18.7,0.6,0.611,2576.0,15.5,0.625,8.7,3.0,3.2,0.7195,82.0,0,1.0,2005
114,Kyle Korver,Philadelphia 76ers,82.0,18.3,1.7,0.567,2667.0,12.8,0.588,6.6,1.4,2.3,0.5244,82.0,0,1.0,2005
116,Kurt Thomas,New York Knicks,80.0,23.9,1.9,0.472,2855.0,14.1,0.488,5.2,-0.8,0.9,0.4024,82.0,0,0.9756,2005
117,Gary Payton,Boston Celtics,77.0,20.5,1.3,0.497,2541.0,15.1,0.537,5.4,0.4,1.5,0.5488,82.0,0,0.939,2005
118,Tyronn Lue,Atlanta Hawks,70.0,17.9,0.5,0.493,2007.0,14.1,0.542,3.7,-2.0,0.0,0.1585,82.0,0,0.8537,2005
120,Antonio Daniels,Seattle SuperSonics,75.0,17.6,0.7,0.478,2026.0,18.0,0.557,6.8,2.2,2.2,0.6341,82.0,0,0.9146,2005
121,Raef LaFrentz,Boston Celtics,80.0,19.2,1.7,0.555,2196.0,17.3,0.587,7.5,1.8,2.1,0.5488,82.0,0,0.9756,2005
123,Gerald Wallace,Charlotte Bobcats,70.0,18.6,3.0,0.462,2147.0,14.1,0.51,2.4,0.2,1.2,0.2195,82.0,0,0.8537,2005
124,Joe Smith,Milwaukee Bucks,74.0,19.2,1.1,0.514,2265.0,15.0,0.564,5.5,-0.9,0.6,0.3659,82.0,0,0.9024,2005
125,Udonis Haslem,Miami Heat,80.0,21.4,1.3,0.54,2675.0,15.5,0.588,9.2,0.4,1.6,0.7195,82.0,0,0.9756,2005
126,P.J. Brown,New Orleans Hornets,82.0,22.0,1.5,0.446,2817.0,15.5,0.512,6.9,0.2,1.5,0.2195,82.0,0.001,1.0,2005
127,Fred Jones,Indiana Pacers,77.0,16.2,1.2,0.492,2268.0,13.3,0.551,4.8,0.3,1.3,0.5366,82.0,0,0.939,2005
131,Marcus Camby,Denver Nuggets,66.0,22.6,3.9,0.465,2015.0,18.0,0.505,5.8,3.1,2.6,0.5976,82.0,0.001,0.8049,2005
135,Mo Williams,Milwaukee Bucks,80.0,19.4,1.0,0.46,2254.0,14.1,0.504,2.2,-1.5,0.2,0.3659,82.0,0,0.9756,2005
136,Josh Childress,Atlanta Hawks,80.0,18.0,1.3,0.481,2376.0,15.2,0.543,4.6,-0.6,0.8,0.1585,82.0,0,0.9756,2005
141,Luke Ridnour,Seattle SuperSonics,82.0,18.4,1.4,0.45,2571.0,14.6,0.504,5.4,0.7,1.8,0.6341,82.0,0,1.0,2005
143,Shane Battier,Memphis Grizzlies,80.0,16.7,2.1,0.499,2516.0,14.8,0.555,7.8,2.4,2.8,0.5488,82.0,0,0.9756,2005
147,Josh Smith,Atlanta Hawks,74.0,17.6,2.7,0.458,2050.0,15.4,0.506,2.4,-0.5,0.8,0.1585,82.0,0,0.9024,2005
148,Ben Wallace,Detroit Pistons,74.0,23.6,3.8,0.454,2671.0,17.4,0.459,8.5,2.8,3.2,0.6585,82.0,0,0.9024,2005
153,Lorenzen Wright,Memphis Grizzlies,80.0,18.4,1.6,0.469,2287.0,13.9,0.501,5.2,-1.2,0.5,0.5488,82.0,0,0.9756,2005
157,Mark Blount,Boston Celtics,82.0,15.8,1.2,0.529,2130.0,12.5,0.559,2.8,-2.1,0.0,0.5488,82.0,0,1.0,2005
165,Andre Iguodala,Philadelphia 76ers,82.0,17.7,2.3,0.536,2686.0,13.5,0.58,6.6,1.4,2.3,0.5244,82.0,0,1.0,2005
176,Bruce Bowen,San Antonio Spurs,82.0,13.2,1.2,0.505,2627.0,9.5,0.521,6.1,-0.1,1.2,0.7195,82.0,0,1.0,2005
179,Tyson Chandler,Chicago Bulls,80.0,18.5,2.7,0.494,2189.0,16.4,0.565,8.3,1.9,2.1,0.5732,82.0,0,0.9756,2005
218,Jared Jeffries,Washington Wizards,77.0,13.7,1.4,0.486,2007.0,11.2,0.513,2.6,-1.6,0.2,0.5488,82.0,0,0.939,2005
224,Trenton Hassell,Minnesota Timberwolves,82.0,10.9,0.8,0.475,2068.0,9.3,0.515,2.7,-2.8,-0.4,0.5366,82.0,0,1.0,2005
230,Jason Collins,New Jersey Nets,80.0,13.8,1.8,0.415,2542.0,8.6,0.471,3.9,-2.9,-0.6,0.5122,82.0,0,0.9756,2005
249,Chris Duhon,Chicago Bulls,82.0,13.4,1.0,0.449,2177.0,9.8,0.471,4.1,-0.7,0.7,0.5732,82.0,0,1.0,2005
