,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,Oklahoma City Thunder,25.2,40.0,11.0,42,9,12.75,-0.75,12.0,119.7,107.1,12.6,99.6,0.272,0.416,0.604,,0.564,11.0,21.5,0.225,,0.514,15.0,74.1,0.197,,Paycom Center,491797,18203
1,2.0,Detroit Pistons,25.9,37.0,12.0,35,14,7.53,-1.05,6.48,116.9,109.4,7.5,100.1,0.3,0.353,0.578,,0.541,13.2,30.4,0.226,,0.515,15.2,73.9,0.269,,Little Caesars Arena,508273,19516
2,3.0,Boston Celtics,26.7,32.0,18.0,35,15,7.06,-1.23,5.83,121.2,113.8,7.4,95.3,0.202,0.463,0.582,,0.554,10.7,29.0,0.16,,0.525,12.2,73.8,0.206,,TD Garden,459744,19156
3,4.0,New York Knicks,28.3,32.0,18.0,34,16,6.04,-0.88,5.16,120.3,114.1,6.2,98.0,0.242,0.437,0.587,,0.554,12.0,30.2,0.192,,0.541,12.8,76.5,0.214,,Madison Square Garden (IV),514690,19796
4,5.0,Houston Rockets,26.6,31.0,17.0,33,15,5.98,-0.6,5.38,118.9,112.8,6.1,96.1,0.27,0.335,0.569,,0.535,13.1,36.6,0.204,,0.529,12.0,74.9,0.188,,Toyota Center,379220,18058
5,6.0,San Antonio Spurs,25.7,33.0,16.0,32,17,5.02,0.04,5.06,116.9,111.9,5.0,99.8,0.29,0.421,0.585,,0.546,12.1,25.5,0.228,,0.529,12.1,76.9,0.185,,Frost Bank Center,429520,18675
6,7.0,Minnesota Timberwolves,28.0,31.0,20.0,33,18,4.92,-0.65,4.27,117.9,113.0,4.9,100.7,0.29,0.428,0.595,,0.563,12.6,26.2,0.217,,0.53,12.9,75.0,0.215,,Target Center,418726,16749
7,8.0,Denver Nuggets,27.7,33.0,18.0,32,19,4.08,-0.91,3.17,122.1,118.0,4.1,97.4,0.294,0.401,0.615,,0.575,11.4,23.2,0.24,,0.54,10.6,73.4,0.202,,Ball Arena,476066,19836
8,9.0,Cleveland Cavaliers,26.6,30.0,21.0,30,21,3.1,0.11,3.21,117.6,114.5,3.1,101.1,0.248,0.449,0.586,,0.554,12.5,27.1,0.193,,0.542,13.7,73.9,0.214,,Rocket Arena,544096,19432
9,10.0,Phoenix Suns,27.3,31.0,20.0,29,22,2.47,0.16,2.63,115.9,113.4,2.5,98.2,0.233,0.443,0.576,,0.542,13.3,29.0,0.185,,0.539,14.9,71.1,0.218,,Mortgage Matchup Center,409704,17071
