,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Oklahoma City Thunder,51,242.5,43.6,89.0,0.49,13.3,37.0,0.359,30.3,52.0,0.583,20.0,24.2,0.825,9.1,34.6,43.7,25.6,9.9,5.8,12.3,19.9,120.5
1,2.0,Denver Nuggets,51,242.0,42.7,86.4,0.495,13.8,34.6,0.398,29.0,51.8,0.559,20.7,25.4,0.814,9.4,33.0,42.4,27.8,6.9,4.3,12.6,18.9,120.0
2,3.0,Miami Heat,52,240.5,43.6,94.1,0.464,13.3,36.7,0.361,30.4,57.4,0.529,19.4,24.6,0.791,11.8,34.8,46.6,28.7,9.1,4.2,14.3,18.9,119.9
3,4.0,Minnesota Timberwolves,51,241.5,42.9,89.0,0.482,14.3,38.1,0.376,28.6,50.9,0.561,19.3,25.8,0.75,11.3,33.6,44.9,26.6,8.7,5.6,14.5,21.4,119.5
4,5.0,Cleveland Cavaliers,51,241.0,43.4,91.7,0.473,14.7,41.2,0.358,28.7,50.6,0.567,17.7,22.8,0.779,12.2,32.5,44.7,28.6,8.9,5.1,14.5,20.2,119.3
5,6.0,Utah Jazz,51,242.9,42.2,90.2,0.468,13.0,37.2,0.35,29.2,53.0,0.551,20.9,26.1,0.799,11.6,32.0,43.7,30.3,8.0,3.5,15.8,21.7,118.3
6,7.0,New York Knicks,50,240.0,42.7,90.7,0.471,15.1,39.6,0.38,27.7,51.1,0.542,17.4,22.0,0.791,13.6,32.9,46.5,27.0,8.1,4.2,13.7,20.5,117.9
7,8.0,Detroit Pistons,49,241.0,43.0,89.7,0.48,11.1,31.7,0.35,32.0,58.0,0.551,20.3,27.0,0.753,13.1,32.6,45.7,26.8,10.6,6.3,15.4,22.6,117.5
8,9.0,Atlanta Hawks,52,241.0,43.3,91.6,0.473,14.7,39.3,0.373,28.7,52.3,0.549,16.1,20.8,0.773,9.9,32.3,42.3,30.7,9.4,4.6,14.4,19.9,117.4
9,10.0,Chicago Bulls,51,241.0,42.7,90.3,0.473,14.6,39.7,0.368,28.1,50.6,0.555,17.1,21.8,0.786,10.1,35.1,45.3,29.5,7.3,5.0,14.4,18.7,117.2
10,11.0,San Antonio Spurs,49,240.5,41.9,88.6,0.473,12.9,37.3,0.346,29.0,51.3,0.565,20.2,25.7,0.786,11.2,34.9,46.1,26.0,7.7,4.9,13.7,19.2,116.9
11,12.0,Philadelphia 76ers,50,244.0,41.6,90.5,0.46,13.1,36.3,0.36,28.6,54.3,0.526,20.5,25.2,0.814,12.4,31.4,43.8,25.0,9.0,5.7,13.7,20.2,116.8
12,13.0,Los Angeles Lakers,49,240.0,41.8,83.9,0.498,11.9,34.1,0.349,29.9,49.8,0.6,20.9,27.2,0.767,9.9,31.4,41.3,25.1,8.3,4.0,14.8,18.9,116.3
13,14.0,Golden State Warriors,51,241.0,41.0,89.0,0.461,16.4,45.0,0.365,24.6,44.1,0.559,17.7,21.8,0.812,11.0,31.7,42.7,28.9,9.9,4.5,15.6,19.9,116.2
14,15.0,Boston Celtics,50,241.0,42.9,91.5,0.469,15.5,42.4,0.367,27.4,49.1,0.558,14.6,18.5,0.79,12.6,32.4,45.1,24.0,7.7,5.2,12.0,20.1,116.0
15,16.0,Houston Rockets,48,243.6,43.1,91.0,0.473,11.3,30.5,0.369,31.8,60.6,0.526,18.6,24.6,0.755,16.3,33.1,49.4,25.0,8.7,5.8,15.3,18.7,116.0
16,17.0,Charlotte Hornets,51,241.5,41.1,88.9,0.463,15.2,41.1,0.37,25.9,47.8,0.543,18.5,22.8,0.813,12.3,33.8,46.0,26.6,6.6,4.6,15.7,19.1,116.0
17,18.0,Portland Trail Blazers,51,241.0,40.6,90.6,0.448,14.1,41.9,0.336,26.5,48.7,0.545,20.0,25.9,0.771,14.0,31.7,45.7,24.3,8.1,4.8,17.1,20.3,115.3
18,19.0,Memphis Grizzlies,48,241.0,41.5,91.2,0.455,13.3,38.4,0.347,28.2,52.8,0.534,18.7,23.4,0.8,12.0,33.8,45.9,28.9,7.8,5.1,15.3,19.9,115.0
19,20.0,Orlando Magic,49,241.5,41.1,89.0,0.462,11.3,33.2,0.342,29.8,55.8,0.534,21.4,26.8,0.797,11.5,32.2,43.7,26.2,8.3,5.0,14.0,21.0,115.0
20,21.0,Phoenix Suns,51,240.5,41.4,89.9,0.461,14.6,39.8,0.368,26.8,50.1,0.535,16.7,21.0,0.795,12.9,30.3,43.1,24.9,10.3,4.1,15.1,21.5,114.1
21,22.0,New Orleans Pelicans,52,241.9,41.8,91.1,0.459,10.8,32.0,0.337,31.0,59.1,0.525,19.7,25.0,0.785,12.6,31.2,43.8,24.7,9.0,4.8,14.2,19.9,114.0
22,23.0,Dallas Mavericks,50,242.5,42.1,89.5,0.47,10.9,32.0,0.342,31.2,57.5,0.542,18.7,25.0,0.745,10.2,35.0,45.2,25.1,7.5,5.6,14.9,18.6,113.8
23,24.0,Toronto Raptors,51,242.0,42.1,89.5,0.471,11.4,33.6,0.34,30.7,55.9,0.549,17.9,22.9,0.781,11.4,31.7,43.1,29.3,8.5,4.8,14.0,21.2,113.6
24,25.0,Los Angeles Clippers,49,241.5,39.7,82.9,0.478,13.0,35.5,0.366,26.7,47.4,0.563,20.4,24.4,0.834,9.6,31.3,40.9,23.6,8.5,4.6,15.1,18.9,112.7
25,26.0,Washington Wizards,49,241.0,41.3,90.4,0.457,12.8,36.2,0.354,28.5,54.2,0.525,16.7,21.7,0.77,11.8,32.1,43.9,25.3,7.7,6.0,15.6,21.1,112.1
26,27.0,Milwaukee Bucks,48,241.0,41.0,85.7,0.479,14.6,37.3,0.393,26.4,48.4,0.545,14.9,20.3,0.731,8.6,32.2,40.8,26.2,7.6,4.1,14.5,20.4,111.5
27,28.0,Indiana Pacers,51,241.0,40.0,89.4,0.447,12.6,36.4,0.346,27.4,53.0,0.517,18.4,24.0,0.767,10.6,32.2,42.8,25.9,7.4,4.9,14.3,22.1,110.9
28,29.0,Sacramento Kings,51,241.5,40.9,87.9,0.466,10.4,29.8,0.35,30.5,58.1,0.525,17.9,23.2,0.771,10.6,30.4,41.0,25.0,8.3,4.5,14.6,20.3,110.2
29,30.0,Brooklyn Nets,49,241.5,37.6,85.0,0.443,13.8,40.4,0.341,23.8,44.6,0.535,18.0,23.1,0.781,11.0,29.4,40.4,25.2,7.5,4.3,15.5,20.0,107.1
30,,League Average,50,241.4,41.8,89.3,0.469,13.3,37.0,0.359,28.6,52.3,0.546,18.6,23.8,0.784,11.5,32.5,44.0,26.6,8.4,4.9,14.6,20.1,115.6
