,Player,Team,G,Par,Stocks,eFG%,MP,PER,TS%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
0,Russell Westbrook,Oklahoma City Thunder,67.0,44.0,2.3,0.455,2302.0,29.1,0.536,10.6,8.1,5.8,0.5488,82.0,0.271,0.8171,2015
1,James Harden,Houston Rockets,81.0,40.1,2.6,0.511,2981.0,26.7,0.605,16.4,8.8,8.1,0.6829,82.0,0.72,0.9878,2015
3,LeBron James,Cleveland Cavaliers,69.0,38.7,2.3,0.535,2493.0,25.9,0.577,10.4,7.1,5.7,0.6463,82.0,0.425,0.8415,2015
4,Anthony Davis,New Orleans Pelicans,68.0,36.8,4.4,0.536,2455.0,30.8,0.591,14.0,8.9,6.7,0.5488,82.0,0.156,0.8293,2015
7,Stephen Curry,Golden State Warriors,80.0,35.8,2.2,0.594,2613.0,28.0,0.638,15.7,9.9,7.9,0.8171,82.0,0.922,0.9756,2015
8,LaMarcus Aldridge,Portland Trail Blazers,71.0,35.3,1.7,0.479,2512.0,22.8,0.528,8.6,2.9,3.1,0.622,82.0,0.005,0.8659,2015
10,Blake Griffin,Los Angeles Clippers,67.0,34.8,1.4,0.506,2356.0,22.8,0.551,9.0,4.0,3.6,0.6829,82.0,0.002,0.8171,2015
11,Kyrie Irving,Cleveland Cavaliers,75.0,30.1,1.8,0.532,2730.0,21.5,0.583,10.4,4.1,4.2,0.6463,82.0,0,0.9146,2015
12,Klay Thompson,Golden State Warriors,77.0,27.8,1.9,0.555,2455.0,20.8,0.591,8.8,4.4,4.0,0.8171,82.0,0.001,0.939,2015
15,Rudy Gay,Sacramento Kings,68.0,30.7,1.6,0.491,2408.0,19.7,0.556,6.1,2.7,2.9,0.3537,82.0,0,0.8293,2015
16,Damian Lillard,Portland Trail Blazers,82.0,31.8,1.5,0.506,2925.0,20.7,0.56,10.6,4.7,4.9,0.622,82.0,0,1.0,2015
18,Jimmy Butler,Chicago Bulls,65.0,29.1,2.4,0.502,2513.0,21.3,0.583,11.2,4.6,4.2,0.6098,82.0,0,0.7927,2015
20,Gordon Hayward,Utah Jazz,76.0,28.3,1.8,0.5,2618.0,20.2,0.567,8.7,4.0,4.0,0.4634,82.0,0,0.9268,2015
21,Nikola Vučević,Orlando Magic,74.0,32.2,1.4,0.524,2529.0,21.5,0.548,7.0,0.9,1.8,0.3049,82.0,0,0.9024,2015
22,Chris Paul,Los Angeles Clippers,82.0,33.9,2.1,0.545,2857.0,26.0,0.596,16.1,8.0,7.2,0.6829,82.0,0.095,1.0,2015
23,Monta Ellis,Dallas Mavericks,80.0,25.4,2.2,0.475,2699.0,16.5,0.509,3.6,-0.1,1.3,0.6098,82.0,0,0.9756,2015
24,Pau Gasol,Chicago Bulls,78.0,33.0,2.2,0.5,2681.0,22.7,0.55,10.4,3.5,3.7,0.6098,82.0,0,0.9512,2015
25,Victor Oladipo,Orlando Magic,72.0,26.2,2.0,0.474,2573.0,15.9,0.527,3.5,-0.4,1.1,0.3049,82.0,0,0.878,2015
