,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
9,10.0,Miami Heat,26.4,31.0,27.0,34,24,3.14,0.15,3.29,115.1,112.1,3.0,104.0,0.263,0.396,0.572,,0.535,11.9,25.5,0.207,,0.531,13.2,74.8,0.19,,Kaseya Center,550860,19674
10,11.0,Toronto Raptors,24.7,34.0,23.0,32,25,2.12,-0.38,1.74,114.8,112.6,2.2,98.5,0.257,0.375,0.572,,0.536,12.3,26.1,0.201,,0.534,14.2,73.8,0.225,,Scotiabank Arena,542087,18693
11,12.0,Charlotte Hornets,23.9,27.0,31.0,32,26,1.93,-0.37,1.57,118.0,116.1,1.9,97.4,0.255,0.47,0.586,,0.547,13.8,30.2,0.209,,0.547,11.3,76.7,0.186,,Spectrum Center,512854,18316
12,13.0,Golden State Warriors,29.0,30.0,27.0,32,25,1.77,0.33,2.1,115.4,113.7,1.7,99.8,0.237,0.51,0.589,,0.554,13.7,24.7,0.191,,0.543,14.0,73.1,0.199,,Chase Center,541920,18064
13,14.0,Phoenix Suns,27.2,33.0,25.0,31,27,1.02,0.34,1.36,114.7,113.6,1.1,97.7,0.222,0.446,0.567,,0.534,13.1,29.0,0.176,,0.541,14.8,71.6,0.219,,Mortgage Matchup Center,512130,17071
14,15.0,Orlando Magic,24.6,30.0,26.0,29,27,0.46,0.19,0.65,114.6,114.1,0.5,99.6,0.302,0.383,0.573,,0.529,12.1,24.9,0.242,,0.544,13.4,75.2,0.222,,Kia Center,514675,18625
15,16.0,Philadelphia 76ers,25.5,31.0,26.0,29,28,0.28,-0.16,0.12,115.8,115.5,0.3,98.9,0.286,0.398,0.574,,0.529,12.0,26.8,0.233,,0.544,13.6,72.4,0.216,,Xfinity Mobile Arena,568316,18944
16,17.0,Los Angeles Lakers,27.9,34.0,22.0,27,29,-0.36,-0.14,-0.5,117.2,117.6,-0.4,98.7,0.319,0.399,0.606,,0.568,13.5,24.1,0.245,,0.563,13.1,74.6,0.195,,Crypto.com Arena,509796,18881
17,18.0,Los Angeles Clippers,30.6,27.0,30.0,28,29,-0.47,0.29,-0.18,116.0,116.5,-0.5,96.1,0.3,0.414,0.6,,0.554,13.9,23.7,0.249,,0.544,12.3,73.4,0.2,,Intuit Dome,458610,17639
18,19.0,Atlanta Hawks,25.0,28.0,31.0,27,32,-1.42,0.43,-0.99,114.2,115.6,-1.4,102.1,0.232,0.426,0.579,,0.549,12.5,22.7,0.18,,0.548,13.4,73.3,0.21,,State Farm Arena,439356,16272
19,20.0,Memphis Grizzlies,25.3,21.0,34.0,24,31,-2.25,-0.05,-2.31,113.5,115.7,-2.2,101.4,0.258,0.422,0.57,,0.533,13.0,25.9,0.204,,0.548,13.0,73.6,0.194,,FedExForum,412086,15141
20,21.0,Portland Trail Blazers,24.9,28.0,30.0,25,33,-2.57,0.97,-1.6,114.0,116.6,-2.6,101.1,0.28,0.468,0.569,,0.531,14.6,31.1,0.215,,0.547,13.2,72.4,0.218,,Moda Center,506024,16867
21,22.0,Milwaukee Bucks,27.3,24.0,31.0,22,33,-3.4,-0.1,-3.5,113.9,117.3,-3.4,97.8,0.229,0.435,0.592,,0.567,13.4,20.8,0.169,,0.546,11.7,74.6,0.219,,Fiserv Forum,424083,16963
22,23.0,Dallas Mavericks,26.4,20.0,36.0,22,34,-3.46,0.01,-3.45,111.1,114.5,-3.4,101.9,0.284,0.352,0.566,,0.531,12.6,22.6,0.211,,0.533,11.6,73.6,0.183,,American Airlines Center,576798,19227
23,24.0,Chicago Bulls,25.7,24.0,34.0,22,36,-4.17,0.13,-4.04,113.8,117.9,-4.1,101.6,0.239,0.445,0.583,,0.55,13.0,23.1,0.188,,0.552,10.9,76.0,0.19,,United Center,608854,20295
24,25.0,New Orleans Pelicans,24.0,16.0,42.0,19,39,-5.72,0.62,-5.11,113.7,119.4,-5.7,100.1,0.277,0.356,0.565,,0.525,12.2,26.7,0.217,,0.558,12.6,71.5,0.201,,Smoothie King Center,510687,16474
25,26.0,Indiana Pacers,26.0,15.0,43.0,17,41,-7.48,0.31,-7.17,109.7,117.1,-7.4,101.0,0.263,0.415,0.559,,0.523,12.7,22.2,0.202,,0.549,12.0,74.4,0.231,,Gainbridge Fieldhouse,480613,16573
26,27.0,Utah Jazz,24.3,18.0,39.0,17,40,-7.68,0.68,-7.01,114.7,122.2,-7.5,101.9,0.284,0.408,0.581,,0.541,13.6,26.2,0.226,,0.572,11.7,73.5,0.233,,Delta Center,527394,18186
27,28.0,Brooklyn Nets,23.5,15.0,41.0,15,41,-7.91,0.25,-7.66,109.9,118.1,-8.2,96.6,0.273,0.47,0.56,,0.522,14.1,24.8,0.211,,0.564,12.7,74.6,0.211,,Barclays Center,470586,17429
28,29.0,Washington Wizards,23.7,16.0,40.0,13,43,-10.34,0.02,-10.32,111.0,121.2,-10.2,101.0,0.237,0.401,0.562,,0.53,13.4,25.3,0.183,,0.554,11.7,70.5,0.22,,Capital One Arena,473655,15789
29,30.0,Sacramento Kings,28.9,12.0,46.0,12,46,-11.05,1.16,-9.89,110.0,121.1,-11.1,99.5,0.261,0.341,0.557,,0.52,12.8,24.8,0.202,,0.569,12.4,72.6,0.22,,Golden 1 Center,474625,16366
30,,League Average,26.3,,,29,28,0.0,0.0,0.0,115.4,115.4,,99.5,0.265,0.415,0.58,,0.543,12.8,26.0,0.208,,0.543,12.8,74.0,0.208,,,513902,18039
