,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Denver Nuggets,58,242.6,43.0,86.8,0.495,13.7,34.9,0.394,29.2,51.9,0.563,21.2,26.1,0.81,9.6,33.4,43.0,28.2,7.1,4.1,12.9,19.0,120.8
1,2.0,Miami Heat,58,240.4,43.6,94.1,0.463,13.4,37.2,0.361,30.2,56.8,0.531,19.4,24.7,0.786,12.1,35.1,47.2,28.7,9.1,4.2,14.1,19.0,120.0
2,3.0,Cleveland Cavaliers,58,240.9,43.6,91.2,0.478,14.6,40.6,0.359,29.0,50.7,0.573,18.0,23.0,0.783,12.1,32.6,44.7,28.5,9.0,5.1,14.4,19.9,119.7
3,4.0,Minnesota Timberwolves,58,241.3,43.0,89.0,0.483,14.2,38.0,0.374,28.8,51.0,0.565,19.3,25.8,0.746,11.4,33.4,44.9,26.4,8.7,5.7,14.7,21.2,119.5
4,5.0,Oklahoma City Thunder,58,242.2,43.1,88.7,0.486,13.6,37.2,0.365,29.5,51.4,0.574,19.7,24.1,0.819,9.4,34.3,43.7,25.6,9.8,5.7,12.6,19.4,119.5
5,6.0,San Antonio Spurs,56,240.4,42.8,89.3,0.479,13.0,37.3,0.348,29.8,52.0,0.573,20.0,25.4,0.786,11.4,35.3,46.6,26.8,7.7,5.2,13.8,18.9,118.6
6,7.0,Utah Jazz,57,242.6,42.4,90.4,0.469,12.9,36.9,0.351,29.5,53.5,0.551,20.4,25.7,0.796,11.8,32.6,44.4,30.0,8.2,3.5,16.0,22.0,118.2
7,8.0,Detroit Pistons,55,240.9,43.2,89.9,0.481,11.2,31.7,0.352,32.0,58.1,0.551,20.0,26.5,0.756,13.1,32.6,45.7,26.8,10.6,6.3,15.2,22.3,117.6
8,9.0,New York Knicks,58,241.3,42.7,90.4,0.472,14.8,39.5,0.375,27.8,50.9,0.546,17.4,22.0,0.788,13.0,33.0,45.9,27.1,8.1,4.1,13.5,20.4,117.5
9,10.0,Atlanta Hawks,59,240.8,43.0,91.6,0.47,14.4,39.0,0.37,28.6,52.6,0.544,16.5,21.3,0.774,10.3,32.3,42.6,30.3,9.2,4.7,14.4,19.8,116.9
10,11.0,Philadelphia 76ers,57,243.5,41.2,90.0,0.458,12.8,35.9,0.357,28.4,54.1,0.525,20.9,25.7,0.814,12.1,31.2,43.4,24.6,9.2,5.7,13.8,20.5,116.2
11,12.0,Chicago Bulls,58,240.9,42.2,90.1,0.469,14.7,40.1,0.366,27.6,50.0,0.551,16.9,21.5,0.786,10.3,34.5,44.8,29.0,7.5,5.1,14.8,18.7,116.1
12,13.0,Portland Trail Blazers,58,240.9,40.9,90.6,0.452,14.4,42.4,0.34,26.5,48.2,0.549,19.4,25.3,0.768,14.1,31.8,45.9,24.7,8.0,5.0,17.4,20.2,115.7
