,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Oklahoma City Thunder,58,242.2,38.3,88.1,0.435,14.3,38.9,0.367,24.0,49.1,0.489,16.9,22.6,0.748,12.2,33.2,45.3,24.9,7.6,4.3,17.1,21.1,107.7
1,2.0,Boston Celtics,56,240.9,38.4,86.8,0.443,14.0,38.9,0.36,24.4,47.9,0.51,17.2,21.9,0.784,11.3,30.8,42.1,25.0,6.1,4.3,13.1,18.4,108.0
2,3.0,Detroit Pistons,55,240.9,37.3,84.5,0.442,12.6,36.3,0.347,24.7,48.2,0.513,22.1,27.8,0.793,11.4,29.8,41.2,23.1,9.1,5.7,17.4,21.8,109.3
3,4.0,Houston Rockets,55,243.2,40.3,87.9,0.458,12.3,35.1,0.349,28.0,52.8,0.53,16.7,22.0,0.757,11.4,28.3,39.7,24.5,9.0,4.7,13.6,20.2,109.4
4,5.0,Phoenix Suns,58,241.3,40.3,85.7,0.47,12.2,35.4,0.344,28.1,50.3,0.559,18.8,24.1,0.782,12.0,32.1,44.1,24.8,8.1,4.6,16.7,18.7,111.6
5,6.0,Toronto Raptors,57,241.8,39.8,86.4,0.46,12.8,37.1,0.344,27.0,49.4,0.547,19.5,24.4,0.8,11.2,32.4,43.6,24.5,7.9,5.3,16.0,19.5,111.7
6,7.0,New York Knicks,58,241.3,39.9,86.8,0.459,13.8,38.5,0.358,26.1,48.3,0.54,18.3,23.5,0.777,10.3,31.6,41.9,24.7,7.2,4.6,14.3,19.4,111.8
7,8.0,San Antonio Spurs,56,240.4,41.3,90.8,0.454,13.1,36.4,0.359,28.2,54.3,0.518,16.4,20.9,0.785,10.5,32.4,42.8,26.6,7.8,4.6,13.5,20.8,112.0
8,9.0,Los Angeles Clippers,57,241.3,40.8,87.5,0.467,13.5,36.6,0.369,27.3,50.9,0.537,17.5,21.9,0.797,11.3,30.6,41.9,26.0,8.9,4.7,13.6,19.9,112.6
9,10.0,Charlotte Hornets,58,241.3,42.1,88.8,0.474,13.0,35.5,0.366,29.1,53.3,0.546,16.5,20.5,0.804,10.2,29.2,39.4,26.9,8.7,4.6,12.5,20.3,113.7
