,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
20,19.0,James Harden,36.0,CLE,PG,6.0,6.0,32.2,5.8,11.5,0.507,2.7,5.7,0.471,3.2,5.8,0.543,0.623,4.3,5.0,0.867,0.8,4.2,5.0,8.7,1.0,0.8,3.3,2.8,18.7,
21,20.0,Michael Porter Jr.,27.0,BRK,SF,44.0,44.0,32.9,8.7,18.4,0.47,3.5,9.4,0.37,5.2,9.0,0.573,0.564,3.7,4.4,0.854,1.3,5.8,7.2,3.3,1.0,0.3,2.4,2.2,24.5,
22,21.0,Deni Avdija,25.0,POR,SF,48.0,48.0,33.5,7.5,16.1,0.463,2.1,6.2,0.341,5.4,9.9,0.54,0.529,7.4,9.2,0.8,1.1,5.9,7.0,6.6,0.8,0.6,3.8,2.6,24.4,AS
23,22.0,Victor Wembanyama,22.0,SAS,C,42.0,33.0,29.0,8.4,16.4,0.511,1.8,5.0,0.357,6.6,11.4,0.578,0.565,5.8,7.1,0.809,1.9,9.3,11.2,2.9,1.0,2.7,2.5,2.7,24.3,AS
24,23.0,Pascal Siakam,31.0,IND,PF,52.0,52.0,33.7,9.0,18.6,0.483,1.8,4.9,0.373,7.2,13.7,0.523,0.533,4.1,6.0,0.682,1.5,5.2,6.8,3.9,1.1,0.4,2.2,2.4,23.9,AS
25,24.0,Keyonte George,22.0,UTA,PG,48.0,48.0,33.9,7.5,16.3,0.458,2.5,6.7,0.375,5.0,9.6,0.515,0.535,6.4,7.1,0.894,0.5,3.4,3.9,6.5,1.1,0.3,3.3,2.3,23.8,
26,25.0,Jalen Johnson,24.0,ATL,SF,53.0,53.0,35.8,8.6,17.5,0.494,1.6,4.7,0.343,7.0,12.8,0.549,0.54,4.5,5.7,0.785,1.5,9.2,10.8,8.1,1.3,0.5,3.5,2.2,23.4,AS
27,26.0,Norman Powell,32.0,MIA,SG,47.0,47.0,30.4,7.7,16.1,0.476,2.9,7.3,0.392,4.8,8.8,0.545,0.565,4.7,5.6,0.83,0.4,3.2,3.6,2.6,1.2,0.2,2.0,2.2,22.9,AS
28,27.0,Trey Murphy III,25.0,NOP,SF,52.0,52.0,35.6,7.8,16.3,0.476,3.2,8.6,0.378,4.5,7.8,0.586,0.575,3.3,3.7,0.892,1.1,4.7,5.7,3.8,1.5,0.3,1.8,2.1,22.1,
29,28.0,Julius Randle,31.0,MIN,PF,58.0,58.0,33.5,7.7,15.8,0.488,1.5,4.8,0.321,6.2,11.0,0.56,0.537,5.2,6.3,0.821,1.7,5.2,6.9,5.3,1.1,0.3,2.6,2.8,22.1,
30,29.0,Brandon Ingram,28.0,TOR,SF,55.0,55.0,33.9,8.2,17.3,0.472,1.8,5.0,0.369,6.3,12.3,0.514,0.525,3.8,4.6,0.833,0.8,4.9,5.7,3.7,0.8,0.8,2.5,2.0,22.0,AS
31,30.0,Zion Williamson,25.0,NOP,PF,42.0,35.0,29.8,8.1,13.8,0.587,0.0,0.1,0.0,8.1,13.7,0.59,0.587,5.6,7.9,0.716,2.2,3.8,6.0,3.6,1.0,0.6,2.2,2.3,21.8,
32,31.0,LeBron James,41.0,LAL,SF,38.0,38.0,33.3,8.1,16.4,0.497,1.4,4.6,0.303,6.7,11.8,0.573,0.539,4.0,5.4,0.75,0.7,5.0,5.7,7.1,1.1,0.6,3.0,1.4,21.7,AS
33,32.0,Paolo Banchero,23.0,ORL,PF,46.0,46.0,34.7,7.2,16.0,0.45,1.2,3.7,0.314,6.0,12.2,0.492,0.487,5.9,7.7,0.768,1.1,7.3,8.4,5.0,0.7,0.7,2.8,1.9,21.5,
34,33.0,Tyler Herro,26.0,MIA,SG,13.0,10.0,30.4,8.0,16.2,0.495,2.1,5.8,0.36,5.9,10.4,0.57,0.56,3.4,3.7,0.917,0.5,4.2,4.7,3.0,0.9,0.4,1.6,2.0,21.5,
35,34.0,Shaedon Sharpe,22.0,POR,SG,48.0,42.0,30.0,8.0,17.6,0.456,2.1,6.2,0.34,5.9,11.5,0.518,0.515,3.2,4.0,0.784,1.0,3.4,4.4,2.6,1.4,0.1,3.0,2.0,21.4,
36,35.0,Franz Wagner,24.0,ORL,SF,28.0,26.0,31.8,7.3,15.3,0.479,1.5,4.1,0.365,5.8,11.2,0.521,0.528,5.1,6.2,0.828,1.5,4.3,5.8,3.6,1.1,0.3,1.7,2.3,21.3,
37,36.0,Dillon Brooks,30.0,PHO,SF,50.0,50.0,30.6,7.7,17.4,0.44,2.3,6.8,0.343,5.3,10.6,0.502,0.507,3.2,3.8,0.856,0.8,2.9,3.7,1.8,1.0,0.2,1.8,3.3,20.9,
38,37.0,Brandon Miller,23.0,CHO,SF,41.0,41.0,30.3,7.0,16.9,0.418,3.0,8.3,0.362,4.0,8.6,0.473,0.507,3.4,3.9,0.886,1.1,3.6,4.6,3.4,1.0,0.9,2.8,2.8,20.5,
39,38.0,Anthony Davis,32.0,DAL,PF,20.0,20.0,31.3,8.5,16.7,0.506,0.5,1.9,0.27,8.0,14.9,0.535,0.521,3.0,4.1,0.728,3.1,8.0,11.1,2.8,1.1,1.7,2.1,2.1,20.4,
40,39.0,Cooper Flagg,19.0,DAL,SF,49.0,49.0,34.1,7.8,16.1,0.482,1.1,3.5,0.302,6.7,12.6,0.532,0.515,3.8,4.7,0.804,1.1,5.4,6.6,4.1,1.2,0.8,2.2,2.1,20.4,
41,40.0,Alperen Şengün,23.0,HOU,C,48.0,48.0,33.8,8.0,16.1,0.495,0.6,1.9,0.297,7.4,14.2,0.521,0.512,4.0,5.7,0.691,3.1,6.1,9.1,6.3,1.4,1.1,3.2,3.2,20.4,AS
42,41.0,Desmond Bane,27.0,ORL,SG,56.0,56.0,34.0,7.3,15.1,0.483,2.0,5.3,0.388,5.2,9.8,0.534,0.55,3.6,3.9,0.913,1.3,2.9,4.2,4.1,1.0,0.5,2.1,3.1,20.1,
43,42.0,Karl-Anthony Towns,30.0,NYK,C,54.0,54.0,31.4,6.7,14.1,0.474,1.6,4.5,0.365,5.0,9.6,0.525,0.532,5.1,5.9,0.857,3.1,8.7,11.8,2.9,0.9,0.6,2.5,3.5,20.1,AS
44,43.0,Jimmy Butler,36.0,GSW,SF,38.0,38.0,31.1,6.3,12.2,0.519,0.8,2.2,0.376,5.5,9.9,0.552,0.554,6.5,7.6,0.864,2.3,3.2,5.6,4.9,1.4,0.2,1.6,1.2,20.0,
45,44.0,Nickeil Alexander-Walker,27.0,ATL,SG,57.0,50.0,33.3,6.7,15.6,0.431,3.0,8.2,0.372,3.7,7.5,0.496,0.529,3.4,3.8,0.886,0.6,3.0,3.6,3.7,1.2,0.6,2.1,2.1,19.9,
46,45.0,Ja Morant,26.0,MEM,PG,20.0,20.0,28.5,6.6,16.1,0.41,1.0,4.3,0.235,5.6,11.9,0.473,0.441,5.3,5.9,0.897,0.4,2.9,3.3,8.1,1.0,0.3,3.6,2.0,19.5,
47,46.0,Jaren Jackson Jr.,26.0,2TM,C,48.0,48.0,30.3,7.1,15.0,0.476,1.8,4.9,0.357,5.4,10.1,0.533,0.534,3.4,4.2,0.803,0.9,4.8,5.7,2.0,1.1,1.4,2.2,3.7,19.4,
48,46.0,Jaren Jackson Jr.,26.0,MEM,C,45.0,45.0,30.7,7.1,14.9,0.475,1.8,4.9,0.359,5.3,10.0,0.531,0.534,3.3,4.2,0.797,0.9,4.8,5.8,1.9,1.0,1.5,2.2,3.8,19.2,
49,46.0,Jaren Jackson Jr.,26.0,UTA,C,3.0,3.0,24.0,8.0,16.3,0.49,1.7,5.0,0.333,6.3,11.3,0.559,0.541,4.7,5.3,0.875,0.3,4.0,4.3,2.7,2.0,0.3,2.3,3.0,22.3,
50,47.0,LaMelo Ball,24.0,CHO,PG,48.0,45.0,27.8,6.8,17.0,0.401,3.5,9.5,0.367,3.3,7.4,0.445,0.504,2.3,2.6,0.895,0.8,4.0,4.9,7.3,1.1,0.2,2.9,2.6,19.4,
51,48.0,De'Aaron Fox,28.0,SAS,PG,47.0,47.0,31.7,7.2,14.8,0.486,2.0,5.6,0.354,5.2,9.2,0.566,0.553,3.0,3.7,0.795,0.6,3.2,3.8,6.3,1.2,0.3,2.4,2.2,19.3,AS
52,49.0,Ty Jerome,28.0,MEM,SG,7.0,7.0,20.6,6.3,12.4,0.506,2.4,6.1,0.395,3.9,6.3,0.614,0.603,4.3,5.0,0.857,0.9,1.9,2.7,5.7,1.3,0.3,1.7,2.1,19.3,
53,50.0,Trae Young,27.0,ATL,PG,10.0,10.0,28.0,5.6,13.5,0.415,1.8,5.9,0.305,3.8,7.6,0.5,0.481,6.3,7.3,0.863,0.0,1.5,1.5,8.9,1.0,0.1,2.6,2.0,19.3,
54,51.0,Scottie Barnes,24.0,TOR,PF,55.0,55.0,34.4,7.5,14.9,0.501,0.9,3.0,0.299,6.6,11.9,0.552,0.531,3.4,4.1,0.823,2.1,6.3,8.4,5.6,1.3,1.6,2.7,2.8,19.2,AS
55,52.0,Kon Knueppel,20.0,CHO,SF,57.0,56.0,32.1,6.6,13.5,0.487,3.5,8.0,0.435,3.1,5.6,0.562,0.615,2.6,2.9,0.891,1.2,4.3,5.5,3.5,0.7,0.2,2.2,2.1,19.2,
56,53.0,Zach LaVine,30.0,SAC,SG,39.0,37.0,31.4,6.7,14.0,0.479,2.5,6.5,0.39,4.2,7.5,0.556,0.569,3.2,3.6,0.88,0.2,2.6,2.8,2.3,0.7,0.3,1.9,2.1,19.2,
57,54.0,CJ McCollum,34.0,2TM,PG,54.0,38.0,30.1,6.9,15.2,0.455,2.6,6.8,0.388,4.3,8.4,0.51,0.542,2.4,3.1,0.776,0.7,2.7,3.4,3.6,0.8,0.4,1.7,1.9,18.8,
58,54.0,CJ McCollum,34.0,WAS,SG,35.0,35.0,30.9,6.9,15.1,0.454,2.7,7.0,0.393,4.1,8.1,0.505,0.544,2.3,2.9,0.804,0.7,2.9,3.5,3.6,0.7,0.3,1.7,2.1,18.8,
59,54.0,CJ McCollum,34.0,ATL,PG,19.0,3.0,28.7,7.0,15.3,0.459,2.4,6.4,0.377,4.6,8.8,0.518,0.538,2.4,3.3,0.73,0.8,2.4,3.2,3.5,0.9,0.6,1.9,1.5,18.8,
60,55.0,DeMar DeRozan,36.0,SAC,PF,58.0,58.0,32.2,6.5,13.3,0.489,0.7,2.1,0.333,5.8,11.2,0.518,0.516,4.9,5.6,0.868,0.5,2.6,3.1,3.8,1.2,0.3,1.1,2.0,18.6,
61,56.0,Coby White,25.0,CHI,SG,29.0,26.0,29.1,5.9,13.6,0.438,2.5,7.2,0.346,3.4,6.4,0.541,0.529,4.3,5.3,0.805,0.2,3.5,3.7,4.7,0.7,0.1,3.0,2.4,18.6,
62,57.0,Jerami Grant,31.0,POR,PF,42.0,23.0,29.0,5.8,13.0,0.445,2.3,6.0,0.377,3.5,7.0,0.503,0.532,4.7,5.7,0.825,0.9,2.6,3.5,2.3,0.6,0.7,2.0,2.6,18.5,
63,58.0,Bennedict Mathurin,23.0,2TM,SF,33.0,24.0,31.6,5.7,13.2,0.432,1.9,5.3,0.358,3.8,7.8,0.483,0.505,5.1,5.8,0.88,0.9,4.6,5.5,2.5,0.8,0.2,2.2,2.8,18.4,
64,58.0,Bennedict Mathurin,23.0,IND,SF,28.0,24.0,31.8,5.5,12.8,0.433,2.1,5.6,0.372,3.5,7.2,0.48,0.514,4.6,5.2,0.884,0.8,4.6,5.4,2.3,0.6,0.1,2.3,2.7,17.8,
65,58.0,Bennedict Mathurin,23.0,LAC,SF,5.0,0.0,30.4,6.6,15.4,0.429,1.0,4.0,0.25,5.6,11.4,0.491,0.461,7.8,9.0,0.867,1.6,4.6,6.2,3.6,1.8,0.2,1.8,3.4,22.0,
66,59.0,Bam Adebayo,28.0,MIA,C,50.0,50.0,31.2,6.5,14.5,0.446,1.6,4.8,0.336,4.9,9.8,0.5,0.501,3.7,4.8,0.776,2.0,7.8,9.8,2.9,1.0,0.7,1.8,1.6,18.3,
67,60.0,Miles Bridges,27.0,CHO,PF,53.0,53.0,32.2,6.5,14.5,0.449,2.1,6.5,0.327,4.4,8.0,0.546,0.522,3.1,3.6,0.845,1.0,5.1,6.1,3.5,0.5,0.5,1.5,1.8,18.2,
68,61.0,Josh Giddey,23.0,CHI,PG,37.0,34.0,31.4,6.2,13.6,0.457,1.7,4.7,0.368,4.5,8.9,0.505,0.521,3.9,5.1,0.763,1.2,7.0,8.2,8.5,0.9,0.4,3.5,1.6,18.1,
69,62.0,RJ Barrett,25.0,TOR,SF,33.0,33.0,29.3,6.5,13.7,0.471,1.7,5.0,0.335,4.8,8.7,0.549,0.532,3.5,4.9,0.708,0.9,4.4,5.3,3.5,0.8,0.3,1.7,2.5,18.0,
70,63.0,Darius Garland,26.0,CLE,PG,26.0,26.0,30.5,6.5,14.5,0.451,2.3,6.3,0.36,4.3,8.2,0.521,0.529,2.6,3.0,0.861,0.5,2.0,2.4,6.9,0.8,0.1,2.8,1.8,18.0,
71,64.0,Jalen Duren,22.0,DET,C,45.0,45.0,27.7,7.0,11.1,0.63,0.0,0.0,,7.0,11.1,0.63,0.63,3.8,5.3,0.73,3.7,6.7,10.5,1.8,0.9,0.8,1.8,2.8,17.8,AS
72,65.0,Aaron Gordon,30.0,DEN,PF,23.0,20.0,27.9,6.0,11.9,0.509,1.8,4.6,0.4,4.2,7.3,0.577,0.586,3.7,4.7,0.789,1.3,4.9,6.2,2.5,0.7,0.2,1.0,1.7,17.7,
73,66.0,Evan Mobley,24.0,CLE,PF,44.0,42.0,32.8,6.9,13.4,0.514,1.1,3.7,0.301,5.8,9.7,0.595,0.555,2.8,4.4,0.639,2.2,6.4,8.6,3.9,0.9,1.9,2.1,2.5,17.7,
74,67.0,Kevin Porter Jr.,25.0,MIL,PG,30.0,28.0,33.5,6.3,13.6,0.463,1.4,4.2,0.325,4.9,9.4,0.525,0.513,3.7,4.3,0.862,0.8,4.2,5.0,7.7,2.2,0.4,3.1,2.1,17.7,
75,68.0,Payton Pritchard,28.0,BOS,PG,55.0,48.0,32.8,6.6,14.1,0.469,2.7,7.3,0.368,3.9,6.8,0.578,0.564,1.7,2.0,0.861,0.9,3.3,4.2,5.4,0.8,0.1,1.3,1.4,17.6,
76,69.0,Jalen Williams,24.0,OKC,SG,26.0,26.0,29.0,6.7,14.0,0.479,0.8,2.5,0.313,6.0,11.6,0.515,0.507,3.3,3.9,0.833,0.7,4.0,4.7,5.4,1.3,0.3,1.9,2.1,17.5,
77,70.0,Chet Holmgren,23.0,OKC,PF,51.0,51.0,29.2,6.4,11.5,0.554,1.3,3.5,0.354,5.1,8.0,0.644,0.609,3.4,4.3,0.788,1.8,6.9,8.8,1.7,0.5,1.9,1.6,2.4,17.4,AS
78,71.0,Amen Thompson,23.0,HOU,PG,54.0,54.0,37.3,6.7,13.3,0.504,0.3,1.7,0.194,6.4,11.5,0.551,0.517,3.7,4.7,0.783,2.9,4.7,7.6,5.4,1.5,0.6,2.5,2.2,17.4,
79,72.0,Grayson Allen,30.0,PHO,SG,36.0,26.0,30.4,5.7,13.7,0.416,3.4,9.2,0.366,2.3,4.5,0.519,0.539,2.6,3.0,0.852,0.7,2.4,3.1,3.9,1.4,0.3,1.7,2.2,17.3,
80,73.0,Andrew Nembhard,26.0,IND,PG,45.0,45.0,31.8,6.0,13.7,0.441,1.9,5.3,0.367,4.1,8.4,0.487,0.511,3.3,4.0,0.821,0.4,2.5,2.9,7.5,0.9,0.2,2.5,2.2,17.2,
81,74.0,Immanuel Quickley,26.0,TOR,PG,54.0,54.0,32.4,6.0,13.4,0.448,2.7,7.1,0.378,3.4,6.4,0.526,0.548,2.5,3.1,0.811,0.6,3.7,4.3,6.1,1.2,0.1,1.6,2.1,17.2,
82,75.0,Alex Sarr,20.0,WAS,C,41.0,41.0,28.2,7.0,14.0,0.496,1.0,2.9,0.336,6.0,11.1,0.537,0.53,2.3,3.3,0.691,2.3,5.4,7.8,2.8,0.8,2.0,1.7,2.1,17.2,
83,76.0,Ryan Rollins,23.0,MIL,PG,53.0,48.0,32.1,6.5,14.0,0.465,2.5,6.0,0.42,4.0,8.1,0.499,0.554,1.6,2.1,0.761,0.8,3.8,4.6,5.4,1.5,0.4,2.4,2.7,17.1,
84,77.0,Derrick White,31.0,BOS,SG,54.0,54.0,34.4,5.9,15.2,0.388,2.8,8.7,0.321,3.1,6.5,0.477,0.48,2.4,2.7,0.896,1.1,3.4,4.4,5.7,1.2,1.4,1.8,1.6,17.0,
85,78.0,Kristaps Porziņģis,30.0,2TM,C,18.0,12.0,23.9,5.6,12.2,0.461,1.8,5.1,0.363,3.8,7.1,0.531,0.537,3.8,4.5,0.84,1.2,3.7,4.9,2.6,0.5,1.3,1.0,3.0,16.8,
86,78.0,Kristaps Porziņģis,30.0,ATL,C,17.0,12.0,24.3,5.6,12.4,0.457,1.8,5.1,0.36,3.8,7.3,0.524,0.531,4.0,4.8,0.84,1.2,3.9,5.1,2.7,0.5,1.3,0.9,3.2,17.1,
87,78.0,Kristaps Porziņģis,30.0,GSW,C,1.0,0.0,17.0,5.0,9.0,0.556,2.0,5.0,0.4,3.0,4.0,0.75,0.667,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,12.0,
88,79.0,Saddiq Bey,26.0,NOP,SF,51.0,43.0,30.5,5.7,12.8,0.448,1.9,5.5,0.352,3.8,7.3,0.52,0.524,3.3,3.9,0.85,1.6,4.3,5.8,2.5,0.9,0.1,0.8,1.2,16.7,
89,80.0,Stephon Castle,21.0,SAS,PG,46.0,45.0,29.8,5.7,12.1,0.472,1.0,3.6,0.291,4.7,8.5,0.548,0.515,4.2,5.8,0.725,1.3,3.8,5.0,6.8,1.3,0.3,3.3,3.4,16.7,
90,81.0,Nikola Vučević,35.0,2TM,C,53.0,48.0,30.3,6.7,13.4,0.504,1.7,4.4,0.379,5.1,9.0,0.565,0.566,1.3,1.5,0.817,2.1,6.8,8.9,3.5,0.7,0.7,1.5,2.0,16.4,
91,81.0,Nikola Vučević,35.0,CHI,C,48.0,48.0,30.8,6.9,13.8,0.505,1.7,4.5,0.376,5.2,9.2,0.568,0.567,1.3,1.5,0.838,2.1,6.9,9.0,3.8,0.7,0.6,1.4,2.0,16.9,
92,81.0,Nikola Vučević,35.0,BOS,C,5.0,0.0,25.2,4.8,9.6,0.5,1.2,2.8,0.429,3.6,6.8,0.529,0.563,1.0,1.6,0.625,2.6,5.8,8.4,1.4,1.0,0.8,1.6,2.2,11.8,
93,82.0,OG Anunoby,28.0,NYK,PF,44.0,44.0,33.2,5.8,12.3,0.471,2.0,5.7,0.353,3.8,6.6,0.572,0.553,2.7,3.4,0.795,1.4,4.0,5.4,2.3,1.8,0.8,2.0,2.5,16.3,
94,83.0,Cam Thomas,24.0,2TM,SG,29.0,8.0,23.5,5.4,12.8,0.422,1.6,4.8,0.326,3.9,8.1,0.479,0.483,3.7,4.4,0.85,0.4,1.5,1.9,2.8,0.1,0.1,2.0,1.1,16.1,
95,83.0,Cam Thomas,24.0,BRK,SG,24.0,8.0,24.3,5.1,12.8,0.399,1.6,4.9,0.325,3.5,8.0,0.445,0.461,3.8,4.5,0.843,0.4,1.4,1.8,3.1,0.2,0.1,2.0,1.3,15.6,
96,83.0,Cam Thomas,24.0,MIL,SG,5.0,0.0,20.0,6.8,12.8,0.531,1.4,4.2,0.333,5.4,8.6,0.628,0.586,3.4,3.8,0.895,0.4,2.0,2.4,1.4,0.0,0.0,1.8,0.4,18.4,
97,84.0,Onyeka Okongwu,25.0,ATL,C,53.0,42.0,31.8,6.0,12.2,0.488,2.0,5.3,0.383,3.9,6.9,0.569,0.572,2.1,2.8,0.774,1.9,5.8,7.7,3.2,1.1,1.0,1.9,3.5,16.1,
98,85.0,Andrew Wiggins,30.0,MIA,SF,52.0,52.0,31.2,6.1,12.9,0.476,2.0,5.0,0.407,4.1,7.9,0.519,0.554,1.8,2.3,0.779,1.8,3.3,5.1,2.8,1.2,0.9,1.7,2.2,16.1,
99,86.0,Paul George,35.0,PHI,PF,27.0,27.0,30.5,5.6,13.1,0.424,2.4,6.4,0.382,3.1,6.7,0.464,0.517,2.4,2.8,0.855,0.5,4.6,5.1,3.7,1.5,0.5,1.6,2.2,16.0,
100,87.0,Anthony Black,22.0,ORL,PG,56.0,36.0,31.4,5.8,12.5,0.461,1.7,4.9,0.346,4.1,7.6,0.534,0.528,2.8,3.7,0.752,0.7,3.3,4.0,3.9,1.4,0.7,2.2,2.7,15.9,
101,88.0,Domantas Sabonis,29.0,SAC,C,19.0,15.0,29.7,6.3,11.6,0.543,0.3,1.4,0.185,6.1,10.2,0.593,0.554,2.9,4.1,0.727,3.4,8.0,11.4,4.1,0.9,0.2,2.7,3.5,15.8,
102,89.0,Mikal Bridges,29.0,NYK,SF,58.0,58.0,34.2,6.3,12.5,0.501,2.1,5.5,0.382,4.2,7.0,0.595,0.586,1.0,1.2,0.829,1.0,3.1,4.2,4.0,1.4,0.8,1.1,1.9,15.6,
103,90.0,Jrue Holiday,35.0,POR,PG,29.0,27.0,28.2,5.7,12.7,0.451,2.3,6.3,0.372,3.4,6.4,0.53,0.543,1.7,2.1,0.803,1.6,3.1,4.6,6.3,1.2,0.1,2.8,1.7,15.5,
104,91.0,Jabari Smith Jr.,22.0,HOU,PF,54.0,54.0,35.0,5.5,12.4,0.444,2.2,6.1,0.364,3.3,6.2,0.522,0.534,2.1,2.7,0.772,1.5,5.5,7.0,1.8,0.8,1.0,1.3,2.5,15.3,
105,92.0,VJ Edgecombe,20.0,PHI,SG,53.0,53.0,35.4,5.6,13.2,0.423,2.1,5.7,0.362,3.5,7.5,0.47,0.501,1.9,2.4,0.8,1.5,3.9,5.5,4.0,1.5,0.5,1.9,3.1,15.1,
106,93.0,Jaime Jaquez Jr.,24.0,MIA,SF,53.0,1.0,28.7,6.1,12.1,0.504,0.5,2.0,0.257,5.6,10.2,0.552,0.525,2.3,3.1,0.752,1.4,4.1,5.4,4.7,0.8,0.3,2.2,2.0,15.1,
107,94.0,Naji Marshall,28.0,DAL,SF,55.0,31.0,29.6,5.6,10.5,0.529,0.9,2.9,0.298,4.7,7.6,0.619,0.571,3.1,4.0,0.766,0.9,4.0,4.9,3.0,1.1,0.1,1.4,1.9,15.1,
