,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,Oklahoma City Thunder,25.2,47.0,15.0,50,12,11.29,-0.48,10.81,118.7,107.4,11.3,99.4,0.266,0.421,0.599,,0.56,11.3,22.1,0.218,,0.517,14.8,74.1,0.189,,Paycom Center,582812,18203
1,2.0,Boston Celtics,26.8,40.0,20.0,43,17,7.6,-0.85,6.75,120.9,112.9,8.0,94.8,0.201,0.465,0.581,,0.552,11.0,29.6,0.16,,0.522,11.7,74.7,0.194,,TD Garden,555524,19156
2,3.0,Detroit Pistons,26.0,45.0,14.0,43,16,7.92,-0.54,7.38,116.8,108.9,7.9,99.9,0.292,0.35,0.575,,0.539,13.0,31.0,0.221,,0.515,15.1,74.2,0.257,,Little Caesars Arena,608092,19590
3,4.0,New York Knicks,28.2,39.0,22.0,41,20,6.08,-0.28,5.8,119.4,113.2,6.2,97.7,0.242,0.438,0.586,,0.553,11.9,29.1,0.19,,0.537,12.9,76.4,0.211,,Madison Square Garden (IV),613750,19798
4,5.0,San Antonio Spurs,25.5,43.0,17.0,41,19,6.18,-0.01,6.17,117.5,111.4,6.1,100.2,0.283,0.419,0.588,,0.551,12.1,25.7,0.221,,0.523,11.9,76.4,0.18,,Frost Bank Center,498917,18660
5,6.0,Houston Rockets,26.6,37.0,22.0,39,20,5.32,-0.4,4.93,118.1,112.6,5.5,95.8,0.263,0.346,0.572,,0.538,13.4,35.1,0.2,,0.525,12.1,73.9,0.189,,Toyota Center,487550,18057
6,7.0,Minnesota Timberwolves,27.9,38.0,23.0,39,22,4.56,-0.76,3.8,117.7,113.2,4.5,100.7,0.287,0.425,0.596,,0.564,12.8,26.2,0.213,,0.532,13.1,74.7,0.216,,Target Center,528869,17060
7,8.0,Denver Nuggets,27.7,37.0,24.0,38,23,4.38,-0.48,3.9,121.4,117.0,4.4,97.9,0.298,0.402,0.611,,0.571,11.6,23.7,0.24,,0.541,10.8,74.6,0.2,,Ball Arena,555022,19822
8,9.0,Cleveland Cavaliers,26.8,38.0,24.0,39,23,4.24,-0.03,4.21,118.2,114.0,4.2,100.3,0.258,0.442,0.589,,0.556,12.5,27.4,0.201,,0.54,13.7,73.5,0.207,,Rocket Arena,602392,19432
