,PLAYER_NAME,TEAM_ABBREVIATION,PIE
312,Luis Scola,HOU,0.104
153,Emeka Okafor,NOH,0.104
2,Al Harrington,DEN,0.104
195,JJ Redick,ORL,0.104
382,Ray Allen,BOS,0.103
387,Renaldo Balkman,NYK,0.103
435,Terrence Williams,SAC,0.103
219,Jason Smith,NOH,0.103
216,Jason Kidd,DAL,0.103
26,Anthony Randolph,MIN,0.103
411,Sean Williams,BOS,0.103
201,Jamal Crawford,POR,0.103
28,Armon Johnson,NJN,0.102
254,Jordan Hamilton,DEN,0.102
393,Rodrigue Beaubois,DAL,0.102
461,Udonis Haslem,MIA,0.101
226,Jeff Teague,ATL,0.101
365,O.J. Mayo,MEM,0.101
44,Brandon Bass,BOS,0.101
449,Trevor Ariza,NOH,0.101
210,Jannero Pargo,ATL,0.101
192,Ivan Johnson,ATL,0.101
282,Kevin Seraphin,WAS,0.101
421,Shelvin Mack,WAS,0.101
108,Darren Collison,IND,0.1
90,D.J. Augustin,CHA,0.1
430,Sundiata Gaines,NJN,0.1
112,DeAndre Jordan,LAC,0.1
335,Matt Barnes,LAL,0.1
203,Jameer Nelson,ORL,0.1
260,Josh Harrellson,NYK,0.1
366,Omer Asik,CHI,0.1
36,Beno Udrih,MIL,0.1
351,Mo Williams,LAC,0.099
173,Gordon Hayward,UTA,0.098
114,DeJuan Blair,SAS,0.098
221,Jason Thompson,SAC,0.098
303,Lavoy Allen,PHI,0.098
477,Zaza Pachulia,ATL,0.097
307,Lester Hudson,MEM,0.097
130,Devin Harris,UTA,0.097
450,Trevor Booker,WAS,0.097
441,Tobias Harris,MIL,0.097
167,Gerald Green,NJN,0.096
265,Jrue Holiday,PHI,0.096
10,Amir Johnson,TOR,0.096
124,Derrick Brown,CHA,0.096
103,Danny Green,SAS,0.096
328,Marcus Thornton,SAC,0.096
255,Jordan Hill,LAL,0.095
0,AJ Price,IND,0.095
206,James Johnson,TOR,0.095
34,Ben Uzoh,TOR,0.095
164,Gary Forbes,TOR,0.095
211,Jared Dudley,PHX,0.094
341,Michael Beasley,MIN,0.094
35,Ben Wallace,DET,0.094
143,Earl Boykins,HOU,0.094
250,Jonas Jerebko,DET,0.094
332,Marreese Speights,MEM,0.094
320,Manny Harris,CLE,0.094
299,Landry Fields,NYK,0.094
443,Tony Allen,MEM,0.093
137,Dorell Wright,GSW,0.093
308,Linas Kleiza,TOR,0.093
249,Jon Leuer,MIL,0.093
222,Jeff Adrien,HOU,0.093
456,Tyler Hansbrough,IND,0.093
22,Antawn Jamison,CLE,0.093
13,Andre Emmett,NJN,0.092
291,Kyle Korver,CHI,0.092
194,JJ Hickson,POR,0.092
65,Channing Frye,PHX,0.092
348,Mike James,CHI,0.091
77,Chris Wilcox,BOS,0.091
180,Hakim Warrick,PHX,0.091
233,Jerome Jordan,NYK,0.091
184,Hassan Whiteside,SAC,0.091
92,DJ White,CHA,0.091
451,Trey Johnson,NOH,0.091
29,Arron Afflalo,DEN,0.091
383,Raymond Felton,POR,0.091
151,Elliot Williams,POR,0.09
336,Matt Bonner,SAS,0.09
33,Ben Gordon,DET,0.09
171,Glen Davis,ORL,0.09
315,Luke Ridnour,MIN,0.09
168,Gerald Henderson,CHA,0.09
342,Michael Redd,PHX,0.09
134,Dominique Jones,DAL,0.089
8,Alonzo Gee,CLE,0.089
149,Edwin Ubiles,WAS,0.089
128,Derrick Williams,MIN,0.089
400,Rudy Fernandez,DEN,0.089
51,Brian Scalabrine,CHI,0.089
89,Craig Smith,POR,0.089
165,Gary Neal,SAS,0.089
311,Luc Mbah a Moute,MIL,0.089
433,Tayshaun Prince,DET,0.089
471,Willie Green,ATL,0.088
349,Mike Miller,MIA,0.088
197,JaJuan Johnson,BOS,0.088
306,Leandro Barbosa,IND,0.088
23,Anthony Carter,TOR,0.087
394,Roger Mason Jr.,WAS,0.087
252,Jordan Crawford,WAS,0.087
55,C.J. Watson,CHI,0.087
463,Vince Carter,DAL,0.087
285,Klay Thompson,GSW,0.087
362,Nikola Vučević,PHI,0.087
232,Jerome Dyson,NOH,0.086
64,Chandler Parsons,HOU,0.086
412,Sebastian Telfair,PHX,0.086
83,Corey Maggette,CHA,0.086
54,Byron Mullens,CHA,0.086
416,Shannon Brown,PHX,0.086
391,Robin Lopez,PHX,0.086
41,Boris Diaw,SAS,0.085
329,Mario Chalmers,MIA,0.085
464,Vladimir Radmanovic,ATL,0.085
395,Ronnie Brewer,CHI,0.085
258,Josh Childress,PHX,0.084
266,Julyan Stone,DEN,0.084
238,Jimmy Butler III,CHI,0.084
42,Brad Miller,MIN,0.084
397,Ronny Turiaf,MIA,0.084
469,Wesley Matthews,POR,0.084
386,Reggie Williams,CHA,0.084
218,Jason Richardson,ORL,0.084
63,Cartier Martin,WAS,0.083
452,Trey Thompkins,LAC,0.082
379,Randy Foye,LAC,0.082
141,E'Twaun Moore,BOS,0.082
133,Dominic McGuire,GSW,0.082
177,Greg Stiemsma,BOS,0.082
66,Charles Jenkins,GSW,0.082
176,Greg Smith,HOU,0.082
115,DeMar DeRozan,TOR,0.081
7,Alec Burks,UTA,0.081
388,Richard Hamilton,CHI,0.081
185,Hedo Turkoglu,ORL,0.081
256,Jordan Williams,NJN,0.08
290,Kwame Brown,GSW,0.08
87,Courtney Lee,HOU,0.079
60,Carlos Delfino,MIL,0.079
200,Jamaal Tinsley,UTA,0.079
225,Jeff Foster,IND,0.079
465,Von Wafer,ORL,0.078
235,Jerry Stackhouse,ATL,0.078
125,Derrick Byars,SAS,0.078
174,Grant Hill,PHX,0.078
322,MarShon Brooks,NJN,0.078
46,Brandon Knight,DET,0.078
1,Aaron Gray,TOR,0.078
431,T.J. Ford,SAS,0.078
330,Markieff Morris,PHX,0.077
440,Timofey Mozgov,DEN,0.077
24,Anthony Morrow,NJN,0.077
86,Courtney Fortson,HOU,0.076
325,Marco Belinelli,NOH,0.076
223,Jeff Ayres,IND,0.076
31,Avery Bradley,BOS,0.076
136,Donte Greene,SAC,0.076
417,Shaun Livingston,MIL,0.076
82,Corey Brewer,DEN,0.076
183,Hasheem Thabeet,POR,0.075
313,Luke Babbitt,POR,0.075
187,Ian Mahinmi,DAL,0.075
145,Earl Watson,UTA,0.075
5,Al-Farouq Aminu,NOH,0.075
32,Baron Davis,NYK,0.074
62,Caron Butler,LAC,0.074
240,Jodie Meeks,PHI,0.074
251,Jonny Flynn,POR,0.074
453,Tristan Thompson,CLE,0.074
426,Stephen Jackson,SAS,0.074
368,Patrick Patterson,HOU,0.073
25,Anthony Parker,CLE,0.073
358,Nick Collison,OKC,0.072
262,Josh McRoberts,LAL,0.072
444,Tony Battie,PHI,0.072
420,Shelden Williams,NJN,0.072
408,Samardo Samuels,CLE,0.072
189,Iman Shumpert,NYK,0.071
48,Brendan Haywood,DAL,0.071
389,Richard Jefferson,GSW,0.071
367,Omri Casspi,CLE,0.071
359,Nick Young,LAC,0.071
12,Andray Blatche,WAS,0.07
135,Donald Sloan,CLE,0.07
155,Eric Bledsoe,LAC,0.07
217,Jason Maxiell,DET,0.07
436,Thabo Sefolosha,OKC,0.069
374,Quentin Richardson,ORL,0.068
331,Marquis Daniels,BOS,0.068
289,Kurt Thomas,POR,0.068
72,Chris Duhon,ORL,0.068
447,Travis Leslie,LAC,0.068
314,Luke Harangody,CLE,0.068
261,Josh Howard,UTA,0.067
454,Troy Murphy,LAL,0.067
209,Jan Vesely,WAS,0.067
385,Reggie Jackson,OKC,0.067
244,Johan Petro,NJN,0.067
58,Carldell Johnson,NOH,0.067
99,Daniel Gibson,CLE,0.067
296,Lamar Odom,DAL,0.066
163,Francisco Garcia,SAC,0.066
109,Darryl Watkins,NOH,0.066
37,Bismack Biyombo,CHA,0.066
56,CJ Miles,UTA,0.066
95,Dahntay Jones,IND,0.066
475,Yi Jianlian,DAL,0.065
212,Jared Jeffries,NYK,0.065
384,Reggie Evans,LAC,0.065
407,Sam Young,PHI,0.064
467,Wayne Ellington,MIN,0.064
302,Larry Sanders,MIL,0.064
457,Tyler Honeycutt,SAC,0.064
318,Malcolm Lee,MIN,0.064
340,Metta World Peace,LAL,0.063
80,Chuck Hayes,SAC,0.063
277,Kenyon Martin,LAC,0.063
150,Ekpe Udoh,MIL,0.063
470,Will Bynum,DET,0.063
427,Steve Blake,LAL,0.062
343,Mickael Pietrus,BOS,0.062
246,John Salmons,SAC,0.061
473,Xavier Henry,NOH,0.061
415,Shane Battier,MIA,0.061
231,Jermaine O'Neal,BOS,0.061
284,Kirk Hinrich,ATL,0.061
472,Wilson Chandler,DEN,0.061
237,Jimmer Fredette,SAC,0.061
345,Mike Bibby,NYK,0.06
356,Nazr Mohammed,OKC,0.06
339,Mehmet Okur,NJN,0.06
333,Martell Webster,MIN,0.06
275,Kendrick Perkins,OKC,0.06
298,Lance Thomas,NOH,0.06
207,James Jones,MIA,0.059
156,Eric Dawson,SAS,0.059
94,Daequan Cook,OKC,0.058
380,Rashard Lewis,WAS,0.058
309,Lou Amundson,IND,0.058
158,Eric Maynor,OKC,0.057
148,Eduardo Najera,CHA,0.057
202,Jamario Moon,CHA,0.057
410,Sasha Pavlovic,BOS,0.056
353,Morris Almond,WAS,0.055
344,Mickell Gladness,GSW,0.055
186,Henry Walker,NYK,0.055
204,James Anderson,SAS,0.055
117,DeMarre Carroll,UTA,0.055
118,DeSagana Diop,CHA,0.054
122,Derek Fisher,OKC,0.054
297,Lance Stephenson,IND,0.054
242,Joel Anthony,MIA,0.053
20,Andrew Goudelock,LAL,0.052
6,Alan Anderson,TOR,0.052
413,Semih Erden,CLE,0.052
27,Anthony Tolliver,MIN,0.051
76,Chris Singleton,WAS,0.051
375,Quincy Pondexter,MEM,0.051
144,Earl Clark,ORL,0.05
396,Ronnie Price,PHX,0.049
113,DeAndre Liggins,ORL,0.049
442,Toney Douglas,NYK,0.049
364,Norris Cole,MIA,0.049
468,Wesley Johnson,MIN,0.049
170,Gilbert Arenas,MEM,0.049
283,Keyon Dooling,BOS,0.049
243,Joel Przybilla,POR,0.048
459,Tyrus Thomas,CHA,0.048
97,Damion James,NJN,0.048
466,Walker Russell,DET,0.048
107,Darko Milicic,MIN,0.047
100,Daniel Orton,ORL,0.047
234,Jerry Smith,NJN,0.047
230,Jeremy Tyler,GSW,0.046
21,Andris Biedrins,GSW,0.045
30,Austin Daye,DET,0.045
106,Darius Morris,LAL,0.045
73,Chris Johnson,NOH,0.045
259,Josh Davis,MEM,0.044
448,Travis Outlaw,SAC,0.044
376,Raja Bell,UTA,0.043
363,Nolan Smith,POR,0.043
267,Justin Dentmon,TOR,0.043
85,Cory Joseph,SAS,0.042
434,Terrel Harris,MIA,0.042
338,Maurice Evans,WAS,0.042
248,Jon Brockman,MIL,0.041
93,DaJuan Summers,NOH,0.041
96,Damien Wilkins,DET,0.041
301,Larry Owens,NJN,0.041
162,Francisco Elson,PHI,0.041
131,Dexter Pittman,MIA,0.04
129,Devin Ebanks,LAL,0.04
50,Brian Cook,WAS,0.039
381,Rasual Butler,TOR,0.039
159,Erick Dampier,ATL,0.036
423,Solomon Jones,NOH,0.036
337,Matt Carroll,CHA,0.035
319,Malcolm Thomas,SAS,0.035
269,Juwan Howard,MIA,0.034
271,Keith Benson,GSW,0.034
119,DeShawn Stevenson,NJN,0.033
121,Dennis Horner,NJN,0.032
40,Bobby Simmons,LAC,0.031
404,Ryan Gomes,LAC,0.031
316,Luke Walton,CLE,0.027
215,Jason Kapono,LAL,0.026
79,Christian Eyenga,LAL,0.026
88,Craig Brackins,PHI,0.026
91,D.J. Kennedy,CLE,0.025
263,Josh Selby,MEM,0.024
350,Mikki Moore,GSW,0.024
419,Shawne Williams,NJN,0.023
17,Andres Nocioni,PHI,0.022
214,Jason Collins,ATL,0.021
405,Ryan Hollins,BOS,0.021
229,Jeremy Pargo,MEM,0.021
199,Jamaal Magloire,TOR,0.02
84,Cory Higgins,CHA,0.018
399,Royal Ivey,OKC,0.017
49,Brian Cardinal,DAL,0.015
327,Marcus Morris Sr.,HOU,0.009
354,Mychel Thompson,CLE,0.008
268,Justin Harper,ORL,0.008
304,Lazar Hayward,OKC,0.006
272,Keith Bogans,NJN,0.002
147,Eddy Curry,MIA,-0.004
224,Jeff Foote,NOH,-0.009
105,Darington Hobson,MIL,-0.011
188,Ike Diogu,SAS,-0.014
474,Xavier Silas,PHI,-0.024
273,Kelenna Azubuike,DAL,-0.035
300,Larry Hughes,ORL,-0.053
38,Blake Ahearn,UTA,-0.069
98,Dan Gadzuric,NYK,-0.088
142,Earl Barron,GSW,-0.167
52,Brian Skinner,MEM,-0.182
181,Hamady Ndiaye,WAS,-0.222
