,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Denver Nuggets,76,242.6,43.1,87.1,0.495,14.1,35.6,0.395,29.0,51.6,0.563,21.0,26.1,0.806,9.6,33.9,43.5,28.8,6.8,3.9,12.9,19.2,121.3
1,2.0,Miami Heat,75,240.3,43.4,93.5,0.464,13.5,37.7,0.357,29.9,55.7,0.537,20.0,25.2,0.794,11.9,34.6,46.5,28.7,8.9,4.3,13.7,19.0,120.3
2,3.0,San Antonio Spurs*,74,240.3,43.1,89.5,0.482,13.6,38.0,0.359,29.5,51.5,0.572,19.4,24.8,0.784,11.3,35.6,46.9,27.9,7.6,5.5,13.5,18.9,119.4
3,4.0,Cleveland Cavaliers,74,241.0,43.2,90.2,0.479,14.5,40.2,0.361,28.7,50.1,0.574,18.4,23.7,0.776,11.8,32.5,44.3,28.3,8.6,5.0,14.0,19.9,119.4
4,5.0,Oklahoma City Thunder*,75,242.0,42.8,88.9,0.482,13.5,37.7,0.36,29.3,51.2,0.571,19.5,23.8,0.819,9.6,34.5,44.1,25.4,9.6,5.5,12.5,19.1,118.7
5,6.0,Atlanta Hawks,75,241.0,43.5,91.8,0.473,14.5,39.5,0.368,28.9,52.4,0.552,16.8,21.6,0.777,10.9,32.5,43.3,30.3,9.4,4.6,14.2,19.5,118.3
6,7.0,Minnesota Timberwolves,74,241.4,42.5,88.3,0.481,13.7,37.1,0.369,28.8,51.3,0.561,19.2,25.6,0.751,11.2,33.3,44.6,26.1,8.7,5.7,14.9,21.1,117.9
7,8.0,Detroit Pistons*,74,241.4,43.3,89.9,0.482,10.9,31.0,0.35,32.5,58.8,0.552,20.0,26.2,0.762,13.2,32.6,45.7,27.3,10.5,6.3,15.0,22.1,117.5
8,9.0,Utah Jazz,75,242.0,42.1,90.4,0.466,12.8,37.0,0.345,29.4,53.5,0.55,20.3,25.6,0.793,11.9,31.8,43.7,29.4,8.7,3.8,15.6,21.5,117.4
9,10.0,New York Knicks,75,241.0,42.7,89.8,0.476,14.4,38.5,0.375,28.3,51.3,0.551,17.0,21.4,0.791,12.8,33.1,45.9,27.4,8.1,4.0,13.8,20.1,116.8
10,11.0,Los Angeles Lakers,74,240.3,42.0,84.0,0.5,12.0,33.5,0.358,30.1,50.5,0.595,20.6,26.9,0.765,9.6,31.4,41.0,25.5,8.4,4.3,14.4,18.7,116.6
11,12.0,Chicago Bulls,74,241.0,42.3,90.2,0.469,14.6,40.2,0.362,27.7,50.0,0.555,17.2,22.0,0.78,10.3,34.9,45.2,28.7,7.5,5.1,15.3,18.9,116.4
12,13.0,Philadelphia 76ers,74,242.7,41.7,90.3,0.462,12.5,35.6,0.35,29.2,54.7,0.534,20.4,25.1,0.809,11.8,31.6,43.4,24.7,9.2,5.8,13.7,20.5,116.2
13,14.0,Charlotte Hornets,75,241.0,40.9,88.8,0.46,16.3,42.9,0.38,24.6,45.9,0.535,18.0,22.1,0.816,12.7,33.4,46.2,26.3,7.0,4.5,15.5,19.2,116.1
14,15.0,Portland Trail Blazers,76,240.7,40.8,90.0,0.453,14.3,42.0,0.34,26.5,48.0,0.552,19.5,25.6,0.762,14.1,32.0,46.1,25.1,8.2,5.5,17.4,20.1,115.3
15,16.0,Orlando Magic,74,242.0,40.9,88.4,0.463,11.8,34.4,0.344,29.1,54.0,0.539,21.6,26.9,0.805,10.9,32.3,43.2,26.3,8.4,4.7,13.8,20.8,115.3
16,17.0,Memphis Grizzlies,74,240.7,41.5,90.7,0.458,13.7,38.9,0.353,27.8,51.8,0.536,18.3,23.1,0.793,11.4,31.5,42.9,28.2,8.9,5.0,15.0,20.4,115.1
17,18.0,New Orleans Pelicans,76,241.6,42.0,90.3,0.465,11.2,32.4,0.347,30.8,57.9,0.532,19.9,25.4,0.782,12.2,31.5,43.8,25.2,8.8,5.2,14.2,19.8,115.1
18,19.0,Golden State Warriors,75,241.7,41.1,89.1,0.461,15.9,44.7,0.356,25.1,44.4,0.565,16.9,21.0,0.801,11.4,31.2,42.6,29.0,9.9,4.3,15.8,19.7,114.9
19,20.0,Houston Rockets,74,243.0,42.7,89.7,0.476,11.3,31.1,0.363,31.4,58.6,0.535,17.8,23.4,0.761,15.2,33.1,48.3,25.1,8.7,5.8,15.7,18.4,114.4
20,21.0,Toronto Raptors,74,241.4,42.5,88.9,0.478,11.5,32.8,0.35,31.0,56.1,0.553,17.8,23.0,0.775,11.1,31.3,42.3,29.3,8.8,4.9,13.8,21.0,114.3
21,22.0,Boston Celtics,74,240.7,41.9,90.4,0.464,15.2,42.1,0.362,26.6,48.2,0.552,15.1,18.8,0.807,12.7,33.8,46.4,24.4,7.1,5.1,12.3,19.1,114.1
22,23.0,Los Angeles Clippers,75,241.3,40.5,83.3,0.486,12.4,33.7,0.368,28.1,49.6,0.566,20.7,25.1,0.824,9.5,31.2,40.7,23.8,9.1,4.9,14.4,18.8,114.0
23,24.0,Dallas Mavericks,74,242.4,42.0,89.3,0.47,10.8,31.3,0.344,31.2,58.0,0.538,19.1,25.5,0.747,10.3,34.2,44.5,25.3,7.4,5.2,14.8,18.3,113.9
24,25.0,Phoenix Suns,74,241.0,40.9,90.1,0.454,14.9,41.1,0.363,26.0,49.0,0.531,15.9,20.3,0.783,13.0,30.2,43.2,24.8,9.7,4.1,14.4,20.8,112.7
25,26.0,Washington Wizards,74,241.0,41.6,90.1,0.462,13.1,36.4,0.359,28.5,53.7,0.531,16.3,21.2,0.768,11.1,31.2,42.3,25.0,7.8,5.7,15.7,21.6,112.6
26,27.0,Indiana Pacers,75,241.0,40.7,89.0,0.457,13.2,37.3,0.355,27.5,51.7,0.531,17.6,22.8,0.773,9.8,31.9,41.7,27.2,7.2,4.6,14.4,21.2,112.2
27,28.0,Sacramento Kings,76,241.0,41.5,89.1,0.466,10.2,30.0,0.34,31.3,59.1,0.529,17.5,22.6,0.774,11.3,30.8,42.0,25.6,8.0,4.4,14.2,19.7,110.7
28,29.0,Milwaukee Bucks,74,241.0,40.8,85.5,0.478,14.8,38.4,0.386,26.0,47.1,0.552,13.9,19.1,0.731,8.7,31.8,40.5,25.7,7.5,3.9,15.0,19.8,110.4
29,30.0,Brooklyn Nets,75,241.0,37.6,84.7,0.444,13.3,38.7,0.342,24.3,45.9,0.529,17.9,23.0,0.777,10.6,29.1,39.7,25.3,7.9,4.3,15.9,21.3,106.3
30,,League Average,75,241.3,41.9,89.0,0.47,13.3,37.0,0.359,28.6,52.1,0.549,18.5,23.6,0.783,11.4,32.4,43.8,26.7,8.4,4.9,14.5,19.9,115.5
