,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Boston Celtics,74,240.7,38.1,86.6,0.441,13.9,39.1,0.355,24.2,47.4,0.511,16.6,21.4,0.778,10.9,30.6,41.5,24.6,6.2,4.2,12.4,18.4,106.8
1,2.0,Oklahoma City Thunder*,75,242.0,38.4,88.2,0.435,14.3,39.1,0.366,24.0,49.1,0.489,16.5,22.1,0.748,11.9,33.4,45.3,24.8,7.5,4.3,16.8,20.9,107.6
2,3.0,Detroit Pistons*,74,241.4,37.7,85.2,0.442,12.6,36.5,0.346,25.1,48.7,0.515,21.4,27.2,0.79,11.5,29.6,41.0,23.4,8.7,5.8,17.0,21.4,109.5
3,4.0,Houston Rockets,74,243.0,40.5,88.1,0.46,12.5,35.3,0.353,28.0,52.8,0.531,16.6,22.1,0.752,11.4,28.2,39.6,24.7,9.2,4.7,13.5,20.0,110.1
4,5.0,New York Knicks,75,241.0,39.4,85.9,0.459,13.8,38.4,0.36,25.6,47.5,0.539,17.9,22.9,0.781,10.0,30.9,40.8,24.9,7.3,4.4,14.4,19.5,110.5
5,6.0,Phoenix Suns,74,241.0,40.2,85.4,0.471,12.1,35.0,0.346,28.1,50.4,0.557,18.6,23.8,0.781,11.9,31.9,43.8,24.9,7.8,4.5,16.2,18.8,111.1
6,7.0,San Antonio Spurs*,74,240.3,40.8,90.8,0.45,13.1,37.0,0.353,27.8,53.8,0.516,16.5,20.9,0.791,10.3,32.3,42.6,26.2,7.8,4.5,13.2,20.3,111.2
7,8.0,Charlotte Hornets,75,241.0,41.1,88.0,0.468,12.8,35.6,0.36,28.3,52.5,0.54,16.7,20.7,0.803,10.1,29.2,39.2,26.1,8.3,4.5,12.6,19.9,111.7
8,9.0,Toronto Raptors,74,241.4,40.1,86.1,0.465,12.7,36.1,0.352,27.4,50.0,0.547,19.0,24.0,0.792,11.0,32.3,43.2,24.4,7.9,5.3,16.0,19.5,112.0
9,10.0,Los Angeles Clippers,75,241.3,41.0,87.5,0.469,13.5,36.5,0.37,27.5,51.0,0.54,17.0,21.5,0.792,11.4,30.5,41.9,26.3,8.5,4.5,14.3,20.1,112.5
10,11.0,Minnesota Timberwolves,74,241.4,41.3,89.7,0.46,12.4,34.7,0.356,28.9,55.0,0.525,19.5,25.0,0.779,11.6,31.8,43.4,26.0,8.5,4.0,15.0,20.6,114.4
11,12.0,Golden State Warriors,75,241.7,42.3,88.5,0.478,12.8,35.8,0.357,29.5,52.7,0.56,17.6,21.8,0.806,11.5,32.8,44.4,26.9,8.9,4.1,16.0,18.6,114.9
12,13.0,Los Angeles Lakers,74,240.3,42.5,88.0,0.483,12.9,36.3,0.354,29.6,51.6,0.574,17.0,21.3,0.795,10.8,30.2,41.0,27.6,8.8,3.5,14.7,21.4,114.9
