,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,Oklahoma City Thunder*,25.2,59.0,16.0,60,15,11.07,-0.23,10.84,118.6,107.5,11.1,99.3,0.268,0.424,0.597,,0.558,11.2,22.2,0.219,,0.516,14.7,74.3,0.188,,Paycom Center,692030,18203
1,2.0,San Antonio Spurs*,25.4,56.0,18.0,54,20,8.14,0.02,8.15,119.1,111.0,8.1,100.1,0.277,0.424,0.594,,0.558,11.9,26.0,0.217,,0.522,11.6,77.5,0.182,,Frost Bank Center,649817,18709
2,3.0,Detroit Pistons*,26.1,54.0,20.0,54,20,8.03,-0.76,7.27,117.6,109.5,8.1,99.4,0.292,0.345,0.579,,0.543,12.9,30.8,0.223,,0.516,14.9,74.0,0.252,,Little Caesars Arena,746381,19622
3,4.0,Boston Celtics,26.9,50.0,24.0,53,21,7.31,-0.45,6.86,120.3,112.6,7.7,94.6,0.208,0.466,0.579,,0.548,11.1,29.3,0.168,,0.521,11.4,75.6,0.192,,TD Garden,708772,19156
4,5.0,New York Knicks,28.2,48.0,27.0,51,24,6.31,-0.46,5.85,119.6,113.2,6.4,97.2,0.239,0.429,0.588,,0.556,12.2,29.3,0.189,,0.539,13.0,76.9,0.208,,Madison Square Garden (IV),712810,19800
5,6.0,Denver Nuggets,27.8,48.0,28.0,48,28,4.67,-0.31,4.36,122.0,117.3,4.7,98.3,0.3,0.408,0.615,,0.575,11.6,23.2,0.241,,0.543,10.5,75.3,0.197,,Ball Arena,733215,19817
6,7.0,Houston Rockets,26.5,45.0,29.0,47,27,4.3,-0.22,4.08,117.7,113.2,4.5,96.0,0.261,0.347,0.572,,0.538,13.6,35.0,0.198,,0.53,12.1,74.3,0.189,,Toyota Center,631990,18057
7,8.0,Charlotte Hornets,24.0,39.0,36.0,47,28,4.33,-0.48,3.85,119.1,114.7,4.4,97.0,0.249,0.483,0.589,,0.552,13.6,30.4,0.203,,0.54,11.5,76.8,0.189,,Spectrum Center,708523,18645
8,9.0,Cleveland Cavaliers,27.1,46.0,28.0,46,28,4.23,-0.06,4.17,119.0,114.8,4.2,99.9,0.263,0.445,0.593,,0.559,12.2,26.8,0.204,,0.542,13.3,74.1,0.212,,Rocket Arena,738416,19432
9,10.0,Minnesota Timberwolves,27.9,45.0,29.0,45,29,3.49,-0.24,3.25,116.7,113.2,3.5,100.4,0.29,0.42,0.592,,0.558,13.0,26.1,0.218,,0.529,12.9,74.1,0.217,,Target Center,675531,17321
10,11.0,Toronto Raptors,24.8,42.0,32.0,42,32,2.36,-0.13,2.24,115.4,113.0,2.4,98.5,0.259,0.369,0.577,,0.543,12.2,25.5,0.201,,0.539,14.2,74.0,0.221,,Scotiabank Arena,697180,18843
11,12.0,Miami Heat,26.3,39.0,36.0,43,32,2.32,0.12,2.44,115.9,113.7,2.2,103.6,0.27,0.403,0.575,,0.536,11.6,25.3,0.214,,0.537,13.0,74.9,0.196,,Kaseya Center,728778,19697
12,13.0,Los Angeles Lakers,28.1,48.0,26.0,41,33,1.73,-0.1,1.63,118.3,116.5,1.8,98.5,0.32,0.399,0.609,,0.572,13.1,24.0,0.245,,0.557,13.1,74.5,0.193,,Crypto.com Arena,678268,18841
13,14.0,Atlanta Hawks,25.2,42.0,33.0,42,33,1.84,-0.22,1.62,115.9,114.1,1.8,101.6,0.235,0.43,0.583,,0.552,12.3,24.1,0.183,,0.547,13.9,74.1,0.206,,State Farm Arena,618730,16282
14,15.0,Los Angeles Clippers,30.2,39.0,36.0,41,34,1.49,-0.2,1.3,117.6,116.0,1.6,96.4,0.301,0.404,0.604,,0.56,13.3,23.8,0.248,,0.546,12.9,73.2,0.194,,Intuit Dome,632869,17580
15,16.0,Phoenix Suns,26.8,41.0,33.0,41,33,1.53,0.22,1.75,115.6,114.1,1.5,97.0,0.226,0.456,0.569,,0.537,12.7,28.9,0.177,,0.542,14.5,71.7,0.218,,Mortgage Matchup Center,648698,16633
16,17.0,Orlando Magic,24.7,39.0,35.0,37,37,0.2,0.1,0.3,115.1,114.9,0.2,99.4,0.304,0.389,0.576,,0.53,12.1,24.9,0.245,,0.546,12.9,75.3,0.222,,Kia Center,694542,18447
