,Player,Team,G,PTS,AST,TRB,Stocks,eFG%,MP,PER,TS%,USG%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
22,Amar'e Stoudemire,Phoenix Suns,82.0,20.4,1.0,9.6,2.3,0.575,2689.0,23.1,0.637,25.8,11.2,1.8,2.6,0.7439,82.0,0.002,1.0,2007
23,Kevin Martin,Sacramento Kings,80.0,20.2,2.2,4.3,1.3,0.533,2818.0,20.1,0.614,23.2,10.2,2.8,3.4,0.4024,82.0,0,0.9756,2007
24,Baron Davis,Golden State Warriors,63.0,20.1,8.1,4.4,2.6,0.48,2221.0,21.0,0.53,26.5,6.4,3.6,3.2,0.5122,82.0,0.001,0.7683,2007
25,Tim Duncan,San Antonio Spurs,80.0,20.0,3.4,10.6,3.2,0.547,2726.0,26.1,0.579,27.9,13.0,7.0,6.2,0.7073,82.0,0.222,0.9756,2007
26,Richard Hamilton,Detroit Pistons,75.0,19.8,3.8,3.8,1.0,0.486,2763.0,18.1,0.551,25.9,8.1,1.2,2.2,0.6463,82.0,0,0.9146,2007
27,Antawn Jamison,Washington Wizards,70.0,19.8,1.9,8.0,1.6,0.51,2662.0,18.4,0.545,22.8,6.8,1.3,2.2,0.5,82.0,0,0.8537,2007
28,Eddy Curry,New York Knicks,81.0,19.5,0.8,7.0,0.9,0.576,2849.0,17.0,0.603,25.5,4.7,-1.8,0.1,0.4024,82.0,0,0.9878,2007
29,Jermaine O'Neal,Indiana Pacers,69.0,19.4,2.4,9.6,3.3,0.436,2459.0,18.8,0.5,28.1,4.7,0.8,1.7,0.4268,82.0,0,0.8415,2007
30,Caron Butler,Washington Wizards,63.0,19.1,3.7,7.4,2.4,0.472,2474.0,18.3,0.537,23.1,5.3,0.9,1.8,0.5,82.0,0,0.7683,2007
31,Josh Howard,Dallas Mavericks,70.0,18.9,1.8,6.8,2.0,0.501,2455.0,20.0,0.548,25.2,8.8,3.1,3.2,0.8171,82.0,0,0.8537,2007
32,Luol Deng,Chicago Bulls,82.0,18.8,2.5,7.1,1.8,0.518,3071.0,18.7,0.56,22.2,11.3,3.0,3.9,0.5976,82.0,0,1.0,2007
33,Metta World Peace,Sacramento Kings,70.0,18.8,3.4,6.5,2.7,0.485,2641.0,18.5,0.538,23.3,6.7,2.8,3.2,0.4024,82.0,0,0.8537,2007
34,Steve Nash,Phoenix Suns,76.0,18.6,11.6,3.5,0.9,0.613,2682.0,23.8,0.654,22.9,12.6,5.9,5.3,0.7439,82.0,0.785,0.9268,2007
35,Tony Parker,San Antonio Spurs,77.0,18.6,5.5,3.2,1.2,0.527,2499.0,21.4,0.572,27.4,9.6,3.1,3.2,0.7073,82.0,0.001,0.939,2007
36,Mike Miller,Memphis Grizzlies,70.0,18.5,4.3,5.4,1.1,0.56,2740.0,16.4,0.588,21.1,4.8,1.4,2.3,0.2683,82.0,0,0.8537,2007
38,Andre Iguodala,Philadelphia 76ers,76.0,18.2,5.7,5.7,2.4,0.471,3062.0,18.1,0.562,22.6,7.7,2.4,3.4,0.4268,82.0,0,0.9268,2007
39,Leandro Barbosa,Phoenix Suns,80.0,18.1,4.0,2.7,1.4,0.562,2613.0,18.4,0.595,23.4,8.2,2.7,3.1,0.7439,82.0,0,0.9756,2007
40,Gerald Wallace,Charlotte Bobcats,72.0,18.1,2.6,7.2,3.0,0.523,2640.0,19.8,0.568,22.5,7.7,3.7,3.7,0.4024,82.0,0,0.878,2007
43,Dwight Howard,Orlando Magic,82.0,17.6,1.9,12.3,2.8,0.603,3023.0,21.1,0.619,22.7,9.7,2.8,3.7,0.4878,82.0,0,1.0,2007
44,Mehmet Okur,Utah Jazz,80.0,17.6,2.0,7.2,1.0,0.523,2664.0,18.1,0.571,22.8,8.8,2.2,2.8,0.622,82.0,0,0.9756,2007
45,Shawn Marion,Phoenix Suns,80.0,17.5,1.7,9.8,3.5,0.561,3010.0,20.8,0.594,19.3,12.0,4.4,4.8,0.7439,82.0,0,0.9756,2007
47,Chris Paul,New Orleans/Oklahoma City Hornets,64.0,17.3,8.9,4.4,1.8,0.466,2353.0,22.0,0.537,23.1,8.8,5.0,4.2,0.4756,82.0,0,0.7805,2007
48,Mo Williams,Milwaukee Bucks,68.0,17.3,6.1,4.8,1.4,0.484,2472.0,16.3,0.519,24.4,3.2,-0.5,0.9,0.3415,82.0,0,0.8293,2007
49,Mike Bibby,Sacramento Kings,82.0,17.1,4.7,3.2,1.2,0.478,2784.0,16.0,0.532,24.5,4.4,0.4,1.7,0.4024,82.0,0,1.0,2007
50,Chauncey Billups,Detroit Pistons,70.0,17.0,7.2,3.4,1.4,0.494,2533.0,21.3,0.591,21.5,11.4,4.7,4.3,0.6463,82.0,0.003,0.8537,2007
51,Ricky Davis,Minnesota Timberwolves,81.0,17.0,4.8,3.9,1.3,0.521,3021.0,15.9,0.566,21.9,5.7,0.5,1.8,0.3902,82.0,0,0.9878,2007
52,Corey Maggette,Los Angeles Clippers,75.0,16.9,2.8,5.9,1.1,0.462,2291.0,18.6,0.583,26.0,7.0,0.5,1.5,0.4878,82.0,0,0.9146,2007
54,Jason Terry,Dallas Mavericks,81.0,16.7,5.2,2.9,1.2,0.56,2846.0,18.9,0.587,21.3,10.8,4.0,4.3,0.8171,82.0,0,0.9878,2007
55,Kirk Hinrich,Chicago Bulls,80.0,16.6,6.3,3.4,1.6,0.514,2839.0,17.0,0.559,21.6,10.1,2.8,3.5,0.5976,82.0,0,0.9756,2007
56,Al Harrington,Golden State Warriors,78.0,16.5,1.9,6.4,1.1,0.516,2563.0,14.8,0.54,23.1,4.3,-0.9,0.7,0.5122,82.0,0,0.9512,2007
57,Monta Ellis,Golden State Warriors,77.0,16.5,4.1,3.2,2.0,0.495,2638.0,15.0,0.545,22.4,4.0,-1.1,0.6,0.5122,82.0,0,0.939,2007
58,Manu Ginóbili,San Antonio Spurs,75.0,16.5,3.5,4.4,1.9,0.539,2060.0,24.1,0.609,27.1,10.6,7.8,5.1,0.7073,82.0,0,0.9146,2007
60,Stephon Marbury,New York Knicks,74.0,16.4,5.4,2.9,1.1,0.48,2748.0,15.3,0.539,21.5,5.9,0.2,1.5,0.4024,82.0,0,0.9024,2007
61,Josh Smith,Atlanta Hawks,72.0,16.4,3.3,8.6,4.3,0.458,2647.0,18.3,0.506,24.1,4.4,2.0,2.7,0.3659,82.0,0,0.878,2007
63,Deron Williams,Utah Jazz,80.0,16.2,9.3,3.3,1.2,0.494,2950.0,17.1,0.535,22.2,7.2,1.3,2.4,0.622,82.0,0,0.9756,2007
64,Al Jefferson,Boston Celtics,69.0,16.0,1.3,11.0,2.2,0.514,2319.0,19.8,0.547,22.4,6.6,0.7,1.6,0.2927,82.0,0,0.8415,2007
67,Stephen Jackson,Golden State Warriors,75.0,15.5,3.8,3.0,1.6,0.486,2479.0,14.4,0.54,22.1,4.1,-0.6,0.9,0.5122,82.0,0,0.9146,2007
69,Larry Hughes,Cleveland Cavaliers,70.0,14.9,3.7,3.8,1.7,0.439,2596.0,12.1,0.48,21.7,3.9,-0.8,0.8,0.6098,82.0,0,0.8537,2007
70,Raja Bell,Phoenix Suns,78.0,14.7,2.5,3.2,0.9,0.539,2917.0,12.0,0.562,17.0,5.8,-0.1,1.4,0.7439,82.0,0,0.9512,2007
71,Ruben Patterson,Milwaukee Bucks,81.0,14.7,2.9,5.4,1.7,0.55,2508.0,18.5,0.578,22.2,5.4,1.0,1.9,0.3415,82.0,0,0.9878,2007
72,Earl Boykins,Milwaukee Bucks,66.0,14.6,4.4,2.1,0.8,0.482,2031.0,16.2,0.548,21.6,4.5,0.4,1.3,0.3415,82.0,0,0.8049,2007
73,Grant Hill,Orlando Magic,65.0,14.4,2.1,3.6,1.3,0.52,2009.0,16.3,0.582,21.8,5.1,1.1,1.6,0.4878,82.0,0,0.7927,2007
74,Kyle Korver,Philadelphia 76ers,74.0,14.4,1.4,3.5,1.1,0.518,2288.0,14.2,0.569,21.3,4.6,-0.1,1.1,0.4268,82.0,0,0.9024,2007
75,Emeka Okafor,Charlotte Bobcats,67.0,14.4,1.2,11.3,3.5,0.532,2329.0,20.1,0.554,19.1,7.1,2.1,2.4,0.4024,82.0,0,0.8171,2007
76,Tayshaun Prince,Detroit Pistons,82.0,14.3,2.8,5.2,1.3,0.501,3001.0,16.0,0.534,18.9,8.0,1.8,2.9,0.6463,82.0,0,1.0,2007
78,Raymond Felton,Charlotte Bobcats,78.0,14.0,7.0,3.4,1.6,0.434,2832.0,13.5,0.481,21.9,2.3,-0.8,0.9,0.4024,82.0,0,0.9512,2007
79,T.J. Ford,Toronto Raptors,75.0,14.0,7.9,3.1,1.4,0.447,2243.0,18.2,0.508,26.1,4.3,0.9,1.6,0.5732,82.0,0,0.9146,2007
80,Danny Granger,Indiana Pacers,82.0,13.9,1.4,4.6,1.5,0.522,2785.0,13.9,0.573,18.2,6.5,0.2,1.5,0.4268,82.0,0,1.0,2007
81,Cuttino Mobley,Los Angeles Clippers,78.0,13.8,2.5,3.4,1.5,0.497,2841.0,12.5,0.546,18.4,4.6,-1.0,0.8,0.4878,82.0,0,0.9512,2007
82,Desmond Mason,New Orleans/Oklahoma City Hornets,75.0,13.7,1.5,4.6,1.0,0.452,2575.0,10.8,0.493,21.9,0.6,-3.9,-1.3,0.4756,82.0,0,0.9146,2007
83,Charlie Bell,Milwaukee Bucks,82.0,13.5,3.0,2.9,1.2,0.503,2848.0,13.1,0.53,18.3,4.0,-1.3,0.5,0.3415,82.0,0,1.0,2007
84,Chris Wilcox,Seattle SuperSonics,82.0,13.5,1.0,7.7,1.4,0.529,2586.0,16.6,0.568,19.3,6.0,-1.1,0.6,0.378,82.0,0,1.0,2007
85,Andre Miller,Philadelphia 76ers,80.0,13.4,7.8,4.4,1.5,0.469,2966.0,16.1,0.52,19.2,5.9,0.2,1.7,0.4268,82.0,0,0.9756,2007
86,Rafer Alston,Houston Rockets,82.0,13.3,5.4,3.4,1.7,0.47,3040.0,12.9,0.496,19.4,6.6,0.6,2.0,0.6341,82.0,0,1.0,2007
87,Hedo Türkoğlu,Orlando Magic,73.0,13.3,3.2,4.0,1.2,0.485,2268.0,14.2,0.528,21.7,4.9,0.4,1.3,0.4878,82.0,0,0.8902,2007
88,Chucky Atkins,Memphis Grizzlies,75.0,13.2,4.6,1.9,0.8,0.515,2064.0,17.4,0.58,21.4,4.9,0.4,1.2,0.2683,82.0,0,0.9146,2007
89,Marvin Williams,Atlanta Hawks,64.0,13.1,1.9,5.3,1.3,0.441,2179.0,12.2,0.51,20.0,2.3,-3.1,-0.6,0.3659,82.0,0,0.7805,2007
91,Jason Kidd,New Jersey Nets,80.0,13.0,9.2,8.2,1.9,0.475,2933.0,19.4,0.516,19.4,9.3,4.7,4.9,0.5,82.0,0,0.9756,2007
92,Jameer Nelson,Orlando Magic,77.0,13.0,4.3,3.1,1.0,0.467,2331.0,13.9,0.514,23.0,4.0,-0.7,0.8,0.4878,82.0,0,0.939,2007
95,Mike Dunleavy,Indiana Pacers,82.0,12.8,2.8,5.3,1.3,0.493,2580.0,14.1,0.542,19.0,5.1,0.0,1.3,0.4268,82.0,0,1.0,2007
96,Jamaal Tinsley,Indiana Pacers,72.0,12.8,6.9,3.3,1.9,0.424,2243.0,15.2,0.465,23.8,2.8,0.8,1.6,0.4268,82.0,0,0.878,2007
97,Hakim Warrick,Memphis Grizzlies,82.0,12.7,0.9,5.1,0.9,0.524,2152.0,15.9,0.592,21.9,3.7,-2.0,0.0,0.2683,82.0,0,1.0,2007
98,Anthony Parker,Toronto Raptors,73.0,12.4,2.1,3.9,1.2,0.561,2437.0,14.5,0.597,15.7,6.5,1.4,2.1,0.5732,82.0,0,0.8902,2007
99,Mark Blount,Minnesota Timberwolves,82.0,12.3,0.8,6.2,1.2,0.514,2544.0,12.7,0.546,19.8,2.8,-3.1,-0.7,0.3902,82.0,0,1.0,2007
100,Andrew Bogut,Milwaukee Bucks,66.0,12.3,3.0,8.8,1.2,0.554,2258.0,15.5,0.566,17.3,4.0,0.0,1.2,0.3415,82.0,0,0.8049,2007
102,Rasheed Wallace,Detroit Pistons,75.0,12.3,1.7,7.2,2.6,0.485,2419.0,15.7,0.513,19.6,6.2,2.0,2.5,0.6463,82.0,0,0.9146,2007
104,Zaza Pachulia,Atlanta Hawks,72.0,12.2,1.5,6.9,1.6,0.474,2026.0,16.8,0.562,21.3,4.8,-0.8,0.6,0.3659,82.0,0,0.878,2007
105,Delonte West,Boston Celtics,69.0,12.2,4.4,3.0,1.6,0.472,2219.0,14.0,0.526,19.3,3.7,0.4,1.3,0.2927,82.0,0,0.8415,2007
107,Ryan Gomes,Boston Celtics,73.0,12.1,1.6,5.6,0.9,0.479,2275.0,13.7,0.534,18.5,4.2,-1.4,0.3,0.2927,82.0,0,0.8902,2007
108,Jarrett Jack,Portland Trail Blazers,79.0,12.0,5.3,2.6,1.2,0.499,2651.0,14.5,0.571,18.0,4.8,-0.7,0.9,0.3902,82.0,0,0.9634,2007
110,Zydrunas Ilgauskas,Cleveland Cavaliers,78.0,11.9,1.6,7.7,1.9,0.485,2130.0,18.0,0.527,21.7,6.6,0.4,1.3,0.6098,82.0,0,0.9512,2007
112,Adam Morrison,Charlotte Bobcats,78.0,11.8,2.1,2.9,0.5,0.422,2326.0,7.9,0.45,22.4,-1.5,-5.1,-1.8,0.4024,82.0,0,0.9512,2007
123,Marcus Camby,Denver Nuggets,70.0,11.2,3.2,11.7,4.5,0.473,2369.0,19.1,0.519,15.9,7.6,4.7,4.0,0.5488,82.0,0,0.8537,2007
124,DeShawn Stevenson,Washington Wizards,82.0,11.2,2.7,2.6,1.0,0.51,2419.0,12.9,0.542,17.6,3.1,-1.3,0.4,0.5,82.0,0,1.0,2007
125,Drew Gooden,Cleveland Cavaliers,80.0,11.1,1.1,8.5,1.3,0.474,2238.0,16.5,0.508,20.0,6.5,-0.2,1.0,0.6098,82.0,0,0.9756,2007
126,Smush Parker,Los Angeles Lakers,82.0,11.1,2.8,2.5,1.6,0.506,2457.0,11.6,0.526,18.6,2.3,-2.0,0.0,0.5122,82.0,0,1.0,2007
128,Luke Ridnour,Seattle SuperSonics,71.0,11.0,5.2,2.3,1.5,0.468,2091.0,13.7,0.509,20.0,2.3,-1.5,0.2,0.378,82.0,0,0.8659,2007
129,Tim Thomas,Los Angeles Clippers,76.0,11.0,2.3,5.0,1.1,0.508,2054.0,13.6,0.532,20.1,3.9,0.7,1.4,0.4878,82.0,0,0.9268,2007
130,Luther Head,Houston Rockets,80.0,10.9,2.4,3.2,1.1,0.564,2211.0,13.7,0.584,18.6,5.7,1.6,2.0,0.6341,82.0,0,0.9756,2007
133,Rudy Gay,Memphis Grizzlies,78.0,10.8,1.3,4.5,1.8,0.457,2103.0,12.4,0.497,21.3,0.5,-2.2,-0.1,0.2683,82.0,0,0.9512,2007
134,Samuel Dalembert,Philadelphia 76ers,82.0,10.7,0.8,8.9,2.5,0.541,2535.0,16.1,0.581,16.7,6.2,-0.5,0.9,0.4268,82.0,0,1.0,2007
135,Udonis Haslem,Miami Heat,79.0,10.7,1.2,8.3,0.9,0.492,2483.0,13.7,0.523,17.5,5.1,-2.3,-0.2,0.5366,82.0,0,0.9634,2007
140,Devin Harris,Dallas Mavericks,80.0,10.2,3.7,2.5,1.5,0.504,2081.0,16.0,0.574,19.1,6.5,1.2,1.7,0.8171,82.0,0,0.9756,2007
141,Shane Battier,Houston Rockets,82.0,10.1,2.1,4.1,1.7,0.567,2988.0,12.0,0.589,12.1,9.0,2.3,3.2,0.6341,82.0,0,1.0,2007
142,Rasual Butler,New Orleans/Oklahoma City Hornets,81.0,10.1,0.8,3.2,1.2,0.484,2223.0,10.8,0.495,18.3,2.6,-0.9,0.6,0.4756,82.0,0,0.9878,2007
143,Derek Fisher,Utah Jazz,82.0,10.1,3.3,1.8,1.1,0.418,2287.0,11.4,0.51,18.2,3.9,-1.6,0.2,0.622,82.0,0,1.0,2007
145,Mike James,Minnesota Timberwolves,82.0,10.1,3.6,2.0,0.8,0.479,2069.0,13.3,0.528,20.5,2.8,-1.6,0.2,0.3902,82.0,0,1.0,2007
146,Chris Kaman,Los Angeles Clippers,75.0,10.1,1.1,7.8,2.0,0.451,2176.0,12.9,0.502,19.0,2.9,-3.0,-0.5,0.4878,82.0,0,0.9146,2007
148,Shareef Abdur-Rahim,Sacramento Kings,80.0,9.9,1.4,5.0,1.2,0.476,2015.0,13.1,0.524,19.5,2.8,-2.5,-0.2,0.4024,82.0,0,0.9756,2007
150,Mikki Moore,New Jersey Nets,79.0,9.8,0.9,5.1,1.4,0.609,2082.0,14.8,0.637,16.2,5.7,-1.2,0.4,0.5,82.0,0,0.9634,2007
151,Boris Diaw,Phoenix Suns,73.0,9.7,4.8,4.3,0.9,0.551,2268.0,13.0,0.57,15.4,4.6,0.4,1.4,0.7439,82.0,0,0.8902,2007
152,Juwan Howard,Houston Rockets,80.0,9.7,1.6,5.9,0.5,0.465,2123.0,12.8,0.517,18.9,4.9,-2.0,0.0,0.6341,82.0,0,0.9756,2007
154,Nick Collison,Seattle SuperSonics,82.0,9.6,1.0,8.1,1.4,0.5,2378.0,14.2,0.546,16.2,4.6,-2.4,-0.3,0.378,82.0,0,1.0,2007
156,Andris Biedriņš,Golden State Warriors,82.0,9.5,1.1,9.3,2.5,0.599,2382.0,16.2,0.598,13.8,6.7,-0.3,1.0,0.5122,82.0,0,1.0,2007
157,Tyson Chandler,New Orleans/Oklahoma City Hornets,73.0,9.5,0.9,12.4,2.3,0.624,2525.0,17.0,0.62,12.3,7.9,0.6,1.6,0.4756,82.0,0,0.8902,2007
160,Earl Watson,Seattle SuperSonics,77.0,9.4,5.7,2.4,1.6,0.45,2152.0,13.5,0.483,19.4,2.0,-0.7,0.7,0.378,82.0,0,0.939,2007
173,Damien Wilkins,Seattle SuperSonics,82.0,8.8,1.9,2.8,1.3,0.477,2037.0,13.1,0.535,17.7,2.8,-0.9,0.6,0.378,82.0,0,1.0,2007
179,John Salmons,Sacramento Kings,79.0,8.5,3.2,3.3,1.2,0.495,2135.0,12.7,0.553,15.3,3.6,-0.5,0.8,0.4024,82.0,0,0.9634,2007
184,Ime Udoka,Portland Trail Blazers,75.0,8.4,1.5,3.7,1.1,0.548,2144.0,12.1,0.569,13.7,3.9,0.2,1.2,0.3902,82.0,0,0.9146,2007
185,Andrei Kirilenko,Utah Jazz,70.0,8.3,2.9,4.7,3.2,0.49,2049.0,14.3,0.558,14.4,4.4,3.8,3.0,0.622,82.0,0,0.8537,2007
219,Trenton Hassell,Minnesota Timberwolves,76.0,6.7,2.7,3.2,0.6,0.497,2223.0,9.7,0.529,11.8,2.6,-1.9,0.0,0.3902,82.0,0,0.9268,2007
228,Steve Blake,Denver Nuggets,82.0,6.4,5.0,2.1,0.8,0.476,2225.0,9.9,0.491,13.0,2.1,-2.0,0.0,0.5488,82.0,0,1.0,2007
234,Ben Wallace,Chicago Bulls,77.0,6.4,2.4,10.7,3.4,0.454,2697.0,14.6,0.456,10.6,8.2,3.4,3.7,0.5976,82.0,0,0.939,2007
236,Bruce Bowen,San Antonio Spurs,82.0,6.2,1.4,2.7,1.1,0.5,2464.0,7.1,0.511,10.9,4.1,-1.1,0.6,0.7073,82.0,0,1.0,2007
