,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
0,1.0,Luka Dončić,26.0,LAL,PG,52.0,52.0,35.5,10.4,22.0,0.474,3.8,10.4,0.36,6.7,11.6,0.575,0.559,7.9,10.3,0.773,0.7,7.1,7.8,8.4,1.5,0.5,4.0,2.4,32.5,AS
1,2.0,Shai Gilgeous-Alexander,27.0,OKC,PG,53.0,53.0,33.4,10.8,19.7,0.549,1.7,4.5,0.381,9.1,15.2,0.598,0.592,8.3,9.3,0.895,0.5,3.9,4.4,6.4,1.4,0.8,2.2,2.0,31.6,AS
2,3.0,Anthony Edwards,24.0,MIN,SG,54.0,54.0,35.6,10.2,20.7,0.495,3.5,8.6,0.409,6.7,12.1,0.556,0.58,5.6,7.1,0.791,0.6,4.5,5.1,3.6,1.4,0.8,2.8,1.8,29.6,AS
3,4.0,Tyrese Maxey,25.0,PHI,PG,61.0,61.0,38.3,10.1,21.9,0.461,3.3,8.9,0.373,6.8,13.0,0.521,0.537,5.5,6.1,0.893,0.3,3.8,4.1,6.7,2.0,0.8,2.4,2.2,29.0,AS
4,5.0,Nikola Jokić,30.0,DEN,C,48.0,48.0,34.6,10.2,17.7,0.574,1.9,4.8,0.391,8.3,12.9,0.642,0.627,6.6,8.0,0.832,3.1,9.4,12.5,10.3,1.4,0.8,3.8,2.7,28.8,AS
5,6.0,Jaylen Brown,29.0,BOS,SF,57.0,57.0,34.3,10.6,22.0,0.48,2.0,5.8,0.348,8.5,16.2,0.528,0.526,5.5,7.1,0.78,1.2,6.1,7.2,5.1,1.0,0.4,3.6,2.7,28.7,AS
6,7.0,Donovan Mitchell,29.0,CLE,SG,56.0,56.0,33.5,9.9,20.5,0.483,3.5,9.4,0.369,6.4,11.1,0.579,0.567,5.3,6.2,0.851,0.7,3.8,4.5,5.8,1.6,0.3,3.0,2.4,28.6,AS
7,8.0,Kawhi Leonard,34.0,LAC,SF,49.0,49.0,32.4,9.7,19.5,0.497,2.6,6.9,0.372,7.1,12.6,0.565,0.563,6.0,6.6,0.904,1.0,5.4,6.4,3.7,2.0,0.5,2.1,1.2,27.9,AS
8,9.0,Giannis Antetokounmpo,31.0,MIL,PF,33.0,33.0,28.9,10.3,16.2,0.637,0.5,1.3,0.357,9.8,14.9,0.661,0.651,6.5,9.9,0.652,2.7,7.2,9.9,5.5,1.0,0.7,3.2,2.4,27.5,AS
9,10.0,Stephen Curry,37.0,GSW,PG,39.0,39.0,31.3,8.9,19.1,0.468,4.5,11.5,0.391,4.4,7.6,0.584,0.585,4.9,5.2,0.931,0.4,3.1,3.5,4.8,1.1,0.4,2.8,1.9,27.2,AS
