,PLAYER_NAME,TEAM_ABBREVIATION,PIE
403,Steven Hill,OKC,1.0
171,J.R. Giddens,BOS,0.333
317,Mouhamed Sene,NYK,0.234
255,LeBron James,CLE,0.226
82,Chris Paul,NOH,0.212
216,Joey Dorsey,HOU,0.207
136,Dwyane Wade,MIA,0.195
135,Dwight Howard,ORL,0.173
237,Kevin Garnett,BOS,0.17
413,Tim Duncan,SAS,0.167
440,Yao Ming,HOU,0.161
127,Dirk Nowitzki,DAL,0.16
51,Brandon Roy,POR,0.159
243,Kobe Bryant,LAL,0.159
7,Al Jefferson,MIN,0.156
417,Tony Parker,SAS,0.154
274,Manu Ginobili,SAS,0.153
330,Pau Gasol,LAL,0.153
4,Adonal Foyle,ORL,0.152
279,Marcus Camby,LAC,0.15
119,Deron Williams,UTA,0.149
236,Kevin Durant,OKC,0.148
77,Chris Bosh,TOR,0.148
341,Rajon Rondo,BOS,0.142
181,Jameer Nelson,ORL,0.142
424,Troy Murphy,IND,0.14
281,Marcus Williams,SAS,0.14
163,Hamed Haddadi,MEM,0.14
155,Gerald Wallace,CHA,0.139
125,Devin Harris,NJN,0.138
23,Andrew Bogut,MIL,0.137
401,Steve Nash,PHX,0.137
13,Amar'e Stoudemire,PHX,0.136
18,Andre Iguodala,PHI,0.135
442,Zach Randolph,LAC,0.134
103,Danny Granger,IND,0.133
342,Ramon Sessions,MIL,0.133
109,David Lee,NYK,0.133
221,Jose Calderon,TOR,0.132
74,Chauncey Billups,DEN,0.132
26,Antawn Jamison,WAS,0.132
333,Paul Pierce,BOS,0.132
67,Carmelo Anthony,DEN,0.131
19,Andre Miller,PHI,0.131
110,David West,NOH,0.131
387,Shaquille O'Neal,PHX,0.127
256,Leandro Barbosa,PHX,0.127
25,Andris Biedrins,GSW,0.127
194,Jason Kidd,DAL,0.126
168,Ike Diogu,SAC,0.126
95,DJ White,OKC,0.125
73,Charlie Villanueva,MIL,0.125
143,Emeka Okafor,CHA,0.125
6,Al Horford,ATL,0.125
238,Kevin Love,MIN,0.125
276,Marcin Gortat,ORL,0.125
429,Vince Carter,NJN,0.124
332,Paul Millsap,UTA,0.124
322,Nene,DEN,0.124
24,Andrew Bynum,LAL,0.124
66,Carlos Boozer,UTA,0.123
65,Carl Landry,HOU,0.123
212,Joe Johnson,ATL,0.123
265,Luis Scola,HOU,0.122
68,Caron Butler,WAS,0.122
21,Andrei Kirilenko,UTA,0.121
418,Tracy McGrady,HOU,0.121
36,Antonio McDyess,DET,0.121
156,Gilbert Arenas,WAS,0.12
301,Michael Beasley,MIA,0.12
298,Mehmet Okur,UTA,0.12
252,LaMarcus Aldridge,POR,0.12
350,Ray Allen,BOS,0.119
435,Will Bynum,DET,0.119
133,Drew Gooden,SAS,0.118
139,Eddie House,BOS,0.118
313,Mo Williams,CLE,0.118
215,Joel Przybilla,POR,0.118
48,Brad Miller,CHI,0.118
303,Michael Redd,MIL,0.118
174,JR Smith,DEN,0.118
197,Jason Terry,DAL,0.118
346,Rashard Lewis,ORL,0.118
318,Nate Robinson,NYK,0.118
38,Austin Croshere,SAS,0.117
444,Zydrunas Ilgauskas,CLE,0.116
406,T.J. Ford,IND,0.115
131,Donyell Marshall,PHI,0.115
239,Kevin Martin,SAC,0.115
253,Lamar Odom,LAL,0.115
165,Hedo Turkoglu,ORL,0.115
257,Leon Powe,BOS,0.114
76,Chris Andersen,DEN,0.113
310,Mike Miller,MIN,0.113
120,Derrick Rose,CHI,0.113
162,Hakim Warrick,MEM,0.113
60,Brook Lopez,NJN,0.112
93,D.J. Augustin,CHA,0.112
12,Allen Iverson,DET,0.111
211,Joe Crawford,NYK,0.111
47,Boris Diaw,CHA,0.111
300,Metta World Peace,HOU,0.11
40,Ben Gordon,CHI,0.11
138,Eddie Gill,MIL,0.11
306,Mike Bibby,ATL,0.11
390,Shawn Marion,TOR,0.11
263,Lou Williams,PHI,0.109
104,Darius Miles,MEM,0.109
275,Marc Gasol,MEM,0.109
307,Mike Conley,MEM,0.109
354,Richard Hamilton,DET,0.109
408,Tayshaun Prince,DET,0.109
347,Rasheed Wallace,DET,0.108
226,Josh Smith,ATL,0.108
249,Kyle Lowry,HOU,0.108
398,Stephen Jackson,GSW,0.107
184,James Singleton,DAL,0.107
130,Dontell Jefferson,CHA,0.107
351,Raymond Felton,CHA,0.107
88,Corey Maggette,GSW,0.106
353,Renaldo Balkman,DEN,0.106
355,Richard Jefferson,MIL,0.106
142,Elton Brand,PHI,0.106
369,Rudy Fernandez,POR,0.106
50,Brandon Bass,DAL,0.105
289,Marreese Speights,PHI,0.105
219,John Salmons,CHI,0.105
244,Kosta Koufos,UTA,0.105
91,Craig Smith,MIN,0.104
291,Marvin Williams,ATL,0.104
49,Brandan Wright,GSW,0.104
245,Kris Humphries,TOR,0.103
31,Anthony Randolph,GSW,0.103
419,Travis Diener,IND,0.103
223,Josh Howard,DAL,0.103
268,Luol Deng,CHI,0.103
159,Grant Hill,PHX,0.102
196,Jason Richardson,PHX,0.102
5,Al Harrington,NYK,0.101
80,Chris Kaman,LAC,0.101
371,Russell Westbrook,OKC,0.101
361,Rodney Stuckey,DET,0.101
422,Trevor Ariza,LAL,0.101
209,Joakim Noah,CHI,0.1
246,Kurt Thomas,SAS,0.1
15,Anderson Varejao,CLE,0.1
364,Ronnie Brewer,UTA,0.1
410,Thaddeus Young,PHI,0.099
420,Travis Outlaw,POR,0.099
426,Tyrus Thomas,CHI,0.099
204,Jermaine O'Neal,MIA,0.098
116,Delonte West,CLE,0.098
370,Rudy Gay,MEM,0.098
400,Steve Blake,POR,0.098
39,Baron Davis,LAC,0.097
202,Jeff Green,OKC,0.097
266,Luke Ridnour,MIL,0.097
415,Tony Allen,BOS,0.097
431,Von Wafer,HOU,0.097
170,J.J. Barea,DAL,0.096
145,Erick Dampier,DAL,0.096
339,Rafer Alston,ORL,0.096
161,Greg Oden,POR,0.096
180,Jamario Moon,MIA,0.095
90,Courtney Sims,NYK,0.095
323,Nick Collison,OKC,0.095
326,O.J. Mayo,MEM,0.095
213,Joe Smith,CLE,0.095
428,Udonis Haslem,MIA,0.095
228,Julian Wright,NOH,0.095
241,Keyon Dooling,NJN,0.095
293,Matt Bonner,SAS,0.095
148,Flip Murray,ATL,0.095
179,Jamal Crawford,GSW,0.094
144,Eric Gordon,LAC,0.093
242,Kirk Hinrich,CHI,0.093
389,Shavlik Randolph,POR,0.093
392,Shelden Williams,MIN,0.093
62,C.J. Watson,GSW,0.093
35,Antonio Daniels,NOH,0.093
205,Jermareo Davidson,GSW,0.093
376,Samuel Dalembert,PHI,0.092
248,Kyle Korver,UTA,0.092
232,Kelenna Azubuike,GSW,0.092
235,Kenyon Martin,DEN,0.092
258,Linas Kleiza,DEN,0.091
314,Monta Ellis,GSW,0.091
20,Andrea Bargnani,TOR,0.09
416,Tony Battie,ORL,0.09
188,Jarrett Jack,IND,0.09
432,Wally Szczerbiak,CLE,0.09
384,Sergio Rodriguez,POR,0.09
16,Andray Blatche,WAS,0.09
83,Chris Quinn,MIA,0.09
84,Chris Wilcox,NYK,0.09
409,Thabo Sefolosha,OKC,0.089
27,Anthony Carter,DEN,0.089
45,Bobby Jackson,SAC,0.089
233,Kendrick Perkins,BOS,0.089
2,Acie Law,ATL,0.089
386,Shannon Brown,LAL,0.089
443,Zaza Pachulia,ATL,0.089
388,Shaun Livingston,OKC,0.089
