,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
0,1.0,Tyrese Maxey,25.0,PHI,PG,52.0,52.0,2008.0,22.7,0.598,0.411,0.283,0.8,11.2,5.9,29.8,2.5,1.8,9.1,29.2,5.3,2.1,7.4,0.176,5.3,0.6,5.9,3.9,
1,2.0,Amen Thompson,23.0,HOU,PG,52.0,52.0,1937.0,17.8,0.568,0.126,0.352,8.5,13.8,11.2,21.0,1.9,1.5,13.8,20.2,3.5,2.4,6.0,0.148,1.0,0.8,1.9,1.9,
2,3.0,Mikal Bridges,29.0,NYK,SF,55.0,55.0,1895.0,16.6,0.604,0.441,0.101,3.4,10.0,6.7,16.8,2.0,2.4,7.4,17.5,4.0,2.3,6.3,0.159,2.1,1.4,3.5,2.7,
3,4.0,Julius Randle,31.0,MIN,PF,56.0,56.0,1882.0,20.1,0.599,0.301,0.393,5.6,17.1,11.4,24.3,1.6,0.7,12.1,26.5,4.3,2.3,6.6,0.168,2.5,0.1,2.6,2.2,
4,5.0,Toumani Camara,25.0,POR,PF,56.0,56.0,1873.0,10.8,0.579,0.667,0.159,5.5,11.9,8.7,10.8,1.4,1.2,14.9,16.0,1.3,1.3,2.6,0.067,-1.0,-0.5,-1.5,0.2,
5,6.0,Scottie Barnes,24.0,TOR,PF,54.0,54.0,1856.0,19.7,0.577,0.202,0.275,7.0,20.5,13.7,25.0,1.8,4.5,13.7,24.1,2.5,3.0,5.5,0.142,1.8,2.2,4.0,2.8,
6,7.0,Trey Murphy III,25.0,NOP,SF,52.0,52.0,1853.0,18.9,0.616,0.525,0.229,3.1,14.4,8.7,16.6,2.0,0.8,9.2,23.2,3.8,1.1,4.9,0.126,3.3,-0.8,2.4,2.1,
7,8.0,Kevin Durant,37.0,HOU,SF,50.0,50.0,1835.0,20.2,0.627,0.322,0.345,1.5,14.5,8.0,19.3,1.1,2.2,13.5,27.2,4.4,2.1,6.4,0.168,3.6,0.1,3.7,2.6,
8,9.0,Jabari Smith Jr.,22.0,HOU,PF,52.0,52.0,1823.0,13.4,0.557,0.495,0.219,5.0,17.2,11.1,7.3,1.1,2.5,8.7,17.9,2.2,2.3,4.5,0.118,-0.6,0.0,-0.6,0.7,
9,10.0,DeMar DeRozan,36.0,SAC,PF,56.0,56.0,1813.0,17.5,0.592,0.163,0.411,1.7,9.5,5.5,18.1,1.7,0.7,6.6,22.3,3.8,0.4,4.2,0.111,0.6,-0.7,-0.1,0.9,
10,11.0,Desmond Bane,27.0,ORL,SG,53.0,53.0,1801.0,15.7,0.588,0.344,0.251,4.0,9.8,6.9,19.2,1.3,1.3,11.6,23.5,2.3,1.5,3.8,0.101,0.7,-0.8,0.0,0.9,
11,12.0,Brandon Ingram,28.0,TOR,SF,53.0,53.0,1800.0,16.4,0.57,0.29,0.263,2.6,16.4,9.4,17.0,1.1,2.3,11.5,27.1,1.0,2.1,3.1,0.082,0.9,-0.6,0.4,1.1,
12,13.0,Nickeil Alexander-Walker,27.0,ATL,SG,54.0,47.0,1795.0,15.0,0.576,0.518,0.245,1.9,9.9,5.9,16.1,1.6,1.7,10.5,24.5,1.2,1.4,2.6,0.07,0.4,-1.1,-0.7,0.6,
13,14.0,Jalen Johnson,24.0,ATL,SF,50.0,50.0,1785.0,21.4,0.592,0.273,0.324,4.7,27.9,16.1,34.9,1.7,1.3,14.9,27.1,2.9,2.4,5.3,0.143,3.3,1.3,4.5,2.9,
14,15.0,Derrick White,31.0,BOS,SG,52.0,52.0,1781.0,16.5,0.522,0.577,0.178,3.3,10.8,7.0,22.9,1.8,4.1,9.8,23.1,2.3,2.2,4.5,0.122,2.4,0.6,3.0,2.3,
15,16.0,Dyson Daniels,22.0,ATL,SG,53.0,53.0,1780.0,14.2,0.52,0.136,0.165,7.0,13.8,10.4,24.7,2.6,1.1,15.0,16.3,1.3,2.0,3.3,0.089,-1.4,1.1,-0.4,0.7,
16,17.0,Jamal Murray,28.0,DEN,PG,50.0,50.0,1780.0,22.6,0.615,0.397,0.265,1.4,12.0,7.0,34.0,1.3,1.0,9.9,28.6,5.4,1.0,6.4,0.173,5.9,-1.6,4.2,2.8,
17,18.0,VJ Edgecombe,20.0,PHI,SG,50.0,50.0,1768.0,12.8,0.528,0.435,0.179,5.0,12.1,8.4,16.8,2.0,1.3,11.4,19.1,1.0,1.6,2.6,0.071,-1.0,0.0,-1.1,0.4,
18,19.0,Donte DiVincenzo,29.0,MIN,SG,56.0,56.0,1745.0,13.4,0.574,0.76,0.138,3.6,12.1,7.9,17.8,2.2,1.3,11.9,17.0,2.1,2.2,4.3,0.117,0.4,0.9,1.3,1.5,
19,20.0,Kon Knueppel,20.0,CHO,SF,54.0,53.0,1734.0,17.2,0.646,0.588,0.212,4.3,14.7,9.7,17.2,1.0,0.7,13.1,22.1,3.8,1.4,5.1,0.143,3.2,-0.6,2.7,2.0,
20,21.0,Jaden McDaniels,25.0,MIN,PF,54.0,54.0,1734.0,14.3,0.623,0.31,0.229,4.0,10.5,7.3,12.5,1.4,2.8,12.5,18.0,2.5,1.9,4.4,0.122,-0.4,0.4,0.0,0.9,
