,PLAYER_NAME,TEAM_ABBREVIATION,PIE
211,Jerome James,NYK,1.077
373,Ronald Dupree,SEA,0.228
227,Josh McRoberts,POR,0.222
171,Ian Mahinmi,SAS,0.211
263,LeBron James,CLE,0.199
245,Kevin Garnett,BOS,0.197
87,Chris Paul,NOH,0.182
422,Tim Duncan,SAS,0.177
133,Dirk Nowitzki,DAL,0.176
282,Manu Ginobili,SAS,0.169
14,Amar'e Stoudemire,PHX,0.168
446,Yao Ming,HOU,0.167
405,Stephen Graham,IND,0.161
251,Kobe Bryant,LAL,0.159
80,Chauncey Billups,DET,0.159
83,Chris Bosh,TOR,0.156
71,Carlos Boozer,UTA,0.155
139,Dwight Howard,ORL,0.155
331,Nick Fazekas,LAC,0.155
27,Andrew Bynum,LAL,0.154
410,Steve Nash,PHX,0.15
342,Paul Pierce,BOS,0.147
8,Al Jefferson,MIN,0.147
127,Deron Williams,UTA,0.146
339,Pau Gasol,LAL,0.145
425,Tony Parker,SAS,0.144
223,Jose Calderon,TOR,0.143
197,Jason Kidd,DAL,0.142
265,Leon Powe,BOS,0.141
140,Dwyane Wade,MIA,0.139
85,Chris Kaman,LAC,0.139
426,Tracy McGrady,HOU,0.138
12,Allen Iverson,DEN,0.136
74,Caron Butler,WAS,0.136
448,Zach Randolph,NYK,0.135
414,T.J. Ford,TOR,0.135
57,Brandon Roy,POR,0.134
20,Andre Iguodala,PHI,0.133
30,Antawn Jamison,WAS,0.133
73,Carmelo Anthony,DEN,0.133
438,Vince Carter,NJN,0.132
398,Shawn Marion,MIA,0.132
118,David Lee,NYK,0.131
144,Eddie Gill,SEA,0.131
69,Carl Landry,HOU,0.131
119,David West,NOH,0.131
21,Andre Miller,PHI,0.13
96,Corey Maggette,LAC,0.13
246,Kevin Martin,SAC,0.129
286,Marcus Camby,DEN,0.128
260,Lamar Odom,LAL,0.125
162,Gilbert Arenas,WAS,0.125
226,Josh Howard,DAL,0.125
283,Marcin Gortat,ORL,0.125
169,Hedo Turkoglu,ORL,0.124
229,Josh Smith,ATL,0.124
316,Mike Harris,HOU,0.122
41,Baron Davis,GSW,0.122
54,Brad Miller,SAC,0.122
411,Steve Novak,HOU,0.122
450,Zydrunas Ilgauskas,CLE,0.121
28,Andris Biedrins,GSW,0.121
214,Joe Johnson,ATL,0.121
150,Emeka Okafor,CHA,0.12
315,Mike Dunleavy,IND,0.12
321,Mo Williams,MIL,0.119
199,Jason Richardson,CHA,0.119
318,Mike Miller,MEM,0.119
161,Gerald Wallace,CHA,0.119
309,Michael Redd,MIL,0.118
364,Richard Hamilton,DET,0.117
306,Metta World Peace,SAC,0.117
322,Monta Ellis,GSW,0.117
277,Luol Deng,CHI,0.117
357,Rasheed Wallace,DET,0.117
259,LaMarcus Aldridge,POR,0.116
201,Jason Terry,DAL,0.116
352,Ramon Sessions,MIL,0.116
225,Josh Childress,ATL,0.116
432,Troy Murphy,IND,0.115
430,Trevor Ariza,LAL,0.114
351,Rajon Rondo,BOS,0.113
417,Tayshaun Prince,DET,0.113
26,Andrew Bogut,MIL,0.113
131,Devin Harris,NJN,0.113
435,Tyson Chandler,NOH,0.113
94,Coby Karl,LAL,0.113
395,Shaquille O'Neal,PHX,0.112
384,Sam Cassell,BOS,0.112
42,Ben Gordon,CHI,0.112
273,Luis Scola,HOU,0.112
365,Richard Jefferson,NJN,0.112
272,Lou Williams,PHI,0.111
442,Walter Herrmann,DET,0.111
184,Jameer Nelson,ORL,0.111
360,Ray Allen,BOS,0.111
172,Ike Diogu,IND,0.111
204,Jeff Foster,IND,0.11
356,Rashard Lewis,ORL,0.109
165,Grant Hill,PHX,0.108
15,Amir Johnson,DET,0.108
177,JR Smith,DEN,0.108
149,Elton Brand,LAC,0.108
56,Brandon Bass,DAL,0.108
374,Ronnie Brewer,UTA,0.108
110,Danny Granger,IND,0.108
145,Eddie House,BOS,0.107
254,Kurt Thomas,SAS,0.107
91,Chris Wilcox,SEA,0.106
232,Julian Wright,NOH,0.106
221,Jordan Farmar,LAL,0.106
55,Brandan Wright,GSW,0.106
389,Sean Marks,PHX,0.106
330,Nick Collison,SEA,0.105
379,Rudy Gay,MEM,0.105
198,Jason Maxiell,DET,0.104
7,Al Horford,ATL,0.104
381,Ryan Gomes,MIN,0.104
24,Andrei Kirilenko,UTA,0.104
371,Rodney Stuckey,DET,0.104
191,Jarrett Jack,POR,0.104
132,Dikembe Mutombo,HOU,0.104
341,Paul Millsap,UTA,0.104
244,Kevin Durant,SEA,0.104
187,James Posey,BOS,0.104
428,Travis Outlaw,POR,0.104
143,Earl Watson,SEA,0.104
441,Wally Szczerbiak,CLE,0.104
136,Dorell Wright,MIA,0.103
419,Thaddeus Young,PHI,0.103
215,Joe Smith,CLE,0.103
385,Samuel Dalembert,PHI,0.103
304,Mehmet Okur,UTA,0.103
182,Jamal Crawford,NYK,0.103
278,Luther Head,HOU,0.102
51,Bonzi Wells,NOH,0.102
248,Keyon Dooling,ORL,0.102
48,Bobby Jackson,HOU,0.101
358,Rasho Nesterovic,TOR,0.101
59,Brent Barry,SAS,0.1
253,Kris Humphries,TOR,0.1
183,Jamario Moon,TOR,0.1
88,Chris Quinn,MIA,0.1
98,Craig Smith,MIN,0.1
279,Maceo Baston,TOR,0.1
36,Antonio Daniels,WAS,0.099
349,Rafer Alston,HOU,0.099
213,Joakim Noah,CHI,0.099
220,John Salmons,SAC,0.099
168,Hakim Warrick,MEM,0.098
361,Raymond Felton,CHA,0.098
326,Nate Robinson,NYK,0.098
58,Brendan Haywood,WAS,0.098
209,Jermaine O'Neal,IND,0.098
434,Tyrus Thomas,CHI,0.097
264,Leandro Barbosa,PHX,0.097
79,Charlie Villanueva,MIL,0.097
44,Beno Udrih,SAC,0.097
70,Carlos Arroyo,ORL,0.097
249,Kirk Hinrich,CHI,0.096
137,Drew Gooden,CHI,0.096
436,Udonis Haslem,MIA,0.096
37,Antonio McDyess,DET,0.096
297,Marvin Williams,ATL,0.095
313,Mike Bibby,ATL,0.095
122,Delonte West,CLE,0.095
77,Channing Frye,POR,0.095
327,Nazr Mohammed,CHA,0.095
181,Jamaal Tinsley,IND,0.095
301,Matt Harpring,UTA,0.095
257,Kyle Lowry,MEM,0.094
154,Fabricio Oberto,SAS,0.094
18,Andre Barrett,LAC,0.094
343,Peja Stojakovic,NOH,0.094
387,Sasha Vujacic,LAL,0.094
406,Stephen Jackson,GSW,0.093
217,Joel Przybilla,POR,0.093
33,Anthony Parker,TOR,0.093
103,Dahntay Jones,SAC,0.093
16,Anderson Varejao,CLE,0.093
6,Al Harrington,GSW,0.093
157,Francisco Garcia,SAC,0.093
25,Andres Nocioni,CHI,0.092
266,Linas Kleiza,DEN,0.091
153,Erick Dampier,DAL,0.091
224,Josh Boone,NJN,0.091
72,Carlos Delfino,TOR,0.091
243,Kenyon Martin,DEN,0.091
367,Ricky Davis,MIA,0.09
52,Boris Diaw,PHX,0.089
107,Dan Dickau,LAC,0.089
155,Flip Murray,IND,0.089
407,Stephon Marbury,NYK,0.088
202,Jason Williams,MIA,0.088
39,Austin Croshere,GSW,0.088
408,Steve Blake,POR,0.088
418,Thabo Sefolosha,CHI,0.088
0,Aaron Brooks,HOU,0.088
13,Alonzo Mourning,MIA,0.088
193,Jarvis Hayes,DET,0.088
189,Jared Dudley,CHA,0.087
276,Luke Walton,LAL,0.087
376,Ronny Turiaf,LAL,0.087
413,Stromile Swift,NJN,0.087
288,Marcus Williams,NJN,0.087
175,J.J. Barea,DAL,0.086
212,Jerry Stackhouse,DAL,0.086
84,Chris Duhon,CHI,0.086
423,Tim Thomas,LAC,0.086
31,Anthony Carter,DEN,0.085
299,Matt Bonner,SAS,0.085
372,Roger Mason Jr.,WAS,0.085
186,James Jones,POR,0.085
60,Brevin Knight,LAC,0.085
53,Bostjan Nachbar,NJN,0.085
241,Kendrick Perkins,BOS,0.085
250,Kirk Snyder,MIN,0.085
427,Travis Diener,IND,0.084
173,Ime Udoka,SAS,0.084
17,Andray Blatche,WAS,0.084
256,Kyle Korver,UTA,0.084
240,Kelenna Azubuike,GSW,0.083
222,Jorge Garbajosa,TOR,0.083
32,Anthony Johnson,SAC,0.083
9,Al Thornton,LAC,0.083
308,Michael Finley,SAS,0.083
130,Devin Brown,CLE,0.083
126,Derek Fisher,LAL,0.083
67,CJ Miles,UTA,0.083
355,Rashad McCants,MIN,0.083
298,Matt Barnes,GSW,0.083
354,Randy Foye,MIN,0.083
231,Juan Dixon,DET,0.082
147,Eddy Curry,NYK,0.082
443,Willie Green,PHI,0.082
43,Ben Wallace,CLE,0.082
46,Blake Ahearn,MIA,0.082
99,Cuttino Mobley,LAC,0.081
237,Kasib Powell,MIA,0.081
275,Luke Ridnour,SEA,0.081
314,Mike Conley,MEM,0.081
294,Marko Jaric,MIN,0.08
295,Marquis Daniels,IND,0.08
233,Justin Williams,HOU,0.08
121,DeShawn Stevenson,WAS,0.08
92,Chuck Hayes,HOU,0.08
433,Tyronn Lue,DAL,0.08
120,DeSagana Diop,NJN,0.08
203,Javaris Crittenton,MEM,0.079
111,Darius Songaila,WAS,0.079
296,Martell Webster,POR,0.079
78,Charlie Bell,MIL,0.079
10,Alando Tucker,PHX,0.079
390,Sean Williams,NJN,0.078
230,Juan Carlos Navarro,MEM,0.078
105,Damon Jones,CLE,0.078
375,Ronnie Price,UTA,0.078
128,Desmond Mason,MIL,0.078
188,Jannero Pargo,NOH,0.078
437,Viktor Khryapa,CHI,0.077
399,Shawne Williams,IND,0.077
90,Chris Webber,GSW,0.077
303,Maurice Evans,ORL,0.077
262,Larry Hughes,CHI,0.077
447,Yi Jianlian,MIL,0.076
228,Josh Powell,LAC,0.076
424,Tony Allen,BOS,0.076
124,DerMarr Johnson,SAS,0.075
285,Marcus Banks,MIA,0.075
393,Shane Battier,HOU,0.075
29,Anfernee Hardaway,MIA,0.075
125,Derek Anderson,CHA,0.074
439,Vladimir Radmanovic,LAL,0.074
1,Aaron Gray,CHI,0.074
311,Mickael Gelabale,SEA,0.074
403,Spencer Hawes,SAC,0.074
400,Shelden Williams,SAC,0.074
148,Eduardo Najera,DEN,0.074
362,Reggie Evans,PHI,0.074
142,Earl Boykins,CHA,0.073
104,Damien Wilkins,SEA,0.073
38,Arron Afflalo,DET,0.073
415,Tarence Kinsey,MEM,0.072
176,JJ Redick,ORL,0.072
292,Mark Blount,MIA,0.072
109,Daniel Gibson,CLE,0.072
164,Gordan Giricek,PHX,0.072
64,Brian Skinner,PHX,0.071
325,Mouhamed Sene,SEA,0.071
238,Keith Bogans,ORL,0.071
219,Johan Petro,SEA,0.071
158,Fred Jones,NYK,0.071
287,Marcus Vinicius,NOH,0.07
236,Kareem Rush,IND,0.07
320,Mikki Moore,SAC,0.07
66,C.J. Watson,GSW,0.07
22,Andre Owens,IND,0.07
4,Adonal Foyle,ORL,0.07
255,Kwame Brown,MEM,0.07
336,P.J. Brown,BOS,0.07
47,Bo Outlaw,ORL,0.069
19,Andre Brown,MEM,0.069
391,Sebastian Telfair,MIN,0.069
34,Antoine Walker,MIN,0.069
329,Nene,DEN,0.069
370,Rodney Carney,PHI,0.069
420,Theo Ratliff,DET,0.069
392,Sergio Rodriguez,POR,0.068
332,Nick Young,WAS,0.068
269,Loren Woods,HOU,0.068
50,Bobby Simmons,MIL,0.067
300,Matt Carroll,CHA,0.067
106,Damon Stoudamire,SAS,0.067
312,Mickael Pietrus,GSW,0.066
444,Wilson Chandler,NYK,0.066
218,Joey Graham,TOR,0.065
319,Mike Wilks,SEA,0.065
196,Jason Kapono,TOR,0.065
178,Jacque Vaughn,SAS,0.065
114,Darrell Armstrong,NJN,0.065
449,Zaza Pachulia,ATL,0.065
274,Luke Jackson,MIA,0.064
2,Aaron Williams,LAC,0.064
368,Robert Horry,SAS,0.064
113,Darko Milicic,MEM,0.064
346,Quincy Douby,SAC,0.064
5,Adrian Griffin,SEA,0.063
324,Morris Peterson,NOH,0.063
350,Raja Bell,PHX,0.063
328,Nenad Krstic,NJN,0.063
305,Melvin Ely,NOH,0.063
363,Renaldo Balkman,NYK,0.063
205,Jeff Green,SEA,0.062
280,Malik Allen,DAL,0.062
151,Eric Piatkowski,PHX,0.061
23,Andrea Bargnani,TOR,0.061
247,Kevin Ollie,PHI,0.061
49,Bobby Jones,DEN,0.06
345,Quentin Richardson,NYK,0.06
200,Jason Smith,PHI,0.06
159,Gabe Pruitt,BOS,0.06
383,Salim Stoudamire,ATL,0.06
141,Earl Barron,MIA,0.06
310,Michael Ruffin,MIL,0.06
163,Glen Davis,BOS,0.06
317,Mike James,NOH,0.059
378,Ruben Patterson,LAC,0.059
146,Eddie Jones,DAL,0.059
174,Ira Newble,LAL,0.059
160,Gerald Green,HOU,0.059
252,Kosta Perovic,GSW,0.059
93,Chucky Atkins,DEN,0.059
185,James Augustine,ORL,0.058
135,Donyell Marshall,SEA,0.057
416,Taurean Green,DEN,0.056
195,Jason Hart,UTA,0.056
359,Rasual Butler,NOH,0.056
404,Stephane Lasme,MIA,0.055
289,Marcus Williams,LAC,0.055
35,Antoine Wright,DAL,0.055
3,Acie Law,ATL,0.054
333,Oleksiy Pecherov,WAS,0.054
112,Darius Washington,SAS,0.054
156,Francisco Elson,SEA,0.054
102,Daequan Cook,MIA,0.054
401,Smush Parker,LAC,0.053
235,Kaniel Dickens,CLE,0.053
338,Patrick O'Bryant,GSW,0.052
210,Jermareo Davidson,CHA,0.052
206,Jeff McInnis,CHA,0.05
95,Corey Brewer,MIN,0.05
62,Brian Cook,ORL,0.049
284,Marco Belinelli,GSW,0.049
268,Linton Johnson,TOR,0.049
267,Lindsey Hunter,DET,0.048
377,Royal Ivey,MIL,0.047
129,Devean George,DAL,0.047
108,Dan Gadzuric,MIL,0.047
380,Ryan Bowen,NOH,0.046
166,Greg Buckner,MIN,0.046
40,Awvee Storey,MIL,0.046
65,Bruce Bowen,SAS,0.046
409,Steve Francis,HOU,0.045
11,Alexander Johnson,MIA,0.045
347,Quinton Ross,LAC,0.044
216,Joel Anthony,MIA,0.044
445,Yakhouba Diawara,DEN,0.044
61,Brian Cardinal,MEM,0.044
382,Ryan Hollins,CHA,0.043
179,Jake Voskuhl,MIL,0.043
89,Chris Richard,MIN,0.043
138,Dwayne Jones,CLE,0.042
431,Troy Hudson,GSW,0.042
290,Mardy Collins,NYK,0.041
366,Richie Frahm,LAC,0.041
340,Paul Davis,LAC,0.04
86,Chris Mihm,LAL,0.039
348,Raef LaFrentz,POR,0.039
386,Sasha Pavlovic,CLE,0.039
81,Cheikh Samb,DET,0.038
68,Calvin Booth,PHI,0.037
190,Jared Jeffries,NYK,0.037
412,Steven Hunter,DEN,0.037
134,Dominic McGuire,WAS,0.037
281,Malik Rose,NYK,0.037
63,Brian Scalabrine,BOS,0.035
307,Michael Doleac,MIN,0.034
100,DJ Mbenga,LAL,0.033
75,Casey Jacobsen,MEM,0.033
