,PLAYER_NAME,TEAM_ABBREVIATION,PIE
279,Mark Baker,TOR,4.0
245,Kelly McCarty,DEN,3.0
306,Mikki Moore,DET,0.37
424,Tyson Wheeler,DEN,0.229
256,Korleone Young,DET,0.203
240,Karl Malone,UTA,0.196
378,Shaquille O'Neal,LAL,0.192
178,Grant Hill,DET,0.179
115,David Robinson,SAS,0.179
113,Darrell Armstrong,ORL,0.171
401,Tim Duncan,SAS,0.17
10,Alonzo Mourning,MIA,0.17
335,Randy Livingston,PHX,0.169
231,John Stockton,UTA,0.169
381,Shawn Kemp,CLE,0.166
70,Charles Barkley,HOU,0.166
207,Jason Kidd,PHX,0.164
364,Sam Jacobson,LAL,0.164
363,Sam Cassell,MIL,0.164
133,Dikembe Mutombo,ATL,0.157
168,Gary Payton,SEA,0.156
251,Kevin Garnett,MIN,0.156
184,Hakeem Olajuwon,HOU,0.156
31,Arvydas Sabonis,POR,0.154
9,Allen Iverson,PHI,0.154
409,Toni Kukoc,CHI,0.152
353,Rod Strickland,WAS,0.149
324,Patrick Ewing,NYK,0.149
312,Mookie Blaylock,ATL,0.143
49,Brad Miller,CHH,0.143
313,Muggsy Bogues,GSW,0.142
89,Chris Webber,SAC,0.14
402,Tim Hardaway,MIA,0.139
379,Shareef Abdur-Rahim,VAN,0.138
48,Bonzi Wells,POR,0.137
386,Stephon Marbury,NJN,0.137
283,Mark Jackson,IND,0.136
393,Terrell Brandon,MIN,0.136
131,Detlef Schrempf,SEA,0.136
125,Derek Anderson,CLE,0.135
35,Ben Davis,NYK,0.135
109,Dana Barros,BOS,0.135
26,Antonio Daniels,SAS,0.134
244,Keith Van Horn,NJN,0.133
398,Terry Porter,MIA,0.133
407,Tom Gugliotta,PHX,0.133
29,Antonio McDyess,DEN,0.132
94,Clar. Weatherspoon,MIA,0.131
255,Kobe Bryant,LAL,0.131
177,Glenn Robinson,MIL,0.131
413,Tracy McGrady,TOR,0.13
430,Vlade Divac,SAC,0.129
53,Brevin Knight,CLE,0.129
122,Dell Curry,MIL,0.129
427,Vince Carter,TOR,0.128
167,Gary Grant,POR,0.128
211,Jeff Hornacek,UTA,0.128
55,Brian Grant,POR,0.127
169,Gary Trent,DAL,0.127
219,Jerome Williams,DET,0.126
299,Michael Finley,DAL,0.126
161,Erick Strickland,DAL,0.126
214,Jelani McCoy,SEA,0.125
179,Grant Long,ATL,0.125
339,Ray Allen,MIL,0.125
239,Juwan Howard,WAS,0.125
380,Shawn Bradley,DAL,0.123
17,Anfernee Hardaway,ORL,0.123
390,Steven Smith,ATL,0.122
439,Zydrunas Ilgauskas,CLE,0.122
129,Derrick Coleman,CHH,0.122
180,Greg Anthony,POR,0.121
292,Matt Geiger,PHI,0.121
263,Latrell Sprewell,NYK,0.12
372,Scottie Pippen,HOU,0.12
150,Elden Campbell,CHH,0.119
264,Lawrence Funderburke,SAC,0.119
111,Danny Fortson,DEN,0.119
138,Donyell Marshall,GSW,0.119
349,Rik Smits,IND,0.119
68,Cedric Ceballos,DAL,0.118
117,David Wesley,CHH,0.118
248,Kenny Anderson,BOS,0.117
399,Theo Ratliff,PHI,0.117
351,Robert Pack,DAL,0.117
236,Jon Barry,SAC,0.117
326,Paul Pierce,BOS,0.116
149,Eddie Jones,CHH,0.116
253,Kevin Willis,TOR,0.116
243,Keith Closs,LAC,0.115
200,Jamal Mashburn,MIA,0.115
320,Othella Harrington,HOU,0.115
186,Haywoode Workman,MIL,0.115
27,Antonio Davis,IND,0.114
337,Rasheed Wallace,POR,0.114
139,Doug Christie,TOR,0.113
316,Nick Anderson,ORL,0.113
187,Herb Williams,NYK,0.112
18,Antawn Jamison,GSW,0.112
46,Bobby Jackson,MIN,0.112
369,Scot Pollard,SAC,0.111
105,Damon Jones,BOS,0.111
276,Marcus Camby,NYK,0.111
262,Larry Johnson,NYK,0.11
341,Reggie Miller,IND,0.11
332,Raef LaFrentz,DEN,0.11
34,B.J. Armstrong,ORL,0.11
433,Walt Williams,POR,0.109
90,Chris Whitney,WAS,0.109
30,Armen Gilliam,MIL,0.109
261,Larry Hughes,PHI,0.109
36,Ben Wallace,WAS,0.108
88,Chris Mullin,IND,0.108
95,Clifford Robinson,PHX,0.108
410,Tony Battie,BOS,0.108
286,Mark Strickland,MIA,0.108
41,Bimbo Coles,GSW,0.107
221,Jim Jackson,POR,0.107
76,Charlie Ward,NYK,0.107
135,Dominique Wilkins,ORL,0.107
106,Damon Stoudamire,POR,0.107
25,Antoine Walker,BOS,0.107
274,Malik Rose,SAS,0.107
157,Eric Snow,PHI,0.106
33,Avery Johnson,SAS,0.106
322,P.J. Brown,MIA,0.106
112,Danny Manning,PHX,0.106
54,Brian Evans,MIN,0.106
317,Nick Van Exel,DEN,0.106
302,Michael Smith,VAN,0.105
226,Joe Smith,MIN,0.104
356,Ron Harper,CHI,0.103
103,Dale Davis,IND,0.103
435,Wesley Person,CLE,0.103
154,Eric Murdock,NJN,0.102
394,Terry Cummings,GSW,0.102
7,Alan Henderson,ATL,0.102
176,Glen Rice,LAL,0.101
321,Otis Thorpe,WAS,0.101
419,Troy Hudson,LAC,0.101
63,Bryon Russell,UTA,0.101
189,Horace Grant,ORL,0.101
428,Vinny Del Negro,MIL,0.1
50,Brandon Williams,SAS,0.1
210,Jayson Williams,NJN,0.1
87,Chris Morris,PHX,0.1
220,Jerry Stackhouse,DET,0.1
74,Charles Shackleford,CHH,0.1
305,Mike Bibby,VAN,0.1
308,Mitch Richmond,WAS,0.099
436,Will Perdue,SAS,0.099
415,Travis Best,IND,0.099
278,Mario Elie,SAS,0.098
86,Chris Mills,GSW,0.098
188,Hersey Hawkins,SEA,0.097
191,Howard Eisley,UTA,0.097
229,John Crotty,SEA,0.097
334,Randy Brown,CHI,0.097
412,Tony Massenburg,VAN,0.097
266,Lindsey Hunter,DET,0.096
8,Allan Houston,NYK,0.096
224,Joe Dumars,DET,0.096
196,J.R. Reid,LAL,0.096
203,Jamie Feick,NJN,0.096
330,Pooh Richardson,LAC,0.095
422,Tyrone Nesby,LAC,0.095
365,Sam Mack,HOU,0.095
377,Shandon Anderson,UTA,0.094
43,Blue Edwards,MIA,0.094
327,Peja Stojakovic,SAC,0.094
42,Bison Dele,DET,0.094
258,Kurt Thomas,NYK,0.094
269,Lorenzen Wright,LAC,0.094
52,Brent Price,HOU,0.093
162,Ervin Johnson,MIL,0.093
376,Shammond Williams,ATL,0.093
230,John Starks,GSW,0.092
257,Kornel David,CHI,0.092
132,Dickey Simpkins,CHI,0.092
233,John Wallace,TOR,0.092
2,Aaron Williams,SEA,0.092
387,Steve Henson,DET,0.091
197,Jacque Vaughn,UTA,0.091
271,Luc Longley,PHX,0.091
155,Eric Piatkowski,LAC,0.091
247,Kendall Gill,NJN,0.09
366,Sam Mitchell,MIN,0.09
1,Aaron McKie,PHI,0.09
199,Jalen Rose,IND,0.09
44,Bo Outlaw,ORL,0.09
238,Jud Buechler,DET,0.09
309,Mitchell Butler,CLE,0.089
81,Chris Childs,NYK,0.089
121,Dee Brown,TOR,0.089
3,Adam Keefe,UTA,0.089
205,Jaren Jackson,SAS,0.089
51,Brent Barry,CHI,0.089
429,Vitaly Potapenko,BOS,0.089
170,George Lynch,PHI,0.089
194,Isaiah Rider,POR,0.088
127,Derek Harper,LAL,0.088
384,Stacey Augmon,POR,0.088
47,Bobby Phills,CHH,0.088
373,Sean Elliott,SAS,0.088
72,Charles Oakley,TOR,0.088
259,LaPhonso Ellis,ATL,0.088
45,Bob Sura,CLE,0.087
91,Christian Laettner,DET,0.087
370,Scott Burrell,NJN,0.087
270,Loy Vaught,DET,0.087
