,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
0,1.0,Tyrese Maxey,25.0,PHI,PG,48.0,48.0,1866.0,22.8,0.6,0.41,0.271,0.8,11.4,6.0,29.5,2.5,2.0,9.0,28.8,5.1,2.1,7.1,0.184,5.5,0.8,6.3,3.9,
1,2.0,Amen Thompson,23.0,HOU,PG,49.0,49.0,1826.0,18.1,0.566,0.126,0.353,8.4,14.2,11.3,21.1,1.9,1.5,13.4,20.5,3.4,2.3,5.7,0.15,1.2,0.8,2.0,1.8,
2,3.0,Mikal Bridges,29.0,NYK,SF,51.0,51.0,1765.0,16.6,0.602,0.447,0.092,3.5,9.9,6.6,17.0,2.1,2.4,7.3,17.1,3.8,2.1,5.9,0.159,2.2,1.4,3.6,2.5,
3,4.0,Scottie Barnes,24.0,TOR,PF,51.0,51.0,1761.0,19.4,0.577,0.206,0.281,6.9,20.4,13.5,24.7,1.8,4.4,13.9,24.0,2.2,2.8,5.0,0.137,1.7,2.1,3.8,2.6,
4,5.0,Trey Murphy III,25.0,NOP,SF,49.0,49.0,1760.0,18.6,0.611,0.518,0.234,3.2,14.7,8.8,15.9,2.1,0.8,9.3,23.1,3.4,1.0,4.4,0.12,3.0,-0.9,2.1,1.8,
5,6.0,Julius Randle,31.0,MIN,PF,52.0,52.0,1740.0,19.9,0.596,0.3,0.398,5.4,16.8,11.2,24.5,1.6,0.6,12.4,26.6,3.8,2.1,5.9,0.164,2.4,0.1,2.5,2.0,
6,7.0,Toumani Camara,25.0,POR,PF,51.0,51.0,1721.0,10.3,0.564,0.666,0.161,5.4,11.6,8.5,11.0,1.4,1.2,14.8,16.1,0.9,1.2,2.1,0.057,-1.4,-0.6,-2.0,0.0,
7,8.0,DeMar DeRozan,36.0,SAC,PF,52.0,52.0,1714.0,18.0,0.604,0.159,0.419,1.6,9.4,5.4,18.6,1.8,0.6,6.9,22.2,3.9,0.4,4.3,0.122,1.0,-0.6,0.4,1.0,
8,9.0,Brandon Ingram,28.0,TOR,SF,50.0,50.0,1707.0,16.4,0.566,0.287,0.264,2.7,16.6,9.6,17.1,1.2,2.2,11.5,27.3,0.7,2.0,2.8,0.078,0.9,-0.5,0.4,1.0,
9,10.0,Dyson Daniels,22.0,ATL,SG,50.0,50.0,1689.0,14.1,0.519,0.138,0.164,7.0,14.1,10.5,24.8,2.6,1.2,15.4,16.1,1.2,2.0,3.2,0.092,-1.4,1.3,-0.2,0.8,
10,11.0,Kevin Durant,37.0,HOU,SF,46.0,46.0,1689.0,20.6,0.629,0.318,0.338,1.4,14.8,8.1,19.5,1.0,2.3,12.7,26.8,4.5,1.8,6.3,0.179,4.0,0.0,4.0,2.5,
11,12.0,Jamal Murray,28.0,DEN,PG,47.0,47.0,1681.0,22.6,0.616,0.398,0.264,1.3,11.8,6.8,33.4,1.4,1.0,9.9,28.7,5.0,0.9,6.0,0.17,5.8,-1.6,4.2,2.6,
12,13.0,Derrick White,31.0,BOS,SG,49.0,49.0,1676.0,16.4,0.522,0.575,0.177,3.4,11.0,7.2,22.7,1.8,4.0,10.3,23.3,2.1,2.0,4.1,0.118,2.2,0.5,2.7,2.0,
13,14.0,Jabari Smith Jr.,22.0,HOU,PF,48.0,48.0,1674.0,13.0,0.55,0.499,0.204,4.9,16.6,10.7,7.5,1.1,2.5,8.9,18.0,1.9,2.0,3.9,0.113,-0.7,-0.1,-0.9,0.5,
14,15.0,Jalen Johnson,24.0,ATL,SF,47.0,47.0,1672.0,21.1,0.592,0.273,0.319,4.7,27.6,16.0,34.3,1.7,1.2,15.0,27.2,2.6,2.3,4.9,0.139,3.1,1.1,4.3,2.6,
15,16.0,Desmond Bane,27.0,ORL,SG,49.0,49.0,1664.0,15.2,0.575,0.332,0.233,4.1,10.0,7.0,19.5,1.2,1.4,11.4,23.3,1.9,1.2,3.2,0.091,0.5,-0.8,-0.3,0.7,
16,17.0,Nickeil Alexander-Walker,27.0,ATL,SG,50.0,43.0,1648.0,15.2,0.582,0.524,0.244,1.9,9.8,5.8,15.5,1.6,1.6,10.3,24.7,1.2,1.4,2.5,0.074,0.7,-1.1,-0.4,0.6,
