,PLAYER_NAME,TEAM_ABBREVIATION,PIE
431,Sim Bhullar,SAC,0.304
228,Jerrelle Benimon,DEN,0.3
275,Kevin Durant,OKC,0.194
29,Anthony Davis,NOP,0.192
411,Russell Westbrook,OKC,0.187
200,James Harden,HOU,0.184
109,DeMarcus Cousins,SAC,0.18
435,Stephen Curry,GSW,0.178
174,Hassan Whiteside,MIA,0.173
79,Chris Paul,LAC,0.173
301,LeBron James,CLE,0.171
376,Pau Gasol,CHI,0.169
409,Rudy Gobert,UTA,0.16
293,LaMarcus Aldridge,POR,0.156
449,Tim Duncan,SAS,0.156
144,Eric Moreland,SAC,0.154
472,Tyrus Thomas,MEM,0.152
316,Marc Gasol,MEM,0.151
245,John Wall,WAS,0.151
156,George Hill,IND,0.151
169,Greg Monroe,DET,0.15
266,Kawhi Leonard,SAS,0.148
303,Lester Hudson,LAC,0.146
361,Nikola Vučević,ORL,0.146
44,Blake Griffin,LAC,0.146
4,Al Horford,ATL,0.145
489,Zach Randolph,MEM,0.143
74,Chris Bosh,MIA,0.143
5,Al Jefferson,CHA,0.142
131,Dwyane Wade,MIA,0.141
129,Dwight Howard,HOU,0.141
473,Tyson Chandler,DAL,0.141
224,Jeremy Evans,UTA,0.14
66,Carmelo Anthony,NYK,0.14
166,Gordon Hayward,UTA,0.139
231,Jimmy Butler III,CHI,0.138
113,Derrick Favors,UTA,0.138
91,Damian Lillard,POR,0.137
277,Kevin Love,CLE,0.135
249,Jonas Valančiūnas,TOR,0.134
12,Alexis Ajinca,NOP,0.134
84,Cole Aldrich,NYK,0.133
219,Jeff Teague,ATL,0.133
120,Dirk Nowitzki,DAL,0.133
317,Marcin Gortat,WAS,0.133
106,DeAndre Jordan,LAC,0.132
359,Nikola Mirotic,CHI,0.131
408,Rudy Gay,SAC,0.131
11,Alexey Shved,NYK,0.131
15,Amar'e Stoudemire,DAL,0.131
142,Eric Bledsoe,PHX,0.13
378,Paul Millsap,ATL,0.13
56,Brook Lopez,BKN,0.13
309,Luis Scola,IND,0.13
33,Arinze Onuaku,MIN,0.13
183,Isaiah Thomas,BOS,0.129
52,Brandon Knight,PHX,0.129
48,Brandan Wright,PHX,0.128
292,Kyrie Irving,CLE,0.128
394,Reggie Jackson,DET,0.128
51,Brandon Jennings,DET,0.127
470,Tyler Zeller,BOS,0.127
282,Klay Thompson,GSW,0.126
289,Kyle Lowry,TOR,0.126
276,Kevin Garnett,MIN,0.126
19,Andre Drummond,DET,0.125
466,Ty Lawson,DEN,0.125
78,Chris Kaman,POR,0.124
398,Ricky Rubio,MIN,0.124
141,Enes Freedom,OKC,0.124
337,Mike Conley,MEM,0.124
135,Ed Davis,LAL,0.121
268,Kemba Walker,CHA,0.121
102,David Lee,GSW,0.121
105,David West,IND,0.121
161,Gigi Datome,BOS,0.12
101,Darren Collison,SAC,0.12
73,Chris Andersen,MIA,0.12
208,Jared Sullinger,BOS,0.12
225,Jeremy Lamb,OKC,0.119
421,Shabazz Muhammad,MIN,0.119
286,Kris Humphries,WAS,0.119
283,Kobe Bryant,LAL,0.118
471,Tyreke Evans,NOP,0.118
306,Lou Williams,TOR,0.117
242,John Jenkins,ATL,0.117
325,Marreese Speights,GSW,0.117
333,Meyers Leonard,POR,0.116
271,Kenneth Faried,DEN,0.116
280,Khris Middleton,MIL,0.116
201,James Johnson,TOR,0.115
108,DeMar DeRozan,TOR,0.115
335,Michael Carter-Williams,MIL,0.115
65,Carlos Boozer,LAL,0.115
448,Tiago Splitter,SAS,0.115
404,Rodney Stuckey,IND,0.115
121,Donald Sloan,IND,0.114
315,Manu Ginobili,SAS,0.113
453,Tobias Harris,ORL,0.113
25,Andrew Bogut,GSW,0.113
111,Dennis Schröder,ATL,0.113
443,Terrence Jones,HOU,0.113
59,C.J. Watson,IND,0.113
447,Thomas Robinson,PHI,0.113
93,Danilo Gallinari,DEN,0.113
17,Anderson Varejao,CLE,0.112
490,Zaza Pachulia,MIL,0.112
41,Beno Udrih,MEM,0.112
360,Nikola Pekovic,MIN,0.112
125,Draymond Green,GSW,0.112
241,John Henson,MIL,0.112
167,Gorgui Dieng,MIN,0.112
160,Giannis Antetokounmpo,MIL,0.111
232,Joakim Noah,CHI,0.111
176,Henry Sims,PHI,0.111
259,Jrue Holiday,NOP,0.111
165,Goran Dragic,MIA,0.111
284,Kosta Koufos,MEM,0.111
87,Cory Joseph,SAS,0.11
336,Michael Kidd-Gilchrist,CHA,0.11
148,Evan Turner,BOS,0.11
210,Jarrett Jack,BKN,0.11
340,Mike Muscala,ATL,0.11
49,Brandon Bass,BOS,0.11
23,Andrea Bargnani,NYK,0.109
251,Jordan Clarkson,LAL,0.109
366,Omer Asik,NOP,0.109
352,Nerlens Noel,PHI,0.108
407,Roy Hibbert,IND,0.108
386,Rajon Rondo,DAL,0.108
254,Jordan Hill,LAL,0.108
300,Lavoy Allen,IND,0.107
418,Serge Ibaka,OKC,0.107
324,Markieff Morris,PHX,0.107
445,Thabo Sefolosha,ATL,0.106
462,Trevor Booker,UTA,0.106
34,Aron Baynes,SAS,0.106
112,Deron Williams,BKN,0.106
58,Bryce Cotton,UTA,0.106
429,Shayne Whittington,IND,0.106
377,Paul George,IND,0.106
114,Derrick Rose,CHI,0.106
146,Ersan Ilyasova,MIL,0.106
21,Andre Miller,SAC,0.105
362,Noah Vonleh,CHA,0.105
69,Chandler Parsons,DAL,0.105
346,Mo Williams,CHA,0.105
278,Kevin Martin,MIN,0.105
345,Mitch McGary,OKC,0.104
328,Mason Plumlee,BKN,0.104
95,Danny Green,SAS,0.104
71,Charlie Villanueva,DAL,0.104
341,Mike Scott,ATL,0.104
482,Will Barton,DEN,0.103
197,Jamal Crawford,LAC,0.103
184,Ish Smith,PHI,0.103
312,Luol Deng,MIA,0.103
456,Tony Parker,SAS,0.102
185,J.J. Barea,DAL,0.102
321,Marcus Thornton,PHX,0.102
236,Joe Johnson,BKN,0.101
290,Kyle O'Quinn,ORL,0.101
430,Shelvin Mack,ATL,0.101
379,Paul Pierce,WAS,0.101
367,Omri Casspi,SAC,0.101
248,Jonas Jerebko,BOS,0.1
89,D.J. Augustin,OKC,0.1
440,Taj Gibson,CHI,0.1
425,Shaun Livingston,GSW,0.1
83,Cody Zeller,CHA,0.1
186,JJ Hickson,DEN,0.1
481,Wesley Matthews,POR,0.1
193,Jabari Parker,MIL,0.1
400,Robert Covington,PHI,0.1
110,DeMarre Carroll,ATL,0.099
477,Victor Oladipo,ORL,0.099
374,Patrick Patterson,TOR,0.099
452,Timofey Mozgov,CLE,0.098
216,Jeff Adrien,HOU,0.098
357,Nicolas Batum,POR,0.098
226,Jeremy Lin,LAL,0.098
220,Jeff Withey,NOP,0.098
464,Tristan Thompson,CLE,0.097
458,Tony Wroten,PHI,0.097
347,Monta Ellis,DAL,0.097
351,Nene,WAS,0.097
446,Thaddeus Young,BKN,0.097
122,Donatas Motiejunas,HOU,0.097
288,Kyle Korver,ATL,0.097
258,Josh Smith,HOU,0.097
393,Reggie Evans,SAC,0.096
64,Carl Landry,SAC,0.096
417,Sebastian Telfair,OKC,0.096
302,Leandro Barbosa,GSW,0.096
128,Dwight Buycks,LAL,0.096
187,JJ Redick,LAC,0.096
217,Jeff Ayres,SAS,0.096
43,Bismack Biyombo,CHA,0.095
46,Boris Diaw,SAS,0.095
209,Jarnell Stokes,MEM,0.095
218,Jeff Green,MEM,0.095
205,Jannero Pargo,CHA,0.095
461,Trevor Ariza,HOU,0.095
267,Kelly Olynyk,BOS,0.094
158,Gerald Henderson,CHA,0.094
364,O.J. Mayo,MIL,0.094
353,Nick Calathes,MEM,0.094
227,Jerome Jordan,BKN,0.093
157,Gerald Green,PHX,0.093
269,Kendall Marshall,MIL,0.093
382,Phil Pressey,BOS,0.093
247,Jon Leuer,MEM,0.093
16,Amir Johnson,TOR,0.093
441,Tarik Black,LAL,0.093
387,Ramon Sessions,WAS,0.093
369,P.J. Tucker,PHX,0.093
195,Jae Crowder,BOS,0.092
190,JaMychal Green,MEM,0.092
212,Jason Richardson,PHI,0.092
243,John Lucas III,DET,0.092
47,Bradley Beal,WAS,0.092
42,Bernard James,DAL,0.092
391,Raymond Felton,DAL,0.092
1,Aaron Brooks,CHI,0.092
30,Anthony Morrow,OKC,0.092
116,Devin Harris,DAL,0.092
319,Marcus Morris Sr.,PHX,0.091
62,CJ Miles,IND,0.091
207,Jared Dudley,MIL,0.091
6,Al-Farouq Aminu,DAL,0.091
149,Festus Ezeli,GSW,0.091
229,Jerryd Bayless,MIL,0.09
412,Ryan Anderson,NOP,0.09
20,Andre Iguodala,GSW,0.09
123,Dorell Wright,POR,0.09
137,Elfrid Payton,ORL,0.09
383,Quincy Acy,NYK,0.089
0,AJ Price,CLE,0.089
173,Harrison Barnes,GSW,0.089
402,Robin Lopez,POR,0.089
442,Tayshaun Prince,DET,0.089
327,Marvin Williams,CHA,0.088
344,Mirza Teletovic,BKN,0.088
263,Jusuf Nurkić,DEN,0.088
85,Corey Brewer,HOU,0.088
455,Tony Allen,MEM,0.087
86,Cory Jefferson,BKN,0.087
486,Wilson Chandler,DEN,0.087
