,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,Oklahoma City Thunder,25.2,56.0,15.0,57,14,11.14,-0.38,10.76,118.4,107.3,11.1,99.3,0.266,0.423,0.597,,0.558,11.2,22.1,0.218,,0.515,14.7,74.2,0.189,,Paycom Center,655624,18203
1,2.0,Detroit Pistons,26.1,51.0,19.0,51,19,7.84,-0.84,7.01,117.5,109.6,7.9,99.5,0.295,0.347,0.578,,0.541,12.8,31.0,0.224,,0.518,15.0,74.2,0.255,,Little Caesars Arena,688340,19646
2,3.0,Boston Celtics,26.9,47.0,24.0,51,20,7.17,-0.7,6.47,120.1,112.6,7.5,94.8,0.204,0.467,0.577,,0.547,11.0,29.5,0.165,,0.521,11.6,75.3,0.191,,TD Garden,670460,19156
3,4.0,San Antonio Spurs,25.4,53.0,18.0,50,21,7.32,0.14,7.46,118.8,111.5,7.3,100.0,0.278,0.423,0.593,,0.557,11.9,25.8,0.218,,0.523,11.6,77.1,0.184,,Frost Bank Center,649817,18709
4,5.0,New York Knicks,28.2,47.0,25.0,50,22,6.81,-0.64,6.16,119.7,112.7,7.0,97.5,0.24,0.43,0.588,,0.555,12.2,29.5,0.19,,0.537,13.0,77.0,0.207,,Madison Square Garden (IV),692998,19800
5,6.0,Denver Nuggets,27.8,44.0,28.0,45,27,4.4,-0.18,4.23,121.6,117.1,4.5,98.2,0.3,0.406,0.613,,0.573,11.7,23.2,0.242,,0.543,10.6,75.0,0.196,,Ball Arena,674143,19828
6,7.0,Charlotte Hornets,24.0,37.0,34.0,44,27,4.07,-0.51,3.56,118.9,114.7,4.2,97.3,0.249,0.479,0.589,,0.551,13.7,30.2,0.203,,0.54,11.6,76.6,0.191,,Spectrum Center,630190,18535
7,8.0,Cleveland Cavaliers,27.0,44.0,27.0,44,27,4.28,-0.16,4.12,118.5,114.3,4.2,99.9,0.261,0.446,0.59,,0.557,12.3,27.1,0.201,,0.54,13.4,74.0,0.207,,Rocket Arena,680120,19432
8,9.0,Houston Rockets,26.5,43.0,27.0,44,26,4.09,-0.17,3.91,117.6,113.4,4.2,95.8,0.261,0.345,0.572,,0.539,13.6,35.0,0.198,,0.531,12.1,74.2,0.19,,Toyota Center,631990,18057
9,10.0,Minnesota Timberwolves,27.9,44.0,28.0,44,28,3.86,-0.41,3.45,117.3,113.4,3.9,100.5,0.292,0.42,0.595,,0.562,13.0,26.1,0.219,,0.529,12.8,74.3,0.217,,Target Center,637575,17232
10,11.0,Miami Heat,26.3,38.0,33.0,42,29,3.1,0.03,3.13,116.0,113.0,3.0,103.6,0.27,0.399,0.575,,0.536,11.7,25.8,0.213,,0.534,13.2,74.7,0.194,,Kaseya Center,708994,19694
11,12.0,Toronto Raptors,24.8,39.0,31.0,39,31,1.7,-0.01,1.69,115.0,113.3,1.7,98.3,0.261,0.371,0.576,,0.539,12.3,25.6,0.204,,0.541,14.2,73.9,0.218,,Scotiabank Arena,659270,18836
12,13.0,Los Angeles Lakers,28.1,46.0,25.0,39,32,1.51,0.03,1.54,118.2,116.7,1.5,98.4,0.315,0.402,0.607,,0.571,13.1,24.1,0.241,,0.557,13.1,74.3,0.193,,Crypto.com Arena,659271,18836
13,14.0,Atlanta Hawks,25.1,39.0,32.0,38,33,1.34,-0.25,1.09,115.3,114.0,1.3,101.9,0.235,0.425,0.582,,0.551,12.4,23.8,0.182,,0.547,13.9,74.3,0.207,,State Farm Arena,585533,16265
14,15.0,Phoenix Suns,26.9,40.0,32.0,39,33,1.25,0.25,1.5,115.2,113.9,1.3,97.0,0.223,0.454,0.568,,0.536,12.8,28.8,0.176,,0.542,14.6,71.7,0.219,,Mortgage Matchup Center,614556,16610
15,16.0,Orlando Magic,24.7,38.0,32.0,37,33,1.0,0.25,1.25,114.9,113.9,1.0,99.5,0.302,0.388,0.574,,0.529,12.0,24.9,0.242,,0.541,13.1,75.2,0.222,,Kia Center,659565,18504
16,17.0,Los Angeles Clippers,30.2,35.0,36.0,37,34,0.55,0.09,0.64,117.1,116.5,0.6,96.4,0.302,0.404,0.602,,0.558,13.3,23.7,0.249,,0.545,12.6,73.0,0.2,,Intuit Dome,598427,17601
17,18.0,Golden State Warriors,28.6,33.0,38.0,36,35,0.1,0.49,0.59,114.9,114.8,0.1,99.3,0.232,0.503,0.582,,0.548,13.7,25.7,0.187,,0.546,14.0,72.3,0.202,,Chase Center,614176,18064
18,19.0,Philadelphia 76ers,25.4,39.0,32.0,35,36,-0.38,-0.26,-0.64,115.2,115.6,-0.4,99.3,0.28,0.392,0.571,,0.528,12.0,26.5,0.228,,0.544,13.6,72.5,0.216,,Xfinity Mobile Arena,682255,18952
19,20.0,Portland Trail Blazers,25.1,35.0,37.0,31,41,-2.15,0.53,-1.62,113.8,115.9,-2.1,100.8,0.277,0.468,0.567,,0.53,14.5,31.2,0.212,,0.545,13.3,72.3,0.214,,Moda Center,557790,16406
