,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,Oklahoma City Thunder,25.2,40.0,13.0,43,10,11.96,-0.52,11.45,119.2,107.3,11.9,99.6,0.271,0.418,0.602,,0.563,11.1,21.5,0.223,,0.515,14.9,74.0,0.196,,Paycom Center,510000,18203
1,2.0,Detroit Pistons,25.9,38.0,13.0,37,14,7.8,-1.13,6.68,117.1,109.3,7.8,99.9,0.3,0.356,0.579,,0.543,13.2,30.4,0.226,,0.516,15.1,74.0,0.263,,Little Caesars Arena,547736,19532
2,3.0,Boston Celtics,26.7,34.0,19.0,37,16,6.68,-0.87,5.81,120.6,113.6,7.0,95.1,0.203,0.464,0.579,,0.55,10.8,29.3,0.161,,0.524,12.1,74.0,0.204,,TD Garden,498056,19156
3,4.0,New York Knicks,28.2,34.0,19.0,35,18,5.53,-0.47,5.06,119.8,114.1,5.7,97.6,0.242,0.437,0.586,,0.553,12.0,29.7,0.191,,0.539,12.7,76.3,0.212,,Madison Square Garden (IV),534502,19796
4,5.0,San Antonio Spurs,25.6,36.0,16.0,34,18,5.4,0.07,5.47,117.2,111.9,5.3,100.1,0.286,0.42,0.586,,0.548,12.1,25.8,0.224,,0.528,11.9,77.2,0.184,,Frost Bank Center,466491,18660
5,6.0,Houston Rockets,26.6,32.0,19.0,33,18,5.14,-0.2,4.94,118.3,113.0,5.3,96.0,0.271,0.338,0.568,,0.534,13.1,36.0,0.204,,0.529,12.2,74.2,0.189,,Toyota Center,415330,18058
6,7.0,Minnesota Timberwolves,28.0,32.0,22.0,34,20,4.26,-0.7,3.56,117.7,113.5,4.2,100.6,0.288,0.427,0.593,,0.561,12.6,26.5,0.215,,0.534,12.9,75.2,0.216,,Target Center,456682,16914
7,8.0,Denver Nuggets,27.7,34.0,19.0,33,20,4.09,-0.89,3.21,122.2,118.1,4.1,97.4,0.295,0.402,0.615,,0.575,11.5,23.4,0.239,,0.541,10.6,73.5,0.201,,Ball Arena,476066,19836
8,9.0,Cleveland Cavaliers,26.6,32.0,21.0,32,21,3.72,-0.05,3.67,118.0,114.3,3.7,101.0,0.248,0.447,0.588,,0.555,12.4,27.1,0.194,,0.543,13.8,73.9,0.211,,Rocket Arena,544096,19432
