,PLAYER_NAME,TEAM_ABBREVIATION,PIE
495,Tyler Davis,OKC,1.0
293,Kalin Lucas,DET,0.471
529,Zhou Qi,HOU,0.333
5,Alan Williams,BKN,0.274
485,Trevon Duval,HOU,0.222
179,Giannis Antetokounmpo,MIL,0.218
491,Troy Caupain,ORL,0.218
173,Gary Payton II,WAS,0.212
225,James Harden,HOU,0.201
26,Anthony Davis,NOP,0.197
258,Joel Embiid,PHI,0.196
330,LeBron James,LAL,0.188
388,Nikola Jokić,DEN,0.188
390,Nikola Vučević,ORL,0.185
294,Karl-Anthony Towns,MIN,0.177
295,Kawhi Leonard,TOR,0.172
432,Rudy Gobert,UTA,0.17
269,Jonas Valančiūnas,MEM,0.169
39,Boban Marjanovic,PHI,0.164
433,Russell Westbrook,OKC,0.164
190,Hassan Whiteside,MIA,0.162
304,Kevin Durant,GSW,0.162
132,Domantas Sabonis,IND,0.162
211,JaKarr Sampson,CHI,0.162
407,Paul George,OKC,0.161
17,Andre Drummond,DET,0.159
322,Kyrie Irving,BOS,0.157
74,Clint Capela,HOU,0.156
87,Damian Lillard,POR,0.155
106,DeAndre Jordan,NYK,0.154
38,Blake Griffin,DET,0.153
454,Stephen Curry,GSW,0.152
157,Enes Freedom,POR,0.152
368,Mike Conley,MEM,0.151
336,Luka Dončić,DAL,0.149
307,Kevin Love,CLE,0.148
334,Lou Williams,LAC,0.147
73,Christian Wood,NOP,0.146
291,Jusuf Nurkić,POR,0.146
35,Ben Simmons,PHI,0.145
323,LaMarcus Aldridge,SAS,0.143
92,Danilo Gallinari,LAC,0.143
119,Derrick Favors,UTA,0.142
253,Joakim Noah,MEM,0.142
81,D'Angelo Russell,BKN,0.141
378,Montrezl Harrell,LAC,0.14
374,Mitchell Creek,MIN,0.14
299,Kemba Walker,CHA,0.14
112,Deandre Ayton,PHX,0.139
150,Ed Davis,BKN,0.139
109,DeMarcus Cousins,GSW,0.139
72,Chris Paul,HOU,0.138
285,Julius Randle,NOP,0.137
259,John Collins,ATL,0.136
108,DeMar DeRozan,SAS,0.135
