,Player,Team,G,PTS,AST,TRB,Stocks,eFG%,MP,PER,TS%,USG%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
96,Will Barton,Denver Nuggets,71.0,14.7,3.9,4.8,1.2,0.525,2277.0,13.4,0.548,20.8,3.2,-0.5,0.9,0.5854,82.0,0,0.8659,2022
98,Chris Paul,Phoenix Suns,65.0,14.7,10.8,4.4,2.2,0.536,2139.0,20.8,0.581,19.7,9.4,5.4,4.0,0.7805,82.0,0.002,0.7927,2022
99,Bobby Portis,Milwaukee Bucks,72.0,14.6,1.2,9.1,1.4,0.555,2028.0,17.7,0.571,21.3,5.5,0.2,1.1,0.622,82.0,0,0.878,2022
100,Mikal Bridges,Phoenix Suns,82.0,14.2,2.3,4.2,1.6,0.601,2854.0,14.4,0.627,15.0,8.9,1.6,2.6,0.7805,82.0,0,1.0,2022
102,Evan Fournier,New York Knicks,80.0,14.1,2.1,2.6,1.3,0.541,2358.0,12.3,0.554,20.8,3.7,-0.7,0.7,0.4512,82.0,0,0.9756,2022
103,Malik Monk,Los Angeles Lakers,76.0,13.8,2.9,3.4,1.2,0.578,2139.0,14.4,0.597,20.1,3.6,-0.5,0.8,0.4024,82.0,0,0.9268,2022
105,Mike Conley,Utah Jazz,72.0,13.7,5.3,3.0,1.6,0.542,2058.0,17.2,0.572,20.9,6.7,3.1,2.7,0.5976,82.0,0,0.878,2022
111,Kyle Lowry,Miami Heat,63.0,13.4,7.5,4.5,1.4,0.555,2133.0,15.0,0.6,18.2,6.4,2.0,2.1,0.6463,82.0,0,0.7683,2022
113,Derrick White,Boston Celtics,75.0,13.2,4.9,3.5,1.7,0.493,2199.0,14.8,0.549,19.9,5.1,0.9,1.6,0.622,82.0,0,0.9146,2022
114,Kentavious Caldwell-Pope,Washington Wizards,77.0,13.2,1.9,3.4,1.4,0.531,2329.0,12.6,0.568,19.0,2.8,-1.5,0.3,0.4268,82.0,0,0.939,2022
123,Monte Morris,Denver Nuggets,75.0,12.6,4.4,3.0,0.9,0.564,2239.0,14.7,0.583,17.4,5.4,0.0,1.1,0.5854,82.0,0,0.9146,2022
130,Kevin Huerter,Atlanta Hawks,74.0,12.1,2.7,3.4,1.1,0.559,2188.0,11.9,0.57,17.5,2.8,-1.2,0.4,0.5244,82.0,0,0.9024,2022
131,Marcus Smart,Boston Celtics,71.0,12.1,5.9,3.8,2.0,0.501,2296.0,13.6,0.54,18.3,5.6,0.5,1.5,0.622,82.0,0,0.8659,2022
134,Devonte' Graham,New Orleans Pelicans,76.0,11.9,4.2,2.3,1.1,0.481,2162.0,12.1,0.514,19.5,2.8,-1.0,0.5,0.439,82.0,0,0.9268,2022
137,Jae'Sean Tate,Houston Rockets,78.0,11.8,2.8,5.4,1.4,0.541,2056.0,14.3,0.567,19.6,3.0,-1.8,0.1,0.2439,82.0,0,0.9512,2022
138,Alec Burks,New York Knicks,81.0,11.7,3.0,4.9,1.3,0.499,2318.0,13.7,0.559,17.7,6.1,0.8,1.7,0.4512,82.0,0,0.9878,2022
141,Davion Mitchell,Sacramento Kings,75.0,11.5,4.2,2.2,1.0,0.477,2076.0,10.8,0.489,20.6,0.1,-3.8,-0.9,0.3659,82.0,0,0.9146,2022
143,Patty Mills,Brooklyn Nets,81.0,11.4,2.3,1.9,0.8,0.551,2346.0,10.4,0.563,16.4,2.8,-1.7,0.2,0.5366,82.0,0,0.9878,2022
150,Clint Capela,Atlanta Hawks,74.0,11.1,1.2,11.9,2.0,0.613,2042.0,21.4,0.604,15.5,8.3,2.0,2.1,0.5244,82.0,0,0.9024,2022
153,Dorian Finney-Smith,Dallas Mavericks,80.0,11.0,1.9,4.7,1.6,0.595,2644.0,12.5,0.604,13.8,6.6,0.8,1.9,0.6341,82.0,0,0.9756,2022
155,Duncan Robinson,Miami Heat,79.0,10.9,1.6,2.6,0.7,0.559,2043.0,10.6,0.573,17.7,3.9,-0.6,0.7,0.6463,82.0,0,0.9634,2022
158,Terance Mann,Los Angeles Clippers,81.0,10.8,2.6,5.2,1.0,0.539,2317.0,13.4,0.572,16.0,5.5,-0.6,0.8,0.5122,82.0,0,0.9878,2022
177,Al Horford,Boston Celtics,69.0,10.2,3.4,7.7,2.0,0.546,2005.0,16.7,0.574,14.8,7.6,4.3,3.2,0.622,82.0,0,0.8415,2022
180,Justin Holiday,Sacramento Kings,74.0,10.1,1.7,2.6,1.2,0.528,2057.0,9.5,0.543,15.8,1.4,-2.2,-0.1,0.3659,82.0,0,0.9024,2022
195,Herbert Jones,New Orleans Pelicans,78.0,9.5,2.1,3.8,2.5,0.525,2335.0,12.3,0.573,13.7,4.6,-0.5,0.9,0.439,82.0,0,0.9512,2022
221,Ayo Dosunmu,Chicago Bulls,77.0,8.8,3.3,2.8,1.2,0.585,2110.0,11.2,0.596,14.1,3.0,-2.0,0.0,0.561,82.0,0,0.939,2022
282,Royce O'Neale,Utah Jazz,77.0,7.4,2.5,4.8,1.5,0.591,2406.0,10.3,0.608,9.9,5.5,0.8,1.7,0.5976,82.0,0,0.939,2022
