,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
118,105.0,Lionel Hollins,25.0,POR,PG,64.0,,1967.0,14.0,0.496,0.249,1.8,6.7,4.2,23.9,2.7,0.7,18.5,24.2,0.2,2.1,2.3,0.055,-1.0,-0.5,-1.5,0.2,DEF2
119,106.0,Junior Bridgeman,25.0,MIL,SG,82.0,,1963.0,18.8,0.544,0.214,6.4,10.4,8.4,11.7,2.0,1.1,10.6,25.8,3.7,1.8,5.5,0.134,1.9,-0.6,1.3,1.6,
120,107.0,Fred Brown,30.0,SEA,PG,77.0,,1961.0,16.9,0.516,0.217,2.0,7.2,4.6,20.1,2.8,0.6,13.6,24.1,2.3,2.9,5.2,0.127,0.3,1.3,1.7,1.8,
121,108.0,Mark Landsberger,23.0,CHI,PF,80.0,,1959.0,12.6,0.483,0.332,16.4,25.0,20.7,4.7,0.6,0.6,18.2,16.7,0.2,2.0,2.2,0.054,-0.7,-2.1,-2.8,-0.4,
122,109.0,Paul Silas,35.0,SEA,PF,82.0,,1957.0,10.4,0.468,0.483,13.9,17.0,15.5,7.3,0.7,0.5,16.7,11.7,1.3,2.6,3.9,0.096,-1.0,-0.2,-1.2,0.4,
123,110.0,Clifford Ray,30.0,GSW,C,82.0,,1917.0,12.5,0.543,0.433,11.9,22.3,17.0,8.9,1.2,1.4,22.6,14.3,1.0,2.8,3.8,0.095,-1.6,0.6,-1.0,0.5,
124,111.0,Tree Rollins,23.0,ATL,C,81.0,45.0,1900.0,17.3,0.553,0.254,12.0,21.9,16.7,3.6,1.1,7.7,12.4,14.6,3.1,3.3,6.4,0.163,0.0,2.4,2.4,2.1,
125,112.0,Mark Olberding,22.0,SAS,PF,80.0,,1885.0,12.4,0.556,0.526,5.6,17.9,12.0,13.1,1.2,0.5,19.4,16.9,2.0,2.2,4.2,0.106,-1.4,0.1,-1.3,0.3,
126,113.0,Kevin Grevey,25.0,WSB,SF,65.0,,1856.0,14.0,0.494,0.243,5.0,7.7,6.3,11.1,1.1,0.4,10.5,23.5,1.9,1.5,3.4,0.087,-0.3,-1.1,-1.4,0.3,
127,114.0,Bob Lanier,30.0,DET,C,53.0,,1835.0,21.7,0.564,0.386,9.0,19.3,14.0,11.4,1.2,2.1,13.6,26.7,4.0,1.9,5.9,0.155,3.2,-0.2,3.0,2.3,AS
128,115.0,T.R. Dunn,23.0,POR,SG,80.0,,1828.0,12.3,0.496,0.288,8.7,12.3,10.5,7.4,2.2,0.7,13.1,15.3,1.7,2.0,3.7,0.097,-0.3,0.1,-0.2,0.8,
129,116.0,Mike Newlin,30.0,HOU,SG,76.0,,1828.0,12.9,0.565,0.418,3.1,7.0,5.1,20.2,1.3,0.3,20.3,18.6,2.4,0.5,2.9,0.076,-0.3,-1.0,-1.3,0.3,
130,117.0,Pete Maravich,31.0,NOJ,SG,49.0,,1824.0,13.4,0.478,0.268,1.8,4.6,3.2,20.4,1.5,0.5,14.7,28.4,-0.5,0.7,0.1,0.004,-1.2,-2.5,-3.7,-0.8,AS
131,118.0,Charles Johnson,29.0,WSB,SG,82.0,,1819.0,12.0,0.458,0.101,4.0,7.3,5.6,12.5,2.4,0.2,9.6,19.1,0.9,1.9,2.8,0.074,-1.9,0.8,-1.2,0.4,
132,119.0,Butch Lee,22.0,2TM,PG,82.0,4.0,1779.0,13.8,0.513,0.363,1.9,6.0,3.9,22.8,2.3,0.0,17.3,19.8,1.5,1.1,2.6,0.069,-0.3,-0.7,-1.0,0.4,
133,119.0,Butch Lee,22.0,ATL,PG,49.0,4.0,997.0,12.2,0.516,0.374,1.1,5.4,3.2,23.0,2.6,0.1,20.8,18.3,0.4,0.9,1.2,0.06,-1.1,-0.2,-1.3,0.2,
134,119.0,Butch Lee,22.0,CLE,PG,33.0,,782.0,15.7,0.511,0.352,2.9,6.7,4.7,22.5,1.8,0.0,13.5,21.8,1.1,0.2,1.3,0.081,0.7,-1.4,-0.7,0.3,
135,120.0,Ernie Grunfeld,23.0,MIL,SF,82.0,,1778.0,15.2,0.546,0.38,7.7,14.7,11.2,15.2,1.5,0.4,15.5,19.9,2.8,1.6,4.3,0.117,0.2,-0.5,-0.2,0.8,
136,121.0,Adrian Dantley,23.0,LAL,SF,60.0,,1775.0,18.4,0.589,0.467,8.5,12.2,10.5,10.3,1.6,0.3,14.9,23.4,4.0,1.6,5.7,0.153,1.7,-1.2,0.5,1.1,
137,122.0,Rick Robey,23.0,2TM,C,79.0,13.0,1763.0,14.5,0.53,0.333,10.2,21.0,15.6,10.5,1.2,0.4,17.5,20.7,1.4,1.7,3.1,0.085,-0.9,-0.7,-1.6,0.2,
138,122.0,Rick Robey,23.0,IND,C,43.0,13.0,849.0,13.4,0.531,0.41,9.7,21.1,15.4,8.4,1.3,0.7,20.4,20.1,0.3,1.0,1.3,0.072,-1.8,-0.5,-2.2,-0.1,
139,122.0,Rick Robey,23.0,BOS,C,36.0,,914.0,15.5,0.529,0.272,10.6,20.9,15.7,12.4,1.1,0.2,15.1,21.3,1.1,0.7,1.8,0.097,0.0,-1.0,-1.0,0.2,
140,123.0,Quinn Buckner,24.0,MIL,PG,81.0,,1757.0,13.6,0.478,0.226,3.6,9.6,6.6,31.7,4.0,0.5,25.5,18.0,-0.4,2.4,2.0,0.055,-1.6,1.5,-0.1,0.9,
141,124.0,Foots Walker,27.0,CLE,PG,55.0,,1753.0,15.0,0.527,0.391,3.5,9.2,6.2,23.3,3.5,0.6,19.5,14.8,1.9,1.5,3.4,0.093,-0.2,1.5,1.3,1.5,
142,125.0,Alvin Scott,23.0,PHO,SF,81.0,,1737.0,13.2,0.579,0.424,6.8,16.1,11.5,8.5,2.0,1.9,17.4,12.6,2.0,2.4,4.4,0.121,0.1,1.3,1.4,1.5,
143,126.0,Ollie Johnson,29.0,CHI,SF,71.0,,1734.0,12.3,0.552,0.204,3.7,10.6,7.2,13.1,1.5,1.0,16.2,16.2,1.6,1.4,3.1,0.085,-0.9,0.5,-0.4,0.7,
144,127.0,John Mengelt,29.0,CHI,SG,75.0,,1705.0,13.2,0.537,0.264,1.6,5.9,3.8,16.1,1.3,0.1,13.5,20.9,2.1,0.9,3.0,0.084,-0.9,-1.0,-1.9,0.1,
145,128.0,Purvis Short,21.0,GSW,PF,75.0,,1703.0,13.1,0.492,0.11,8.0,14.0,10.9,8.1,1.5,0.4,12.1,21.8,0.7,1.9,2.6,0.074,-1.7,-0.6,-2.3,-0.1,
146,129.0,Joe Meriweather,25.0,2TM,C,77.0,,1693.0,11.4,0.524,0.374,8.8,16.0,12.5,6.0,1.1,2.8,18.3,16.3,0.6,1.7,2.3,0.064,-3.0,0.2,-2.8,-0.3,
147,129.0,Joe Meriweather,25.0,NOJ,C,36.0,,640.0,11.8,0.495,0.417,9.8,18.1,14.1,6.4,1.2,3.1,16.9,15.9,0.1,0.7,0.9,0.066,-3.1,0.4,-2.7,-0.1,
148,129.0,Joe Meriweather,25.0,NYK,C,41.0,,1053.0,11.2,0.542,0.348,8.2,14.8,11.5,5.9,1.0,2.7,19.1,16.6,0.4,0.9,1.4,0.063,-2.9,0.1,-2.9,-0.2,
149,130.0,Lou Hudson,34.0,LAL,SG,78.0,,1686.0,13.7,0.556,0.195,4.4,4.6,4.5,10.8,1.6,0.5,12.5,18.7,2.3,1.1,3.3,0.095,-0.1,-0.9,-1.1,0.4,
150,131.0,Terry Furlow,24.0,2TM,SG,78.0,0.0,1686.0,17.0,0.528,0.243,4.7,6.2,5.4,16.3,1.6,1.0,13.1,24.1,2.5,0.8,3.3,0.093,2.0,-1.0,1.0,1.3,
151,131.0,Terry Furlow,24.0,CLE,SG,49.0,,1110.0,17.0,0.523,0.22,4.1,5.5,4.7,14.2,1.7,0.8,12.2,25.5,1.4,0.4,1.8,0.078,1.6,-1.3,0.3,0.6,
152,131.0,Terry Furlow,24.0,ATL,SG,29.0,0.0,576.0,17.1,0.538,0.298,5.8,7.6,6.7,20.5,1.5,1.3,15.0,21.5,1.1,0.4,1.5,0.124,2.8,-0.4,2.4,0.6,
153,132.0,Kevin Kunnert,27.0,SDC,C,81.0,,1684.0,12.8,0.487,0.17,12.7,23.2,18.0,8.3,1.2,3.5,20.8,15.3,0.5,1.8,2.3,0.066,-1.9,0.6,-1.3,0.3,
154,133.0,Tiny Archibald,30.0,BOS,PG,69.0,,1662.0,13.1,0.537,0.536,1.7,5.3,3.4,26.3,1.5,0.2,21.8,21.3,1.0,0.6,1.6,0.046,-0.5,-2.1,-2.6,-0.3,
155,134.0,Larry Wright,24.0,WSB,PG,73.0,,1658.0,13.7,0.511,0.285,3.0,5.6,4.3,22.5,1.9,0.4,15.2,18.0,2.0,1.5,3.5,0.101,-0.3,0.2,-0.1,0.8,
156,135.0,Bingo Smith,32.0,CLE,SG,72.0,,1650.0,13.4,0.485,0.135,4.8,9.1,6.8,10.7,1.2,0.2,8.3,21.8,1.6,0.5,2.1,0.061,-0.7,-1.6,-2.3,-0.1,
157,136.0,Mike Green,27.0,SAS,C,76.0,,1641.0,12.9,0.528,0.302,8.7,13.8,11.3,8.3,1.0,3.7,14.1,14.5,1.8,2.0,3.8,0.112,-0.8,1.0,0.2,0.9,
158,137.0,Darnell Hillman,29.0,KCK,PF,78.0,,1618.0,10.7,0.519,0.523,9.1,20.2,14.5,6.9,1.4,2.3,20.3,15.7,0.2,2.4,2.6,0.077,-2.8,0.9,-1.8,0.1,
159,138.0,Jim Brewer,27.0,2TM,PF,80.0,,1611.0,9.9,0.444,0.197,10.1,22.5,16.0,6.6,1.8,2.2,21.9,10.9,-0.5,1.8,1.3,0.038,-2.1,0.6,-1.5,0.2,
160,138.0,Jim Brewer,27.0,CLE,PF,55.0,,1301.0,10.1,0.448,0.185,9.9,21.9,15.6,7.0,1.7,2.4,21.8,10.9,-0.3,1.3,1.0,0.038,-1.9,0.6,-1.2,0.3,
161,138.0,Jim Brewer,27.0,DET,PF,25.0,,310.0,9.2,0.428,0.25,11.0,24.6,17.6,4.9,1.9,1.7,22.2,10.5,-0.2,0.4,0.3,0.04,-2.8,0.4,-2.4,0.0,
162,139.0,Mitch Kupchak,24.0,WSB,PF,66.0,,1604.0,19.4,0.588,0.438,9.7,17.4,13.6,7.5,0.6,0.7,12.8,22.3,4.2,1.7,5.9,0.178,2.6,-0.8,1.9,1.6,
163,140.0,Glen Gondrezick,23.0,NYK,SF,75.0,,1602.0,11.0,0.511,0.298,9.8,18.7,14.3,8.0,2.8,0.6,20.5,11.4,0.6,2.1,2.7,0.082,-1.8,1.4,-0.4,0.6,
164,141.0,Kevin Restani,27.0,MIL,PF,81.0,,1598.0,12.1,0.512,0.138,9.8,16.9,13.3,9.3,0.8,0.9,14.6,16.0,1.3,1.3,2.6,0.078,-0.8,-1.0,-1.8,0.1,
165,142.0,Doug Collins,27.0,PHI,SG,47.0,44.0,1595.0,16.0,0.555,0.344,2.4,5.5,4.0,17.6,1.5,0.7,13.7,23.4,2.6,1.6,4.2,0.125,0.7,-0.5,0.1,0.9,AS
166,143.0,Ron Boone,32.0,LAL,SG,82.0,,1583.0,9.3,0.495,0.183,3.9,6.0,5.0,12.1,1.9,0.4,19.3,19.3,-0.8,1.2,0.4,0.012,-3.2,-1.0,-4.2,-0.9,
167,144.0,Mike Mitchell,23.0,CLE,SF,80.0,,1576.0,16.8,0.545,0.252,8.3,14.9,11.4,5.7,1.5,1.0,11.5,22.4,2.6,1.0,3.6,0.111,0.5,-1.1,-0.6,0.5,
168,145.0,Dave Twardzik,28.0,POR,PG,64.0,,1570.0,14.9,0.651,0.785,2.7,5.7,4.2,14.6,2.5,0.1,19.9,16.1,3.7,1.4,5.1,0.157,-0.2,0.6,0.4,0.9,
169,146.0,Greg Ballard,24.0,WSB,SF,82.0,,1552.0,14.9,0.503,0.308,9.5,19.8,14.7,9.4,1.7,1.0,13.3,18.0,1.7,2.2,3.9,0.12,0.0,0.7,0.7,1.1,
170,147.0,Don Ford,26.0,LAL,PF,79.0,,1540.0,11.1,0.54,0.198,6.2,12.4,9.5,8.0,1.5,0.8,16.0,15.1,1.0,1.5,2.5,0.078,-1.4,-0.3,-1.7,0.1,
171,148.0,Jeff Judkins,22.0,BOS,SF,81.0,,1521.0,14.5,0.544,0.249,5.1,8.9,7.0,13.6,2.4,0.4,14.3,19.5,1.9,1.1,3.0,0.095,-0.5,0.4,-0.1,0.7,
172,149.0,Tim Bassett,27.0,NJN,PF,82.0,,1508.0,8.0,0.433,0.419,11.7,17.7,14.6,8.2,1.3,1.0,21.7,11.8,-0.5,1.9,1.4,0.045,-3.2,0.1,-3.1,-0.4,
173,150.0,Larry Steele,29.0,POR,SG,72.0,,1488.0,10.1,0.477,0.282,4.3,8.5,6.4,12.6,2.3,0.4,15.0,16.9,0.6,1.5,2.0,0.065,-2.8,0.3,-2.5,-0.2,
174,151.0,Coby Dietrick,30.0,SAS,C,76.0,,1487.0,13.9,0.56,0.248,6.5,15.5,11.1,15.7,2.1,1.3,17.2,13.6,2.1,2.0,4.1,0.133,0.3,1.6,1.9,1.5,
175,152.0,Mike Dunleavy,24.0,HOU,SG,74.0,,1486.0,14.9,0.582,0.433,2.1,7.2,4.7,27.4,1.7,0.2,20.4,16.9,2.8,0.5,3.4,0.109,0.8,-0.5,0.3,0.9,
176,153.0,Robert Smith,23.0,DEN,PG,82.0,,1479.0,11.6,0.511,0.413,2.9,7.3,5.2,18.3,1.8,0.5,15.6,15.9,1.6,1.3,2.9,0.095,-1.6,0.4,-1.2,0.3,
177,154.0,James Hardy,22.0,NOJ,SF,68.0,,1456.0,10.7,0.487,0.207,8.4,12.3,10.4,5.9,1.6,2.1,16.7,14.6,0.0,1.3,1.3,0.043,-1.9,0.0,-1.9,0.0,
178,155.0,Bob Gross,25.0,POR,SF,53.0,,1441.0,14.0,0.519,0.269,8.1,11.2,9.6,17.0,2.3,1.8,19.6,16.9,1.2,1.7,2.9,0.097,0.4,0.9,1.4,1.2,
179,156.0,Aaron James,26.0,NOJ,SF,73.0,,1417.0,12.7,0.526,0.222,6.9,10.1,8.6,8.2,0.9,0.7,13.8,21.6,1.0,0.7,1.7,0.057,-1.8,-1.7,-3.5,-0.5,
180,157.0,Joel Kramer,23.0,PHO,PF,82.0,,1401.0,11.3,0.544,0.476,10.8,15.8,13.4,7.8,1.4,0.9,18.0,15.0,1.4,1.6,3.0,0.103,-1.9,-0.3,-2.2,-0.1,
181,158.0,Paul Griffin,25.0,NOJ,PF,77.0,,1398.0,10.0,0.527,0.659,9.1,17.9,13.7,12.1,1.7,1.3,28.9,11.0,0.0,1.5,1.6,0.054,-2.6,1.1,-1.5,0.2,
182,159.0,Earl Monroe,34.0,NYK,SG,64.0,,1393.0,15.4,0.513,0.22,2.0,3.7,2.9,19.6,1.6,0.2,11.3,24.3,1.9,0.5,2.5,0.085,0.3,-1.4,-1.1,0.3,
183,160.0,Tom McMillen,26.0,ATL,C,82.0,0.0,1392.0,12.6,0.518,0.239,9.8,16.3,12.9,6.9,0.5,1.3,13.7,18.1,1.7,1.2,2.9,0.1,-1.0,-1.2,-2.2,-0.1,
184,161.0,Lloyd Walton,25.0,MIL,PG,75.0,,1381.0,12.4,0.511,0.275,2.7,5.6,4.2,29.7,2.3,0.3,25.1,13.8,0.9,1.0,1.9,0.067,-0.4,-0.3,-0.7,0.5,
185,162.0,Jack Givens,22.0,ATL,SF,74.0,3.0,1347.0,13.0,0.457,0.239,7.6,9.7,8.6,8.7,2.5,0.7,10.7,20.5,0.7,1.4,2.1,0.074,-0.4,-0.2,-0.7,0.5,
186,163.0,Ron Lee,26.0,2TM,PG,60.0,,1346.0,10.7,0.469,0.278,5.1,8.2,6.7,19.4,3.5,0.2,22.5,20.9,-1.3,1.7,0.3,0.012,-3.6,0.6,-3.0,-0.4,
187,163.0,Ron Lee,26.0,PHO,PG,43.0,,948.0,11.1,0.49,0.272,5.0,8.2,6.6,17.6,3.2,0.2,21.3,22.1,-0.6,1.2,0.6,0.028,-3.4,0.3,-3.1,-0.3,
188,163.0,Ron Lee,26.0,NOJ,PG,17.0,,398.0,9.6,0.406,0.298,5.3,8.1,6.8,23.5,4.2,0.2,25.9,18.1,-0.7,0.5,-0.2,-0.027,-4.2,1.4,-2.8,-0.1,
189,164.0,Ben Poquette,23.0,DET,PF,76.0,,1337.0,13.1,0.481,0.306,7.5,19.1,13.1,5.4,1.3,3.8,11.0,16.8,0.9,1.6,2.5,0.091,-2.0,0.8,-1.2,0.3,
190,165.0,Corky Calhoun,28.0,IND,SF,81.0,0.0,1332.0,9.9,0.507,0.257,4.9,13.4,9.2,9.9,1.3,0.7,13.1,12.6,1.1,1.2,2.3,0.082,-2.0,0.5,-1.5,0.2,
191,166.0,Allan Bristow,27.0,SAS,SF,74.0,,1324.0,14.2,0.562,0.421,6.6,12.8,9.8,20.3,1.8,0.6,20.5,15.1,2.0,1.5,3.5,0.126,0.5,0.7,1.2,1.1,
192,167.0,Bob Nash,28.0,KCK,SF,82.0,,1307.0,9.6,0.467,0.165,6.2,11.1,8.6,7.0,1.0,0.6,12.8,18.9,-0.1,1.2,1.1,0.042,-2.1,-1.1,-3.2,-0.4,
193,168.0,Nate Williams,28.0,GSW,SG,81.0,,1299.0,14.7,0.542,0.206,5.6,11.6,8.6,6.7,2.0,0.2,13.1,22.2,1.4,1.5,2.9,0.107,-0.9,-0.1,-1.0,0.3,
194,169.0,Mike Bratz,23.0,PHO,PG,77.0,,1297.0,12.6,0.513,0.319,4.8,7.3,6.0,17.6,2.2,0.3,18.2,22.0,0.5,1.3,1.7,0.064,-1.8,-0.6,-2.4,-0.1,
195,170.0,Steve Mix,31.0,PHI,SF,74.0,1.0,1269.0,19.4,0.594,0.408,9.3,14.5,12.0,13.7,2.0,0.7,14.7,20.9,3.0,1.9,4.9,0.186,2.7,0.6,3.3,1.7,
196,171.0,John Brown,27.0,CHI,SF,77.0,,1265.0,9.4,0.539,0.309,7.2,13.3,10.3,10.8,0.7,0.4,19.8,14.2,0.9,0.8,1.7,0.064,-2.3,-0.4,-2.7,-0.2,
197,172.0,Len Elmore,26.0,IND,C,80.0,0.0,1264.0,12.2,0.444,0.228,9.4,23.4,16.4,7.4,2.2,3.3,16.2,13.9,-0.1,2.2,2.1,0.079,-2.3,1.9,-0.3,0.5,
198,173.0,Marty Byrnes,22.0,2TM,SF,79.0,,1264.0,9.9,0.525,0.396,7.7,8.1,7.9,10.4,0.9,0.4,20.7,17.5,0.2,0.7,0.9,0.034,-1.7,-1.7,-3.5,-0.5,
199,173.0,Marty Byrnes,22.0,PHO,SF,43.0,,734.0,9.4,0.545,0.448,7.5,7.2,7.3,10.1,0.9,0.1,22.8,18.1,0.1,0.5,0.5,0.036,-2.0,-2.0,-4.0,-0.4,
200,173.0,Marty Byrnes,22.0,NOJ,SF,36.0,,530.0,10.6,0.498,0.325,7.8,9.5,8.7,10.9,1.0,0.7,17.4,16.5,0.1,0.3,0.4,0.032,-1.3,-1.3,-2.7,-0.1,
201,174.0,Bayard Forrest,24.0,PHO,C,75.0,,1243.0,9.6,0.462,0.423,10.0,18.0,14.1,15.3,1.0,1.5,24.9,13.3,-0.2,1.5,1.2,0.048,-1.9,0.8,-1.1,0.3,
202,175.0,Billy McKinney,23.0,KCK,PG,78.0,,1242.0,15.6,0.555,0.34,1.7,5.8,3.7,27.0,2.1,0.1,18.4,20.8,1.7,1.2,3.0,0.114,0.7,-0.3,0.4,0.7,
203,176.0,Anthony Roberts,23.0,DEN,SF,63.0,,1236.0,11.2,0.456,0.221,9.0,12.7,10.9,12.0,0.7,0.1,10.6,19.1,0.8,1.0,1.7,0.067,-1.3,-1.5,-2.8,-0.3,
204,177.0,Earl Tatum,25.0,2TM,SG,79.0,,1233.0,11.9,0.465,0.113,3.4,7.3,5.3,8.3,2.8,1.4,11.8,23.1,-0.5,1.2,0.7,0.028,-2.9,0.6,-2.3,-0.1,
205,177.0,Earl Tatum,25.0,BOS,SG,3.0,,38.0,7.1,0.45,0.25,2.9,8.8,5.8,3.8,0.0,1.4,11.9,25.9,0.0,0.0,0.0,-0.036,-4.2,-0.7,-4.9,-0.1,
206,177.0,Earl Tatum,25.0,DET,SG,76.0,,1195.0,12.1,0.465,0.109,3.4,7.3,5.3,8.5,2.9,1.4,11.8,23.0,-0.4,1.2,0.7,0.03,-2.9,0.6,-2.2,-0.1,
207,178.0,Curtis Rowe,29.0,BOS,PF,53.0,,1222.0,7.7,0.467,0.217,7.1,14.9,11.0,7.3,0.6,0.6,18.8,14.9,-0.5,0.6,0.0,0.001,-2.7,-1.4,-4.1,-0.6,
208,179.0,Dave Robisch,29.0,LAL,C,80.0,,1219.0,11.9,0.499,0.342,7.7,17.1,12.7,9.4,0.7,1.0,12.1,14.4,1.2,1.2,2.3,0.092,-0.5,-0.5,-1.1,0.3,
209,180.0,Tom Abernethy,24.0,GSW,PF,70.0,,1219.0,13.6,0.55,0.275,6.5,12.6,9.5,8.4,1.5,0.6,7.7,13.8,2.3,1.3,3.7,0.144,0.2,0.7,0.9,0.9,
210,181.0,Michael Ray Richardson,23.0,NYK,PG,72.0,,1218.0,12.4,0.435,0.265,6.9,13.8,10.3,22.9,3.8,0.8,20.7,21.9,-1.4,1.7,0.3,0.013,-2.7,1.6,-1.1,0.3,
211,182.0,Dwight Jones,26.0,HOU,C,81.0,,1215.0,10.9,0.505,0.334,10.0,19.2,14.7,5.9,1.3,1.1,18.4,18.0,0.3,0.9,1.3,0.05,-2.8,-0.8,-3.7,-0.5,
212,183.0,Gar Heard,30.0,PHO,PF,63.0,,1213.0,12.6,0.479,0.281,9.1,22.8,16.1,5.9,1.9,2.4,12.7,15.0,0.6,2.0,2.6,0.101,-1.5,0.6,-0.9,0.3,
213,184.0,Jim Price,29.0,LAL,PG,75.0,,1207.0,12.3,0.524,0.23,2.5,8.3,5.5,21.9,2.5,0.5,20.9,15.9,0.5,1.2,1.8,0.07,-1.4,0.6,-0.8,0.4,
214,185.0,Freeman Williams,22.0,SDC,SG,72.0,,1195.0,16.1,0.514,0.143,4.3,4.5,4.4,10.5,1.6,0.1,12.0,26.2,1.7,0.1,1.8,0.072,0.6,-2.2,-1.5,0.1,
215,186.0,Winford Boynes,21.0,NJN,SG,69.0,,1176.0,11.7,0.482,0.284,5.2,8.9,6.9,9.7,1.6,0.3,15.1,25.1,-0.5,1.1,0.6,0.026,-2.2,-1.5,-3.7,-0.5,
216,187.0,Mike Glenn,23.0,NYK,SG,75.0,,1171.0,15.5,0.567,0.13,2.6,5.0,3.8,16.5,1.4,0.3,11.1,19.3,2.4,0.5,2.8,0.117,0.6,-0.7,0.0,0.6,
217,188.0,George Johnson,22.0,MIL,PF,67.0,,1157.0,14.0,0.526,0.342,10.1,24.3,17.2,8.3,2.9,2.2,20.3,16.6,0.4,2.0,2.5,0.102,-2.0,1.6,-0.5,0.4,
218,189.0,Kenny Carr,23.0,LAL,PF,72.0,,1149.0,12.6,0.522,0.304,7.0,19.9,13.8,6.8,1.5,1.4,18.5,21.8,-0.4,1.5,1.1,0.046,-2.8,-0.7,-3.5,-0.4,
219,190.0,Wilson Washington,23.0,NJN,PF,62.0,,1139.0,12.9,0.523,0.24,7.8,19.8,13.6,6.0,1.2,3.2,17.0,19.0,0.2,1.7,1.8,0.077,-2.6,0.5,-2.1,0.0,
220,191.0,Kim Hughes,26.0,DEN,C,81.0,,1086.0,11.7,0.53,0.247,10.9,21.2,16.1,8.5,2.3,4.9,27.9,9.9,0.1,2.1,2.2,0.098,-2.7,3.7,0.9,0.8,
221,192.0,Don Chaney,32.0,BOS,SG,65.0,,1074.0,9.7,0.444,0.101,6.5,8.1,7.3,9.5,3.0,0.5,13.1,18.1,-0.3,1.0,0.6,0.027,-3.5,0.8,-2.7,-0.2,
222,193.0,Phil Jackson,33.0,NJN,PF,59.0,,1070.0,10.7,0.536,0.347,5.6,12.2,8.7,10.7,1.8,1.1,18.3,15.0,0.6,1.3,1.9,0.086,-2.2,0.8,-1.5,0.1,
223,194.0,Joe Bryant,24.0,PHI,PF,70.0,0.0,1064.0,13.1,0.482,0.356,9.8,15.3,12.7,13.6,2.1,0.4,17.1,24.4,-0.1,1.6,1.5,0.067,-2.4,-0.2,-2.6,-0.2,
224,195.0,Kenny Higgs,24.0,CLE,PG,68.0,,1050.0,12.4,0.517,0.398,1.8,9.3,5.3,17.2,2.9,0.6,12.5,14.2,1.3,0.8,2.2,0.098,-2.4,1.8,-0.6,0.4,
225,196.0,Slick Watts,27.0,HOU,PG,61.0,,1046.0,11.3,0.439,0.295,3.7,7.0,5.4,27.2,3.2,0.7,21.7,12.3,0.4,0.8,1.2,0.057,-1.2,1.7,0.5,0.7,
226,197.0,John Lambert,26.0,CLE,PF,70.0,,1030.0,10.9,0.469,0.167,11.6,19.7,15.4,5.5,1.1,1.5,15.5,16.1,0.2,0.8,0.9,0.044,-2.6,-1.2,-3.8,-0.5,
227,198.0,Ralph Simpson,29.0,2TM,SG,69.0,0.0,979.0,9.7,0.44,0.256,3.7,6.6,5.1,18.1,1.7,0.3,17.2,22.7,-1.1,0.9,-0.2,-0.01,-2.7,-1.3,-4.0,-0.5,
228,198.0,Ralph Simpson,29.0,PHI,SG,37.0,0.0,452.0,11.2,0.473,0.204,3.8,4.2,4.0,18.0,2.5,0.1,18.0,22.5,-0.3,0.5,0.2,0.021,-2.2,-0.5,-2.7,-0.1,
229,198.0,Ralph Simpson,29.0,NJN,SG,32.0,,527.0,8.4,0.414,0.3,3.6,8.7,6.1,18.1,1.0,0.4,16.5,22.9,-0.8,0.4,-0.4,-0.036,-3.1,-2.0,-5.1,-0.4,
230,199.0,Wally Walker,24.0,SEA,SF,60.0,,969.0,11.6,0.511,0.28,7.2,12.1,9.6,10.0,0.6,1.4,15.0,18.3,0.6,1.2,1.8,0.087,-1.7,0.0,-1.7,0.1,
231,200.0,Harvey Catchings,27.0,2TM,C,57.0,4.0,948.0,11.1,0.476,0.321,11.0,22.5,16.7,6.5,1.1,5.1,24.1,14.6,-0.6,1.7,1.1,0.058,-3.3,1.5,-1.8,0.1,
232,200.0,Harvey Catchings,27.0,PHI,C,25.0,4.0,289.0,9.9,0.457,0.25,11.2,23.5,17.6,7.7,1.2,6.3,32.9,15.2,-0.5,0.6,0.1,0.021,-4.5,2.4,-2.1,0.0,
233,200.0,Harvey Catchings,27.0,NJN,C,32.0,,659.0,11.6,0.483,0.349,10.9,22.1,16.3,6.0,1.0,4.6,20.2,14.4,0.0,1.1,1.0,0.074,-2.7,1.1,-1.6,0.1,
234,201.0,Tom Burleson,26.0,KCK,C,56.0,,927.0,15.3,0.522,0.494,9.6,23.7,16.5,6.9,1.3,3.5,13.3,19.9,1.1,1.6,2.7,0.14,-1.4,1.0,-0.4,0.4,
235,202.0,Charlie Criss,30.0,ATL,PG,54.0,1.0,879.0,9.1,0.436,0.298,2.2,5.3,3.7,20.7,2.2,0.2,19.5,18.2,-0.5,0.7,0.1,0.008,-2.4,-0.8,-3.2,-0.3,
236,203.0,Kevin Stacom,27.0,2TM,SG,68.0,0.0,831.0,8.0,0.407,0.175,3.8,7.0,5.4,18.0,1.6,0.1,17.8,21.1,-1.3,0.5,-0.8,-0.048,-3.5,-1.6,-5.1,-0.7,
237,203.0,Kevin Stacom,27.0,IND,SG,44.0,0.0,571.0,7.1,0.403,0.196,3.6,7.4,5.5,17.4,1.1,0.1,19.2,19.2,-0.9,0.3,-0.6,-0.049,-3.5,-1.9,-5.4,-0.5,
