,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Seattle SuperSonics*,82,240.9,42.4,91.6,0.463,,,,42.4,91.6,0.463,19.1,25.7,0.743,14.1,29.9,44.0,23.3,9.2,5.0,18.2,25.1,103.9
1,2.0,Golden State Warriors,82,241.2,42.6,88.5,0.481,,,,42.6,88.5,0.481,19.6,26.3,0.744,14.0,30.9,44.9,25.5,7.8,4.4,19.3,22.6,104.8
2,3.0,Portland Trail Blazers*,82,241.2,42.0,86.1,0.488,,,,42.0,86.1,0.488,23.0,30.5,0.755,13.2,28.7,41.8,23.9,9.7,5.1,20.1,26.9,107.1
3,4.0,Atlanta Hawks*,82,242.1,41.1,84.0,0.489,,,,41.1,84.0,0.489,24.9,33.3,0.75,14.3,29.8,44.1,23.5,7.9,6.8,21.9,26.0,107.1
4,5.0,Philadelphia 76ers*,82,241.5,43.2,93.0,0.464,,,,43.2,93.0,0.464,21.3,28.4,0.749,15.3,30.6,45.8,25.5,9.7,4.3,19.8,26.0,107.7
5,6.0,Chicago Bulls,82,241.2,44.9,90.3,0.497,,,,44.9,90.3,0.497,18.9,24.7,0.763,13.4,29.0,42.3,26.2,10.3,6.1,17.9,25.5,108.7
6,7.0,Denver Nuggets*,82,240.3,44.3,92.9,0.477,,,,44.3,92.9,0.477,20.9,27.8,0.752,14.9,29.6,44.5,26.5,9.0,5.7,18.6,27.6,109.5
7,8.0,Washington Bullets*,82,241.2,46.4,97.7,0.475,,,,46.4,97.7,0.475,17.1,23.1,0.741,14.4,31.0,45.4,26.6,8.9,5.3,16.3,26.1,109.9
8,9.0,Los Angeles Lakers*,82,241.2,46.3,95.7,0.484,,,,46.3,95.7,0.484,17.3,23.5,0.733,15.7,30.3,46.0,27.2,9.0,4.4,18.8,23.9,109.9
9,10.0,Cleveland Cavaliers,82,240.0,43.9,87.2,0.503,,,,43.9,87.2,0.503,22.4,29.5,0.758,13.7,31.5,45.2,25.1,8.0,6.1,19.0,24.4,110.2
10,11.0,Indiana Pacers,82,240.3,43.7,91.5,0.478,,,,43.7,91.5,0.478,22.8,29.5,0.773,15.8,31.8,47.6,26.6,8.3,5.3,19.7,25.5,110.2
11,12.0,Kansas City Kings*,82,242.1,41.9,86.1,0.486,,,,41.9,86.1,0.486,26.5,35.3,0.749,14.1,31.1,45.2,21.7,8.3,5.3,22.9,27.1,110.2
12,13.0,New York Knicks,82,241.2,43.9,90.9,0.483,,,,43.9,90.9,0.483,23.3,30.6,0.761,14.9,30.4,45.3,25.8,9.2,4.6,19.0,23.9,111.1
13,14.0,Phoenix Suns*,82,241.2,46.0,93.0,0.495,,,,46.0,93.0,0.495,19.6,25.9,0.755,15.1,29.6,44.7,25.5,10.9,4.9,22.5,26.1,111.7
14,15.0,Milwaukee Bucks,82,242.4,44.8,91.5,0.49,,,,44.8,91.5,0.49,22.2,29.5,0.753,15.0,29.7,44.7,28.1,9.3,5.6,21.3,23.5,111.8
15,16.0,New Jersey Nets*,82,240.9,42.8,89.1,0.48,,,,42.8,89.1,0.48,26.3,34.9,0.755,15.0,32.5,47.6,26.6,10.5,6.0,23.4,26.9,111.9
16,17.0,Houston Rockets*,82,241.2,46.3,93.0,0.498,,,,46.3,93.0,0.498,19.8,27.0,0.736,14.5,28.2,42.7,27.8,8.0,5.3,17.1,25.1,112.4
17,18.0,Detroit Pistons,82,241.2,45.8,93.0,0.493,,,,45.8,93.0,0.493,21.1,28.0,0.755,15.9,32.0,47.9,26.8,8.1,6.1,21.3,23.3,112.7
18,19.0,Boston Celtics,82,240.0,47.0,92.6,0.508,,,,47.0,92.6,0.508,19.2,25.4,0.759,13.7,29.9,43.6,26.5,8.7,5.3,19.5,24.7,113.3
19,20.0,San Antonio Spurs*,82,241.8,46.3,97.2,0.477,,,,46.3,97.2,0.477,21.5,28.6,0.751,15.8,30.9,46.7,27.2,9.6,4.9,20.7,26.4,114.1
20,21.0,New Orleans Jazz,82,240.3,47.1,98.0,0.481,,,,47.1,98.0,0.481,20.3,27.4,0.742,18.1,32.5,50.6,27.6,11.6,6.9,19.5,25.1,114.6
21,22.0,San Diego Clippers,82,240.6,46.7,95.1,0.491,,,,46.7,95.1,0.491,21.5,28.0,0.767,15.8,28.3,44.1,23.1,9.1,4.3,18.5,25.2,114.9
22,,League Average,82,241.1,44.5,91.7,0.485,,,,44.5,91.7,0.485,21.3,28.3,0.752,14.8,30.4,45.2,25.8,9.1,5.4,19.8,25.3,110.3
