,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
314,259.0,Kim Hughes,26.0,DEN,C,81.0,,13.4,1.2,2.2,0.538,0.2,0.6,0.4,1.4,2.8,4.1,0.9,0.7,1.3,1.0,2.7,2.6,
315,260.0,Larry McNeill,28.0,DET,PF,11.0,,4.2,0.8,1.8,0.45,1.0,1.1,0.917,0.3,0.6,0.9,0.3,0.0,0.0,0.4,0.6,2.6,
316,261.0,Tate Armstrong,23.0,CHI,SG,26.0,,10.0,1.1,2.7,0.4,0.4,0.5,0.769,0.3,0.5,0.8,1.2,0.4,0.0,0.8,0.8,2.5,
317,262.0,Andre Wakefield,24.0,2TM,SG,73.0,,8.0,0.8,2.4,0.35,0.7,0.9,0.696,0.3,0.7,1.0,1.0,0.3,0.0,1.0,1.0,2.4,
318,262.0,Andre Wakefield,24.0,CHI,SG,2.0,,4.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,
319,262.0,Andre Wakefield,24.0,DET,SG,71.0,,8.1,0.9,2.5,0.352,0.7,1.0,0.696,0.4,0.7,1.1,1.0,0.3,0.0,1.0,1.0,2.4,
320,263.0,Greg Bunch,22.0,NYK,SF,12.0,,8.1,0.8,2.2,0.346,0.8,1.0,0.833,0.8,0.7,1.4,0.3,0.3,0.3,0.4,0.8,2.3,
321,264.0,Lloyd Neal,28.0,POR,PF,4.0,,12.0,1.0,2.8,0.364,0.3,0.3,1.0,0.5,1.8,2.3,0.3,0.0,0.3,1.5,1.8,2.3,
322,265.0,Steve Sheppard,24.0,2TM,SF,42.0,,6.6,0.9,1.8,0.474,0.5,0.8,0.588,0.6,0.5,1.1,0.5,0.2,0.0,0.6,0.6,2.2,
323,265.0,Steve Sheppard,24.0,CHI,SF,22.0,,9.2,1.1,2.3,0.471,0.5,0.9,0.632,0.7,0.5,1.3,0.7,0.2,0.0,1.0,0.7,2.7,
324,265.0,Steve Sheppard,24.0,DET,SF,20.0,,3.8,0.6,1.3,0.48,0.4,0.8,0.533,0.5,0.5,1.0,0.2,0.2,0.1,0.2,0.5,1.6,
325,266.0,Richard Washington,23.0,KCK,PF,18.0,,8.9,0.8,2.3,0.341,0.6,0.9,0.625,0.6,2.1,2.7,0.4,0.4,0.2,0.8,1.7,2.1,
326,267.0,Dennis Awtrey,30.0,2TM,C,63.0,,11.8,0.7,1.7,0.411,0.7,0.9,0.732,0.7,1.7,2.4,1.1,0.3,0.2,0.8,1.7,2.0,
327,267.0,Dennis Awtrey,30.0,BOS,C,23.0,,10.7,0.7,1.9,0.386,0.7,0.9,0.8,0.6,1.5,2.0,0.9,0.1,0.3,0.9,1.6,2.2,
328,267.0,Dennis Awtrey,30.0,SEA,C,40.0,,12.5,0.7,1.6,0.429,0.6,0.9,0.694,0.7,1.9,2.6,1.2,0.3,0.2,0.8,1.7,2.0,
329,268.0,Gus Bailey,27.0,NOJ,SG,2.0,,4.5,1.0,3.5,0.286,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,2.0,
330,269.0,Michael Cooper,22.0,LAL,SG,3.0,,2.3,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,2.0,
331,270.0,Ray Epps,22.0,GSW,SF,13.0,,5.5,0.8,1.8,0.435,0.5,0.6,0.75,0.0,0.4,0.4,0.2,0.1,0.0,0.2,0.5,2.0,
332,271.0,Phil Hicks,26.0,DEN,SF,20.0,,6.4,0.9,2.2,0.419,0.2,0.3,0.6,0.7,0.8,1.4,0.4,0.3,0.0,0.7,1.0,2.0,
333,272.0,E.C. Coleman,28.0,HOU,PF,6.0,,6.5,0.8,1.2,0.714,0.2,0.2,1.0,0.2,1.0,1.2,0.2,0.3,0.0,0.0,1.8,1.8,
334,273.0,Scott Lloyd,26.0,2TM,C,72.0,,6.9,0.6,1.7,0.344,0.4,0.7,0.574,0.7,0.7,1.3,0.4,0.1,0.1,0.7,1.3,1.5,
335,273.0,Scott Lloyd,26.0,SDC,C,5.0,,6.2,0.0,0.4,0.0,0.0,0.0,,0.2,0.4,0.6,0.0,0.2,0.0,1.6,1.2,0.0,
336,273.0,Scott Lloyd,26.0,CHI,C,67.0,,6.9,0.6,1.8,0.35,0.4,0.7,0.574,0.7,0.7,1.4,0.5,0.1,0.1,0.6,1.3,1.7,
337,274.0,John Kuester,23.0,DEN,PG,33.0,,6.4,0.5,1.6,0.308,0.4,0.4,0.929,0.2,0.2,0.4,1.1,0.5,0.0,0.6,0.9,1.4,
338,275.0,Geoff Crompton,23.0,DEN,C,20.0,,4.4,0.5,1.3,0.385,0.3,0.6,0.5,0.3,0.9,1.2,0.3,0.0,0.2,0.6,1.0,1.3,
339,276.0,John Olive,23.0,SDC,SF,34.0,,5.6,0.4,1.2,0.325,0.5,0.7,0.783,0.1,0.5,0.6,0.1,0.1,0.0,0.4,0.9,1.3,
340,277.0,Dennis Boyd,24.0,DET,PG,5.0,,8.0,0.6,2.4,0.25,0.0,0.0,,0.0,0.4,0.4,1.4,0.0,0.0,1.2,1.0,1.2,
341,278.0,Jerome Whitehead,22.0,SDC,C,31.0,,4.9,0.5,1.1,0.441,0.3,0.6,0.444,0.5,1.1,1.6,0.2,0.1,0.1,0.4,0.9,1.2,
342,279.0,Stan Pietkiewicz,22.0,SDC,SG,4.0,,8.0,0.3,2.0,0.125,0.5,0.5,1.0,0.0,1.5,1.5,0.8,0.3,0.0,0.3,1.3,1.0,
343,280.0,Del Beshore,22.0,MIL,PG,1.0,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
344,,League Average,,,,,,,,,0.485,,,0.752,,,,,,,,,,
