,PLAYER_NAME,TEAM_ABBREVIATION,PIE
421,Stephen Curry,GSW,0.197
264,Kevin Durant,OKC,0.194
291,LeBron James,CLE,0.189
398,Russell Westbrook,OKC,0.188
78,Chris Paul,LAC,0.184
42,Boban Marjanovic,SAS,0.181
189,James Harden,HOU,0.174
165,Hassan Whiteside,MIA,0.172
41,Blake Griffin,LAC,0.171
254,Kawhi Leonard,SAS,0.17
366,Pau Gasol,CHI,0.165
29,Anthony Davis,NOP,0.165
140,Enes Freedom,OKC,0.162
199,Jarnell Stokes,MEM,0.162
109,DeMarcus Cousins,SAC,0.156
253,Karl-Anthony Towns,MIN,0.154
284,LaMarcus Aldridge,SAS,0.151
73,Chris Bosh,MIA,0.151
367,Paul George,IND,0.151
323,Michael Beasley,HOU,0.148
161,Greg Monroe,MIL,0.146
85,Cole Aldrich,LAC,0.146
280,Kyle Lowry,TOR,0.145
347,Nikola Jokić,DEN,0.145
226,John Wall,WAS,0.144
95,Damian Lillard,POR,0.143
66,Carmelo Anthony,NYK,0.143
266,Kevin Love,CLE,0.143
239,Jorge Gutierrez,CHA,0.143
230,Jonas Valančiūnas,TOR,0.142
172,Isaiah Thomas,BOS,0.142
215,Jimmy Butler III,CHI,0.141
368,Paul Millsap,ATL,0.141
106,DeAndre Jordan,LAC,0.141
18,Andre Drummond,DET,0.14
350,Nikola Vučević,ORL,0.14
435,Thanasis Antetokounmpo,NYK,0.14
114,Derrick Favors,UTA,0.14
141,Eric Bledsoe,PHX,0.139
108,DeMar DeRozan,TOR,0.139
104,David Lee,DAL,0.138
4,Al Horford,ATL,0.137
126,Draymond Green,GSW,0.136
258,Kemba Walker,CHA,0.135
122,Dirk Nowitzki,DAL,0.134
65,Carl Landry,PHI,0.133
460,Tyreke Evans,NOP,0.131
131,Dwyane Wade,MIA,0.131
303,Marc Gasol,MEM,0.13
305,Marcin Gortat,WAS,0.13
373,Rajon Rondo,SAC,0.13
383,Reggie Jackson,DET,0.13
474,Zach Randolph,MEM,0.13
245,Jrue Holiday,NOP,0.129
326,Mike Conley,MEM,0.129
156,Giannis Antetokounmpo,MIL,0.128
129,Dwight Howard,HOU,0.128
55,Brook Lopez,BKN,0.127
116,Derrick Williams,NYK,0.127
228,Jon Leuer,PHX,0.126
396,Rudy Gobert,UTA,0.126
261,Kenneth Faried,DEN,0.126
159,Gordon Hayward,UTA,0.126
386,Ricky Rubio,MIN,0.126
469,Will Barton,DEN,0.125
111,Delon Wright,TOR,0.124
5,Al Jefferson,CHA,0.124
98,Danilo Gallinari,DEN,0.124
91,Cristiano Felicio,CHI,0.123
133,Ed Davis,POR,0.123
281,Kyle O'Quinn,NYK,0.123
181,JaVale McGee,DAL,0.122
283,Kyrie Irving,CLE,0.122
439,Tim Duncan,SAS,0.122
196,Jared Sullinger,BOS,0.122
112,Dennis Schröder,ATL,0.121
105,David West,SAS,0.12
147,Evan Turner,BOS,0.12
25,Andrew Nicholson,ORL,0.119
210,Jeremy Lamb,CHA,0.119
206,Jeff Teague,ATL,0.119
302,Manu Ginobili,SAS,0.119
475,Zaza Pachulia,DAL,0.118
434,Thaddeus Young,BKN,0.118
89,Coty Clarke,BOS,0.118
236,Jordan Hill,IND,0.118
184,Jahlil Okafor,PHI,0.117
130,Dwight Powell,DAL,0.117
461,Tyson Chandler,PHX,0.117
310,Mario Chalmers,MIA,0.116
375,Ramon Sessions,WAS,0.116
443,Tobias Harris,DET,0.116
345,Nicolas Batum,CHA,0.116
425,T.J. McConnell,PHI,0.116
160,Gorgui Dieng,MIN,0.115
68,Chandler Parsons,DAL,0.115
216,Joakim Noah,CHI,0.115
223,Joffrey Lauvergne,DEN,0.114
471,Willie Reed,BKN,0.114
272,Klay Thompson,GSW,0.114
341,Nene,WAS,0.113
1,Aaron Gordon,ORL,0.113
207,Jeff Withey,UTA,0.113
277,Kristaps Porziņģis,NYK,0.113
342,Nerlens Noel,PHI,0.113
446,Tony Parker,SAS,0.112
33,Aron Baynes,DET,0.112
325,Michael Kidd-Gilchrist,CHA,0.112
61,CJ McCollum,POR,0.112
256,Kelly Olynyk,BOS,0.111
464,Victor Oladipo,ORL,0.111
169,Ian Mahinmi,IND,0.111
8,Alan Williams,PHX,0.11
315,Marvin Williams,CHA,0.11
246,Julius Randle,LAL,0.11
399,Ryan Anderson,NOP,0.109
265,Kevin Garnett,MIN,0.109
120,Dewayne Dedmon,ORL,0.109
15,Amar'e Stoudemire,MIA,0.109
314,Marreese Speights,GSW,0.109
331,Miles Plumlee,MIL,0.109
173,Ish Smith,PHI,0.109
270,Khris Middleton,MIL,0.108
